Name,Team,W,L,ERA,G,GS,QS,CG,ShO,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Roger Clemens","NYY",13,8,3.6998366836703833,32,32,21,1,0,0,,,204.1,878,184,96,84,26,84,0,10,2,1,188,"Roger Clemens",815,112388
"Kris Benson","PIT",10,12,3.8453294293264033,32,32,19,2,1,0,,,217.2,936,206,104,93,24,86,5,10,5,0,184,"Kris Benson",982,150249
"Hideo Nomo","DET",8,12,4.736842485676212,32,31,17,1,0,0,,,190,828,191,102,100,31,89,1,3,16,0,181,"Hideo Nomo",666,119827
"Dave Burba","CLE",16,6,4.468641233773613,32,32,16,0,0,0,,,191.1,848,199,99,95,19,91,2,2,7,0,180,"Dave Burba",1239,111692
"Matt Clement","SDP",13,17,5.136584983521626,34,34,16,0,0,0,,,205,940,194,131,117,22,125,4,16,23,0,170,"Matt Clement",271,136725
"Tim Hudson","OAK",20,6,4.13673816000266,32,32,17,2,2,0,,,202.1,847,169,100,93,24,82,5,7,7,0,169,"Tim Hudson",921,218596
"Curt Schilling","- - -",11,12,3.808240703299076,29,29,16,8,2,0,,,210.1,862,204,90,89,27,45,4,1,4,0,168,"Curt Schilling",73,121811
"Kevin Millwood","ATL",10,13,4.655172265925137,36,35,18,0,0,0,,,212.2,903,213,115,110,26,62,2,3,4,0,168,"Kevin Millwood",106,119154
"Russ Ortiz","SFG",14,12,5.013628489775299,33,32,15,0,0,0,,,195.2,871,192,117,109,28,112,1,7,8,0,167,"Russ Ortiz",1124,133460
"David Wells","TOR",20,8,4.114659108228492,35,35,19,9,1,0,,,229.2,972,266,115,105,23,31,0,8,9,1,166,"David Wells",855,124071
"Livan Hernandez","SFG",17,11,3.749999761581436,33,33,21,5,2,0,,,240,1030,254,114,100,22,73,3,4,3,0,165,"Livan Hernandez",1116,115817
"Darren Dreifort","LAD",12,9,4.157439336613339,32,32,15,1,1,0,,,192.2,842,175,105,89,31,87,1,12,17,3,164,"Darren Dreifort",647,113554
"Robert Person","PHI",9,7,3.6346151713083605,28,28,15,1,1,0,,,173.1,743,144,73,70,13,95,1,6,10,1,164,"Robert Person",966,120447
"Eric Milton","MIN",13,10,4.860000370788603,33,33,19,0,0,0,,,200,849,205,123,108,35,44,0,7,5,0,160,"Eric Milton",743,132980
"Randy Wolf","PHI",11,9,4.361873775260381,32,32,19,1,0,0,,,206.1,889,210,107,100,25,83,2,8,1,0,160,"Randy Wolf",976,150116
"Glendon Rusch","NYM",11,11,4.01223765520649,31,30,18,2,0,0,,,190.2,802,196,91,85,18,44,2,6,2,0,157,"Glendon Rusch",707,121556
"Tom Glavine","ATL",21,9,3.3983402489626555,35,35,26,4,2,0,,,241,992,222,101,91,24,65,6,4,0,0,152,"Tom Glavine",90,114849
"Sidney Ponson","BAL",9,13,4.824323992732693,32,32,13,6,1,0,,,222,953,223,125,119,30,83,0,1,5,0,152,"Sidney Ponson",161,132260
"Mike Hampton","NYM",15,10,3.142419528408091,33,33,18,3,1,0,,,217.2,929,194,89,76,10,99,5,8,10,0,151,"Mike Hampton",430,115399
"Kevin Tapani","CHC",8,12,5.013628098794592,30,30,16,2,0,0,,,195.2,829,208,113,109,35,47,1,8,1,0,150,"Kevin Tapani",1012824,123090
"Rick Helling","TEX",16,13,4.47926267281106,35,35,22,0,0,0,,,217,963,212,122,108,29,99,2,9,2,0,146,"Rick Helling",58,115727
"Denny Neagle","- - -",15,9,4.521530895448925,34,33,18,1,0,0,,,209,906,210,109,105,31,81,4,5,7,1,146,"Denny Neagle",441,119673
"Jason Bere","- - -",12,10,5.47440899662334,31,31,14,0,0,0,,,169.1,767,180,107,103,25,89,7,5,5,1,142,"Jason Bere",266,110891
"Octavio Dotel","HOU",3,7,5.400000494384811,50,16,6,0,0,16,,,125,563,127,80,75,26,61,3,7,6,0,142,"Octavio Dotel",555,136734
"Kelvim Escobar","TOR",10,15,5.350000113381283,43,24,10,3,1,2,,,180,794,186,118,107,26,85,3,3,4,0,142,"Kelvim Escobar",1298,113898
"Brad Radke","MIN",12,16,4.447059023108046,34,34,17,4,1,0,,,226.2,978,261,119,112,27,51,1,5,5,0,141,"Brad Radke",748,120878
"Orlando Hernandez","NYY",12,13,4.5076659816328375,29,29,16,3,0,0,,,195.2,820,186,104,98,34,51,2,6,1,0,141,"Orlando Hernandez",823,133340
"Aaron Sele","SEA",17,10,4.5070865058697915,34,34,16,2,2,0,,,211.2,908,221,110,106,17,74,7,5,5,0,137,"Aaron Sele",34,121986
"Andy Benes","STL",12,9,4.879518191429232,30,27,18,1,0,0,,,166,719,174,95,90,30,68,0,1,1,0,137,"Andy Benes",1144,110854
"Esteban Loaiza","- - -",10,13,4.560200861617192,34,31,16,1,1,1,,,199.1,871,228,112,101,29,57,1,13,1,0,137,"Esteban Loaiza",1310,117842
"Scott Williamson","CIN",5,8,3.294642857142857,48,10,6,0,0,6,,,112,495,92,45,41,7,75,7,3,21,1,136,"Scott Williamson",361,150182
"Jeff Weaver","DET",11,15,4.320000329589869,31,30,16,2,0,0,,,200,849,205,102,96,26,52,2,15,3,2,136,"Jeff Weaver",503,213711
"Shawn Estes","SFG",15,6,4.2556918825511465,30,30,13,4,2,0,,,190.1,829,194,99,90,11,108,1,3,11,0,136,"Shawn Estes",873,113915
"Chris Holt","HOU",8,16,5.3478264318897875,34,32,12,3,1,0,,,207,916,247,131,123,22,75,2,8,10,1,136,"Chris Holt",1005983,116108
"Mac Suzuki","KCR",8,10,4.34098963335069,32,29,13,1,1,0,,,188.2,839,195,100,91,26,94,6,3,11,0,135,"Mac Suzuki",1485,123010
"Kerry Wood","CHC",8,7,4.795620437956204,23,23,13,1,0,0,,,137,603,112,77,73,17,87,0,9,5,1,132,"Kerry Wood",304,134268
"Scott Elarton","HOU",17,7,4.8114189391571855,30,30,17,2,0,0,,,192.2,855,198,117,103,29,84,1,6,8,0,131,"Scott Elarton",426,134003
"Kevin Appier","OAK",15,11,4.515358479349663,31,31,17,1,1,0,,,195.1,884,200,109,98,23,102,10,9,6,0,129,"Kevin Appier",3,110293
"Jeff Suppan","KCR",10,9,4.935483480538299,35,33,15,3,1,0,,,217,948,240,121,119,36,84,3,7,7,1,128,"Jeff Suppan",633,122987
"Mike Sirotka","CHW",15,10,3.7918784662917444,32,32,21,1,0,0,,,197,832,203,101,83,23,69,1,1,8,2,128,"Mike Sirotka",1012015,122276
"Kenny Rogers","TEX",13,13,4.552786025615839,34,34,17,2,0,0,,,227.1,998,257,126,115,20,78,2,11,1,1,127,"Kenny Rogers",1277,121386
"Andy Pettitte","NYY",19,9,4.353420411817341,32,32,17,3,1,0,,,204.2,903,219,111,99,17,80,4,4,2,3,125,"Andy Pettitte",840,120485
"Rolando Arrojo","- - -",10,11,5.62934396099217,32,32,12,0,0,0,,,172.2,771,187,118,108,24,68,6,16,4,2,124,"Rolando Arrojo",174,134361
"Todd Ritchie","PIT",9,8,4.812834617315659,31,31,18,1,1,0,,,187,804,208,111,100,26,51,1,3,5,1,124,"Todd Ritchie",253,121234
"Jose Lima","HOU",7,16,6.646858738801306,33,33,11,0,0,0,,,196.1,895,251,152,145,48,68,3,2,3,0,124,"Jose Lima",475,117769
"Garrett Stephenson","STL",16,9,4.4925122510805435,32,31,13,3,2,0,,,200.1,858,209,105,100,31,63,0,7,2,2,123,"Garrett Stephenson",1185,122751
"Jesus Sanchez","FLA",9,12,5.340659788417589,32,32,14,2,2,0,,,182,805,197,118,108,32,76,4,4,4,0,123,"Jesus Sanchez",1476,133260
"Rick Reed","NYM",11,5,4.108695652173913,30,30,17,0,0,0,,,184,768,192,90,84,28,34,3,5,2,1,121,"Rick Reed",750,120999
"Jay Witasick","- - -",6,10,5.81999985198975,33,25,6,2,0,0,,,150,697,178,107,97,24,73,5,7,5,1,121,"Jay Witasick",1138,124482
"David Cone","NYY",4,14,6.909676659427333,30,29,10,0,0,0,,,155,733,192,124,119,25,82,3,9,11,0,120,"David Cone",1680,112552
"Pat Hentgen","STL",15,12,4.723841948267212,33,33,15,1,1,0,,,194.1,846,202,107,102,24,89,4,3,4,0,118,"Pat Hentgen",145,115797
"Chuck Smith","FLA",6,6,3.228260735708289,19,19,11,1,0,0,,,122.2,513,111,53,44,6,54,2,3,6,1,118,"Chuck Smith",1012114,276540
"Mark Redman","MIN",12,9,4.75770956091733,32,24,14,0,0,0,,,151.1,651,168,81,80,22,45,0,3,6,0,117,"Mark Redman",491,150230
"Steve Parris","CIN",12,17,4.811418558103078,33,33,16,0,0,0,,,192.2,861,227,109,103,30,71,5,4,9,1,117,"Steve Parris",1316,120247
"James Baldwin","CHW",14,7,4.651686589535468,29,28,13,2,1,0,,,178,758,185,96,92,34,59,3,8,4,1,116,"James Baldwin",1064,110503
"Chris Carpenter","TOR",10,12,6.262357664238579,34,27,11,2,0,0,,,175.1,795,204,130,122,30,83,1,5,3,0,113,"Chris Carpenter",1292,112020
"Bruce Chen","- - -",7,4,3.2910450571867296,37,15,6,0,0,0,,,134,559,116,54,49,18,46,4,2,4,1,112,"Bruce Chen",769,136600
"Rob Bell","CIN",7,8,5.002375478218984,26,26,11,1,0,0,,,140.1,618,130,84,78,32,73,6,1,11,0,112,"Rob Bell",1492,150174
"Byung-Hyun Kim","ARI",6,6,4.457546743703931,61,1,0,0,0,14,,,70.2,320,52,39,35,9,46,5,9,3,2,111,"Byung-Hyun Kim",61,218294
"Jim Parque","CHW",13,6,4.283422459893048,33,32,15,0,0,0,,,187,828,208,105,89,21,71,1,11,2,5,111,"Jim Parque",250,133220
"Woody Williams","SDP",10,8,3.750000340598001,23,23,15,4,0,0,,,168,700,152,74,70,23,54,2,3,4,0,111,"Woody Williams",1190,124315
"Esteban Yan","TBD",7,8,6.210653265423784,43,20,7,0,0,0,,,137.2,618,158,98,95,26,42,0,11,7,1,111,"Esteban Yan",1236,124643
"John Burkett","ATL",10,6,4.890818522920118,31,22,9,0,0,0,,,134.1,603,162,79,73,13,51,2,4,2,0,110,"John Burkett",179,111734
"Steve Trachsel","- - -",8,15,4.799003383078888,34,34,14,3,1,0,,,200.2,882,232,116,107,26,74,2,6,4,0,110,"Steve Trachsel",898,123431
"Andy Ashby","- - -",12,13,4.921404431121498,31,31,14,3,1,0,,,199.1,867,216,124,109,29,61,9,6,6,1,106,"Andy Ashby",637,110351
"Armando Benitez","NYM",4,4,2.605263419428717,76,0,0,0,0,41,,,76,304,39,24,22,10,38,2,0,0,0,106,"Armando Benitez",865,110859
"Kent Bottenfield","- - -",8,10,5.399999600012356,29,29,12,1,1,0,,,171.2,765,185,106,103,30,77,4,3,1,0,106,"Kent Bottenfield",1001226,111264
"Pat Rapp","BAL",9,12,5.896551724137931,31,30,15,0,0,0,,,174,798,203,125,114,18,83,5,5,8,0,106,"Pat Rapp",1010700,120933
"Brian Anderson","ARI",11,7,4.050000096559526,33,32,20,2,0,0,,,213.1,876,226,101,96,38,39,7,3,1,4,104,"Brian Anderson",44,110230
"Frank Castillo","TOR",10,5,3.586956125126037,25,24,12,0,0,0,,,138,576,112,58,55,18,56,0,5,0,0,104,"Frank Castillo",180,112113
"Brian Moehler","DET",12,9,4.5,29,29,16,2,0,0,,,178,776,222,99,89,20,40,0,2,2,1,103,"Brian Moehler",480,119215
"Tim Wakefield","BOS",6,10,5.479079672811968,51,17,5,0,0,0,,,159.1,706,170,107,97,31,65,3,4,4,0,102,"Tim Wakefield",219,123801
"Joe Mays","MIN",7,15,5.557172799571986,31,28,10,2,1,0,,,160.1,723,193,105,99,20,67,1,2,11,0,102,"Joe Mays",740,150222
"Jeff D'Amico","MIL",12,7,2.661190798330394,23,23,18,1,1,0,,,162.1,667,143,55,48,14,46,5,6,5,0,101,"Jeff D'Amico",871,113026
"Gil Heredia","OAK",15,11,4.1224831159327175,32,32,20,2,0,0,,,198.2,860,214,106,91,24,66,5,4,3,0,101,"Gil Heredia",1005686,115804
"Paul Abbott","SEA",9,7,4.223463867164649,35,27,13,0,0,0,,,179,766,164,89,84,23,80,4,5,3,0,100,"Paul Abbott",1061,110015
"Steve Woodard","- - -",4,10,5.8510159021212385,40,22,6,1,0,0,,,147.2,659,182,105,96,26,44,5,6,8,0,100,"Steve Woodard",1285,124548
"Jose Silva","PIT",11,9,5.558822749807869,51,19,9,1,0,0,,,136,631,178,96,84,16,50,7,5,6,1,98,"Jose Silva",354,122231
"Jamie Moyer","SEA",13,10,5.4935059491931915,26,26,13,0,0,0,,,154,678,173,103,94,22,53,2,3,4,1,98,"Jamie Moyer",1091,119469
"Brian Bohanon","COL",12,10,4.677966101694915,34,26,11,2,1,0,,,177,772,181,101,92,24,79,4,6,2,0,98,"Brian Bohanon",1001126,111155
"Jeff Fassero","BOS",8,8,4.77692398804902,38,23,7,0,0,0,,,130,577,153,72,69,16,50,2,1,2,0,97,"Jeff Fassero",279,114032
"Cal Eldred","CHW",10,2,4.580357454869233,20,20,8,2,1,0,,,112,492,103,61,57,12,59,0,5,4,0,97,"Cal Eldred",1653,113793
"Albie Lopez","TBD",11,13,4.127697360286746,45,24,12,4,1,2,,,185.1,798,199,95,85,24,70,3,1,4,1,96,"Albie Lopez",102,117913
"Scott Sullivan","CIN",3,6,3.470220597678836,79,0,0,0,0,3,,,106.1,439,87,44,41,14,38,8,9,7,0,96,"Scott Sullivan",357,122975
"Omar Daal","- - -",4,19,6.143712785356925,32,28,14,0,0,0,,,167,775,208,128,114,26,72,11,9,0,2,96,"Omar Daal",646,112984
"Jamey Wright","MIL",7,9,4.099190536634347,26,25,14,0,0,0,,,164.2,718,157,81,75,12,88,5,18,9,2,96,"Jamey Wright",715,124604
"Bryan Rekar","TBD",7,10,4.413461328011302,30,27,13,2,0,0,,,173.1,743,200,92,85,22,39,0,4,5,0,95,"Bryan Rekar",625,121057
"Felix Rodriguez","SFG",4,2,2.6448990299049653,76,0,0,0,0,3,,,81.2,346,65,29,24,5,42,2,3,3,1,95,"Felix Rodriguez",1127,121353
"Dustin Hermanson","MON",12,14,4.772726881931011,38,30,15,2,1,4,,,198,876,226,128,105,26,75,5,4,5,0,94,"Dustin Hermanson",195,115812
"Dan Reichert","KCR",8,10,4.695651979212057,44,18,9,1,1,2,,,153.1,690,157,92,80,15,91,1,7,18,0,94,"Dan Reichert",624,150209
"Shane Reynolds","HOU",7,8,5.221373437619573,22,22,11,0,0,0,,,131,588,150,86,76,20,45,2,6,5,0,93,"Shane Reynolds",574,121110
"Robb Nen","SFG",4,3,1.5,68,0,0,0,0,41,,,66,256,37,15,11,4,19,1,2,5,0,92,"Robb Nen",1123,119718
"Mark Gardner","SFG",11,7,4.046980124798725,30,20,13,0,0,0,,,149,634,155,72,67,16,42,2,5,2,1,92,"Mark Gardner",1004529,114610
"Keith Foulke","CHW",3,1,2.965909348046506,72,0,0,0,0,34,,,88,350,66,31,29,9,22,2,2,1,0,91,"Keith Foulke",231,114342
"Adam Eaton","SDP",7,4,4.133333800516064,22,22,12,0,0,0,,,135,583,134,63,62,14,61,3,2,3,0,90,"Adam Eaton",1029,284566
"Armando Reynoso","ARI",11,12,5.273437814321388,31,30,17,2,0,0,,,170.2,730,179,102,100,22,52,5,6,3,0,89,"Armando Reynoso",72,121117
"Wade Miller","HOU",6,6,5.142857142857143,16,16,7,2,0,0,,,105,453,104,66,60,14,42,1,3,1,0,89,"Wade Miller",568,150063
"Ramon Martinez","BOS",10,8,6.133159757621885,27,27,7,0,0,0,,,127.2,590,143,94,87,16,67,3,9,0,0,89,"Ramon Martinez",1008193,118378
"Jimmy Haynes","MIL",12,13,5.327758925434282,33,33,13,0,0,0,,,199.1,897,228,128,118,21,100,7,7,7,0,88,"Jimmy Haynes",329,115649
"Masato Yoshii","COL",6,15,5.862549444400775,29,29,11,0,0,0,,,167.1,726,201,112,109,32,53,6,2,2,1,88,"Masato Yoshii",807,134180
"Mark Mulder","OAK",9,10,5.435064935064935,27,27,15,0,0,0,,,154,705,191,106,93,22,69,3,4,6,0,88,"Mark Mulder",932,150426
"John Halama","SEA",14,9,5.075999845092778,30,30,7,1,1,0,,,166.2,736,206,108,94,19,56,0,2,4,1,87,"John Halama",1080,134280
"Elmer Dessens","CIN",11,5,4.276017915025862,40,16,9,1,0,1,,,147.1,640,170,73,70,10,43,7,3,4,0,85,"Elmer Dessens",317,113296
"Trevor Hoffman","SDP",4,7,2.986175955123115,70,0,0,0,0,43,,,72.1,291,61,29,24,7,11,4,0,4,0,85,"Trevor Hoffman",1035,116034
"Bobby Jones","NYM",11,6,5.062499833518067,27,27,13,1,0,0,,,154.2,676,171,90,87,25,49,3,5,2,1,85,"Bobby Jones",1039,116717
"Gabe White","- - -",11,2,2.3571430712330295,68,0,0,0,0,5,,,84,329,64,23,22,6,15,2,3,1,0,84,"Gabe White",360,124171
"Jose Mesa","SEA",4,6,5.355372069662175,66,0,0,0,0,1,,,80.2,372,89,48,48,11,41,0,5,3,0,84,"Jose Mesa",961,118986
"Scott Sauerbeck","PIT",5,4,4.044054630387435,75,0,0,0,0,1,,,75.2,349,76,36,34,4,61,8,1,9,2,83,"Scott Sauerbeck",1007,150261
"C.J. Nitkowski","DET",4,9,5.252279574359099,67,11,1,0,0,0,,,109.2,497,124,79,64,13,49,3,4,3,1,81,"C.J. Nitkowski",570,119809
"Brad Penny","FLA",8,7,4.81337034087668,23,22,8,0,0,0,,,119.2,529,120,70,64,13,60,4,5,4,1,80,"Brad Penny",535,207267
"Jason Johnson","BAL",1,10,7.021671992480204,25,13,4,0,0,0,,,107.2,501,119,95,84,21,61,2,4,3,0,79,"Jason Johnson",147,116595
"Derek Lowe","BOS",4,4,2.5620441523147015,74,0,0,0,0,42,,,91.1,379,90,27,26,6,22,5,2,2,1,79,"Derek Lowe",199,117955
"Eric Gagne","LAD",4,6,5.151316351038039,20,19,9,0,0,0,,,101.1,464,106,62,58,20,60,1,3,4,0,79,"Eric Gagne",650,150378
"Brian Meadows","- - -",13,10,5.134125420537568,33,32,13,2,0,0,,,196.1,869,234,119,112,32,64,6,8,3,0,79,"Brian Meadows",998,132785
"Freddy Garcia","SEA",9,5,3.908846865178178,21,20,11,0,0,0,,,124.1,538,112,62,54,16,64,4,2,4,2,79,"Freddy Garcia",1077,150119
"Scott Schoeneweis","ANA",7,10,5.452941176470588,27,27,11,1,1,0,,,170,742,183,112,103,21,67,2,6,4,3,78,"Scott Schoeneweis",33,150011
"Blake Stein","KCR",8,5,4.681114993363135,17,17,8,1,0,0,,,107.2,464,98,57,56,19,57,1,3,7,0,78,"Blake Stein",632,133121
"Terry Mulholland","ATL",9,9,5.112766040441084,54,20,8,1,0,1,,,156.2,702,198,96,89,24,41,7,4,3,0,78,"Terry Mulholland",665,119488
"Barry Zito","OAK",7,4,2.719424311168626,14,14,11,1,1,0,,,92.2,376,64,30,28,6,45,2,2,2,0,78,"Barry Zito",944,217096
"Kazuhiro Sasaki","SEA",2,5,3.159574596306602,63,0,0,0,0,37,,,62.2,265,42,25,22,10,31,5,2,1,0,78,"Kazuhiro Sasaki",1098,277408
"Ron Villone","CIN",10,10,5.425531841500846,35,23,10,2,0,0,,,141,643,154,95,85,22,78,3,9,7,0,77,"Ron Villone",1010,123725
"Arthur Rhodes","SEA",5,8,4.283653689030365,72,0,0,0,0,0,,,69.1,281,51,34,33,6,29,3,0,4,0,77,"Arthur Rhodes",1097,121125
"John Rocker","ATL",1,2,2.8867939072776183,59,0,0,0,0,24,,,53,251,42,25,17,5,48,4,2,5,2,77,"John Rocker",1273,132340
"Todd Van Poppel","CHC",4,5,3.752896388555526,51,2,0,0,0,2,,,86.1,378,80,38,36,10,48,2,2,4,0,77,"Todd Van Poppel",1284,123650
"Todd Stottlemyre","ARI",9,6,4.90909038526731,18,18,7,0,0,0,,,95.1,408,98,55,52,18,36,2,2,2,1,76,"Todd Stottlemyre",75,122840
"Pat Mahomes","NYM",5,3,5.457447140720883,53,5,1,0,0,0,,,94,439,96,63,57,15,66,4,2,5,0,76,"Pat Mahomes",291,118163
"Bob Wells","MIN",0,7,3.648649186042165,76,0,0,0,0,10,,,86.1,351,80,39,35,14,15,2,4,1,0,76,"Bob Wells",760,124077
"Brian Tollberg","SDP",4,5,3.5847457627118646,19,19,10,1,0,0,,,118,506,126,58,47,13,35,4,5,2,1,76,"Brian Tollberg",1055,328092
"Curt Leskanic","MIL",9,3,2.5603455011684817,73,0,0,0,0,12,,,77.1,333,58,23,22,7,51,5,3,5,0,75,"Curt Leskanic",694,117710
"Matt Herges","LAD",11,3,3.1716868198736448,59,4,1,0,0,1,,,110.2,461,100,43,39,7,40,5,6,4,0,75,"Matt Herges",780,150382
"Mike Stanton","NYY",2,3,4.1029425574838605,69,0,0,0,0,0,,,68,291,68,32,31,5,24,2,2,1,0,75,"Mike Stanton",849,122681
"Kyle Farnsworth","CHC",2,9,6.428571428571429,46,5,0,0,0,1,,,77,371,90,58,55,14,50,8,4,3,0,74,"Kyle Farnsworth",278,150035
"Ismael Valdez","- - -",2,7,5.635513616863955,21,20,6,0,0,0,,,107,469,124,69,67,22,40,2,3,0,0,74,"Ismael Valdez",1283,123595
"Matt Perisho","TEX",2,7,7.371429374850614,34,13,4,0,0,0,,,105,515,136,99,86,20,67,3,6,4,0,74,"Matt Perisho",1423,120419
"Willie Blair","DET",10,6,4.88297880266845,47,17,6,0,0,0,,,156.2,671,185,89,85,20,35,0,2,2,0,74,"Willie Blair",1001033,111060
"Jeff Zimmerman","TEX",4,5,5.296653231260017,65,0,0,0,0,1,,,69.2,323,80,45,41,10,34,3,2,3,3,74,"Jeff Zimmerman",1014446,150293
"Ramon Ortiz","ANA",8,6,5.092814254924883,18,18,8,2,0,0,,,111.1,472,96,69,63,18,55,0,2,7,4,73,"Ramon Ortiz",27,150009
"Turk Wendell","NYM",8,6,3.5927433723223237,77,0,0,0,0,1,,,82.2,346,60,36,33,9,41,7,5,0,1,73,"Turk Wendell",975,124084
"Jimmy Anderson","PIT",5,11,5.250000556310077,27,26,10,1,0,0,,,144,648,169,94,84,13,58,2,7,6,0,73,"Jimmy Anderson",977,150247
"Doug Creek","TBD",1,3,4.598902448394991,45,0,0,0,0,1,,,60.2,265,49,33,31,10,39,3,2,3,0,73,"Doug Creek",1202,150034
"Mike Remlinger","ATL",5,3,3.4678918501222102,71,0,0,0,0,12,,,72.2,311,55,29,28,6,37,1,3,3,0,72,"Mike Remlinger",111,121060
"Mike Trombley","BAL",4,5,4.125001748403655,75,0,0,0,0,4,,,72,322,67,34,33,15,38,8,4,8,0,72,"Mike Trombley",758,123472
"Matt Anderson","DET",3,2,4.721974386575984,69,0,0,0,0,1,,,74.1,324,61,44,39,8,45,4,3,4,0,71,"Matt Anderson",459,150183
"Jose Paniagua","SEA",3,0,3.47303058489497,69,0,0,0,0,5,,,80.1,344,68,31,31,6,38,3,7,4,1,71,"Jose Paniagua",483,120202
"Kip Wells","CHW",6,9,6.020269959925576,20,20,5,0,0,0,,,98.2,468,126,76,66,15,58,4,2,7,0,71,"Kip Wells",1012,150337
"Mike Williams","PIT",3,4,3.500000741746848,72,0,0,0,0,24,,,72,307,56,34,28,8,40,3,4,1,0,71,"Mike Williams",1014,124328
"Jeff Nelson","NYY",8,4,2.454546619364398,73,0,0,0,0,0,,,69.2,296,44,24,19,2,45,1,2,4,0,71,"Jeff Nelson",1092,119704
"Kirk Rueter","SFG",11,9,3.961956814361057,32,31,19,0,0,0,,,184,799,205,92,81,23,62,5,2,1,0,71,"Kirk Rueter",1128,121541
"John Wasdin","- - -",1,6,5.377593190756099,39,4,2,1,0,1,,,80.1,352,90,48,48,14,24,3,5,3,0,71,"John Wasdin",1768,123955
"Pete Harnisch","CIN",8,6,4.740458015267175,22,22,12,3,1,0,,,131,562,133,76,69,23,46,1,1,10,0,71,"Pete Harnisch",1005374,115487
"Antonio Osuna","LAD",3,6,3.7425749641975488,46,0,0,0,0,0,,,67.1,293,57,30,28,7,35,2,2,1,2,70,"Antonio Osuna",249,120107
"Jose Mercedes","BAL",14,7,4.016018166408298,36,20,11,1,0,0,,,145.2,636,150,71,65,15,64,1,3,3,0,70,"Jose Mercedes",396,118960
"Valerio De Los Santos","MIL",2,3,5.131223623721229,66,2,0,0,0,0,,,73.2,320,72,43,42,15,33,7,1,3,1,70,"Valerio De Los Santos",681,136304
"Jim Mecir","- - -",10,3,2.9647053501433698,63,0,0,0,0,5,,,85,352,70,31,28,4,36,2,2,2,0,70,"Jim Mecir",930,118898
"Mike Johnson","MON",5,6,6.394737644539085,41,13,2,0,0,0,,,101.1,466,107,73,72,18,53,1,9,8,0,70,"Mike Johnson",1006487,116611
"Chris Brock","PHI",7,8,4.339286837529453,63,5,2,0,0,1,,,93.1,403,85,48,45,21,41,0,3,4,1,69,"Chris Brock",130,111496
"Rich Garces","BOS",8,1,3.254465394178593,64,0,0,0,0,1,,,74.2,309,64,28,27,7,23,5,1,3,0,69,"Rich Garces",189,114581
"Paul Shuey","CLE",4,2,3.392671308975065,57,0,0,0,0,0,,,63.2,270,51,25,24,4,30,3,3,0,0,69,"Paul Shuey",406,122201
