Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Randy Johnson","ARI",19,7,0,35,35,248.2,12.558980976360802,2.750670185024268,0.8324396612573443,0.32604735883424407,0.77442415,,,,2.64209109877331,,2.534972163738746,,9.577022552490234,"Randy Johnson",60,116615
"Pedro Martínez","BOS",18,6,0,29,29,217,11.778801843317972,1.327188940092166,0.7050691244239631,0.23617021276595745,0.86551265,,,,1.7419354838709677,,2.1710342213854816,,9.374988555908203,"Pedro Martinez",200,118377
"Greg Maddux","ATL",19,9,0,35,35,249.1,6.858288490242841,1.516042718895786,0.6858288490242841,0.27430093209054596,0.7428115,,,,2.9959891825797675,,3.226413847479755,,7.17974853515625,"Greg Maddux",104,118120
"Kevin Brown","LAD",13,6,0,33,33,230,8.452173913043477,1.8391304347826087,0.8217391304347826,0.25477707006369427,0.77552987,,,,2.582608695652174,,3.1732982967210854,,6.819314002990723,"Kevin Brown",642,111554
"Mike Mussina","BAL",11,15,0,34,34,237.2,7.9523139953118065,1.74193544659211,1.0603085327082409,0.29714285714285715,0.73230269,,,,3.7868161882437175,,3.5170570543053414,,6.44097900390625,"Mike Mussina",837,119608
"David Wells","TOR",20,8,0,35,35,229.2,6.505080113961235,1.2148041176674595,0.9013062808500506,0.32661290322580644,0.69648094,,,,4.114659108228492,,3.499915338225454,,6.217165946960449,"David Wells",855,124071
"Javier Vazquez","MON",11,9,0,33,33,217.2,8.104135141376075,2.522205324611942,0.992343078535846,0.33839150227617604,0.7480315,,,,4.052067570688037,,3.6762812103978746,,5.209723949432373,"Javier Vazquez",801,134320
"Al Leiter","NYM",16,8,0,31,31,208,8.65384551900383,3.2884612972214553,0.8221153243053638,0.2764084507042254,0.7571912,,,,3.201922842031417,,3.6533985930787063,,4.756329536437988,"Al Leiter",883,117652
"Glendon Rusch","NYM",11,11,0,31,30,190.2,7.410838963146104,2.0769230215186534,0.8496503269849036,0.30849220103986136,0.70199275,,,,4.01223765520649,,3.5013007192776326,,4.675748106092215,"Glendon Rusch",707,121556
"Tom Glavine","ATL",21,9,0,35,35,241,5.676348547717843,2.4273858921161824,0.8962655601659751,0.26506024096385544,0.73815074,,,,3.3983402489626555,,4.026284044511091,,4.658149242401123,"Tom Glavine",90,114849
"Curt Schilling","- - -",11,12,0,29,29,210.1,7.188589192744323,1.9255149623422294,1.1553089774053376,0.28502415458937197,0.75400566,,,,3.808240703299076,,3.8615846254899857,,4.563771843910217,"Curt Schilling",73,121811
"Mike Hampton","NYM",15,10,0,33,33,217.2,6.243491431442391,4.093414912005276,0.4134762537379067,0.2783661119515885,0.73867596,,,,3.142419528408091,,3.8187007709045666,,4.55551815032959,"Mike Hampton",430,115399
"Livan Hernandez","SFG",17,11,0,33,33,240,6.18749960660937,2.7374998259544485,0.824999947547916,0.3028720626631854,0.72285143,,,,3.749999761581436,,3.913334479067064,,4.527116775512695,"Livan Hernandez",1116,115817
"Jon Lieber","CHC",12,11,0,35,35,251,6.884462151394422,1.9362549800796813,1.2908366533864541,0.280794701986755,0.69571865,,,,4.410358565737051,,4.233769455563975,,4.428164482116699,"Jon Lieber",287,117758
"Chuck Finley","CLE",16,11,0,34,34,218,7.802751747428702,4.169724478784651,0.949541217941059,0.3027375201288245,0.7310149,,,,4.169724478784651,,4.189213659650765,,4.392394542694092,"Chuck Finley",384,114133
