Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA,NameASCII,PlayerId,MLBAMID
"Kevin Appier","OAK",5.9436861615929235,4.699658825445567,1.26470588,1.0597269900514514,0.1459276,0.11538462,0.03054299,0.258732212160414,1.5460751255823109,0.28502415458937197,0.72453372,94.02100236484205,104.98808201634209,,4.515358479349663,5.048843679712597,-0.533485200362934,,,"Kevin Appier",3,110293
"Dennis Cook","NYM",8.084747853618001,4.728814782304869,1.70967742,1.2203392986593211,0.19702602,0.11524164,0.08178439,0.2703862660944206,1.593220751027447,0.31976744186046513,0.72892938,120.43341152234194,107.5338042717713,,5.33898443163453,4.930778496075811,0.4082059355587191,,,"Dennis Cook",8,112621
"Al Levine","ANA",3.9650357318827236,4.625875020529844,0.85714286,0.9440561266387437,0.09859155,0.11502347,-0.01643193,0.2613333333333333,1.5419583401766148,0.2724458204334365,0.77777778,78.5609787857055,107.53001630840295,,3.8706301192188493,5.221580853061922,-1.3509507338430726,,,"Al Levine",20,117722
"Ramon Ortiz","ANA",5.901197469992324,4.446107682870929,1.32727273,1.455089787121395,0.15466102,0.11652542,0.03813559,0.23132530120481928,1.3562873941687077,0.24074074074074073,0.657277,103.36727104305119,112.3674231399997,,5.092814254924883,5.460515114188114,-0.36770085926323137,,,"Ramon Ortiz",27,150009
"Troy Percival","ANA",8.82,5.4,1.63333333,1.26,0.22171946,0.13574661,0.08597285,0.2222222222222222,1.44,0.2631578947368421,0.73208723,91.33510401325074,101.30620522173454,,4.5,4.914167861938477,-0.414167861938477,,,"Troy Percival",29,120401
"Lou Pote","ANA",7.867551358309779,3.0397357520742325,2.58823529,0.7152319416645253,0.20560748,0.07943925,0.12616822,0.2639593908629442,1.3708612215236735,0.3221476510067114,0.72555205,68.95499399583586,71.30225137493795,,3.397351722906495,3.432181170965362,-0.034829448058866674,,,"Lou Pote",30,150010
"Scott Schoeneweis","ANA",4.129411764705883,3.5470588235294116,1.1641791,1.111764705882353,0.10512129,0.0902965,0.0148248,0.273542600896861,1.4705882352941178,0.28421052631578947,0.63548102,110.67665545135092,105.28390252331693,,5.452941176470588,5.110638450173771,0.34230272629681746,,,"Scott Schoeneweis",33,150011
"Aaron Sele","SEA",5.825196710416617,3.146456617305326,1.85135135,0.7228346282998722,0.15088106,0.0814978,0.06938326,0.26658624849215923,1.3937007539115185,0.3022222222222222,0.68790731,95.25125829517188,84.71861546743278,,4.5070865058697915,4.003459179632442,0.5036273262373498,,,"Aaron Sele",34,121986
"Donne Wall","SDP",4.863354613423153,3.521739547651249,1.38095238,0.6708075328859522,0.13744076,0.09952607,0.03791469,0.18947368421052632,1.0621119270694244,0.20382165605095542,0.71984436,78.18594857584608,92.73461025071038,,3.354037664429761,4.196279789007901,-0.8422421245781404,,,"Donne Wall",39,123849
"Jarrod Washburn","ANA",5.2292498003164,3.9486171961572816,1.32432432,1.7075101388788245,0.14411765,0.10882353,0.03529412,0.2119205298013245,1.197628639074731,0.20253164556962025,0.8040201,75.81175784494748,119.04406394381215,,3.7351784287974286,5.79029474463887,-2.0551163158414414,,,"Jarrod Washburn",40,132220
"Ben Weber","- - -",5.558824036154414,2.3823531583518918,2.33333333,0,0.13592233,0.05825243,0.0776699,0.28865979381443296,1.50000013674008,0.3373493975903614,0.44117647,140.39323738504123,57.68464584209224,,6.352941755605044,2.6929913511325707,3.659950404472473,,,"Ben Weber",41,276533
"Matt Wise","ANA",4.821430213597916,3.133929638838645,1.53846154,1.6875005747592704,0.12269939,0.0797546,0.04294479,0.2684563758389262,1.4196433406704974,0.27049180327868855,0.70135747,112.53793434651882,115.70240723324059,,5.544644745637603,5.625240138964067,-0.0805953933264636,,,"Matt Wise",42,277184
"Brian Anderson","ARI",4.387500104606154,1.6453125392273078,2.66666667,1.6031250382214794,0.11872146,0.04452055,0.07420091,0.2709832134292566,1.2421875296160585,0.27167630057803466,0.77746741,85.36495372386503,106.75137081155168,,4.050000096559526,5.065417907983066,-1.0154178114235393,,,"Brian Anderson",44,110230
"Miguel Batista","- - -",5.096938577109412,5.096938577109412,1,2.617346836894022,0.11935484,0.11935484,0,0.31365313653136534,1.8673468660881327,0.30697674418604654,0.57494867,167.99831958250843,151.6032156140484,,8.540815994075231,7.572943199361087,0.9678727947141441,,,"Miguel Batista",46,110683
"Rick Helling","TEX",6.055299539170507,4.105990783410138,1.47474747,1.2027649769585254,0.15160955,0.10280374,0.04880582,0.247953216374269,1.433179723502304,0.2691176470588235,0.70866142,87.09709505145412,101.16823695354643,,4.47926267281106,5.018960488666588,-0.5396978158555283,,,"Rick Helling",58,115727
"Jonathan Johnson","TEX",7.137930565016479,5.896551336317961,1.21052632,0.9310344215238886,0.15972222,0.13194444,0.02777778,0.2857142857142857,1.8275860866950406,0.3333333333333333,0.65693431,120.69009184607857,110.27851684766186,,6.206896143492591,5.478995293924566,0.7279008495680248,,,"Jonathan Johnson",59,150282
"Randy Johnson","ARI",12.558980976360802,2.750670185024268,4.56578947,0.8324396612573443,0.34665335,0.07592408,0.27072927,0.21980413492927095,1.1179624436209743,0.32604735883424407,0.77442415,55.689377531772685,52.58764278443962,,2.64209109877331,2.534972163738746,0.10711893503456427,,,"Randy Johnson",60,116615
"Byung-Hyun Kim","ARI",14.136791101461037,5.85849000601088,2.41304348,1.146226305523868,0.346875,0.14375,0.203125,0.19622641509433963,1.3867923202634451,0.296551724137931,0.72033898,93.9551265249355,83.58721650817495,,4.457546743703931,3.983224384548749,0.47432235915518195,,,"Byung-Hyun Kim",61,218294
"Matt Mantei","ARI",10.522060889480429,6.948530776071982,1.51428571,0.7941178029796551,0.265,0.175,0.09,0.1901840490797546,1.4558826387960342,0.25471698113207547,0.70512821,96.24481736960881,92.32673190447093,,4.566177367133016,4.391521049989597,0.17465631714341878,,,"Matt Mantei",64,118256
"Mike Morgan","ARI",4.9573773591949815,3.540983827996415,1.4,0.8852459569991038,0.125,0.08928571,0.03571429,0.3022113022113022,1.6032787887872657,0.3313782991202346,0.72666667,102.6245385023931,95.09934375192971,,4.868852763495071,4.521053194570406,0.3477995689246649,,,"Mike Morgan",67,119374
"Mike Myers","COL",8.139710220294678,4.764708421635908,1.70833333,0.39705903513632573,0.23163842,0.13559322,0.0960452,0.15894039735099338,1.0588240936968685,0.2037037037037037,0.84745763,34.92281215969075,68.99622693788587,,1.9852951756816286,3.619462238216208,-1.6341670625345794,,,"Mike Myers",68,119624
"Jose Parra","PIT",6.942857521212852,5.400000294276662,1.28571429,2.314285840404284,0.15789474,0.12280702,0.03508772,0.3469387755102041,2.057142969248252,0.3783783783783784,0.76923077,148.65233448673925,150.19532037150603,,6.942857521212852,6.991310929278949,-0.04845340806609766,,,"Jose Parra",70,120244
"Armando Reynoso","ARI",4.693359654746035,2.7421876634471216,1.71153846,1.1601563191507054,0.12191781,0.07123288,0.05068493,0.2663690476190476,1.353515705675823,0.2798573975044563,0.65470417,111.15228746973155,100.78143469894135,,5.273437814321388,4.786511710425845,0.48692610389554236,,,"Armando Reynoso",72,121117
"Curt Schilling","- - -",7.188589192744323,1.9255149623422294,3.73333333,1.1553089774053376,0.19489559,0.05220418,0.14269142,0.25,1.1838351249955927,0.28502415458937197,0.75400566,81.35732237983932,82.09267011869788,,3.808240703299076,3.8615846254899857,-0.053343922190909776,,,"Curt Schilling",73,121811
"Todd Stottlemyre","ARI",7.174824409236837,3.3986010359542913,2.11111111,1.6993005179771457,0.18627451,0.08823529,0.09803922,0.2648648648648649,1.4055942556107255,0.2898550724637681,0.73104693,103.47265767243053,109.42041857587395,,4.90909038526731,5.190111698503419,-0.281021313236109,,,"Todd Stottlemyre",75,122840
"Greg Swindell","ARI",7.578948129247176,2.3684212903897426,3.2,0.8289474516364099,0.20125786,0.06289308,0.13836478,0.23905723905723905,1.197368541252592,0.2831858407079646,0.76642336,67.39338967746201,72.73601831817226,,3.1973687420261525,3.4762731594392173,-0.2789044174130648,,,"Greg Swindell",76,123057
"Tom Glavine","ATL",5.676348547717843,2.4273858921161824,2.33846154,0.8962655601659751,0.15322581,0.06552419,0.08770161,0.24052004333694474,1.1908713692946058,0.26506024096385544,0.73815074,73.9625364570868,86.16953715682277,,3.3983402489626555,4.026284044511091,-0.6279437955484357,,,"Tom Glavine",90,114849
"Darren Holmes","- - -",7.448281311964469,4.189658237980014,1.77777778,2.793105491986676,0.15533981,0.08737864,0.06796117,0.40217391304347827,2.3793120857664274,0.44285714285714284,0.50505051,277.5238987339469,149.76662212347765,,13.03449229593782,7.220377748363428,5.814114547574392,,,"Darren Holmes",95,116100
"Kerry Ligtenberg","ATL",8.7707034073154,4.12738983873666,2.125,1.2038220362981924,0.23502304,0.11059908,0.12442396,0.22279792746113988,1.2802551814599823,0.26666666666666666,0.8041958,78.60107410497962,92.13855856542094,,3.611466108894577,4.299773325655774,-0.6883072167611974,,,"Kerry Ligtenberg",100,117763
"Albie Lopez","TBD",4.6618699598532665,3.3992801790596734,1.37142857,1.1654674899633166,0.12030075,0.0877193,0.03258145,0.2737276478679505,1.4514386796302414,0.2883031301482702,0.74027073,83.33741641846672,101.6684571864921,,4.127697360286746,4.93093024229859,-0.8032328820118444,,,"Albie Lopez",102,117913
"Greg Maddux","ATL",6.858288490242841,1.516042718895786,4.52380952,0.6858288490242841,0.18774704,0.04150198,0.14624506,0.234375,1.0708555712835313,0.27430093209054596,0.7428115,65.20564243360695,68.71202543937495,,2.9959891825797675,3.226413847479755,-0.23042466489998725,,,"Greg Maddux",104,118120
"Jason Marquis","ATL",6.557143214478804,4.628571680808568,1.41666667,1.5428572269361893,0.16504854,0.11650485,0.04854369,0.25555555555555554,1.5000000817435173,0.2753623188405797,0.65789474,109.13248320943973,120.01512974097406,,5.014285987542615,5.577025137920776,-0.5627391503781611,,,"Jason Marquis",105,150302
"Kevin Millwood","ATL",7.109717642503846,2.6238243680668956,2.70967742,1.1003134446732143,0.18604651,0.06866002,0.11738649,0.2541766109785203,1.2931034072014271,0.29037267080745344,0.67466887,101.31662023471826,86.91631776819193,,4.655172265925137,4.060500120915499,0.5946721450096382,,,"Kevin Millwood",106,119154
"Mike Remlinger","ATL",8.91743618602854,4.582571373375778,1.94594595,0.7431196821690451,0.23151125,0.11897106,0.11254019,0.2029520295202952,1.2660557548065212,0.2538860103626943,0.76212471,75.47627918428506,82.91762433233217,,3.4678918501222102,3.8772875441075216,-0.4093956939853114,,,"Mike Remlinger",111,121060
"Dan Wheeler","TBD",6.652172258085435,4.3043467552317525,1.54545455,0.7826085009512277,0.15315315,0.0990991,0.05405405,0.29591836734693877,1.7391300021138394,0.34177215189873417,0.71428571,110.60500659455218,92.57734549581026,,5.478259506658594,4.4819936135767025,0.9962658930818913,,,"Dan Wheeler",120,235095
"Chris Brock","PHI",6.653573150878496,3.9535724519712803,1.68292683,2.025000524180412,0.17121588,0.10173697,0.06947891,0.23676880222841226,1.350000349453608,0.2379182156133829,0.81325301,93.7144455732377,129.5688316041191,,4.339286837529453,5.994882888161598,-1.6555960506321448,,,"Chris Brock",130,111496
"Scott Erickson","BAL",3.9820141699254883,4.661870247717645,0.85416667,1.359712155584313,0.09192825,0.10762332,-0.01569507,0.3231552162849873,1.8884891049782127,0.3343195266272189,0.61720698,165.7584880417512,121.8740194633337,,7.866906043023525,5.929131737306232,1.9377743057172934,,,"Scott Erickson",137,113884
"Buddy Groom","BAL",6.674159591900975,3.185394350680011,2.0952381,0.7584272263523835,0.16923077,0.08076923,0.08846154,0.26359832635983266,1.4157308225244492,0.30526315789473685,0.61038961,102.27410848826412,78.92994509440261,,4.853934248655254,3.8083253964739288,1.0456088521813256,,,"Buddy Groom",143,115183
"Pat Hentgen","STL",5.464836763681676,4.121783660742959,1.3258427,1.1114922231216968,0.13947991,0.10520095,0.03427896,0.26790450928381965,1.4974270228167303,0.2908496732026144,0.71812596,102.75974293718686,103.18499090604665,,4.723841948267212,4.945488521840501,-0.2216465735732891,,,"Pat Hentgen",145,115797
"Jason Johnson","BAL",6.6037153262611445,5.0990713278725295,1.29508197,1.755417998120051,0.15768463,0.12175649,0.03592814,0.27293577981651373,1.671826664876239,0.2916666666666667,0.57567917,147.9491081542524,123.58086633633896,,7.021671992480204,6.013424895891999,1.0082470965882049,,,"Jason Johnson",147,116595
"Rodrigo Lopez","SDP",6.202701903330068,4.743242631958287,1.30769231,1.8243240892147259,0.14166667,0.10833333,0.03333333,0.37383177570093457,2.148648371741788,0.4117647058823529,0.63043478,204.12866930535716,132.721587883115,,8.756755628230684,5.972005334050273,2.7847502941804105,,,"Rodrigo Lopez",150,150438
"Calvin Maduro","BAL",6.942859791347969,6.171430925642639,1.125,3.0857154628213195,0.15929204,0.14159292,0.01769912,0.30526315789473685,1.9285721642633247,0.30434782608695654,0.61452514,203.17848228986443,171.15202631913039,,9.642860821316624,8.36274128505238,1.2801195362642446,,,"Calvin Maduro",151,118130
"John Parrish","BAL",6.935778602848822,8.669723253561028,0.8,1.4862382720390335,0.15555556,0.19444444,-0.03888889,0.2777777777777778,2.0642198222764354,0.3090909090909091,0.65088757,151.35856496769298,137.729284543665,,7.183484981521994,6.712148887217632,0.4713360943043625,,,"John Parrish",160,332292
"Sidney Ponson","BAL",6.162161738616549,3.3648646335866683,1.8313253,1.2162161326216874,0.15949633,0.08709339,0.07240294,0.2566168009205984,1.3783782836379121,0.28093158660844253,0.68679245,101.65020994093041,96.10843232384305,,4.824323992732693,4.656690279813033,0.16763371291965967,,,"Sidney Ponson",161,132260
"B.J. Ryan","BAL",8.648438788717804,6.5390634743963885,1.32258065,1.4765627200249911,0.21243523,0.16062176,0.05181347,0.2222222222222222,1.5703127339948317,0.2543859649122807,0.66433566,124.44679147386442,113.68659418940675,,5.9062508800999645,5.524793218169416,0.38145766193054875,,,"B.J. Ryan",168,124805
"Rolando Arrojo","- - -",6.463320844102121,3.5444017532172922,1.82352941,1.2509653246649266,0.16083009,0.08819715,0.07263294,0.27219796215429404,1.4768340638405384,0.30241187384044527,0.64448189,104.3847713952115,99.74595410898273,,5.62934396099217,4.964283799874203,0.6650601611179665,,,"Rolando Arrojo",174,134361
"John Burkett","ATL",7.36972654138648,3.4168732146428225,2.15686275,0.8709676821638567,0.18242123,0.08457711,0.09784411,0.2956204379562044,1.5856078316316364,0.35058823529411764,0.69416499,106.44529882400538,85.2205454848225,,4.890818522920118,3.9828030394314653,0.9080154834886529,,,"John Burkett",179,111734
"Frank Castillo","TOR",6.78260794569287,3.652173509219238,1.85714286,1.173912913677612,0.18055556,0.09722222,0.08333333,0.2174757281553398,1.217391169739746,0.23918575063613232,0.77807848,71.62154056962281,96.28601078420223,,3.586956125126037,4.648660448102803,-1.0617043229767664,,,"Frank Castillo",180,112113
