Name,Team,IP,wFA/C,wFT/C,wFC/C,wFS/C,wFO/C,wSI/C,wSL/C,wCU/C,wKC/C,wEP/C,wCH/C,wSC/C,wKN/C,NameASCII,PlayerId,MLBAMID
"Todd Frazier","NYM",1,9.490621089935303,,,,,,,,,,,,2.3466914892196655,"Todd Frazier",785,453943
"Erik Kratz","NYY",2,-0.28490711003541946,,,,,,,,,,,,-8.452591631147596,"Erik Kratz",4403,456124
"Tommy Hunter","PHI",24.2,1.7604753375053406,,0.529593404601602,,,0.0008023491031245181,,0.5280997251209459,,,,,,"Tommy Hunter",1157,488984
"Adam Ottavino","NYY",18.1,-2.4000927805900574,,-12.186095544270106,,,-0.5665825777932217,1.130567044019699,,,,0.3560745157301426,,,"Adam Ottavino",1247,493603
"Oliver Pérez","CLE",18,2.4578620225955277,,,,,3.0727607159575157,0.3460271436660016,,,,,,,"Oliver Perez",1514,424144
"Sean Doolittle","WSN",7.2,-1.9772277428553655,,,-17.768168449401855,,,10.40800918232311,9.491246342658997,,,,,,"Sean Doolittle",1581,448281
"Zack Greinke","HOU",67,-0.6850749680844797,,,,,17.22472310066223,0.4153983733233284,2.2247484752110074,12.18643307685852,1.3027086853981018,2.65468194566924,,,"Zack Greinke",1943,425844
"Iván Nova","DET",19,-8.168911050867152,,,,,-2.4173301562928318,,2.3479948441187544,,,4.435185952620073,,,"Ivan Nova",1994,467100
"Clayton Kershaw","LAD",58.1,1.022164092576208,,,,,,2.2910935155461343,0.7596063756657218,,,-2.4000927805900574,,,"Clayton Kershaw",2036,477132
"Adam Wainwright","STL",65.2,-1.0349602893341419,,0.47344237985745286,,,-0.22073385734406725,,3.088371137554726,,,-2.014589698418327,,,"Adam Wainwright",2233,425794
"Héctor Rondón","ARI",20,-3.3388774432436956,,,,,-2.157786415844429,0.003873903511299027,,,,-2.113498960222517,,,"Hector Rondon",2391,444468
"Corey Kluber","TEX",1,0,,2.921343346436818,,,-0.8802893571555614,,-2.0681068301200867,,,30.46535849571228,,,"Corey Kluber",2429,446372
"Lance Lynn","TEX",84,0.7298504284449986,,0.8214926948181737,,,1.3073480318463038,,0.15316937400513336,-4.562772313753763,,-2.9554028596196855,,,"Lance Lynn",2520,458681
