Name,Team,IP,FA-X,FT-X,FC-X,FS-X,FO-X,SI-X,SL-X,CU-X,KC-X,EP-X,CH-X,SC-X,KN-X,NameASCII,PlayerId,MLBAMID
"Todd Frazier","NYM",1,-5.545474529266357,,,,,,,,,,,,1.5421313285827636,"Todd Frazier",785,453943
"Erik Kratz","NYY",2,-5.749235153198242,,,,,,,,,,,,-1.1549695332845051,"Erik Kratz",4403,456124
"Tommy Hunter","PHI",24.2,-3.9984066486358643,,1.417766907635857,,,-8.322990194398757,,6.779398386101974,,,,,,"Tommy Hunter",1157,488984
"Adam Ottavino","NYY",18.1,-4.469604015350342,,-0.6466476576668876,,,-9.22992585834704,9.290587615966796,,,,-7.844790140787761,,,"Adam Ottavino",1247,493603
"Oliver Pérez","CLE",18,7.30895761343149,,,,,10.881877300167872,-4.915080586417776,,,,,,,"Oliver Perez",1514,424144
"Sean Doolittle","WSN",7.2,2.5324472280649037,,,7.670002528599331,,,-3.357703122225675,-2.5434274673461914,,,,,,"Sean Doolittle",1581,448281
"Zack Greinke","HOU",67,-1.0267627302610558,,,,,-8.154122352600098,3.2630758846507355,5.727979198005629,7.274391937255859,0.4004761576652527,-7.70086775154903,,,"Zack Greinke",1943,425844
"Iván Nova","DET",19,-6.95112779405382,,,,,-10.042249177631579,,1.7722169028388128,,,-9.494800914417613,,,"Ivan Nova",1994,467100
"Clayton Kershaw","LAD",58.1,0.1252148841038223,,,,,,-2.166391608420383,-2.198263568078686,,,6.933563232421875,,,"Clayton Kershaw",2036,477132
"Adam Wainwright","STL",65.2,-1.5720472114030706,,2.9440823407240315,,,-7.295539977058532,,9.256302394224017,,,-7.988461038340693,,,"Adam Wainwright",2233,425794
"Héctor Rondón","ARI",20,-5.104646852503272,,,,,-9.332005942740091,2.661002688937717,,,,-8.907642364501953,,,"Hector Rondon",2391,444468
"Corey Kluber","TEX",1,-6.502029895782471,,-0.5483328501383463,,,-10.145822525024414,,7.862893676757812,,,-10.48397159576416,,,"Corey Kluber",2429,446372
"Lance Lynn","TEX",84,-4.68618408203125,,0.18476232705405726,,,-8.333644321986608,,1.459393028451615,3.6035859849717884,,-5.287299019949777,,,"Lance Lynn",2520,458681
"Jhoulys Chacín","ATL",5,-3.0325616200764975,,,,,-8.029193300189394,,7.165965440538194,,,-5.252748966217041,,,"Jhoulys Chacin",2608,468504
"Rick Porcello","NYM",59,-4.769084745240443,,,,,-9.376379190595166,0.9697797290124129,5.320499877929688,,,-8.622613722278226,,,"Rick Porcello",2717,519144
"Ross Detwiler","CHW",19.2,6.831809820130814,,0.14749257266521454,,,9.845274537474245,-0.18757467491682187,-1.0362315611405806,,,7.081548230401401,,,"Ross Detwiler",2859,446321
"Luis Avilán","NYY",8.1,5.920642375946045,,,,,9.439553055108762,,-6.866698371039496,,,8.726874818193151,,,"Luis Avilan",2882,501593
"Kenley Jansen","LAD",24.1,,,3.9331687153249546,,,-4.298701729361467,3.3712438539017078,,,,,,,"Kenley Jansen",3096,445276
"Tony Watson","SFG",18,7.442897449840199,,,,,10.038693110148111,-0.40926554264166415,,,,11.726350243411847,,,"Tony Watson",3132,453265
"Max Scherzer","WSN",67.1,-6.916864429323477,,-1.5503000112680287,,,,1.2601330096905048,7.427377596768466,,,-9.02520248570393,,,"Max Scherzer",3137,453286
"Will Harris","WSN",17.2,-1.0288610458374023,,1.8823263904128629,,,,,5.754660973182092,,,,,,"Will Harris",3192,501789
"T.J. McFarland","OAK",20.2,,,,,,9.830418442234848,-3.5341370411408253,,,,8.52276611328125,,,"T.J. McFarland",3237,519008
"Zack Britton","NYY",19,,,,,,7.635795856344289,-5.033195629454496,,,,,,,"Zack Britton",3240,502154
"Jeff Samardzija","SFG",16.2,-7.581178937639509,,-2.4907977764423075,-8.803408022280093,,-10.534190076462766,-1.8594712808098592,,-5.240000152587891,,,,,"Jeff Samardzija",3254,502188
"Aníbal Sánchez","WSN",53,-3.3085900226622136,,0.05598815141525944,-7.990984913317138,,-7.255539138595779,,2.139155069986979,,,-5.3862096392919145,,,"Anibal Sanchez",3284,434671
"Darren O'Day","ATL",16.1,-7.242339103452621,,,,,-9.394751586914062,3.671340124947684,,,,,,,"Darren O'Day",3321,503285
"Drew Butera","COL",1.2,-4.957233683268229,,,,,,,,,,-8.625895500183105,,,"Drew Butera",3411,460077
"Danny Duffy","KCR",56.1,3.6452951982986828,,,,,7.14131153728945,-2.3626153263044944,-4.358308949864897,,,8.273238579432169,,,"Danny Duffy",3542,518633
"Liam Hendriks","OAK",25.1,-5.121064640925481,,,,,,0.025284999754370714,1.506554970374474,,,-8.471890449523926,,,"Liam Hendriks",3548,521230
"Matt Magill","SEA",10.1,-5.772601949757543,,,,,,1.619788017825804,1.0586898803710938,,,,,,"Matt Magill",3950,543483
"Edinson Volquez","TEX",5.2,-5.900933837890625,,,,,-9.796955023871528,,,4.178771591186523,,-6.832707260594224,,,"Edinson Volquez",3990,450172
"Yusmeiro Petit","OAK",21.2,-3.1460562179337686,,-0.24223130544026691,,,,,7.177372203153722,,,-6.268380148368969,,,"Yusmeiro Petit",4020,433589
"Pedro Strop","CIN",2.1,-1.7780276934305828,,1.9945581754048665,-7.466542816162109,,-6.706539577907986,1.9936753511428833,,,,,,,"Pedro Strop",4070,467008
"Derek Holland","PIT",40.2,7.5451537422511885,,,,,9.72764182776308,,,0.7594953223840514,,7.521772965140965,,,"Derek Holland",4141,502706
"Jake Arrieta","PHI",44.1,-4.460711161295573,,,,,-10.027190840871711,1.1609758004634338,5.999156448076356,,,-10.364415322580646,,,"Jake Arrieta",4153,453562
"Rafael Dolis","TOR",24,-3.292459487915039,,,-5.743225493988433,,-8.365551466010956,3.490626743861607,,,,,,,"Rafael Dolis",4185,503569
"Mark Melancon","ATL",22.2,-3.889186011420356,,0.3173490802893478,-8.35203857421875,,,,,1.3446277436755953,,,,,"Mark Melancon",4264,453343
"Justin Wilson","NYM",19.2,3.9619931935065953,,-1.1787235940149587,,,7.016468811035156,-3.0250539779663086,,,,,,,"Justin Wilson",4301,458677
"Tyler Chatwood","CHC",18.2,-2.3543460083007814,,1.9480490112304687,,,-8.18228274828767,,4.938051397150213,,,-6.821310997009277,,,"Tyler Chatwood",4338,543022
