Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,NameASCII,PlayerId,MLBAMID
"Rafael Dolis","TOR",24,0.2887931,0.57142857,0.41304348,0.44776119,0.85576923,0.69590643,0.43961353,32.03020134,"Rafael Dolis",4185,503569
"Aroldis Chapman","NYY",11.2,0.29347826,0.69158879,0.50753769,0.44444444,0.64864865,0.59405941,0.53768844,30.6056338,"Aroldis Chapman",10233,547973
"José Leclerc","TEX",2,0.2,0.58823529,0.34042553,0.66666667,0.6,0.625,0.36170213,29.56756757,"Jose Leclerc",14524,600917
"José Quijada","LAA",3.2,0.19047619,0.72340426,0.47191011,0.5,0.73529412,0.69047619,0.52808989,29.45454545,"Jose Quijada",19200,650671
"Daniel Hudson","WSN",20.2,0.24050633,0.75909091,0.54232804,0.47368421,0.79041916,0.73170732,0.58201058,29.24285714,"Daniel Hudson",7146,543339
"Alex Colomé","CHW",22.1,0.35514019,0.75657895,0.52185792,0.48684211,0.85217391,0.70680628,0.41530055,29.14015152,"Alex Colome",6661,517008
"Chris Martin","ATL",18,0.32283465,0.70198675,0.52877698,0.56097561,0.8490566,0.76870748,0.54316547,28.90909091,"Chris Martin",11847,455119
"Kyle Finnegan","WSN",24.2,0.21674877,0.66359447,0.44761905,0.47727273,0.81944444,0.7393617,0.51666667,28.88888889,"Kyle Finnegan",15009,640448
"Cam Bedrosian","LAA",14.2,0.21487603,0.65833333,0.43568465,0.61538462,0.88607595,0.81904762,0.49792531,28.8603352,"Cam Bedrosian",13360,592135
"Josh Staumont","KCR",25.2,0.26609442,0.61924686,0.44491525,0.43548387,0.74324324,0.65238095,0.50635593,28.83661972,"Josh Staumont",18335,622251
"Kenley Jansen","LAD",24.1,0.33333333,0.70434783,0.52466368,0.61111111,0.75925926,0.71367521,0.51569507,28.77643505,"Kenley Jansen",3096,445276
"Ken Giles","TOR",3.2,0.36585366,0.75,0.50769231,0.4,0.55555556,0.48484848,0.36923077,28.75555556,"Ken Giles",12910,571704
"Edinson Volquez","TEX",5.2,0.23076923,0.55357143,0.39814815,0.58333333,0.80645161,0.74418605,0.51851852,28.75308642,"Edinson Volquez",3990,450172
"Joe Kelly","LAD",10,0.28125,0.56,0.40350877,0.44444444,0.92857143,0.73913043,0.43859649,28.71653543,"Joe Kelly",9761,523260
"Pete Fairbanks","TBR",26.2,0.31558935,0.67105263,0.48065173,0.46987952,0.75163399,0.65254237,0.46435845,28.54395604,"Pete Fairbanks",17998,664126
"A.J. Minter","ATL",21.2,0.25870647,0.73469388,0.49370277,0.55769231,0.77777778,0.71938776,0.49370277,28.50488599,"A.J. Minter",18655,621345
"Brandon Brennan","SEA",7.1,0.30882353,0.63265306,0.44444444,0.42857143,0.83870968,0.67307692,0.41880342,28.30588235,"Brandon Brennan",13527,592165
"Nick Anderson","TBR",16.1,0.45614035,0.72357724,0.59493671,0.51923077,0.71910112,0.64539007,0.51898734,28.25,"Nick Anderson",18337,623433
"Tommy Kahnle","NYY",1,0.14285714,0.61538462,0.45,0,0.375,0.33333333,0.65,28.2,"Tommy Kahnle",11384,592454
"Ryan Sherriff","TBR",9.2,0.31034483,0.61764706,0.47619048,0.83333333,0.92857143,0.9,0.53968254,28.07608696,"Ryan Sherriff",12249,595411
"José Alvarado","TBR",9,0.23853211,0.65882353,0.42268041,0.65384615,0.80357143,0.75609756,0.43814433,28.06802721,"Jose Alvarado",17780,621237
"Miguel Del Pozo","PIT",3.2,0.25373134,0.56818182,0.37837838,0.52941176,0.88,0.73809524,0.3963964,27.98809524,"Miguel Del Pozo",18792,600887
"Juan Nicasio","TEX",1.1,0.125,0.63636364,0.36956522,0.66666667,0.85714286,0.82352941,0.47826087,27.97142857,"Juan Nicasio",7731,504379
"Dany Jiménez","SFG",1.1,0.0952381,0.5625,0.2972973,0,0.88888889,0.72727273,0.43243243,27.89285714,"Dany Jimenez",21170,666204
"Brad Hand","CLE",22,0.2345679,0.595,0.43370166,0.55263158,0.82352941,0.75796178,0.55248619,27.88970588,"Brad Hand",9111,543272
"Blake Parker","PHI",16,0.26857143,0.63571429,0.43174603,0.55319149,0.80898876,0.72058824,0.44444444,27.88333333,"Blake Parker",5224,453284
"Chaz Roe","TBR",9.1,0.28947368,0.55421687,0.42767296,0.68181818,0.84782609,0.79411765,0.52201258,27.84210526,"Chaz Roe",9866,475054
