Name,Team,IP,K/9+,BB/9+,K/BB+,HR/9+,K%+,BB%+,AVG+,WHIP+,BABIP+,LOB%+,ERA-,FIP-,xFIP-,LD%+,GB%+,FB%+,NameASCII,PlayerId,MLBAMID
"Brad Wieck","CHC",1,196.90992855712094,250.63013846334746,78.5659402185376,672.1444744134965,169.46478486275828,215.69752016774615,103.15767752674643,150.1676060860016,0,0,405.9219145872365,344.2045272694068,135.52731749977232,0,0,284.5727816431971,"Brad Wieck",16390,623364
"Corey Kluber","TEX",1,100.04285953109363,257.25306541772653,38.88888940399076,0,143.25274740599727,368.3641975055659,0,75.60090159347003,0,138.8208267117719,0,92.68706907540115,137.71410535696737,0,0,276.6134097493389,"Corey Kluber",2429,446372
"Anthony Bemboom","LAA",1,0,257.25306541772653,0,0,0,276.27314840544756,0,75.60090159347003,0,138.8208267117719,0,135.11853657731035,270.0602533159531,0,0,276.6134097493389,"Anthony Bemboom",13854,621532
"Jeff Brigham","MIA",1,0,0,,0,0,0,165.05228404279433,150.1676060860016,136.96466390637346,69.93979760449378,207.1494309080864,73.28116180980929,243.89253125529328,92.25048320290412,0,227.65822531455768,"Jeff Brigham",16631,656257
"Santiago Espinal","TOR",2,0,128.62653270886327,0,335.3160666277125,0,100.46296205189675,137.60436968832195,151.20180318694005,86.22256493127723,115.68402221353631,195.71483892032953,287.71507687974906,291.8478306182416,51.553303621266544,26.270011330192517,215.14376292323095,"Santiago Espinal",19997,669289
"Nick Burdi","PIT",2.1,168.77996175769147,214.82586223628454,78.5659402185376,0,169.46478486275828,215.69752016774615,103.15767752674643,128.71510846690038,171.2058298829668,104.90969640674064,86.22170214415445,52.319823845142686,107.98203390304278,0,57.89784490410277,213.42958623239784,"Nick Burdi",16074,595897
"Mitch White","LAD",3,65.63664285237364,83.54337948778249,78.5659402185376,0,77.02944731825761,98.04432636853224,41.26307101069858,50.055868695333864,42.8014574707417,139.87959520898755,0,64.07635320549281,150.40274887020172,57.65655200181507,28.948922452051384,213.42958623239784,"Mitch White",19225,669952
"Cory Gearrin","MIN",2,50.02142976554681,257.25306541772653,19.44444470199538,0,61.394034295600086,315.7407402454454,0,75.60090159347003,0,138.8208267117719,0,118.4255256528677,182.0996020341718,0,59.1075255520407,207.46005731200418,"Cory Gearrin",7947,518715
"Nick Anderson","TBR",16.1,159.25196703397023,47.250583267678124,337.0370414753273,41.0591277800216,192.65024667452533,57.159960710178815,37.528464460451445,37.029028880473966,49.270037103586986,126.20075154353619,13.104878645102866,31.290789887275615,68.07374705048814,31.99860216768618,48.91657269944636,200.30626222274154,"Nick Anderson",18337,623433
"Justin Shafer","MIA",5.2,86.87203705139224,176.91541170585515,49.103712636586,237.22748817391198,70.61032674370797,143.79834641900155,132.04182723423543,159.00101251872897,114.13721992197787,68.56842896367328,292.44628821124127,197.88545001042203,197.7760947281594,138.3757248043562,0,199.20094715023797,"Justin Shafer",16132,596101
"Joel Kuhnel","CIN",3,98.45496427856047,0,,448.09631627566426,97.76814478723595,0,126.96329541753408,100.11173739066773,85.6029149414834,139.87959520898755,125.77306027120979,210.1558811538648,127.5561815607743,0,69.47741388492332,199.20094715023797,"Joel Kuhnel",19995,669270
"Travis Demeritte","DET",1,0,0,,1341.26426651085,0,0,235.89320517998047,302.4036063738801,137.95610389004358,0,823.6609006339297,669.048883731494,289.4168044003591,0,67.55145760488215,197.58100688478112,"Travis Demeritte",15958,641513
"Carlos Sanabria","HOU",2,100.04285953109363,385.87959812658977,25.92592624340125,335.3160666277125,71.62637348811951,276.27314840544756,137.60436968832195,226.80270478041007,114.96341990836963,120.7137623037413,204.56191931612784,276.74936912586486,236.97371632620667,66.28281861021433,33.77572868422602,197.58100688478112,"Carlos Sanabria",16634,656004
"Dillon Peters","LAA",1.2,120.05119387110132,0,,804.7569673937046,95.50183160399818,0,137.60436968832195,136.08135358036546,68.97805194502179,-694.1041335588594,359.6134677401972,358.64187822533637,148.0313373267135,66.28281861021433,33.77572868422602,197.58100688478112,"Dillon Peters",18790,596071
"Trevor Gott","SFG",11.2,67.51199574041345,171.86071788602908,39.2829701092688,403.2868055237252,59.461327940261135,151.36668061134182,111.75415065397529,135.1508859856648,62.25666541198793,103.18986531351935,229.3182204324776,279.41864117003536,192.40107841150078,57.65655200181507,46.31827592328223,192.08662760915806,"Trevor Gott",15046,641627
