Name,Team,IP,Pit+ FA,Pit+ SI,Pit+ FC,Pit+ FS,Pit+ SL,Pit+ CU,Pit+ CH,Pit+ KC,Pit+ FO,Stuff+,Location+,Pitching+,NameASCII,PlayerId,MLBAMID
"Blake Cederlind","PIT",4,,157.07999999999998,109.56400000000002,,68.18,,,,,124.77134328358207,119.64567164179107,138.02328358208953,"Blake Cederlind",20344,664977
"Jacob deGrom","NYM",68,125.80988235294117,,,,153.4481094527363,130.28933333333333,129.34354166666668,,,118.6139876215738,113.39681697612738,136.21814323607427,"Jacob deGrom",10954,594798
"Tommy Kahnle","NYY",1,88.43999999999998,,,,171.48,,157.07999999999998,,,109.22099999999998,125.021,133.776,"Tommy Kahnle",11384,592454
"Ryan Thompson","TBR",26.1,119.78526315789475,127.49843317972353,,,138.4550310559006,,37.266666666666666,,,130.71402393830726,105.12125328312206,130.359841690553,"Ryan Thompson",16647,657044
"Roberto Osuna","HOU",4.1,139.886,111.62,127.2377777777778,,144.34909090909088,,107.074,,,104.22145454545455,122.13636363636363,130.17345454545455,"Roberto Osuna",13764,532077
"José Ruiz","CHW",4,116.66057142857143,,,,132.236,180.2175,106.89,,,106.43233333333335,122.29733333333337,128.703,"Jose Ruiz",14552,614179
"Walker Buehler","LAD",36.2,128.8598761609907,102.16846153846153,119.45176470588235,,153.34803149606296,,,111.16291666666667,,137.01741112123977,94.47744758432088,128.14072926162262,"Walker Buehler",19374,621111
"Gerrit Cole","NYY",73,132.18509493670885,114.06,,,121.40344594594596,,106.3934328358209,113.75689320388352,,118.57392678868554,107.7887853577371,124.9285856905158,"Gerrit Cole",13125,543037
"Bernardo Flores Jr.","CHW",2,114.48714285714286,109.02,,,105.35333333333334,148.69333333333333,171.38,,,97.91629629629631,135.21185185185186,124.88296296296294,"Bernardo Flores Jr.",19561,641576
"Raisel Iglesias","CIN",23,112.46782608695655,133.68206896551723,,,123.42789915966385,,141.4167567567568,,,114.4082816901408,112.76952112676058,123.79814084507038,"Raisel Iglesias",17130,628452
"Devin Williams","MIL",27,100.26486772486771,,,,74.968,,145.56484581497799,,,125.43925581395348,95.59618604651165,123.23590697674423,"Devin Williams",15816,642207
"Justin Topa","MIL",7.2,,122.624578313253,,,124.5238888888889,,,,,111.91126050420168,116.74218487394957,123.19915966386552,"Justin Topa",15145,623437
"Caleb Baragar","SFG",22.1,128.1132307692308,34.10000000000001,,,93.36418604651163,126.46790697674419,96.16,,,117.17758732432804,108.90883476599811,123.04101957975165,"Caleb Baragar",19231,670056
"Justin Verlander","HOU",6,138.66,,,,99.7,171.7,118.88,,,116.53305555555555,104.33749999999999,122.86888888888888,"Justin Verlander",8700,434378
"Brusdar Graterol","LAD",23.1,109.08444444444443,119.97157360406092,,,131.01880952380955,,82.18,,,125.11106895064876,102.9654313825409,122.67654920099827,"Brusdar Graterol",20367,660813
"Liam Hendriks","OAK",25.1,127.03446153846151,,,,113.52121951219515,114.57538461538462,38.47,,,116.55451086956528,107.72396739130433,122.65429347826088,"Liam Hendriks",3548,521230
