Name,Team,IP,Loc+ FA,Loc+ SI,Loc+ FC,Loc+ FS,Loc+ SL,Loc+ CU,Loc+ CH,Loc+ KC,Loc+ FO,Stuff+,Location+,Pitching+,NameASCII,PlayerId,MLBAMID
"Blake Cederlind","PIT",4,,133.8151219512195,98.78399999999999,,60.24,,,,,124.77134328358207,119.64567164179107,138.02328358208953,"Blake Cederlind",20344,664977
"Jacob deGrom","NYM",68,105.67384313725489,,,,122.96825870646765,115.43733333333334,114.01541666666667,,,118.6139876215738,113.39681697612738,136.21814323607427,"Jacob deGrom",10954,594798
"Tommy Kahnle","NYY",1,91.3,,,,172.92000000000002,,140.7,,,109.22099999999998,125.021,133.776,"Tommy Kahnle",11384,592454
"Ryan Thompson","TBR",26.1,119.62263157894739,98.23059907834102,,,112.07465838509317,,43.873333333333335,,,130.71402393830726,105.12125328312206,130.359841690553,"Ryan Thompson",16647,657044
"Roberto Osuna","HOU",4.1,132.836,104.28,124.25777777777778,,141.2836363636364,,86.694,,,104.22145454545455,122.13636363636363,130.17345454545455,"Roberto Osuna",13764,532077
"José Ruiz","CHW",4,115.09371428571428,,,,116.96533333333333,164.3825,120.01,,,106.43233333333335,122.29733333333337,128.703,"Jose Ruiz",14552,614179
"Walker Buehler","LAD",36.2,100.37839009287926,87.70576923076925,99.66376470588236,,117.53559055118109,,,94.03583333333331,,137.01741112123977,94.47744758432088,128.14072926162262,"Walker Buehler",19374,621111
"Gerrit Cole","NYY",73,112.76946202531646,97.08,,,100.29945945945944,,116.55283582089552,100.46466019417477,,118.57392678868554,107.7887853577371,124.9285856905158,"Gerrit Cole",13125,543037
"Bernardo Flores Jr.","CHW",2,129.65,127.9,,,98.80666666666667,153.05999999999997,182.52,,,97.91629629629631,135.21185185185186,124.88296296296294,"Bernardo Flores Jr.",19561,641576
"Raisel Iglesias","CIN",23,110.90927536231884,120.73586206896552,,,100.88470588235296,,132.00243243243244,,,114.4082816901408,112.76952112676058,123.79814084507038,"Raisel Iglesias",17130,628452
