Name,Team,W,L,ERA,G,GS,QS,CG,ShO,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Roberto Hernandez","TBD",2,3,3.0681829886007437,72,0,0,0,0,43,,,73.1,321,68,27,25,1,33,1,4,4,0,69,"Roberto Hernandez",605,115832
"Steve Kline","MON",7,4,3.746412440574211,82,0,0,0,0,0,,,69.2,297,56,32,29,8,33,6,3,2,0,69,"Steve Kline",1164,117157
"Anthony Telford","MON",5,4,3.93750031292441,79,0,0,0,0,2,,,96,429,112,52,42,3,38,3,3,3,1,69,"Anthony Telford",1282,123177
"Jerry Dipoto","COL",4,5,4.257691683007507,63,0,0,0,0,1,,,86.2,379,91,44,41,10,44,4,3,6,0,69,"Jerry Dipoto",1003321,113386
"Dennis Cook","NYM",10,5,3.85714402490768,71,0,0,0,0,3,,,63,262,50,27,27,11,27,1,1,0,0,68,"Dennis Cook",8,112621
"Steve Karsay","CLE",10,2,2.974576655834218,50,3,0,0,0,1,,,78.2,324,71,29,26,6,30,3,2,5,0,68,"Steve Karsay",829,116853
"Paul Abbott","SEA",6,2,3.096330302320098,25,7,3,0,0,0,,,72.2,298,50,31,25,9,32,3,0,2,0,68,"Paul Abbott",1061,110015
"Mac Suzuki","- - -",2,5,6.7909106216749375,38,13,2,0,0,0,,,110,510,124,92,83,16,64,3,7,11,0,68,"Mac Suzuki",1485,123010
"Scott Service","KCR",5,5,6.092923233603596,68,0,0,0,0,8,,,75.1,352,87,51,51,13,42,8,3,3,0,68,"Scott Service",1684,122012
"Al Reyes","- - -",4,3,4.522843865715339,53,0,0,0,0,0,,,65.2,287,50,33,33,9,41,3,6,3,0,67,"Al Reyes",1005,121099
"Kevin McGlinchy","ATL",7,3,2.81516608036031,64,0,0,0,0,0,,,70.1,298,66,25,22,6,30,7,1,1,0,67,"Kevin McGlinchy",1008531,150304
"John Snyder","CHW",9,12,6.680412633853112,25,25,9,1,0,0,,,129.1,602,167,103,96,27,49,0,6,11,0,67,"John Snyder",1012253,122511
"Jeff Zimmerman","TEX",9,3,2.361216593044464,65,0,0,0,0,3,,,87.2,336,50,24,23,9,23,1,2,2,0,67,"Jeff Zimmerman",1014446,150293
"C.J. Nitkowski","DET",4,5,4.297959719033965,67,7,2,0,0,0,,,81.2,349,63,44,39,11,45,3,3,4,3,66,"C.J. Nitkowski",570,119809
"Ricky Bottalico","STL",3,7,4.909091760304496,68,0,0,0,0,20,,,73.1,347,83,45,40,8,49,1,3,6,0,66,"Ricky Bottalico",948,111262
"Rafael Roque","MIL",1,6,5.335968942631395,43,9,1,0,0,1,,,84.1,386,96,52,50,16,42,1,4,4,1,66,"Rafael Roque",1011191,136305
"Bryce Florie","- - -",4,1,4.647542582120064,41,5,1,0,0,0,,,81.1,368,94,50,42,8,35,5,2,8,0,65,"Bryce Florie",1004172,114255
"Todd Jones","DET",4,4,3.8181822595518007,65,0,0,0,0,30,,,66,287,64,30,28,7,35,1,1,2,0,64,"Todd Jones",436,116734
"Brian Boehringer","SDP",6,5,3.2438161669669494,33,11,5,0,0,0,,,94.1,409,97,38,34,10,35,4,1,2,0,64,"Brian Boehringer",984,111145
"Allen Watson","- - -",6,3,3.5064932893472345,38,4,0,0,0,1,,,77,329,72,35,30,13,35,3,1,4,0,64,"Allen Watson",1013675,123982
"Doug Jones","OAK",5,5,3.548077964218716,70,0,0,0,0,10,,,104,430,106,43,41,10,24,3,3,2,0,63,"Doug Jones",1006552,116682
"Eric Plunk","MIL",4,4,5.017700470159877,68,0,0,0,0,0,,,75.1,338,71,44,42,15,43,5,5,5,1,63,"Eric Plunk",1010400,120631
"Sean Lowe","CHW",4,1,3.668989644572019,64,0,0,0,0,0,,,95.2,406,90,39,39,10,46,1,4,4,0,62,"Sean Lowe",994,117957
"Tim Worrell","OAK",2,2,4.153847829830688,53,0,0,0,0,0,,,69.1,309,69,38,32,6,34,1,3,1,0,62,"Tim Worrell",1139,124580
"Jesus Sanchez","FLA",5,7,6.013102039347697,59,10,2,0,0,0,,,76.1,362,84,53,51,16,60,11,4,5,2,62,"Jesus Sanchez",1476,133260
"Mike Morgan","TEX",13,10,6.235715305172834,34,25,8,1,0,0,,,140,632,184,108,97,25,48,2,7,3,1,61,"Mike Morgan",67,119374
"Gabe White","CIN",1,2,4.426231168990027,50,0,0,0,0,0,,,61,261,68,31,30,13,14,1,2,0,0,61,"Gabe White",360,124171
"Onan Masaoka","LAD",2,4,4.320000659179788,54,0,0,0,0,1,,,66.2,300,55,33,32,8,47,3,2,3,0,61,"Onan Masaoka",1008209,150385
"Bob Wickman","MIL",3,8,3.3901351090735035,71,0,0,0,0,37,,,74.1,331,75,31,28,6,38,6,2,2,0,60,"Bob Wickman",413,124233
"Cal Eldred","MIL",2,8,7.792681114224431,20,15,5,0,0,0,,,82,392,101,75,71,19,46,0,1,8,1,60,"Cal Eldred",1653,113793
"Heathcliff Slocumb","- - -",3,2,3.77419488363085,50,0,0,0,0,2,,,62,287,64,28,26,5,39,7,3,4,0,60,"Heathcliff Slocumb",1012069,122329
"John Wetteland","TEX",4,4,3.681819033031818,62,0,0,0,0,43,,,66,281,67,30,27,9,19,1,0,0,0,60,"John Wetteland",1013815,124123
"Mike Stanton","NYY",2,2,4.331552746087557,73,1,0,0,0,0,,,62.1,271,71,30,30,5,18,4,1,2,0,59,"Mike Stanton",849,122681
"Tom Davey","- - -",2,1,4.707691202558968,45,0,0,0,0,1,,,65,298,62,41,34,5,40,1,7,6,0,59,"Tom Davey",1026,150470
"Arthur Rhodes","BAL",3,4,5.433964219710231,43,0,0,0,0,3,,,53,244,43,37,32,9,45,6,0,4,0,59,"Arthur Rhodes",1097,121125
"Garrett Stephenson","STL",6,3,4.218750157160691,18,12,5,0,0,0,,,85.1,371,90,43,40,11,29,1,5,0,0,59,"Garrett Stephenson",1185,122751
"Dan Miceli","SDP",4,5,4.45631133978558,66,0,0,0,0,2,,,68.2,296,67,39,34,7,36,5,2,2,0,59,"Dan Miceli",1463,119023
"Troy Percival","ANA",4,6,3.789474698645528,60,0,0,0,0,31,,,57,230,38,24,24,9,22,0,3,3,0,58,"Troy Percival",29,120401
"Wayne Gomes","PHI",5,5,4.256758512242709,73,0,0,0,0,19,,,74,341,70,38,35,5,56,2,2,3,1,58,"Wayne Gomes",191,114908
"Brian Edmondson","FLA",5,8,5.840426954008132,68,0,0,0,0,1,,,94,428,106,65,61,11,44,5,6,5,0,58,"Brian Edmondson",1003677,133228
"Billy Koch","TOR",0,5,3.3926706991418487,56,0,0,0,0,31,,,63.2,272,55,26,24,5,30,5,3,0,0,57,"Billy Koch",924,150477
"Terry Adams","CHC",6,3,4.015385086691646,52,0,0,0,0,13,,,65,277,60,33,29,9,28,2,0,6,0,57,"Terry Adams",946,110067
"Carlos Reyes","SDP",2,4,3.724139278199165,65,0,0,0,0,1,,,77.1,331,76,38,32,11,24,4,0,7,1,57,"Carlos Reyes",1721,121095
"John Wasdin","BOS",8,3,4.116592209929203,45,0,0,0,0,2,,,74.1,302,66,38,34,14,18,0,0,2,0,57,"John Wasdin",1768,123955
"Joey Hamilton","TOR",7,8,6.520408417075348,22,18,7,0,0,0,,,98,440,118,73,71,13,39,0,3,4,1,56,"Joey Hamilton",328,115383
"Lance Painter","STL",4,5,4.831581372502664,56,4,0,0,0,1,,,63.1,272,63,37,34,6,25,1,2,4,0,56,"Lance Painter",1675,120183
"Rocky Coppinger","- - -",5,4,5.400001618522039,40,2,0,0,0,0,,,58.1,269,60,37,35,13,42,3,0,1,0,56,"Rocky Coppinger",1002604,112662
"John Johnstone","SFG",4,6,2.604060712006025,62,0,0,0,0,3,,,65.2,262,48,24,19,8,20,5,1,2,1,56,"John Johnstone",1006475,116651
"Benj Sampson","MIN",3,2,8.112675620459134,30,4,0,0,0,0,,,71,345,107,65,64,17,34,3,0,2,2,56,"Benj Sampson",1011397,136733
"Bryan Rekar","TBD",6,6,5.799295112529157,27,12,3,0,0,0,,,94.2,437,121,68,61,14,41,2,5,4,0,55,"Bryan Rekar",625,121057
"Mike Jackson","CLE",3,4,4.06310694659731,72,0,0,0,0,39,,,68.2,291,60,32,31,11,26,1,2,0,1,55,"Mike Jackson",732,116436
"Scott Sauerbeck","PIT",4,1,1.9950748663831162,65,0,0,0,0,2,,,67.2,287,53,19,15,6,38,5,4,3,0,55,"Scott Sauerbeck",1007,150261
"Felix Rodriguez","SFG",2,3,3.798995266171193,47,0,0,0,0,0,,,66.1,292,67,32,28,6,29,2,2,2,0,55,"Felix Rodriguez",1127,121353
"Steve Montgomery","PHI",1,5,3.3402059228479506,53,0,0,0,0,3,,,64.2,268,54,25,24,10,31,3,0,4,0,55,"Steve Montgomery",1009074,119270
"Joe Nathan","SFG",7,4,4.184502434044649,19,14,8,0,0,1,,,90.1,395,84,45,42,17,46,0,1,2,0,54,"Joe Nathan",1122,150274
"Tim Crabtree","TEX",5,1,3.4615408993348806,68,0,0,0,0,0,,,65,275,71,26,25,4,18,1,1,5,0,54,"Tim Crabtree",1002715,112775
"Jerry Spradlin","- - -",3,1,4.8688555799246425,63,0,0,0,0,0,,,61,286,65,37,33,5,32,6,10,2,0,54,"Jerry Spradlin",1012353,122609
"Donne Wall","SDP",7,4,3.071090602619949,55,0,0,0,0,0,,,70.1,290,58,31,24,11,23,3,0,6,0,53,"Donne Wall",39,123849
"Alan Embree","SFG",3,2,3.3750016824774027,68,0,0,0,0,0,,,58.2,244,42,22,22,6,26,2,3,3,0,53,"Alan Embree",1030,113833
"Dan Plesac","- - -",2,4,5.8872232796782775,64,0,0,0,0,1,,,44.1,198,50,30,29,7,17,2,0,3,0,53,"Dan Plesac",1319,120624
"Dave Eiland","TBD",4,8,5.601660039203614,21,15,6,0,0,0,,,80.1,369,98,59,50,8,27,1,3,2,1,53,"Dave Eiland",1003714,113782
"Brian Williams","HOU",2,1,4.4108909225127375,50,0,0,0,0,0,,,67.1,303,69,35,33,4,35,2,5,7,0,53,"Brian Williams",1013978,124291
"Juan Acevedo","STL",6,8,5.892508655853279,50,12,1,0,0,4,,,102.1,457,115,71,67,17,48,3,4,5,0,52,"Juan Acevedo",458,110032
"Mariano Rivera","NYY",4,3,1.826087158433904,66,0,0,0,0,45,,,69,268,43,15,14,2,18,3,3,2,1,52,"Mariano Rivera",844,121250
"Tim Belcher","ANA",6,8,6.732997739892676,24,24,9,0,0,0,,,132.1,600,168,104,99,27,46,0,5,7,1,52,"Tim Belcher",1000789,110809
"Billy Taylor","- - -",1,6,4.952664175194606,61,0,0,0,0,26,,,56.1,257,68,35,31,5,23,8,2,1,1,52,"Billy Taylor",1012859,123163
"Greg Swindell","ARI",4,0,2.50515591993143,63,0,0,0,0,1,,,64.2,261,54,19,18,8,21,1,1,0,0,51,"Greg Swindell",76,123057
"Pat Mahomes","NYM",8,0,3.675394358491553,39,0,0,0,0,0,,,63.2,265,44,26,26,7,37,5,2,2,0,51,"Pat Mahomes",291,118163
"Jason Isringhausen","- - -",1,4,4.731958809409769,33,5,0,0,0,9,,,64.2,286,64,35,34,9,34,4,3,4,0,51,"Jason Isringhausen",1158,116414
"Steve Avery","CIN",6,7,5.1562495902181,19,19,8,0,0,0,,,96,426,75,62,55,11,78,0,1,4,1,51,"Steve Avery",1706,110397
"Brian Rose","BOS",7,6,4.86734693877551,22,18,7,0,0,0,,,98,433,112,59,53,19,29,2,2,0,0,51,"Brian Rose",1011201,121450
"Braden Looper","FLA",3,3,3.795181769455628,72,0,0,0,0,0,,,83,370,96,43,35,7,31,6,1,2,2,50,"Braden Looper",526,131702
"Eddie Guardado","MIN",2,5,4.500001072883862,63,0,0,0,0,2,,,48,197,37,24,24,6,25,4,2,0,0,50,"Eddie Guardado",727,115216
"Mike Timlin","BAL",3,9,3.571429436439499,62,0,0,0,0,27,,,63,261,51,30,25,9,23,3,5,1,0,50,"Mike Timlin",1187,123348
"Felix Heredia","CHC",3,1,4.846155268201173,69,0,0,0,0,1,,,52,237,56,35,28,7,25,2,1,2,0,50,"Felix Heredia",1304,115803
"Masao Kida","DET",1,0,6.262887583134851,49,0,0,0,0,1,,,64.2,292,73,48,45,6,30,3,4,7,0,50,"Masao Kida",1800,150196
"Rigo Beltran","- - -",1,1,4.500001226153026,33,0,0,0,0,0,,,42,195,50,24,21,7,19,3,1,7,0,50,"Rigo Beltran",1916,110844
"Dave Borkowski","DET",2,6,6.1043484841763895,17,12,3,0,0,0,,,76.2,351,86,58,52,10,40,0,4,3,0,50,"Dave Borkowski",2002,150185
"Doug Johns","BAL",6,4,4.465385336057791,32,5,2,0,0,0,,,86.2,368,81,45,43,9,25,2,8,1,0,50,"Doug Johns",1006449,116552
"Jason Grimsley","NYY",7,2,3.6,55,0,0,0,0,1,,,75,336,66,39,30,7,40,5,4,8,0,49,"Jason Grimsley",602,115169
"Jamey Wright","COL",4,3,4.865723856925413,16,16,7,0,0,0,,,94.1,423,110,52,51,10,54,3,4,3,0,49,"Jamey Wright",715,124604
"Russ Springer","ATL",2,1,3.422536130699945,49,0,0,0,0,1,,,47.1,194,31,20,18,5,22,2,2,0,0,49,"Russ Springer",1652,122620
"Alan Mills","LAD",3,4,3.732719943903894,68,0,0,0,0,0,,,72.1,322,70,33,30,10,43,4,4,3,0,49,"Alan Mills",1008949,119142
"Carlton Loewer","PHI",2,6,5.1189591441027495,20,13,5,2,1,0,,,89.2,385,100,54,51,9,26,0,0,3,0,48,"Carlton Loewer",1713,133780
"Jason Bere","- - -",5,0,6.075000231742868,17,14,2,0,0,0,,,66.2,322,79,52,45,9,50,3,2,6,0,47,"Jason Bere",266,110891
"Blake Stein","- - -",1,2,4.561642986409794,13,12,7,0,0,0,,,73,327,65,38,37,11,47,1,7,3,0,47,"Blake Stein",632,133121
"Graeme Lloyd","TOR",5,3,3.625001536475939,74,0,0,0,0,3,,,72,301,68,36,29,11,23,4,4,1,0,47,"Graeme Lloyd",783,117841
"Gil Meche","SEA",8,4,4.727626698170798,16,15,9,0,0,0,,,85.2,375,73,48,45,9,57,1,2,1,0,47,"Gil Meche",1089,219194
"Frankie Rodriguez","SEA",2,4,5.6454555243501705,28,5,1,0,0,3,,,73.1,334,94,47,46,11,30,2,4,1,0,47,"Frankie Rodriguez",1011106,121355
"Antonio Alfonseca","FLA",4,5,3.2446359368337068,73,0,0,0,0,21,,,77.2,325,79,28,28,4,29,6,4,1,0,46,"Antonio Alfonseca",260,110134
"Nelson Cruz","DET",2,5,5.670001676273841,29,6,1,0,0,0,,,66.2,295,74,44,42,11,23,1,3,2,0,46,"Nelson Cruz",554,112906
"Esteban Yan","TBD",3,4,5.901639344262295,50,1,0,0,0,0,,,61,286,77,41,40,8,32,4,9,2,0,46,"Esteban Yan",1236,124643
"Chris Peters","PIT",5,4,6.591549295774648,19,11,3,0,0,0,,,71,343,98,59,52,17,27,0,4,2,1,46,"Chris Peters",1010225,120454
"Bruce Chen","ATL",2,2,5.4705879284023995,16,7,3,0,0,0,,,51,214,38,32,31,11,27,3,2,0,0,45,"Bruce Chen",769,136600
"Mark Guthrie","- - -",1,3,5.369320509355939,57,0,0,0,0,2,,,58.2,254,57,38,35,10,24,5,2,3,0,45,"Mark Guthrie",876,115260
"Rick Aguilera","- - -",9,4,2.926108484356828,61,0,0,0,0,14,,,67.2,267,54,25,22,8,12,1,2,4,1,45,"Rick Aguilera",1000086,110090
"Norm Charlton","TBD",2,3,4.440790030929921,42,0,0,0,0,0,,,50.2,233,49,29,25,4,36,0,1,4,0,45,"Norm Charlton",1002160,112213
"Mike Maddux","- - -",1,1,3.7709496403070877,53,0,0,0,0,0,,,59.2,260,63,26,25,6,22,2,5,1,0,45,"Mike Maddux",1007951,118121
"Gregg Olson","ARI",9,4,3.7087920638852108,61,0,0,0,0,14,,,60.2,257,54,28,25,9,25,2,2,1,0,45,"Gregg Olson",1009791,120002
"Ramon Ortiz","ANA",2,3,6.517242065139461,9,9,2,0,0,0,,,48.1,218,50,35,35,7,25,0,2,2,2,44,"Ramon Ortiz",27,150009
"Bob Wells","MIN",8,3,3.812978320602578,76,0,0,0,0,1,,,87.1,364,79,41,37,8,28,4,5,4,0,44,"Bob Wells",760,124077
"Mike Magnante","ANA",5,2,3.3749998762057425,53,0,0,0,0,0,,,69.1,299,68,30,26,2,29,4,3,3,1,44,"Mike Magnante",929,118141
"Steve Reed","CLE",3,2,4.232433130614101,63,0,0,0,0,0,,,61.2,274,69,33,29,10,20,5,3,1,0,44,"Steve Reed",1053,121002
"Shigetoshi Hasegawa","ANA",4,6,4.909092748320637,64,1,0,0,0,2,,,77,333,80,45,42,14,34,2,2,4,0,44,"Shigetoshi Hasegawa",1082,115586
"Rich Rodriguez","SFG",3,0,5.24117811711241,62,0,0,0,0,0,,,56.2,255,60,33,33,8,28,5,1,1,0,44,"Rich Rodriguez",1276,121363
"Sean Bergman","- - -",5,6,5.212025332185363,25,16,9,2,1,0,,,105.1,455,135,62,61,9,29,1,3,3,0,44,"Sean Bergman",1000881,110909
"Mark Clark","TEX",3,7,8.596413144263924,15,15,3,0,0,0,,,74.1,353,103,73,71,17,34,1,1,7,0,44,"Mark Clark",1002296,112332
"Chuck McElroy","- - -",3,1,5.500001068468655,56,0,0,0,0,0,,,54,251,60,34,33,9,36,4,1,5,0,44,"Chuck McElroy",1008477,118660
"Dan Perkins","MIN",1,7,6.542307884284031,29,12,1,0,0,0,,,86.2,413,117,69,63,14,43,0,5,6,2,44,"Dan Perkins",1010194,150228
"Jeremy Powell","MON",4,8,4.731958762886598,17,17,8,0,0,0,,,97,438,113,60,51,14,44,2,8,4,1,44,"Jeremy Powell",1010490,136262
"Marc Wilkins","PIT",2,3,4.235295068021677,46,0,0,0,0,0,,,51,227,49,28,24,3,26,1,4,4,1,44,"Marc Wilkins",1013959,124270
"Danny Patterson","TEX",2,0,5.6685094819694815,53,0,0,0,0,0,,,60.1,275,77,38,38,5,19,3,1,2,0,43,"Danny Patterson",485,120285
"Amaury Telemaco","- - -",4,0,5.773586412051992,49,0,0,0,0,0,,,53,234,52,34,34,10,26,4,2,5,0,43,"Amaury Telemaco",1802,123176
"Mark Langston","CLE",1,2,5.254056058317382,25,5,2,0,0,0,,,61.2,274,69,40,36,9,29,6,0,2,0,43,"Mark Langston",1007323,117480
"Mark Petkovsek","ANA",10,4,3.469880155977944,64,0,0,0,0,1,,,83,349,85,37,32,6,21,2,2,3,1,43,"Mark Petkovsek",1010242,120472
"Jeff Shaw","LAD",2,4,2.779412388389226,64,0,0,0,0,34,,,68,284,64,25,21,6,15,1,1,1,0,43,"Jeff Shaw",1011823,122079
"T.J. Mathews","OAK",9,5,3.8135598151720744,50,0,0,0,0,3,,,59,242,46,28,25,9,20,4,2,2,0,42,"T.J. Mathews",567,118421
"Bill Pulsipher","MIL",5,6,5.977098540432933,19,16,3,0,0,0,,,87.1,398,100,65,58,19,36,2,2,4,0,42,"Bill Pulsipher",842,120802
"Jose Mesa","SEA",3,6,4.980584368875881,68,0,0,0,0,33,,,68.2,325,84,42,38,11,40,4,4,7,0,42,"Jose Mesa",961,118986
"John Franco","NYM",0,2,2.8770493602470872,46,0,0,0,0,19,,,40.2,182,40,14,13,1,19,1,2,0,0,41,"John Franco",874,114374
"Rudy Seanez","ATL",6,1,3.3540381412487044,56,0,0,0,0,3,,,53.2,225,47,21,20,3,21,1,1,3,0,41,"Rudy Seanez",1279,121955
"Rodney Myers","CHC",3,1,4.382199390491205,46,0,0,0,0,0,,,63.2,278,71,34,31,10,25,2,1,2,0,41,"Rodney Myers",1511,119629
"Micah Bowie","- - -",2,7,10.235293352067734,14,11,2,0,0,0,,,51,265,81,60,58,9,34,2,2,4,2,41,"Micah Bowie",1561,150295
"Scott Aldred","- - -",4,3,4.4470597715280835,66,0,0,0,0,1,,,56.2,254,59,30,28,2,29,3,2,4,0,41,"Scott Aldred",1000115,110118
"Tom Candiotti","- - -",4,6,7.317756308209069,18,13,3,0,0,0,,,71.1,326,86,64,58,14,30,0,3,13,0,41,"Tom Candiotti",1001911,111954
"Bill Simas","CHW",6,3,3.7500011920932743,70,0,0,0,0,2,,,72,324,73,36,30,6,32,6,6,4,1,41,"Bill Simas",1011977,122239
"Jeff Wallace","PIT",1,0,3.6923091369273404,41,0,0,0,0,0,,,39,176,26,17,16,2,38,1,0,5,0,41,"Jeff Wallace",1013550,123862
"Travis Miller","MIN",2,2,2.7181221971561493,52,0,0,0,0,0,,,49.2,214,55,19,15,3,16,3,0,6,0,40,"Travis Miller",742,119124
"Andrew Lorraine","CHC",2,5,5.545946517732622,11,11,3,2,1,0,,,61.2,272,71,42,38,9,22,3,0,3,0,40,"Andrew Lorraine",1583,117929
"Stan Belinda","CIN",3,1,5.273438757285776,29,0,0,0,0,2,,,42.2,185,42,26,25,11,18,3,1,3,0,40,"Stan Belinda",1000792,110811
"Brad Clontz","PIT",1,3,2.73648761501317,56,0,0,0,0,2,,,49.1,223,49,21,15,6,24,5,3,2,0,40,"Brad Clontz",1002360,112413
"Carlos Perez","LAD",2,10,7.4275093463451665,17,16,2,0,0,0,,,89.2,420,116,77,74,23,39,1,6,2,3,40,"Carlos Perez",1010179,120405
"Jarrod Washburn","ANA",4,5,5.254052808161405,16,10,3,0,0,0,,,61.2,264,61,36,36,6,26,0,1,2,0,39,"Jarrod Washburn",40,132220
"Ryan Glynn","TEX",2,4,7.2439045452212545,13,10,2,0,0,0,,,54.2,262,71,46,44,10,35,0,1,3,1,39,"Ryan Glynn",686,150281
"Rheal Cormier","BOS",2,0,3.6947371388274455,60,0,0,0,0,0,,,63.1,275,61,34,26,4,18,2,5,1,0,39,"Rheal Cormier",952,112690
"Rick Ankiel","STL",0,1,3.272727272727273,9,5,2,0,0,1,,,33,137,26,12,12,2,14,0,1,2,0,39,"Rick Ankiel",1142,150449
"Scott Kamieniecki","BAL",2,4,4.952662665997312,43,3,0,0,0,2,,,56.1,248,52,32,31,4,29,2,4,4,0,39,"Scott Kamieniecki",1006681,116824
"Pete Munro","TOR",0,2,6.018073672116215,31,2,0,0,0,0,,,55.1,250,70,38,37,6,23,0,2,3,0,38,"Pete Munro",1546,133729
"David Lee","COL",3,2,3.6734696737382597,36,0,0,0,0,0,,,49,212,43,21,20,4,29,1,4,3,1,38,"David Lee",1843,150049
"Al Levine","ANA",1,1,3.388235294117647,50,1,0,0,0,0,,,85,349,76,40,32,13,29,2,3,3,0,37,"Al Levine",20,117722
"Albie Lopez","TBD",3,2,4.640626383014435,51,0,0,0,0,1,,,64,281,66,40,33,8,24,2,1,3,0,37,"Albie Lopez",102,117913
"Mike Venafro","TEX",3,2,3.292683539541019,65,0,0,0,0,0,,,68.1,283,63,29,25,4,22,0,3,0,0,37,"Mike Venafro",943,150291
"Trever Miller","HOU",3,2,5.073826542556362,47,0,0,0,0,1,,,49.2,232,58,29,28,6,29,1,5,4,0,37,"Trever Miller",1672,119125
"Jim Abbott","MIL",2,8,6.914633864877066,20,15,4,0,0,0,,,82,394,110,71,63,14,42,3,2,7,0,37,"Jim Abbott",1000012,110009
"John Frascatore","- - -",8,5,3.728572241335676,59,0,0,0,0,1,,,70,297,73,32,29,11,21,8,2,5,0,37,"John Frascatore",1004304,114388
"Chris Fussell","KCR",0,5,7.392858401853426,17,8,1,0,0,2,,,56,265,72,51,46,9,36,3,5,6,0,37,"Chris Fussell",1004410,136728
"Matt Whisenant","- - -",4,5,5.631905135584835,67,0,0,0,0,1,,,54.1,244,50,34,34,4,36,2,7,1,0,37,"Matt Whisenant",1013843,124150
"Doug Henry","HOU",2,3,4.64754171020347,35,0,0,0,0,2,,,40.2,188,45,24,21,8,24,0,3,0,0,36,"Doug Henry",1005668,115790
"Brad Rigby","- - -",4,6,5.055776585079568,49,0,0,0,0,0,,,83.2,382,102,51,47,11,31,7,7,6,0,36,"Brad Rigby",1010954,121197
"Steve Schrenk","PHI",1,3,4.291390349031506,32,2,1,0,0,1,,,50.1,209,41,24,24,6,14,4,7,2,0,36,"Steve Schrenk",1011614,150112
"Stan Spencer","SDP",0,7,9.156522954064803,9,8,2,0,0,0,,,38.1,183,56,44,39,11,11,1,1,1,1,36,"Stan Spencer",1012329,136461
"Mike Myers","MIL",2,1,5.225809988446997,71,0,0,0,0,0,,,41.1,179,46,24,24,7,13,1,3,1,0,35,"Mike Myers",68,119624
"Darren Holmes","ARI",4,3,3.69862975043417,44,0,0,0,0,0,,,48.2,219,50,21,20,3,25,8,1,0,2,35,"Darren Holmes",95,116100
"Jesse Orosco","BAL",0,2,5.343755096201988,65,0,0,0,0,1,,,32,144,28,21,19,5,20,3,2,2,0,35,"Jesse Orosco",667,120051
"Jeff Nelson","NYY",2,1,4.153849462284456,39,0,0,0,0,1,,,30.1,139,27,14,14,2,22,2,3,2,1,35,"Jeff Nelson",1092,119704
"Jason Christiansen","PIT",2,3,4.061947176904403,39,0,0,0,0,3,,,37.2,158,26,17,17,2,22,4,2,0,0,35,"Jason Christiansen",1111,112270
"Hector Carrasco","MIN",2,3,4.959184445623973,39,0,0,0,0,1,,,49,204,48,29,27,3,18,0,1,4,0,35,"Hector Carrasco",1240,112031
"Ken Cloude","SEA",4,4,7.963134200496706,31,6,0,0,0,1,,,72.1,362,106,67,64,10,46,5,5,8,0,35,"Ken Cloude",1002362,112415
"Bryan Ward","CHW",0,1,7.550849166351065,40,0,0,0,0,0,,,39.1,183,63,36,33,10,11,1,0,2,0,35,"Bryan Ward",1013603,135785
"John Thomson","COL",1,10,8.042554007444382,14,13,2,1,0,0,,,62.2,305,85,62,56,11,36,1,1,2,0,34,"John Thomson",453,123307
"Julio Santana","TBD",1,4,7.319277781224794,22,5,1,0,0,0,,,55.1,261,66,49,45,10,32,0,7,0,0,34,"Julio Santana",496,121690
"Greg Hansell","PIT",1,3,3.889832143228106,33,0,0,0,0,0,,,39.1,168,42,20,17,5,11,3,3,2,0,34,"Greg Hansell",1005326,115434
"Kyle Peterson","MIL",4,7,4.558441614899594,17,12,6,0,0,0,,,77,341,87,46,39,3,25,2,4,1,0,34,"Kyle Peterson",1010235,150081
"Rich Garces","BOS",5,1,1.549180860706688,30,0,0,0,0,2,,,40.2,164,25,9,7,1,18,1,0,0,0,33,"Rich Garces",189,114581
"A.J. Burnett","FLA",4,2,3.483870431858427,7,7,2,0,0,0,,,41.1,182,37,23,16,3,25,2,0,0,0,33,"A.J. Burnett",512,150359
"Julian Tavarez","SFG",2,0,5.926831198334968,47,0,0,0,0,0,,,54.2,258,65,38,36,7,25,3,8,4,1,33,"Julian Tavarez",541,123118
"Pedro Borbon","LAD",4,3,4.085528981654356,70,0,0,0,0,1,,,50.2,220,39,23,23,5,29,1,1,1,0,33,"Pedro Borbon",1289,111228
"Dan Wheeler","TBD",0,4,5.869564608950759,6,6,1,0,0,0,,,30.2,136,35,20,20,7,13,1,0,1,0,32,"Dan Wheeler",120,235095
"Buddy Groom","OAK",3,2,5.08695736544358,76,0,0,0,0,0,,,46,196,48,29,26,1,18,5,1,2,1,32,"Buddy Groom",143,115183
"Matt Anderson","DET",2,1,5.684210526315789,37,0,0,0,0,0,,,38,180,33,27,24,8,35,1,1,3,0,32,"Matt Anderson",459,150183
"Roberto Ramirez","COL",1,5,8.256199778693926,32,4,1,0,0,1,,,40.1,209,68,42,37,8,22,2,0,4,0,32,"Roberto Ramirez",1010674,133381
"Byung-Hyun Kim","ARI",1,2,4.609757920378816,25,0,0,0,0,1,,,27.1,121,20,15,14,2,20,2,5,4,1,31,"Byung-Hyun Kim",61,218294
"Mike DeJean","COL",2,4,8.40983553965612,56,0,0,0,0,0,,,61,288,83,61,57,13,32,8,2,3,0,31,"Mike DeJean",682,113211
