Name,Team,IP,wFA,wFT,wFC,wFS,wFO,wSI,wSL,wCU,wKC,wEP,wCH,wSC,wKN,NameASCII,PlayerId,MLBAMID
"Luke Maile","TOR",2,0.7642700672149658,,,,,,,,,,,,0.07802248001098633,"Luke Maile",13355,571912
"Ryan Feierabend","TOR",5.2,-0.8386998474597931,,,,,,,,,,-0.48923933506011963,,-2.705020546913147,"Ryan Feierabend",6336,456387
"Steven Wright","BOS",6.1,0.10931701958179474,,,,,0.28401708602905273,,0.4659450948238373,,,,,-4.978278636932373,"Steven Wright",8185,453214
"Xavier Cedeño","CHC",2,,,-1.3279905319213867,,,,,-0.20321670174598694,,,,,,"Xavier Cedeno",36,458584
"CC Sabathia","NYY",107.1,0.4012613594532013,,-5.444606453180313,,,-1.1838818788528442,-4.382889807224274,,,,0.26871462911367416,,,"CC Sabathia",404,282332
"Fernando Rodney","- - -",47.2,-3.5696566104888916,,,,,0.2696232795715332,-0.49008238315582275,-0.03891072794795036,,,5.195281744003296,,,"Fernando Rodney",494,407845
"Marco Estrada","OAK",23.2,-0.12528972327709198,,-0.13545012474060059,,,,,-1.9425874948501587,,,0.9668777585029602,,,"Marco Estrada",1118,462136
"Tommy Hunter","PHI",5.1,0.35396867990493774,,1.3490262031555176,,,0.8317764401435852,,1.027659296989441,,,,,,"Tommy Hunter",1157,488984
"Adam Ottavino","NYY",66.1,0.1968863308429718,,-3.143960952758789,,,5.990607738494873,10.821242332458496,,,,,,,"Adam Ottavino",1247,493603
"Jon Edwards","CLE",8,-3.1739706993103027,,,,,,2.205796480178833,0.336382120847702,,,,,,"Jon Edwards",1483,457754
"Oliver Pérez","CLE",40.2,-5.584110260009766,,,,,4.716087818145752,1.7969262599945068,,,,,,,"Oliver Perez",1514,424144
"Sean Doolittle","WSN",60,2.029512643814087,,,-1.7702605724334717,,,1.1206119060516357,,,,,,,"Sean Doolittle",1581,448281
"Edwin Jackson","- - -",67.2,-6.739037334918976,,-13.255057215690613,,,-8.339533910155296,-3.7428339570760727,-0.7544343881309032,,,-2.084824226796627,,,"Edwin Jackson",1841,429719
"Matt Moore","DET",10,3.120690107345581,,1.6041755676269531,,,,,,1.0244295597076416,,0.8680866360664368,,,"Matt Moore",1890,519043
"Zack Greinke","- - -",208.2,17.941516399383545,,0.2178768515586853,-0.2128962092101574,,-5.140690594911575,-2.26953586935997,16.92996883392334,,1.4476815611124039,19.51679801940918,,,"Zack Greinke",1943,425844
