Name,Team,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%,NameASCII,PlayerId,MLBAMID
"Sean Rodríguez","PHI",0.33333333,0.625,0.54545455,0,0.8,0.66666667,0.72727273,0.75,0.18181818,0.27272727,0.45454545,"Sean Rodriguez",6589,446481
"Aaron Altherr","PHI",0.3,0.77777778,0.52631579,0.66666667,0.57142857,0.6,0.47368421,0.6,0.21052632,0.21052632,0.42105263,"Aaron Altherr",11270,571437
"Ben Lively","KCR",0.30769231,0.42857143,0.37037037,0.5,0.83333333,0.7,0.51851852,0.83333333,0.11111111,0.2962963,0.40740741,"Ben Lively",14932,594902
"Nick Burdi","PIT",0.31818182,0.73972603,0.50931677,0.32142857,0.81481481,0.64634146,0.45341615,0.725,0.18012422,0.20496894,0.38509317,"Nick Burdi",16074,595897
"Bryan Abreu","HOU",0.3258427,0.57894737,0.42465753,0.27586207,0.78787879,0.5483871,0.39041096,0.46875,0.19178082,0.19178082,0.38356164,"Bryan Abreu",16609,650556
"JT Chargois","LAD",0.35403727,0.63846154,0.48109966,0.42105263,0.81927711,0.65714286,0.4467354,0.56818182,0.16438356,0.21232877,0.37671233,"JT Chargois",13767,608638
"James Hoyt","CLE",0.35526316,0.59574468,0.44715447,0.37037037,0.82142857,0.6,0.38211382,0.65625,0.17886179,0.19512195,0.37398374,"James Hoyt",14605,624586
"Luke Maile","TOR",0.2,0.53846154,0.33333333,0.5,0.85714286,0.72727273,0.39393939,0.75,0.09090909,0.27272727,0.36363636,"Luke Maile",13355,571912
"Matt Ramsey","LAA",0.16666667,0.6,0.36363636,0,1,0.75,0.45454545,0.33333333,0.09090909,0.27272727,0.36363636,"Matt Ramsey",14460,543677
"Dillon Maples","CHC",0.26277372,0.5,0.3628692,0.25,0.8,0.56976744,0.42194093,0.48148148,0.15611814,0.20675105,0.3628692,"Dillon Maples",14672,596027
"Ryan Pressly","HOU",0.40638298,0.63760218,0.50776583,0.46596859,0.8034188,0.65176471,0.43847073,0.62085308,0.17682198,0.17921147,0.35603345,"Ryan Pressly",7005,519151
"Tyler Lyons","- - -",0.33980583,0.60227273,0.46073298,0.48571429,0.79245283,0.67045455,0.46073298,0.61111111,0.15183246,0.20418848,0.35602094,"Tyler Lyons",11334,544928
"Fernando Abad","SFG",0.27,0.5915493,0.40350877,0.59259259,0.83333333,0.73913043,0.41520468,0.71428571,0.10526316,0.24561404,0.35087719,"Fernando Abad",4994,472551
