Name,Team,IP,wFA/C,wFT/C,wFC/C,wFS/C,wFO/C,wSI/C,wSL/C,wCU/C,wKC/C,wEP/C,wCH/C,wSC/C,wKN/C,NameASCII,PlayerId,MLBAMID
"Luke Maile","TOR",2,3.8213503360748287,,,,,,,,,,,,0.6001729231614332,"Luke Maile",13355,571912
"Ryan Feierabend","TOR",5.2,-3.494582697749138,,,,,,,,,,-6.989133358001709,,-3.7055075985111605,"Ryan Feierabend",6336,456387
"Steven Wright","BOS",6.1,5.465850979089737,,,,,4.733618100484213,,5.177167720264859,,,,,-4.366911085028398,"Steven Wright",8185,453214
"Xavier Cedeño","CHC",2,,,-3.7942586626325334,,,,,-2.0321670174598694,,,,,,"Xavier Cedeno",36,458584
"CC Sabathia","NYY",107.1,1.823915270241824,,-0.749945792449079,,,-0.47737172534388883,-0.8396340626866425,,,,0.12735290479321051,,,"CC Sabathia",404,282332
"Fernando Rodney","- - -",47.2,-2.0282139832323245,,,,,0.06690403959591394,-1.7502942255565097,-3.8910727947950363,,,2.1033529327948566,,,"Fernando Rodney",494,407845
"Marco Estrada","OAK",23.2,-0.0715941275869097,,-0.3473080121553861,,,,,-13.875624963215419,,,0.9208359604790097,,,"Marco Estrada",1118,462136
"Tommy Hunter","PHI",5.1,11.798955996831257,,5.620942513147989,,,2.376504114695958,,10.27659296989441,,,,,,"Tommy Hunter",1157,488984
"Adam Ottavino","NYY",66.1,0.8560275254042251,,-1.9898487042777147,,,1.3079929560032475,2.089042921324034,,,,,,,"Adam Ottavino",1247,493603
"Jon Edwards","CLE",8,-4.34790506754836,,,,,,3.803097379618678,2.803184340397517,,,,,,"Jon Edwards",1483,457754
"Oliver Pérez","CLE",40.2,-5.816781520843506,,,,,2.006845880062022,0.5597901121478215,,,,,,,"Oliver Perez",1514,424144
"Sean Doolittle","WSN",60,0.2143096772770947,,,-2.7234778037438025,,,1.8074385581477996,,,,,,,"Sean Doolittle",1581,448281
"Edwin Jackson","- - -",67.2,-2.20229978265326,,-3.6819603376918373,,,-4.557122355276118,-1.1307655459444328,-2.095651078141398,,,-2.10588305737033,,,"Edwin Jackson",1841,429719
"Matt Moore","DET",10,4.801061703608586,,8.020877838134766,,,,,,5.69127533170912,,6.200618829045977,,,"Matt Moore",1890,519043
"Zack Greinke","- - -",208.2,1.4127178267231137,,5.446921288967133,-3.0413744172879627,,-3.153797910988697,-0.454816807486968,3.7127124635796793,,5.170291289687157,2.8617005893561847,,,"Zack Greinke",1943,425844
"Iván Nova","CHW",187,-0.26986438668135443,,-0.8736951271896167,,,-0.2039752149451981,,-1.1106895075904,,,0.06019221521960475,,,"Ivan Nova",1994,467100
"Clayton Kershaw","LAD",178.1,1.199841673395275,,,,,,1.4192939604489987,0.40220721111793606,,,-2.0220059901475906,,,"Clayton Kershaw",2036,477132
"Adam Wainwright","STL",171.2,0.13049169192238458,,-0.525346450805664,,,-1.1409042560320897,,0.7906629050650248,,,-3.793777499282569,,,"Adam Wainwright",2233,425794
"Héctor Rondón","HOU",60.2,0.17174054483796888,,,,,0.20951083365907058,0.12520987918411478,,,,-3.788889008899068,,,"Hector Rondon",2391,444468
"Corey Kluber","CLE",35.2,-1.8728197375430338,,-0.2863864103953043,,,-4.030041021803405,,1.4862522057124545,,,-0.29829015525487756,,,"Corey Kluber",2429,446372
"Lance Lynn","TEX",208.1,1.3352115906221618,,1.0723502832501592,,,-0.6846882933277194,,-0.3803103706523184,,,-2.6899024551989985,,,"Lance Lynn",2520,458681
