Name,Team,IP,FA-Z,FT-Z,FC-Z,FS-Z,FO-Z,SI-Z,SL-Z,CU-Z,KC-Z,EP-Z,CH-Z,SC-Z,KN-Z,NameASCII,PlayerId,MLBAMID
"Luke Maile","CIN",3.2,9.856069527420344,,,,,,,,,9.819921493530273,,,6.682413101196289,"Luke Maile",13355,571912
"Jose Trevino","NYY",2,9.937176934603986,,,,,,,,,,,,3.632704598563058,"Jose Trevino",16725,624431
"George Kirby","SEA",191,9.165172891323238,,5.1656362360174,1.0784190601070984,,6.88062045849679,-1.2451278816940439,,-7.790859897440844,,,,3.4521148204803467,"George Kirby",25436,669923
"Nick Nelson","PHI",5.1,9.103867750901442,,,,,6.618619101388114,0.692365314649499,,,,4.490419275620404,,1.8822646141052246,"Nick Nelson",20153,656793
"Ernie Clement","TOR",1,3.903848965962728,,,,,,,,,,,,0.08531074970960617,"Ernie Clement",20352,676391
"Matt Waldron","SDP",146.2,8.1468015937395,,5.339806181559631,,,4.701853138866911,2.517463158187552,,,,,,-2.152071137861772,"Matt Waldron",25550,663362
"James McCann","BAL",1,,,,,,,,,,6.72055721282959,,,-3.0018668174743652,"James McCann",12859,543510
"Adam Ottavino","NYM",56,8.28193219502767,,3.216864184798481,,,3.1765581581404883,0.1338453738050906,,,,1.2734053039550781,,,"Adam Ottavino",1247,493603
"Matt Moore","LAA",48.1,10.309578335900822,,5.789798736572266,,,,,,-5.542071533203125,,4.8074144961229015,,,"Matt Moore",1890,519043
"Clayton Kershaw","LAD",30,10.013318767655367,,,7.174819252707741,,11.658030192057291,4.313031005859375,-8.79574287228468,,,8.691835576837713,,,"Clayton Kershaw",2036,477132
"Lance Lynn","STL",117.1,7.490337304484683,,3.3052809122900606,,,5.08281307276393,-0.04727707459376408,-4.677926611712598,,,4.249773025512695,,,"Lance Lynn",2520,458681
"Kenley Jansen","BOS",54.2,,,10.403122127757353,,,11.469086210606461,-1.2008404885568926,,,,,,,"Kenley Jansen",3096,445276
"Max Scherzer","TEX",43.1,9.235044310693027,,3.7318911668730945,,,,2.431803522883235,-5.073544738113239,,,0.7263543733986475,,,"Max Scherzer",3137,453286
