Name,Team,IP,K/9+,BB/9+,K/BB+,HR/9+,K%+,BB%+,AVG+,WHIP+,BABIP+,LOB%+,ERA-,FIP-,xFIP-,LD%+,GB%+,FB%+,NameASCII,PlayerId,MLBAMID
"Garrett Hampson","KCR",1,0,0,,0,0,0,0,0,0,138.19545760665716,0,152.0254967557046,264.40684386518166,0,0,255.57040960202391,"Garrett Hampson",19262,641658
"Andrew Wantz","LAA",1.1,234.5728866734939,216.7483153933253,108.22361599794131,585.5111193421792,219.93465624526024,203.2224083331033,84.47052629200653,119.82533741636159,0,138.19545760665716,165.88246726182916,260.1106534378199,77.37696209469146,0,0,255.57040960202391,"Andrew Wantz",24933,681806
"Aaron Hicks","LAA",1,0,288.9976849553332,0,780.6813063272668,0,203.2224083331033,168.94105258401305,239.65061769554978,88.02758417473615,86.37216100416073,442.35314056631205,468.84154182803377,302.02193821367325,103.14191482648243,0,204.45632768161914,"Aaron Hicks",5297,543305
"Jake Bauers","MIL",4,26.26641041110403,288.62134005373355,9.100647778557061,0,22.29439558375463,244.97592452963806,127.84147002279948,174.70580639726978,113.26408900173071,108.24928485183815,109.95772016896095,138.484395136343,239.20570472655993,67.03192124143087,31.01149548836693,197.58850303624206,"Jake Bauers",15194,641343
"Eric Orze","NYM",1.2,63.039409034275806,346.3457401848951,18.201295557114122,480.5643527205202,40.53526429238304,222.70538493386036,153.4097640273594,232.94116405636188,113.26408900173071,60.51202255167685,541.7902637392398,370.572451036251,289.4222096771101,71.81991536444906,33.22660219267146,192.4563341367074,"Eric Orze",27626,679358
"Amir Garrett","LAA",5.1,215.02514611736942,270.93539424165664,79.36398506515697,146.3777798355448,201.60676807819877,254.02801102604639,88.91634346527,134.80350459340679,150.90443001383338,109.10167702879343,124.41185044637184,103.56241688820316,86.59402540341743,0,60.268439509004445,191.67780720151794,"Amir Garrett",14375,607237
"Zach McKinstry","DET",2,0,144.4989199929278,0,390.34086255878947,0,152.41680685949473,60.33609020857605,79.88358208474273,0,0,223.2164584511181,275.7149053402124,208.28301276777273,0,68.87821640952383,182.55029249985412,"Zach McKinstry",19392,656716
"Pavin Smith","ARI",1,0,288.62134005373355,0,0,0,244.97592452963806,0,77.64702506545324,0,139.177652091541,0,231.17157609549932,296.381654397238,0,77.52873883721043,179.62591175315137,"Pavin Smith",19892,656976
"Adam Kloffenstein","STL",1,0,0,,0,0,0,0,0,0,,0,79.96011252456076,151.3873128228417,0,77.52873883721043,179.62591175315137,"Adam Kloffenstein",24493,680572
"Jacob Lopez","TBR",10.1,80.71323456801207,195.7726313150106,41.22804418969192,151.09961232462646,76.49901072448095,185.550894724051,57.07467992703141,92.7679838973239,39.12337074432718,81.43660893937678,135.013543555328,170.7973483539374,176.21483759760866,53.34926595168119,49.87732914076373,176.25545482744536,"Jacob Lopez",25098,682052
"Daniel Robert","TEX",5.2,110.38722685427076,101.99919436941313,108.22361599794131,137.76730480894594,101.50830254406678,93.79495694184186,115.18708130728159,112.77677392170729,117.37011223298153,128.55391403342125,80.10151930903496,133.04383859447248,149.94639632625137,96.69554514982727,30.134219754502222,175.70465660139146,"Daniel Robert",21229,642016
"Alex Vesia","LAD",66.1,137.79968706448997,143.58551830488676,95.97046746972806,84.52135252877187,147.49904298660695,153.69211974247415,58.95222373103767,77.25685381947152,65.4414736454444,116.79243529918766,42.99198695531341,82.80432024349138,100.55318420209144,66.53903954522569,51.305783036934386,174.34279673328678,"Alex Vesia",25007,681911
"David Buchanan","CIN",3.1,31.51969549927725,173.17282054728724,18.201295557114122,0,31.849136357126078,174.98280218555894,68.18211734549305,93.17643896454155,61.7804121827622,104.38323906865574,62.408011922608,102.18200553771084,184.0400689428673,45.70358232183507,63.432604397451165,171.4610976560369,"David Buchanan",11176,571527
"Michael Mercado","PHI",13,80.81973027075864,199.81478854167955,40.44732346025361,554.497159215863,69.66998619923321,172.2486969349018,121.21265305865433,149.32121300308745,67.95845340103843,103.86391943598552,264.32452848779394,308.7675950007255,175.5976884518179,34.27768674137631,68.71865484143417,171.4610976560369,"Michael Mercado",23223,675650
"Miguel Díaz","HOU",1,0,0,,0,0,0,0,0,0,,0,77.289408459933,152.1590407426383,0,80.35791926498133,170.38027289763568,"Miguel Diaz",18815,622766
"Josh Rojas","SEA",2,0,288.9976849553332,0,390.3406531636334,0,304.83361371898945,70.39210524333873,119.82530884777489,0,86.37216100416073,239.36031542997932,327.09983964670914,226.79174951669006,85.95159534492896,40.178959511953785,170.38027289763568,"Josh Rojas",19734,668942
"Tyler Zuber","TBR",3.1,125.10552166270408,173.3986275097817,72.14907733196087,234.2044142336535,117.29848303755925,162.57792691034953,97.46599187539212,119.82532027520793,88.02758417473615,138.19545760665716,69.75700201014978,163.61409886297614,129.70948515168305,57.301063735189175,53.57194617665423,170.38027289763568,"Tyler Zuber",20379,676604
"Leo Rivas","SEA",2,0,0,,0,0,0,93.85614032445166,79.88353923184994,78.24674148865435,69.09772880332858,0,80.32609409412875,189.7741350911299,57.301063735189175,53.57194617665423,170.38027289763568,"Leo Rivas",21009,660844
"Grae Kessinger","HOU",1,0,0,,0,0,0,0,0,0,,0,77.289408459933,152.1590407426383,0,80.35791926498133,170.38027289763568,"Grae Kessinger",25813,666197
"Riley Pint","COL",3.1,220.63793161996531,432.9321752311189,50.96362755991953,480.5643527205202,141.87342636100436,278.3817320859852,136.3642346909861,232.94116405636188,169.89613350259606,60.51202255167685,460.504419394873,301.7715382757603,183.86598403079392,62.842426320947496,58.14655418605438,168.3992924369787,"Riley Pint",21858,666207
"Brooks Raley","NYM",7,135.08441480375458,123.69487687511824,109.20777334268472,0,160.51964820303334,146.98555471778286,37.1902458248144,55.4621683171588,52.27573338541417,139.177652091541,0,47.53119803767348,88.99814632520663,38.67226188728517,71.56498960643032,165.80853398816407,"Brooks Raley",10061,548384
"Dinelson Lamet","LAD",4.1,72.73775724368278,133.20985902778634,54.60388667134236,184.83238640528768,74.31465164859014,136.0977357137012,51.1365880091198,71.67418224148196,28.316022250432678,107.05973234599054,50.623694625526284,146.51215838016,145.76596742998706,0,89.45623706618446,165.80853398816407,"Dinelson Lamet",17186,659275
