Name,Team,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%,NameASCII,PlayerId,MLBAMID
"Marc Church","TEX",0.16666667,0.66666667,0.46666667,1,0.66666667,0.71428571,0.6,0.75,0.13333333,0.33333333,0.46666667,"Marc Church",26353,687847
"Aaron Hicks","LAA",0.3,0.625,0.44444444,0.66666667,0.8,0.75,0.44444444,0.83333333,0.11111111,0.27777778,0.38888889,"Aaron Hicks",5297,543305
"Zach Logue","LAD",0.5,0.71428571,0.60465116,0.63636364,0.73333333,0.69230769,0.48837209,0.83333333,0.18604651,0.18604651,0.37209302,"Zach Logue",20231,656657
"Grae Kessinger","HOU",0.16666667,0.6,0.36363636,1,1,1,0.45454545,0.33333333,0,0.36363636,0.36363636,"Grae Kessinger",25813,666197
"Alek Jacob","SDP",0.26515152,0.58,0.40086207,0.62857143,0.74137931,0.69892473,0.43103448,0.68421053,0.12068966,0.24137931,0.36206897,"Alek Jacob",29628,689690
"Mason Montgomery","TBR",0.32608696,0.8030303,0.52531646,0.43333333,0.58490566,0.53012048,0.41772152,0.54054054,0.24528302,0.11320755,0.35849057,"Mason Montgomery",29770,682254
"Griffin Jax","MIN",0.41233766,0.6659292,0.51966292,0.48425197,0.7807309,0.64504505,0.42322097,0.70652174,0.18445693,0.17228464,0.35674157,"Griffin Jax",20253,643377
"Amir Garrett","LAA",0.203125,0.625,0.36538462,0.38461538,0.72,0.60526316,0.38461538,0.58333333,0.14423077,0.21153846,0.35576923,"Amir Garrett",14375,607237
"John McMillon","MIA",0.33628319,0.62686567,0.44444444,0.39473684,0.85714286,0.6375,0.37222222,0.4893617,0.16111111,0.19444444,0.35555556,"John McMillon",27942,669111
"Shane Bieber","CLE",0.30392157,0.75,0.47590361,0.38709677,0.8125,0.64556962,0.38554217,0.46666667,0.1686747,0.18674699,0.35542169,"Shane Bieber",19427,669456
"Mason Miller","OAK",0.40306122,0.68577982,0.5234375,0.47679325,0.74247492,0.625,0.42578125,0.64658635,0.19609756,0.15317073,0.34926829,"Mason Miller",31757,695243
"Ben Casparius","LAD",0.34177215,0.62337662,0.48076923,0.62962963,0.66666667,0.65333333,0.49358974,0.56756757,0.16666667,0.17948718,0.34615385,"Ben Casparius",30085,676508
"Jake Cousins","NYY",0.36231884,0.55217391,0.43012422,0.47333333,0.86614173,0.6534296,0.35714286,0.63870968,0.14883721,0.19689922,0.34573643,"Jake Cousins",21620,664776
"Andrés Muñoz","SEA",0.35930048,0.63975155,0.45425868,0.45575221,0.80582524,0.62268519,0.33859096,0.5862069,0.17121849,0.17226891,0.34348739,"Andres Munoz",20373,662253
"Sean Reynolds","SDP",0.32638889,0.61728395,0.43111111,0.46808511,0.76,0.6185567,0.36,0.6122449,0.16444444,0.17777778,0.34222222,"Sean Reynolds",22253,669308
"Chase Silseth","LAA",0.29292929,0.57352941,0.40718563,0.72413793,0.64102564,0.67647059,0.40718563,0.47368421,0.13173653,0.20958084,0.34131737,"Chase Silseth",30074,681217
"Drew Rasmussen","TBR",0.3531746,0.63285024,0.47930283,0.51685393,0.83206107,0.70454545,0.45098039,0.73275862,0.14130435,0.2,0.34130435,"Drew Rasmussen",25385,656876
"Kris Bubic","KCR",0.40684411,0.63235294,0.50535332,0.60747664,0.79069767,0.70762712,0.43683084,0.61157025,0.14775161,0.19271949,0.34047109,"Kris Bubic",21455,663460
"Ian Hamilton","NYY",0.36585366,0.708,0.50403877,0.46666667,0.79096045,0.65064103,0.40387722,0.64417178,0.17580645,0.16451613,0.34032258,"Ian Hamilton",19261,641656
"Michel Otañez","OAK",0.32432432,0.6969697,0.46755408,0.43333333,0.7515528,0.61565836,0.3843594,0.57615894,0.17940199,0.15946844,0.33887043,"Michel Otanez",22533,671305
"Tommy Nance","TOR",0.3,0.61363636,0.42857143,0.49122807,0.92592593,0.74637681,0.40993789,0.58064516,0.10869565,0.22981366,0.33850932,"Tommy Nance",19178,667297
