Name,Team,IP,wFA,wFT,wFC,wFS,wFO,wSI,wSL,wCU,wKC,wEP,wCH,wSC,wKN,NameASCII,PlayerId,MLBAMID
"George Kirby","SEA",191,4.629241466522217,,0.08714507520198822,-6.184658527374268,,10.534395217895508,9.00379467010498,,-4.732349872589111,,,,-0.0350487045943737,"George Kirby",25436,669923
"James McCann","BAL",1,,,,,,,,,,-1.1033178567886353,,,-0.05929163843393326,"James McCann",12859,543510
"Luke Maile","CIN",3.2,-3.1767609119415283,,,,,,,,,0.09635843336582184,,,-0.13784222304821014,"Luke Maile",13355,571912
"Nick Nelson","PHI",5.1,-1.0744495391845703,,,,,-0.7012491822242737,0.6435433030128479,,,,-0.4766806662082672,,-0.21548250317573547,"Nick Nelson",20153,656793
"Jose Trevino","NYY",2,-1.5208547115325928,,,,,,,,,,,,-0.9132449626922607,"Jose Trevino",16725,624431
"Ernie Clement","TOR",1,0.7774601578712463,,,,,,,,,,,,-1.2138220071792603,"Ernie Clement",20352,676391
"Matt Waldron","SDP",146.2,-3.5915849208831787,,3.9645692110061646,,,2.261314809322357,2.418941378593445,,,,,,-10.160306811332703,"Matt Waldron",25550,663362
"Adam Ottavino","NYM",56,2.686634063720703,,-2.9643099308013916,,,2.7812142372131348,-1.506922721862793,,,,-0.8752118349075317,,,"Adam Ottavino",1247,493603
"Matt Moore","LAA",48.1,4.314016342163086,,-1.987260341644287,,,,,,-0.5309067964553833,,-4.850164890289307,,,"Matt Moore",1890,519043
"Clayton Kershaw","LAD",30,-4.623765468597412,,,-0.5077153444290161,,-0.07318232953548431,-0.2472027838230133,0.5517033338546753,,,0.4274333715438843,,,"Clayton Kershaw",2036,477132
"Lance Lynn","STL",117.1,8.34188461303711,,-4.667110443115234,,,-1.5725970268249512,-0.42193326354026794,-2.5100722312927246,,,-3.157656669616699,,,"Lance Lynn",2520,458681
"Kenley Jansen","BOS",54.2,,,5.640357494354248,,,1.0299956798553467,2.64084529876709,,,,,,,"Kenley Jansen",3096,445276
"Max Scherzer","TEX",43.1,0.1593078374862671,,1.1833440065383911,,,,1.7763620615005493,-1.9834563732147217,,,-1.8269939422607422,,,"Max Scherzer",3137,453286
"T.J. McFarland","OAK",56.2,0.24353556334972382,,0.054773960262537,,,4.151390075683594,3.0202741622924805,,,,-1.045802354812622,,,"T.J. McFarland",3237,519008
"Justin Wilson","CIN",46.2,-9.395687103271484,,3.497891902923584,0.17123746871948242,,,-2.1051506996154785,,,,,,,"Justin Wilson",4301,458677
"Charlie Morton","ATL",165.1,-11.306836128234863,,-1.6504905223846436,,,1.0869643688201904,,9.227123260498047,,,-4.231007099151611,,,"Charlie Morton",4676,450203
"Rich Hill","BOS",3.2,0.384366512298584,,0.26285985112190247,,,0.28340470790863037,0.11942161619663239,-1.5014050006866455,,,,,,"Rich Hill",4806,448179
"Jake Diekman","NYM",32,-1.4751683473587036,,,,,-0.18968504667282104,0.46125468611717224,,,,-3.608916759490967,,,"Jake Diekman",5003,518617
"Anthony Gose","CLE",4.1,-1.9904820919036865,,,,,,-2.477449655532837,,,,,,,"Anthony Gose",5097,543238
"Aaron Hicks","LAA",1,-1.4043684005737305,,,,,,,,,,,,,"Aaron Hicks",5297,543305
"Brandon Crawford","STL",1.1,-0.9333065748214722,,-0.13347108662128448,,,,-0.09910953789949417,-0.024242933839559555,,,-0.28368109464645386,,,"Brandon Crawford",5343,543063
"Jesse Chavez","ATL",63.1,,,3.932074785232544,,,-2.036836624145508,-2.2675390243530273,0.24829056859016418,,,0.9961147308349609,,,"Jesse Chavez",5448,445926
"Ryan Brasier","LAD",28,4.67608579993248,,1.8203325271606445,,,0.7587541341781616,-3.7720806002616882,,,,,,,"Ryan Brasier",5615,518489
"Huascar Brazobán","- - -",51.2,2.7922160625457764,,3.824821710586548,,,-2.7978784441947937,,,,,3.846905618906021,,,"Huascar Brazoban",6107,623211
"Albert Suárez","BAL",133.2,-3.981012284755707,,3.188557982444763,,,,,1.207604169845581,,,-1.9247642755508423,,,"Albert Suarez",6175,544150
"José Cisnero","LAA",15.2,-3.3641834259033203,,-0.05929163843393326,,,-1.9168542623519897,1.4118062257766724,,,,-0.17157207429409027,,,"Jose Cisnero",6399,542585
"Alex Cobb","CLE",16.1,,,,2.980043888092041,,0.2973148226737976,,,-0.4497438669204712,,,,,"Alex Cobb",6562,502171
"Carlos Carrasco","CLE",103.2,-3.716090440750122,,,,,-5.477698802947998,-4.5275187492370605,1.7035998106002808,,,-4.227799892425537,,,"Carlos Carrasco",6632,471911
"Craig Kimbrel","BAL",52.1,-0.9115879535675049,,,,,,0.7443445324897766,,-0.6619472503662109,,-0.15446852147579193,,,"Craig Kimbrel",6655,518886
"Julio Teheran","NYM",2.2,-0.11825054883956909,,-0.059179745614528656,,,-1.9361283779144287,,-0.12829425930976868,,,-0.49146050214767456,,,"Julio Teheran",6797,527054
"Johnny Cueto","LAA",11.1,-0.8377684354782104,,0.029758837074041367,,,-0.5587469935417175,-0.9874909520149231,-0.0350487045943737,,,-1.7412946224212646,,,"Johnny Cueto",6893,456501
"Chase Anderson","- - -",58.1,-5.740256071090698,,-4.080325827002525,,,0.5725538916885853,0.7446949481964111,0.5540337115526199,,,2.9149424731731415,,,"Chase Anderson",6895,502624
"Martín Pérez","- - -",135,-9.546108722686768,,-2.9886152744293213,,,4.5213274247944355,-0.510574221611023,1.9338372945785522,,,-6.351800441741943,,,"Martin Perez",6902,527048
"Luis García","- - -",59,-0.44234541058540344,,-0.1692187562584877,-2.2700719833374023,,1.5766592025756836,-0.015380799770355225,,,,,,,"Luis Garcia",6984,472610
"Ryan Pressly","HOU",56.2,-1.8323776721954346,,,,,-0.959439218044281,2.5694730281829834,0.09809961915016174,,,-0.656304121017456,,,"Ryan Pressly",7005,519151
"Fernando Cruz","CIN",66.2,-0.0895768404006958,,-6.0063769817352295,8.73034793138504,,,,,,,-0.0483221560716629,,,"Fernando Cruz",7048,518585
"Daniel Hudson","LAD",63,3.136726140975952,,,,,-0.5974104404449463,3.767866611480713,,,,-0.9233182668685913,,,"Daniel Hudson",7146,543339
"Jay Jackson","MIN",26.1,2.3693158626556396,,,,,0.7440913915634155,-6.1312103271484375,,,,-1.776840329170227,,,"Jay Jackson",7432,543351
"Jordan Lyles","KCR",5,0.02942652255296707,,0.4552646577358246,,,-0.34164196252822876,0.8828945159912109,-0.03283751383423805,,,0.44452017545700073,,,"Jordan Lyles",7593,543475
"Miguel Rojas","LAD",1,0.24527963995933533,,,,,,,,,-0.03424566239118576,,,,"Miguel Rojas",7802,500743
"Hunter Strickland","LAA",73.1,1.595706820487976,,0.14309699833393097,,,-1.3898264169692993,6.658391952514648,,,,1.6140141487121582,,,"Hunter Strickland",7836,519326
"Will Smith","KCR",41.1,-4.1634674072265625,,,,,,0.5383785963058472,-1.7634273767471313,,,-0.08417965471744537,,,"Will Smith",8048,519293
"Bryan Shaw","CHW",4,,,1.189251184463501,,,-1.220717191696167,-2.285282611846924,-0.7031105756759644,,,-0.700945258140564,,,"Bryan Shaw",8110,543766
"David Robertson","TEX",72,-0.04893939942121506,,16.776885986328125,,,0.3149127960205078,-1.4442694187164307,-0.0833708643913269,-4.771413803100586,,1.3196486234664917,,,"David Robertson",8241,502085
"Paolo Espino","TOR",8.2,-3.954781413078308,,,,,,-0.7913247048854828,-3.540800094604492,,,1.9570294618606567,,,"Paolo Espino",8246,502179
"Justin Verlander","HOU",90.1,-4.549938201904297,,,,,,2.0070149898529053,-5.0380167961120605,,,-0.9224296808242798,,,"Justin Verlander",8700,434378
"Wade Miley","MIL",7,-0.05939040705561638,,0.2505045235157013,,,-0.32011866569519043,-0.1106434166431427,0.22206707298755646,,,-0.4696330726146698,,,"Wade Miley",8779,489119
"Kirby Yates","TEX",61.2,14.524584770202637,,,7.311522006988525,,,0.023752760142087936,,,,,,,"Kirby Yates",9073,489446
"Nathan Eovaldi","TEX",170.2,8.087641716003418,,-5.463140964508057,12.562407493591309,,,-0.5976832509040833,-2.832045316696167,,,,,,"Nathan Eovaldi",9132,543135
"Casey Kelly","CIN",5.1,-0.7112288475036621,,,,,1.1195459365844727,-0.5848245024681091,0.2663278877735138,,,0.04964883625507355,,,"Casey Kelly",9174,543391
"Patrick Corbin","WSN",174.2,-3.2073211669921875,,-2.049237012863159,,,-18.51871109008789,4.056478023529053,-1.0831159353256226,0.09413832426071167,,-5.368913173675537,,,"Patrick Corbin",9323,571578
"Dallas Keuchel","MIL",16.2,,,-2.1200029850006104,,,-5.231477737426758,0.059089623391628265,,,,1.8929111957550049,,,"Dallas Keuchel",9434,572971
"Joe Kelly","LAD",32,-0.580406904220581,,,,,0.5405265092849731,-0.6385320425033569,,0.21330362558364868,,-3.4712131023406982,,,"Joe Kelly",9761,523260
"Miles Mikolas","STL",171.2,1.700329303741455,,,,,8.887933731079102,-9.0950927734375,-6.170418739318848,0.5933334827423096,,-9.704307556152344,,,"Miles Mikolas",9803,571945
"Tyler Matzek","ATL",10,-4.659204006195068,,-0.0350487045943737,,,,-0.04298015311360359,,,,,,,"Tyler Matzek",10058,554431
"Brooks Raley","NYM",7,,,-1.0187405347824097,,,0.3060842454433441,3.122748374938965,,,,0.9953030943870544,,,"Brooks Raley",10061,548384
"Caleb Thielbar","MIN",47.1,-4.355096817016602,,,,,,-2.641263484954834,3.3728342056274414,,,,,,"Caleb Thielbar",10078,573204
"Kyle Gibson","STL",169.2,-5.101881980895996,,1.2270961999893188,,,1.5783458948135376,5.257131099700928,-5.271019458770752,,,3.312387466430664,,,"Kyle Gibson",10123,502043
"Shelby Miller","DET",55.2,6.951904773712158,,-0.056095656007528305,-1.9232878684997559,,,0.3467167913913727,,,,,,,"Shelby Miller",10197,571946
"Tucker Barnhart","ARI",1,,,,,,,,,,,,,,"Tucker Barnhart",10200,571466
"Aroldis Chapman","PIT",61.2,1.5742888450622559,,,2.6524429321289062,,-0.7757155299186707,0.9053360223770142,,,,,,,"Aroldis Chapman",10233,547973
"Zack Wheeler","PHI",200,11.129014015197754,,-0.6500536203384399,3.2988386154174805,,15.65138053894043,3.9576761722564697,-2.998730182647705,,,,,,"Zack Wheeler",10310,554430
"Erasmo Ramírez","TBR",20.2,-0.3384493887424469,,-3.847583293914795,,,4.317418575286865,,0.44080865383148193,,,0.306898832321167,,,"Erasmo Ramirez",10314,541640
"Michael Tonkin","- - -",79.1,2.2641377449035645,,,,,2.544667422771454,-2.2064124047756195,,,,,,,"Michael Tonkin",10315,543859
"Enrique Hernández","LAD",4.1,-0.038078323006629944,,,,,,,,0.22852154076099396,0.24359513819217682,,,,"Enrique Hernandez",10472,571771
"Scott Alexander","OAK",38.2,,,,,,4.926702499389648,3.874478816986084,,,,-1.949852705001831,,,"Scott Alexander",10591,518397
"Chris Sale","ATL",177.2,-1.2936457395553589,,,,,-4.011414051055908,24.55643653869629,,,,12.275951385498047,,,"Chris Sale",10603,519242
"Chasen Shreve","COL",1,-0.08479556441307068,,,0.17039401829242706,,,0.32368579506874084,,,,,,,"Chasen Shreve",10855,592741
"Jacob deGrom","TEX",10.2,-0.4487162232398987,,,,,,0.3945424258708954,0.008631326258182526,,,0.8336696028709412,,,"Jacob deGrom",10954,594798
"Merrill Kelly","ARI",73.2,-1.713178038597107,,0.03794582188129425,,,-5.472420692443848,-0.2351721078157425,-1.5653996467590332,,,10.68043041229248,,,"Merrill Kelly",11156,518876
"David Buchanan","CIN",3.1,0.2695225775241852,,-0.40886738896369934,,,0.23515108227729797,,0.4469563364982605,,,0.08676532655954361,,,"David Buchanan",11176,571527
"Tommy Kahnle","NYY",42.2,-3.5168049335479736,,,,,-2.529745101928711,0.40981513261795044,,,,10.437599182128906,,,"Tommy Kahnle",11384,592454
"Jose Quintana","NYM",170.1,-2.002406120300293,,,,,7.002966403961182,,-0.3473338782787323,,,2.7156834602355957,,,"Jose Quintana",11423,500779
"Robbie Ray","SFG",30.2,1.3728872537612915,,,,,,0.3272727429866791,,-2.2532458305358887,,,,,"Robbie Ray",11486,592662
"Joely Rodríguez","BOS",13.2,,,,,,0.18358105421066284,-0.4324323236942291,,,,-3.721712589263916,,,"Joely Rodriguez",11487,570257
"José Ureña","TEX",109,-2.9609028100967407,,,,,5.29300856590271,-1.127481997013092,,,,-2.171272397041321,,,"Jose Urena",11589,570632
"Jameson Taillon","CHC",165.1,-2.0075623989105225,,13.20769214630127,,,3.9950640201568604,2.484119415283203,-3.774834156036377,,,-2.5952579975128174,,,"Jameson Taillon",11674,592791
"Luke Jackson","- - -",53,-1.2769609689712524,,-0.2623704746365547,,,,-0.2754373103380203,0.12946365028619766,,,,,,"Luke Jackson",11752,592426
"Drew Smyly","CHC",58.2,,,-0.34324952960014343,,,-0.8626613616943359,0.039364367723464966,,-1.3745132684707642,,,,,"Drew Smyly",11760,592767
"Héctor Neris","- - -",59.1,2.9558159708976746,,,-3.7197603583335876,,0.5344013310968876,-2.651643395423889,,,,,,,"Hector Neris",11804,593576
"James Paxton","- - -",100.1,-1.9894263744354248,,-1.7901500463485718,,,-0.8559392690658569,,,2.9531496167182922,,-2.3693474531173706,,,"James Paxton",11828,572020
"Taijuan Walker","PHI",83.2,-4.790558218955994,,-6.739591747522354,-13.056009650230408,,-11.649548053741455,5.196789026260376,3.0823973417282104,,,,,,"Taijuan Walker",11836,592836
