Name,Team,IP,vFA,vFT,vFC,vFS,vFO,vSI,vSL,vCU,vKC,vEP,vCH,vSC,vKN,NameASCII,PlayerId,MLBAMID
"Nick Nelson","PHI",5.1,94.28846153846153,,,,,93.61428397042411,86.88695758322011,,,,87.31764849494485,,79.75,"Nick Nelson",20153,656793
"Matt Waldron","SDP",146.2,90.62430275537635,,87.0350729413507,,,90.01586637415899,79.2860064722383,,,,,,77.58919958430816,"Matt Waldron",25550,663362
"George Kirby","SEA",191,96.0086426266137,,92.28182151100852,86.00298142591059,,96.04693072396576,87.20812188390313,,83.36460744598766,,,,73.9000015258789,"George Kirby",25436,669923
"Luke Maile","CIN",3.2,65.64902152267157,,,,,,,,,44.599998474121094,,,59.28333536783854,"Luke Maile",13355,571912
"Jose Trevino","NYY",2,57.337932718211206,,,,,,,,,,,,58.31428745814732,"Jose Trevino",16725,624431
"Ernie Clement","TOR",1,74.30833435058594,,,,,,,,,,,,57.32500076293945,"Ernie Clement",20352,676391
"James McCann","BAL",1,,,,,,,,,,43.32500076293945,,,52.349998474121094,"James McCann",12859,543510
"Adam Ottavino","NYM",56,93.18125406901042,,87.90186915887851,,,92.14926885932945,79.15380739404176,,,,87.16,,,"Adam Ottavino",1247,493603
"Matt Moore","LAA",48.1,92.72511370305165,,88.18332926432292,,,,,,82.07399739583333,,82.76977903451493,,,"Matt Moore",1890,519043
"Clayton Kershaw","LAD",30,89.92712195444915,,,82.9090909090909,,90.23333740234375,85.97045454545454,72.09756097560975,,,84.15454656427556,,,"Clayton Kershaw",2036,477132
"Lance Lynn","STL",117.1,92.25981632917964,,88.13083356277534,,,91.16715542521995,81.95384803185097,80.37795275590551,,,84.7796859741211,,,"Lance Lynn",2520,458681
"Kenley Jansen","BOS",54.2,,,92.23617876838236,,,93.22711698887711,82.15484028477823,,,,,,,"Kenley Jansen",3096,445276
"Max Scherzer","TEX",43.1,92.49489795918367,,86.59756097560975,,,,84.9986473289696,74.7247301327285,,,82.83010962701613,,,"Max Scherzer",3137,453286
"T.J. McFarland","OAK",56.2,88.52000122070312,,82.19999694824219,,,88.02906596366995,78.23052959501558,,,,81.37669713288835,,,"T.J. McFarland",3237,519008
"Justin Wilson","CIN",46.2,95.48886138613861,,92.3403021364796,86.85555691189236,,,88.39082314311594,,,,,,,"Justin Wilson",4301,458677
"Charlie Morton","ATL",165.1,94.12381746277916,,88.46301548230593,,,93.52717391304348,,81.51766562764159,,,84.95276872964169,,,"Charlie Morton",4676,450203
"Rich Hill","BOS",3.2,87.5750020345052,,84.27777777777777,,,85.15625,70.63461538461539,72.42500305175781,,,,,,"Rich Hill",4806,448179
"Jake Diekman","NYM",32,94.55702718098958,,,,,93.5999984741211,82.76519337016575,,,,87.08360815829919,,,"Jake Diekman",5003,518617
"Anthony Gose","CLE",4.1,95.720458984375,,,,,,86.93714425223214,,,,,,,"Anthony Gose",5097,543238
"Aaron Hicks","LAA",1,65.94999864366319,,,,,,,,,,,,,"Aaron Hicks",5297,543305
"Brandon Crawford","STL",1.1,87.69285365513393,,86.63333129882812,,,,78.19999694824219,73.5,,,85.21875,,,"Brandon Crawford",5343,543063
"Jesse Chavez","ATL",63.1,,,88.80562558630395,,,90.74484263790036,81.40000287224265,75.65890544734589,,,85.18571428571428,,,"Jesse Chavez",5448,445926
"Ryan Brasier","LAD",28,94.47999822443182,,90.43777669270834,,,94.54098510742188,85.33544149278086,,,,,,,"Ryan Brasier",5615,518489
"Huascar Brazobán","- - -",51.2,96.64234394929846,,89.1468745640346,,,96.19683257918552,,,,,90.34147513929264,,,"Huascar Brazoban",6107,623211
"Albert Suárez","BAL",133.2,94.78835871055281,,86.30894484213732,,,,,79.01080940865181,,,86.10259613433442,,,"Albert Suarez",6175,544150
"José Cisnero","LAA",15.2,95.19099609375,,88.85000610351562,,,95.15443285205696,84.80989225618131,,,,88.64146460556402,,,"Jose Cisnero",6399,542585
"Alex Cobb","CLE",16.1,,,,89.16792268573113,,93.81634990985577,,,83.2093734741211,,,,,"Alex Cobb",6562,502171
"Carlos Carrasco","CLE",103.2,91.60068359375,,,,,91.08392857142857,83.48681017287234,80.35438939144737,,,86.75578406169666,,,"Carlos Carrasco",6632,471911
"Craig Kimbrel","BAL",52.1,93.8541151602057,,,,,,85.59574468085107,,84.25503737634892,,88.25999755859375,,,"Craig Kimbrel",6655,518886
"Julio Teheran","NYM",2.2,90.85999755859375,,86.49500122070313,,,90.37585870150862,,75.82499694824219,,,82.46666463216145,,,"Julio Teheran",6797,527054
"Johnny Cueto","LAA",11.1,91.04666341145834,,87.19999864366319,,,91.10333658854167,85.61764705882354,78.4000015258789,,,81.24582926432292,,,"Johnny Cueto",6893,456501
"Chase Anderson","- - -",58.1,93.60926950214714,,88.80523255813954,,,92.7235336303711,80.50973887257761,78.85121861899772,,,83.93106602542223,,,"Chase Anderson",6895,502624
"Martín Pérez","- - -",135,91.29741168844289,,87.92772033816735,,,90.72154477582383,82.80000305175781,77.86387033770161,,,83.35069704341318,,,"Martin Perez",6902,527048
"Luis García","- - -",59,96.01454634232955,,88.17333577473958,87.10658858065119,,96.43460348659767,81.98052785773027,,,,,,,"Luis Garcia",6984,472610
"Ryan Pressly","HOU",56.2,93.8040223490712,,,,,93.61764705882354,89.57821568080357,82.35311041234439,,,89.5324074074074,,,"Ryan Pressly",7005,519151
"Fernando Cruz","CIN",66.2,94.62332636038036,,88.62611834863617,81.51278795286295,,,,,,,83.80000305175781,,,"Fernando Cruz",7048,518585
"Daniel Hudson","LAD",63,95.11215295069721,,,,,95.12941367953431,88.0281173594132,,,,88.69729861697635,,,"Daniel Hudson",7146,543339
"Jay Jackson","MIN",26.1,91.93140657283058,,,,,91.27391516644022,84.8928869194664,,,,85.98500162760416,,,"Jay Jackson",7432,543351
"Jordan Lyles","KCR",5,90.78947368421052,,87.60769418569711,,,89.44285365513393,80.16363525390625,79.93333604600694,,,84.36153470552884,,,"Jordan Lyles",7593,543475
"Miguel Rojas","LAD",1,63.29999923706055,,,,,,,,,45.125,,,,"Miguel Rojas",7802,500743
"Hunter Strickland","LAA",73.1,94.24607257791328,,85.2699969951923,,,92.62692495492789,83.55175983436853,,,,88.11830848371478,,,"Hunter Strickland",7836,519326
"Will Smith","KCR",41.1,91.19589342948719,,,,,,80.57308970099668,76.33417597903481,,,85.81836933992346,,,"Will Smith",8048,519293
"Bryan Shaw","CHW",4,,,93.2901671362705,,,92.61666870117188,83.10833740234375,82.21817848899148,,,81.37999877929687,,,"Bryan Shaw",8110,543766
"David Robertson","TEX",72,94.05000305175781,,93.31028238932292,,,94.67647058823529,83.74567780671296,80.94999694824219,84.23302469135803,,87.96666899181548,,,"David Robertson",8241,502085
"Paolo Espino","TOR",8.2,88.19423264723558,,,,,,75.61052824321546,70.56400146484376,,,83.3621628220017,,,"Paolo Espino",8246,502179
"Justin Verlander","HOU",90.1,93.46372114759428,,,,,,86.6990138319672,77.6234081466763,,,84.00187377929687,,,"Justin Verlander",8700,434378
"Wade Miley","MIL",7,90.06400390625,,86.87333441840278,,,89.59444851345486,78.93333435058594,75.2000020345052,,,83.37082926432292,,,"Wade Miley",8779,489119
"Kirby Yates","TEX",61.2,93.14952048277243,,,86.29168962531486,,,85.76666259765625,,,,,,,"Kirby Yates",9073,489446
"Nathan Eovaldi","TEX",170.2,95.424516407048,,91.35798566365979,88.42772470606435,,,86.31494140625,76.73704626566852,,,,,,"Nathan Eovaldi",9132,543135
"Casey Kelly","CIN",5.1,90.91500244140624,,,,,89.515380859375,84.82000122070312,80.12221950954861,,,84.5875015258789,,,"Casey Kelly",9174,543391
"Patrick Corbin","WSN",174.2,91.32876712328768,,85.71461811823104,,,91.45445240532241,79.96602507560483,70.02553087599735,63.150001525878906,,81.01649585212628,,,"Patrick Corbin",9323,571578
"Dallas Keuchel","MIL",16.2,,,84.56889105902778,,,88.13828683035715,78.56666056315105,,,,81.1270565257353,,,"Dallas Keuchel",9434,572971
"Joe Kelly","LAD",32,98.06764849494485,,,,,98.20687255859374,90.13583170572916,,87.31326729910714,,88.38947496916118,,,"Joe Kelly",9761,523260
"Miles Mikolas","STL",171.2,93.1657824933687,,,,,92.44169329073482,85.70000407963447,76.58025228901273,69.62142944335938,,85.60736268939394,,,"Miles Mikolas",9803,571945
"Tyler Matzek","ATL",10,93.57000325520833,,89.80000305175781,,,,83.27069302262932,,,,,,,"Tyler Matzek",10058,554431
"Brooks Raley","NYM",7,,,85.70344490840517,,,88.9181795987216,80.5298279879386,,,,83.70000110973011,,,"Brooks Raley",10061,548384
"Caleb Thielbar","MIN",47.1,93.23688108766234,,,,,,81.63652482269504,74.13954634232955,,,,,,"Caleb Thielbar",10078,573204
"Kyle Gibson","STL",169.2,91.39480874316939,,88.5804432890223,,,90.71547517123288,80.7399299474606,78.31966690638075,,,84.91308948863636,,,"Kyle Gibson",10123,502043
"Shelby Miller","DET",55.2,93.48388197815534,,88.35000610351562,86.75750122070312,,,88.278613845737,,,,,,,"Shelby Miller",10197,571946
"Tucker Barnhart","ARI",1,,,,,,,,,,,,,,"Tucker Barnhart",10200,571466
"Aroldis Chapman","PIT",61.2,97.80751092940415,,,91.55555555555556,,99.85296309621711,86.9893359375,,,,,,,"Aroldis Chapman",10233,547973
"Zack Wheeler","PHI",200,95.26426307448494,,91.12827131183745,86.12678745814732,,94.64047759433963,84.94564746866754,81.8022925204918,,,,,,"Zack Wheeler",10310,554430
"Erasmo Ramírez","TBR",20.2,90.63846529447116,,89.1066650390625,,,90.9815109637605,,80.436669921875,,,83.47000122070312,,,"Erasmo Ramirez",10314,541640
"Michael Tonkin","- - -",79.1,93.16126556680634,,,,,92.45596727912809,83.17578048706055,,,,,,,"Michael Tonkin",10315,543859
"Enrique Hernández","LAD",4.1,84.5,,,,,,,,53.166666666666664,50.91463414634146,,,,"Enrique Hernandez",10472,571771
"Scott Alexander","OAK",38.2,,,,,,92.0734267979452,82.7132797241211,,,,84.53287537457192,,,"Scott Alexander",10591,518397
"Chris Sale","ATL",177.2,94.84210526315789,,,,,94.19703357054455,78.64493392070484,,,,87.07004830917874,,,"Chris Sale",10603,519242
"Chasen Shreve","COL",1,89.43332926432292,,,80.375,,,82.7999979654948,,,,,,,"Chasen Shreve",10855,592741
"Jacob deGrom","TEX",10.2,97.32278481012658,,,,,,90.00768729967949,81.07999877929687,,,90.51000366210937,,,"Jacob deGrom",10954,594798
"Merrill Kelly","ARI",73.2,91.92098563058036,,90.33101045296168,,,92.32694961639221,85.57612086054104,82.19318181818181,,,88.39748953974896,,,"Merrill Kelly",11156,518876
"David Buchanan","CIN",3.1,89.69999694824219,,89.325,,,92.286669921875,,76.37142508370536,,,84.1066650390625,,,"David Buchanan",11176,571527
"Tommy Kahnle","NYY",42.2,94.23172144396551,,,,,93.06000162760417,86.30714053199405,,,,87.4448919365876,,,"Tommy Kahnle",11384,592454
"Jose Quintana","NYM",170.1,90.69275344488189,,,,,90.7639000438084,,77.65535813934949,,,85.71470731847427,,,"Jose Quintana",11423,500779
"Robbie Ray","SFG",30.2,94.0886287625418,,,,,,88.37472634787088,,83.54353170955882,,,,,"Robbie Ray",11486,592662
"Joely Rodríguez","BOS",13.2,,,,,,89.96393122438525,79.29459195523648,,,,85.50999891493055,,,"Joely Rodriguez",11487,570257
"José Ureña","TEX",109,96.43783871762388,,,,,95.97204504954799,86.97021890599002,,,,88.6656564637158,,,"Jose Urena",11589,570632
"Jameson Taillon","CHC",165.1,92.26856930272109,,86.50177100080386,,,92.54575789898524,80.43610491071429,79.54862422733517,,,86.02641325176887,,,"Jameson Taillon",11674,592791
"Luke Jackson","- - -",53,94.68796982388317,,90.57499694824219,,,,87.28036729933538,84.51007979045542,,,,,,"Luke Jackson",11752,592426
"Drew Smyly","CHC",58.2,,,88.63529698988971,,,92.60717373206967,82.0999984741211,,80.0135611715587,,,,,"Drew Smyly",11760,592767
"Héctor Neris","- - -",59.1,92.9501106213196,,,82.69336657324939,,92.78787878787878,85.56285400390625,,,,,,,"Hector Neris",11804,593576
