Name,Team,IP,Pit+ FA,Pit+ SI,Pit+ FC,Pit+ FS,Pit+ SL,Pit+ CU,Pit+ CH,Pit+ KC,Pit+ FO,Stuff+,Location+,Pitching+,NameASCII,PlayerId,MLBAMID
"Jacob deGrom","TEX",10.2,137.6273417721519,,,,128.66181818181818,112.81599999999999,112.848,,,115.98374269005848,113.45461988304092,131.4156725146199,"Jacob deGrom",10954,594798
"Griffin Jax","MIN",71,111.7929153605016,135.8129523809524,,,134.4295238095238,135.23999999999998,140.78157303370787,,,109.60176194939088,120.01448922211806,129.09900656044985,"Griffin Jax",20253,643377
"Emmanuel Clase","CLE",74.1,119.59666666666665,136.935,126.53592156862751,,135.38415841584163,,,,,127.97877016129033,101.45633064516129,128.2095967741936,"Emmanuel Clase",21032,661403
"Jonathan Loáisiga","NYY",4,48.120000000000005,143.64097560975608,,,,73.40444444444444,108.23800000000001,,,133.44557377049182,95.432131147541,125.90852459016392,"Jonathan Loaisiga",19753,642528
"Brusdar Graterol","LAD",7.1,76.27142857142857,142.46146341463415,113.38833333333334,,133.46193548387097,,,,,117.76237623762377,107.49168316831683,124.0037623762376,"Brusdar Graterol",20367,660813
"Seth Halvorsen","COL",12.1,106.53242424242424,135.13941176470587,,132.04800000000003,142.51714285714286,,,,,113.77114285714286,111.4044761904762,123.95961904761903,"Seth Halvorsen",33294,678020
"Andrew Wantz","LAA",1.1,5.139999999999986,146.78,147.66,,164.74,,,,,104.70342857142857,113.71657142857144,123.7845714285714,"Andrew Wantz",24933,681806
"Adrian Morejon","SDP",63.2,114.95475806451611,134.56234986945174,,101.65802469135802,123.5609195402299,,,,,124.34494806421155,104.3191879131256,123.7637960339943,"Adrian Morejon",20039,670970
"Daniel Duarte","MIN",4,99.56857142857143,97.25333333333333,119.80545454545455,,143.874,,128.195,,,110.79071428571426,113.49607142857143,123.33250000000001,"Daniel Duarte",17480,650960
"Orion Kerkering","PHI",63,105.46561514195585,114.48193939393936,,,135.1489419795221,,,,,119.36292550037123,107.66461576319558,123.16851809405871,"Orion Kerkering",31776,689147
"Brooks Raley","NYM",7,,133.03454545454545,81.26068965517241,,153.2178947368421,,90.60454545454546,,,132.38453781512604,100.0257142857143,122.24084033613445,"Brooks Raley",10061,548384
"Yennier Cano","BAL",60,73.58954954954955,134.02431599229286,,,104.17145038167935,,129.35408906882589,,,111.63201990049755,111.35144278606971,122.00220895522389,"Yennier Cano",25911,666974
"Clay Holmes","NYY",63,,117.40433931484503,,,127.51749999999994,,,,,125.77850138760407,101.78538390379276,121.90016651248843,"Clay Holmes",13649,605280
"Ryan Helsley","STL",66.1,109.20907801418439,,,,133.4836444444445,112.27965517241381,,,,129.10971982758622,95.03034482758618,121.19028017241375,"Ryan Helsley",18138,664854
"Jeremiah Estrada","SDP",61,121.13876543209878,,,124.21045226130654,117.32599156118141,,,,,107.00977999999996,113.58448000000001,121.11626000000005,"Jeremiah Estrada",22210,669093
"Yimi García","- - -",39,128.92274336283182,123.48313725490195,,,130.39566186107473,117.61021437578815,67.38644067796609,,,122.17623493208835,101.47299292586308,120.70557717883413,"Yimi Garcia",12095,554340
"Mason Miller","OAK",65,120.51538699690407,,,35.99999999999999,121.62944134078214,,98.8529411764706,,,129.13345703125,92.79435546875,120.41171875000002,"Mason Miller",31757,695243
"Tyler Rogers","SFG",70.1,62.46,114.07849529780565,,,131.93988700564972,,,,,119.02858291457294,110.8556180904523,120.22936683417088,"Tyler Rogers",15541,643511
"Marc Church","TEX",1,115.76,,,,123.82,,,,,109.95333333333333,117.13466666666666,120.05866666666667,"Marc Church",26353,687847
"Mason Montgomery","TBR",9.2,121.23495652173914,,,,115.39720930232558,,,,,122.39506329113921,98.84911392405064,119.64620253164554,"Mason Montgomery",29770,682254
"Josh Hader","HOU",71,,122.70424460431651,,,114.27404388714737,,18.56500000000001,,,113.08558899398112,106.37014617368871,119.41007738607044,"Josh Hader",14212,623352
"Corbin Burnes","BAL",194.1,,95.66695278969956,126.00418087472205,,129.89822323462414,114.92903726708074,102.20737160120848,,,113.18860962566843,103.77913101604281,119.23495320855606,"Corbin Burnes",19361,669203
"Drew Rasmussen","TBR",28.2,126.435838150289,121.68089552238803,103.62803149606297,,124.41439999999999,,,,,128.4815783591255,95.76409665929748,118.63470510930976,"Drew Rasmussen",25385,656876
"Justin Martinez","ARI",72.2,96.68820895522389,119.91770676691732,,120.23626459143969,124.62564705882355,,,,,121.38378839590443,94.40808873720137,118.50076791808868,"Justin Martinez",24453,679885
"A.J. Puk","- - -",71.1,109.14278330019879,118.94790960451977,,100.15933333333334,129.77764347771307,,72.72588235294118,,,108.5261757787358,111.26412019370575,118.35111822270659,"A.J. Puk",19343,640462
"Tanner Scott","- - -",72,111.32806966618284,,,,128.4379091638113,,51.1,,,123.68567112203928,96.34235206270479,118.34224120245986,"Tanner Scott",17586,656945
"Luis Guerrero","BOS",10,105.50548387096775,,,,123.73842105263157,,128.90484848484851,,,111.79766081871344,107.60081871345028,118.12467836257309,"Luis Guerrero",31184,692285
"Stephen Kolek","SDP",46.2,105.03847619047615,128.70377708978327,114.64545454545453,,102.17826086956525,,126.52763636363639,,,109.21974874371853,109.58103015075385,117.7152763819096,"Stephen Kolek",21487,663568
"Alex Cobb","CLE",16.1,,124.98403846153846,,117.97377358490567,,,,93.76375,,101.26404958677684,112.57752066115702,117.49636363636363,"Alex Cobb",6562,502171
"Evan Phillips","LAD",54.2,119.14758208955227,114.12623655913983,107.16358208955222,,119.15750708215297,,,,,115.70426229508195,102.72236065573773,116.90107103825135,"Evan Phillips",17734,623465
"Abner Uribe","MIL",14.1,25.370000000000005,119.37305389221557,,,114.02516853932586,,,,,113.75232558139537,100.29395348837207,116.78682170542635,"Abner Uribe",25327,682842
"Aroldis Chapman","PIT",61.2,104.43746113989637,135.62526315789472,,134.91451851851855,105.07625418060204,,,,,105.26880212954748,112.58637089618459,116.60894409937887,"Aroldis Chapman",10233,547973
"Tony Santillan","CIN",30,112.53309210526315,,,,121.51950692444811,,114.68400000000001,,,103.79306219640753,113.85573409950601,116.06051609169269,"Tony Santillan",19926,663574
"Steven Okert","MIN",35.1,80.28,128.31607142857143,,,126.62686936184433,,87.5869387755102,,,113.4265672375357,104.61595527444435,115.88219707563677,"Steven Okert",13580,595345
"Garrett Crochet","CHW",146,110.58091900311528,109.8432,129.15997058823532,,124.35931330472101,,86.85704225352112,,,115.68551088777224,102.79943048576212,115.8363400335008,"Garrett Crochet",27463,676979
"Kevin Kelly","TBR",70.2,82.5608695652174,122.55190551181094,96.94091954022987,,107.16529616724738,,,,,121.68229795520945,106.08792599805258,115.37758519961046,"Kevin Kelly",25679,687330
"Paul Skenes","PIT",133,94.40141486810552,131.3222553897181,,,136.68758017492715,108.11147826086956,106.08403508771931,,,108.49213714285712,110.06643047619048,115.3399695238095,"Paul Skenes",33677,694973
"Steven Cruz","KCR",5.2,123.94117647058823,180.72,107.29214285714286,,112.15555555555555,,,,,119.31879999999998,94.45300000000002,115.2606,"Steven Cruz",23165,674444
"Lucas Erceg","- - -",61.2,97.35290102389077,129.33039603960395,,,122.28454545454547,,117.30010638297871,,,111.37495697145566,104.99027796023913,115.11779000961732,"Lucas Erceg",19360,668674
"Jhoan Duran","MIN",54.1,98.61999999999999,,,142.73812274368234,,109.52057377049181,,,,124.95506678539633,92.74074799643809,114.96336598397151,"Jhoan Duran",21029,661395
"Trevor Megill","MIL",46.1,111.59453781512602,,,,,,,123.2163157894737,,117.34851127819553,99.1035187969925,114.84917293233083,"Trevor Megill",17722,656730
"Justin Sterner","TBR",4,122.88243902439025,,122.62000000000002,,-56.51333333333334,,,,,109.8965625,105.264375,114.39125,"Justin Sterner",27694,686993
"Dedniel Núñez","NYM",35,123.92556451612901,95.07692307692308,,,105.1006349206349,194.16,124.9,,,110.64208897485493,104.34131528046419,114.1666150870406,"Dedniel Nunez",23055,673380
"Kaleb Ort","HOU",24.2,126.09871921182267,,92.48637681159421,,116.24953846153845,,76.07931034482758,,,114.51999999999998,99.67857534246572,114.05342465753425,"Kaleb Ort",20061,672391
"José Alvarado","PHI",61.2,,112.85542399999996,116.30962264150936,,,108.54666666666667,,,,111.19906488549623,96.8337977099237,113.97958015267172,"Jose Alvarado",17780,621237
"Ryan Thompson","ARI",66.1,106.3572,114.98734824281148,,,113.77912000000002,,,,,117.86314491264132,100.82448098663922,113.89465570400822,"Ryan Thompson",16647,657044
"Caleb Thielbar","MIN",47.1,100.56602597402595,,,,125.2074468085107,122.27385321100917,,,,112.13950169875424,106.1393884484711,113.79746319365806,"Caleb Thielbar",10078,573204
"Kenley Jansen","BOS",54.2,,96.52474576271186,115.11902941176467,,114.2318032786885,,,,,120.06796482412061,97.0238693467337,113.70479899497492,"Kenley Jansen",3096,445276
"Edwin Díaz","NYM",53.2,101.46412631578946,,,,126.59189931350113,,,,,114.59342105263158,95.60605263157893,113.50451754385968,"Edwin Diaz",14710,621242
"Jesus Tinoco","- - -",40.2,92.41756097560976,107.8658,142.14,,125.07423730099943,,72.75999999999999,,,109.46398792559049,106.48598516275791,113.36709647756147,"Jesus Tinoco",16300,622786
