Name,Team,IP,FA-Z,FT-Z,FC-Z,FS-Z,FO-Z,SI-Z,SL-Z,CU-Z,KC-Z,EP-Z,CH-Z,SC-Z,KN-Z,NameASCII,PlayerId,MLBAMID
"Jamey Carroll","MIN",1,,,,,,,,,,,9.347142900739398,,10.475000381469727,"Jamey Carroll",1591,425206
"Skip Schumaker","LAD",2,7.513999938964844,,-0.3692858559744699,,,,,-10.744999885559082,,,2.4954546148126777,,9.819999694824219,"Skip Schumaker",3704,435401
"Jake Elmore","HOU",1,,,,,,,,-4.639999866485596,,,6.966249942779541,,2.5450000762939453,"Jake Elmore",7290,518653
"R.A. Dickey","TOR",224.2,3.863348361054157,,,,,,,,,-2.2679545084635415,,,0.748364616229942,"R.A. Dickey",1245,285079
"Steven Wright","BOS",13.1,8.642647238338695,,,,,,,-1.6666666666666667,,,,,-0.7994686808563085,"Steven Wright",8185,453214
"Neftalí Feliz","TEX",4.2,7.066481413664641,,,,,4.349999904632568,-1.5985714140392484,,,,1.8606451711347025,,,"Neftali Feliz",18,491703
"Ramon Ortiz","TOR",25.1,8.449999778501448,,,,,6.496962148931962,2.0274418675622274,,,,4.708676506491268,,,"Ramon Ortiz",27,150009
"Xavier Cedeño","- - -",12.1,5.877234276304853,,,,,2.805543567823327,,-3.7901388804117837,,,4.306999969482422,,,"Xavier Cedeno",36,458584
"Zach Phillips","MIA",1.2,-0.30720001220703125,,,,,-0.10142850875854492,-6.491999816894531,,,,,,,"Zach Phillips",99,452061
"Jason Marquis","SDP",117.2,4.739999771118164,,,,,2.7530331331140854,1.0127095897295322,,,,0.4405387082083859,,,"Jason Marquis",105,150302
"Erik Bedard","HOU",151,10.61361793580094,,9.09346184363732,6.494727302320076,,7.685577948037256,,-7.61613657692952,,,4.18630012512207,,,"Erik Bedard",126,407853
"Rafael Betancourt","COL",28.2,10.155005765248495,,8.721138046173278,,,,-1.180642224233085,,,,5.140677175214214,,,"Rafael Betancourt",177,429783
"Derek Lowe","TEX",13,,,5.336154057429387,,,3.233962340924725,-0.8847826252812925,,,,0.2824999690055847,,,"Derek Lowe",199,117955
"Darren Oliver","TOR",49,6.892553842195901,,,,,6.847867629107307,-2.4101111518012153,,,,3.516363664106889,,,"Darren Oliver",206,119984
"Mark Buehrle","TOR",203.2,5.803472384172886,,2.302215242906591,,,5.10729251955968,,-4.269669409077537,,,2.9849370356206295,,,"Mark Buehrle",225,279824
"Jon Garland","COL",68,5.5117645263671875,,6.805000305175781,,,6.1686277364363455,2.201849788599621,-3.2729677261844756,,,3.1211579975328947,,,"Jon Garland",232,279782
"Kyle Farnsworth","- - -",38.1,6.467262651667249,,3.915499973297119,,,3.1275999450683596,0.17431474095068608,-4.019999980926514,,,5.470925684328432,,,"Kyle Farnsworth",278,150035
"Blake Beavan","SEA",39.2,7.809747519613314,,,,,6.231620223433883,-1.2793076735276443,-4.271333312988281,,,0.8095237186976841,,,"Blake Beavan",338,518444
"Bartolo Colon","OAK",190.1,7.752435886112538,,,,,3.962036221590909,0.8899253731343284,,,,5.487267156565411,,,"Bartolo Colon",375,112526
"CC Sabathia","NYY",211,8.000625525781869,,,,,4.67480544687986,-0.9233519994192672,-1.341774150889407,,,5.020174248273983,,,"CC Sabathia",404,282332
"Jake Westbrook","STL",116.2,,,2.484363486550071,-0.4394630649745864,,2.4711459317879547,,-2.5443518073470504,,,-1.0271604738117737,,,"Jake Westbrook",412,150414
"Fernando Rodney","TBR",66.2,9.700858835793712,,,,,5.679539329127262,,,,,3.910911203544831,,,"Fernando Rodney",494,407845
"Josh Beckett","LAD",43.1,7.424808323636968,,6.044941262637868,,,6.325342465753424,,-8.628345077843974,,,3.260866180179626,,,"Josh Beckett",510,277417
"A.J. Burnett","PIT",191,6.100439173574666,,,,,2.5260617149513775,,,-6.699304944248826,,-0.13077350216017244,,,"A.J. Burnett",512,150359
"Ryan Dempster","BOS",171.1,9.742083730220404,,7.439005051743928,5.727046802556403,,8.45509106462652,1.74272950884722,,,,,,,"Ryan Dempster",517,133225
