Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,NameASCII,PlayerId,MLBAMID
"Bobby LaFromboise","SEA",10.2,0.3960396,0.6,0.48924731,0.7,0.92156863,0.82417582,0.45698925,24.82089552,"Bobby LaFromboise",7758,489039
"Chad Qualls","MIA",62,0.30769231,0.64421053,0.50430504,0.5,0.86928105,0.77560976,0.58425584,24.81978799,"Chad Qualls",2170,430589
"Paul Clemens","HOU",73.1,0.21003717,0.6944,0.47033534,0.65486726,0.88709677,0.83912249,0.53740327,24.79292929,"Paul Clemens",8037,518560
"Jamey Wright","TBR",70,0.23201439,0.63570128,0.43257919,0.58914729,0.86532951,0.79079498,0.49683258,24.79034307,"Jamey Wright",715,124604
"Brian Duensing","MIN",61,0.28663793,0.66472868,0.48571429,0.59398496,0.85131195,0.77941176,0.52653061,24.77077364,"Brian Duensing",4064,488846
"Neftalí Feliz","TEX",4.2,0.20408163,0.68965517,0.46728972,0.5,0.925,0.84,0.54205607,24.76470588,"Neftali Feliz",18,491703
"Edwin Jackson","CHC",175.1,0.26827586,0.66161268,0.46501206,0.5655527,0.9,0.80355819,0.50017235,24.74856597,"Edwin Jackson",1841,429719
"Maikel Cleto","STL",2.1,0.30232558,0.6875,0.40677966,0.23076923,1,0.58333333,0.27118644,24.74418605,"Maikel Cleto",5529,521055
"David Price","TBR",186.2,0.25778547,0.6316129,0.47191426,0.66442953,0.8804903,0.83007048,0.57280118,24.69583778,"David Price",3184,456034
"Curtis Partch","CIN",23.1,0.21568627,0.66019417,0.43902439,0.63636364,0.83823529,0.78888889,0.50243902,24.68608414,"Curtis Partch",1333,489197
"George Kontos","SFG",55.1,0.30504587,0.66200466,0.48208092,0.4887218,0.8943662,0.76498801,0.49595376,24.67894737,"George Kontos",9486,502004
"Stolmy Pimentel","PIT",9.1,0.375,0.70833333,0.54166667,0.51851852,0.88235294,0.75641026,0.5,24.67307692,"Stolmy Pimentel",6415,516935
"Rob Scahill","COL",33.1,0.21674877,0.71283784,0.51102204,0.70454545,0.86729858,0.83921569,0.59318637,24.6625,"Rob Scahill",9286,543746
"Stephen Pryor","SEA",7.1,0.30612245,0.59322034,0.46296296,0.86666667,0.88571429,0.88,0.5462963,24.64772727,"Stephen Pryor",10663,543668
"Jesse Crain","CHW",36.2,0.29206349,0.60056657,0.45508982,0.64130435,0.79716981,0.75,0.52844311,24.63782696,"Jesse Crain",4817,430884
"Edinson Volquez","- - -",170.1,0.23703704,0.61188119,0.42633333,0.57386364,0.8781014,0.7943706,0.505,24.61502997,"Edinson Volquez",3990,450172
"Chris Withrow","LAD",34.2,0.28421053,0.62695925,0.46523179,0.5308642,0.84,0.75088968,0.5281457,24.61111111,"Chris Withrow",7161,519437
"Edgar Gonzalez","- - -",18,0.25,0.67455621,0.47923323,0.66666667,0.90350877,0.84666667,0.5399361,24.60096154,"Edgar Gonzalez",1727,429440
"Jeurys Familia","NYM",10.2,0.15151515,0.61702128,0.37823834,0.8,0.79310345,0.79452055,0.48704663,24.54861111,"Jeurys Familia",5114,544727
"Wesley Wright","- - -",53.2,0.24213075,0.56441718,0.41685144,0.64,0.88043478,0.81648936,0.5421286,24.52905199,"Wesley Wright",5960,449079
"Luis Avilán","ATL",65,0.25450902,0.68442623,0.46707194,0.64566929,0.87724551,0.81344902,0.49442756,24.52414773,"Luis Avilan",2882,501593
"Clay Buchholz","BOS",108.1,0.27664975,0.57857143,0.43243243,0.60091743,0.86831276,0.78551136,0.51597052,24.52348993,"Clay Buchholz",3543,453329
"Jorge De La Rosa","COL",167.2,0.2679218,0.64902103,0.45833333,0.62972973,0.86256983,0.7944664,0.49963768,24.51351351,"Jorge De La Rosa",2047,407822
"Greg Holland","KCR",67,0.32608696,0.58589512,0.46175637,0.41212121,0.75308642,0.63803681,0.52219075,24.51171875,"Greg Holland",7196,518813
"Jerry Blevins","OAK",60,0.23991507,0.64908722,0.44917012,0.60176991,0.840625,0.77829099,0.51141079,24.48191027,"Jerry Blevins",7841,460283
"Sandy Rosario","SFG",41.2,0.23322684,0.67647059,0.46401225,0.64383562,0.87826087,0.82178218,0.52067381,24.4762931,"Sandy Rosario",1525,466459
"Donovan Hand","MIL",68.1,0.24948875,0.66790353,0.4688716,0.75409836,0.88888889,0.85477178,0.52431907,24.4508427,"Donovan Hand",8728,518764
"Carter Capps","SEA",59,0.29508197,0.62730627,0.46990291,0.59722222,0.77647059,0.7231405,0.52621359,24.44937587,"Carter Capps",12803,605169
"Joe Nathan","TEX",64.2,0.29651163,0.67342799,0.48067393,0.64705882,0.81626506,0.7628866,0.48860258,24.43862069,"Joe Nathan",1122,150274
"David Purcey","CHW",25.1,0.22026432,0.65350877,0.43736264,0.5,0.8590604,0.76884422,0.5010989,24.37426901,"David Purcey",8360,453515
"Tony Watson","PIT",71.2,0.3385214,0.69927536,0.52532833,0.65517241,0.83937824,0.78214286,0.51782364,24.37252312,"Tony Watson",3132,453265
"Ramon E Ramirez","SFG",5.2,0.29230769,0.76595745,0.49107143,0.68421053,0.80555556,0.76363636,0.41964286,24.33766234,"Ramon E Ramirez",7986,430673
"Javy Guerra","LAD",10.2,0.23364486,0.76190476,0.5193133,0.68,0.78125,0.76033058,0.54077253,24.28395062,"Javy Guerra",7407,457915
"Vic Black","- - -",17,0.28676471,0.66216216,0.48239437,0.58974359,0.87755102,0.79562044,0.52112676,24.27669903,"Vic Black",9195,502195
"Barry Enright","LAA",8.1,0.23,0.62962963,0.40883978,0.69565217,0.90196078,0.83783784,0.44751381,24.26984127,"Barry Enright",2412,446264
"Yusmeiro Petit","SFG",48,0.33532934,0.65897436,0.50966851,0.61607143,0.82879377,0.76422764,0.53867403,24.26407767,"Yusmeiro Petit",4020,433589
"Josh Outman","COL",54,0.28902954,0.6450116,0.45856354,0.59124088,0.77697842,0.71566265,0.47624309,24.25826772,"Josh Outman",4004,489189
"Juan Gutierrez","- - -",55.1,0.2676399,0.65502183,0.47180667,0.61818182,0.86666667,0.8,0.52704258,24.25686591,"Juan Gutierrez",3265,434641
"Hisashi Iwakuma","SEA",219.2,0.33697234,0.62068966,0.49432739,0.60475162,0.86911488,0.78885246,0.55461912,24.24618938,"Hisashi Iwakuma",13048,547874
"Brett Oberholtzer","HOU",71.2,0.28571429,0.65031646,0.49500454,0.63432836,0.89051095,0.82752294,0.57402361,24.23484848,"Brett Oberholtzer",3855,519085
"Zach Phillips","MIA",1.2,0.3125,0.42307692,0.38095238,0.8,0.90909091,0.875,0.61904762,24.22580645,"Zach Phillips",99,452061
"Jose Ortega","DET",11.2,0.16,0.58163265,0.36868687,0.5,0.89473684,0.80821918,0.49494949,24.2137931,"Jose Ortega",9651,514639
"Cody Allen","CLE",70.1,0.28836425,0.60616438,0.44604928,0.55555556,0.82768362,0.73904762,0.49617672,24.20379147,"Cody Allen",12183,592102
"Ryan Vogelsong","SFG",103.2,0.24036281,0.61421911,0.42471264,0.76415094,0.91271347,0.87009472,0.49310345,24.18814229,"Ryan Vogelsong",1011,285064
"Greg Burke","NYM",31.2,0.29931973,0.59677419,0.45198675,0.65909091,0.81081081,0.76190476,0.51324503,24.18493151,"Greg Burke",6282,457566
"Chien-Ming Wang","TOR",27,0.22,0.6507177,0.4400978,0.75,0.89705882,0.86111111,0.51100244,24.15140845,"Chien-Ming Wang",2074,425426
"Tommy Layne","SDP",8.2,0.26190476,0.57352941,0.40131579,0.77272727,0.94871795,0.8852459,0.44736842,24.13592233,"Tommy Layne",7501,518927
"Victor Marte","STL",3,0.28125,0.64285714,0.45,0.44444444,0.94444444,0.77777778,0.46666667,24.10810811,"Victor Marte",5158,469690
"Michael Bowden","CHC",37.2,0.27972028,0.68269231,0.48996656,0.675,0.82629108,0.78498294,0.52173913,24.09263658,"Michael Bowden",4440,476601
"Drake Britton","BOS",21,0.25517241,0.54491018,0.41025641,0.51351351,0.9010989,0.7890625,0.53525641,24.07906977,"Drake Britton",2868,518493
"Daisuke Matsuzaka","NYM",38.2,0.25316456,0.65994236,0.46606335,0.7125,0.87772926,0.83495146,0.52337858,24.07201646,"Daisuke Matsuzaka",7775,493137
"Luis García","PHI",31.1,0.25657895,0.6090535,0.41316271,0.44871795,0.89189189,0.73893805,0.44424132,24.05626598,"Luis Garcia",6984,472610
"Ronald Belisario","LAD",68,0.28633406,0.62818336,0.47809524,0.6969697,0.84594595,0.80677291,0.56095238,24.04979253,"Ronald Belisario",2203,430613
"Addison Reed","CHW",71.1,0.27104723,0.63555556,0.4827883,0.52272727,0.84149184,0.76648841,0.58089501,24.00236967,"Addison Reed",10586,592665
"Tyler Robertson","MIN",1,0.5,0.71428571,0.61538462,0.33333333,0.8,0.625,0.53846154,24,"Tyler Robertson",3223,502356
"Matt Lindstrom","CHW",60.2,0.29587156,0.61232604,0.46538871,0.5503876,0.88636364,0.78718535,0.53567625,23.98505232,"Matt Lindstrom",4604,434637
"Josh Beckett","LAD",43.1,0.26628895,0.63588391,0.45765027,0.57446809,0.82987552,0.75820896,0.51775956,23.96825397,"Josh Beckett",510,277417
"Javier López","SFG",39.1,0.30769231,0.63545151,0.47157191,0.56521739,0.83684211,0.74822695,0.5,23.95359629,"Javier Lopez",1663,425657
"Huston Street","SDP",56.2,0.30718954,0.71938776,0.49706228,0.64539007,0.81914894,0.76122931,0.46063455,23.93074324,"Huston Street",8258,434718
"José Cisnero","HOU",43.2,0.23737374,0.67801047,0.45372751,0.56382979,0.80694981,0.74220963,0.49100257,23.90181818,"Jose Cisnero",6399,542585
"A.J. Burnett","PIT",191,0.28206945,0.58568738,0.4430759,0.44974874,0.886388,0.75582269,0.53029294,23.90142791,"A.J. Burnett",512,150359
"Mike Pelfrey","MIN",152.2,0.23737754,0.6354539,0.44167278,0.75555556,0.92463442,0.88039867,0.51320616,23.9005994,"Mike Pelfrey",5203,460059
"Rich Hill","CLE",38.2,0.22820513,0.52925532,0.37597911,0.59550562,0.80904523,0.74305556,0.49086162,23.88278388,"Rich Hill",4806,448179
"Luis Ayala","- - -",33,0.3125,0.61568627,0.45488029,0.64444444,0.92993631,0.82591093,0.46961326,23.8622449,"Luis Ayala",1650,425646
"Blake Wood","CLE",1.1,0.30434783,0.61111111,0.43902439,0.57142857,0.81818182,0.72222222,0.43902439,23.85294118,"Blake Wood",1345,502028
"Jose Contreras","PIT",5,0.2173913,0.62222222,0.37719298,0.53333333,0.85714286,0.74418605,0.39473684,23.81578947,"Jose Contreras",1660,425747
"Jarred Cosart","HOU",60,0.18579235,0.60887949,0.3816047,0.65686275,0.92361111,0.85384615,0.462818,23.80183727,"Jarred Cosart",10304,543054
"Cory Burns","TEX",11.1,0.32727273,0.70212766,0.5,0.63888889,0.83333333,0.76470588,0.46078431,23.7972973,"Cory Burns",6620,451132
"Xavier Cedeño","- - -",12.1,0.26415094,0.5826087,0.42986425,0.57142857,0.88059701,0.78947368,0.52036199,23.79605263,"Xavier Cedeno",36,458584
"Oliver Pérez","SEA",53,0.25419664,0.56457565,0.42961418,0.39622642,0.81699346,0.70873786,0.56517205,23.7818448,"Oliver Perez",1514,424144
"Kevin Correia","MIN",185.1,0.26130653,0.64366291,0.46,0.70879121,0.92886598,0.86881559,0.51965517,23.78109932,"Kevin Correia",1767,429781
"Matt Garza","- - -",155.1,0.27989371,0.64875389,0.47617074,0.61075949,0.85594238,0.78851175,0.5321177,23.76146257,"Matt Garza",3340,490063
"Kyle Kendrick","PHI",182,0.28539326,0.6240948,0.46566223,0.75328084,0.90084388,0.85854026,0.53223546,23.75707899,"Kyle Kendrick",6230,452718
"Philip Humber","HOU",54.2,0.24220624,0.66869919,0.4730473,0.59405941,0.87234043,0.80697674,0.54125413,23.75328947,"Philip Humber",8586,458950
"Sean Henn","NYM",2.2,0.12903226,0.69230769,0.38596491,0.5,0.94444444,0.86363636,0.45614035,23.75,"Sean Henn",2147,430675
"Jair Jurrjens","BAL",7.1,0.26,0.66101695,0.47706422,0.92307692,0.8974359,0.90384615,0.5412844,23.73684211,"Jair Jurrjens",5556,457453
"Michael Stutes","PHI",17.2,0.20454545,0.68789809,0.46712803,0.2962963,0.87962963,0.76296296,0.5432526,23.72195122,"Michael Stutes",6550,452741
"Anthony Varvaro","ATL",73.1,0.26534653,0.64965986,0.47209515,0.6119403,0.90052356,0.8255814,0.53796889,23.70633894,"Anthony Varvaro",2385,460008
"Yu Darvish","TEX",209.2,0.26825127,0.6102503,0.43483309,0.44514768,0.82128906,0.70226969,0.48708273,23.70490506,"Yu Darvish",13074,506433
"Brandon Lyon","NYM",34.1,0.28865979,0.66917293,0.47037702,0.67857143,0.87640449,0.8129771,0.47755835,23.69113924,"Brandon Lyon",1312,407193
"Chris Hatcher","MIA",8.2,0.20895522,0.62962963,0.46857143,0.64285714,0.89705882,0.85365854,0.61714286,23.66141732,"Chris Hatcher",3299,501822
"Garrett Richards","LAA",145,0.27663384,0.61513158,0.45306472,0.51132686,0.91042781,0.79375591,0.52121732,23.65781533,"Garrett Richards",9784,572070
"Antonio Bastardo","PHI",42.2,0.29494382,0.65789474,0.47277937,0.44761905,0.81777778,0.7,0.48997135,23.64503043,"Antonio Bastardo",8844,455374
"Héctor Rondón","CHC",54.2,0.2629108,0.65773196,0.47310648,0.63392857,0.82445141,0.774942,0.532382,23.64404223,"Hector Rondon",2391,444468
"Matt Albers","CLE",63,0.25490196,0.62869198,0.44480171,0.66666667,0.88590604,0.82409639,0.50803859,23.62441315,"Matt Albers",4300,458006
"Fernando Rodney","TBR",66.2,0.27242525,0.57118928,0.42118432,0.58536585,0.74486804,0.69306931,0.49791493,23.62356979,"Fernando Rodney",494,407845
"Luke Hochevar","KCR",70.1,0.31083845,0.64673913,0.48895293,0.48026316,0.82352941,0.72102161,0.53025937,23.60675676,"Luke Hochevar",6943,460024
"Scott Rice","NYM",51,0.29638554,0.6302521,0.4507772,0.44715447,0.81777778,0.68678161,0.46243523,23.58441558,"Scott Rice",2743,446488
"Mitchell Boggs","- - -",23.1,0.23744292,0.65919283,0.45022624,0.57692308,0.91156463,0.8241206,0.50452489,23.58219178,"Mitchell Boggs",3344,459939
