Name,Team,IP,FA-X,FT-X,FC-X,FS-X,FO-X,SI-X,SL-X,CU-X,KC-X,EP-X,CH-X,SC-X,KN-X,NameASCII,PlayerId,MLBAMID
"Steven Wright","BOS",13.1,-3.0926471317515656,,,,,,,4.8766663869222,,,,,0.7562802079795063,"Steven Wright",8185,453214
"R.A. Dickey","TOR",224.2,-6.906153890342194,,,,,,,,,0.922121221368963,,,-0.008115403763708217,"R.A. Dickey",1245,285079
"Skip Schumaker","LAD",2,-6.094000244140625,,-2.8735713958740234,,,,,1.5475001335144043,,,-4.869999972256747,,-4.550000190734863,"Skip Schumaker",3704,435401
"Jamey Carroll","MIN",1,,,,,,,,,,,-4.831428527832031,,-4.949999809265137,"Jamey Carroll",1591,425206
"Jake Elmore","HOU",1,,,,,,,,6.670000076293945,,,-7.867499828338623,,-10.014999389648438,"Jake Elmore",7290,518653
"Neftalí Feliz","TEX",4.2,-6.5011110658998845,,,,,-11.800000190734863,2.1495239621117,,,,-7.956451416015625,,,"Neftali Feliz",18,491703
"Ramon Ortiz","TOR",25.1,-2.489032191614951,,,,,-6.636772252336333,2.9802906125090844,,,,-6.676764993106618,,,"Ramon Ortiz",27,150009
"Xavier Cedeño","- - -",12.1,1.2244681094555145,,,,,9.406413202700408,,-4.727916717529297,,,3.6049999237060546,,,"Xavier Cedeno",36,458584
"Zach Phillips","MIA",1.2,3.096000061035156,,,,,4.689999716622489,-0.07299993038177491,,,,,,,"Zach Phillips",99,452061
"Jason Marquis","SDP",117.2,-0.5533333222071329,,,,,-8.36189359777114,1.0920467265168128,,,,-4.195151383627946,,,"Jason Marquis",105,150302
"Erik Bedard","HOU",151,6.790786122888084,,1.0865384615384615,9.199879039417613,,11.830267765282054,,-4.046076070030763,,,5.646799926757812,,,"Erik Bedard",126,407853
"Rafael Betancourt","COL",28.2,-2.1386806993599397,,0.6136527147121772,,,,3.349945068359375,,,,-4.800322501890121,,,"Rafael Betancourt",177,429783
"Derek Lowe","TEX",13,,,-1.709230716411884,,,-9.44584914873231,3.466087009595788,,,,-5.929999828338623,,,"Derek Lowe",199,117955
