Name,Team,IP,wFA/C,wFT/C,wFC/C,wFS/C,wFO/C,wSI/C,wSL/C,wCU/C,wKC/C,wEP/C,wCH/C,wSC/C,wKN/C,NameASCII,PlayerId,MLBAMID
"Jake Elmore","HOU",1,,,,,,,,0,,,7.78016597032547,,1.5671351924538612,"Jake Elmore",7290,518653
"Jamey Carroll","MIN",1,,,,,,,,,,,10.476788452693395,,0.4666101187467575,"Jamey Carroll",1591,425206
"R.A. Dickey","TOR",224.2,-0.262911772835848,,,,,,,,,2.108110984166463,,,-0.12536552750889293,"R.A. Dickey",1245,285079
"Steven Wright","BOS",13.1,4.251560919425066,,,,,,,1.5394253035386405,,,,,-0.1731187249151405,"Steven Wright",8185,453214
"Skip Schumaker","LAD",2,-2.977239489555359,,-0.9989786360945021,,,,,-4.4815924018621445,,,-3.417827595363964,,-3.5700924694538116,"Skip Schumaker",3704,435401
"Neftalí Feliz","TEX",4.2,1.0871345246279682,,,,,-2.8741972520947456,-2.9273146674746555,,,,0.3212114014933186,,,"Neftali Feliz",18,491703
"Ramon Ortiz","TOR",25.1,0.380355792660867,,,,,-3.6204531222959107,-0.7288669430932333,,,,-1.8514552126255106,,,"Ramon Ortiz",27,150009
"Xavier Cedeño","- - -",12.1,2.6477114951356926,,,,,-1.7805375077802201,,1.5817087557580736,,,-12.272423505783081,,,"Xavier Cedeno",36,458584
"Zach Phillips","MIA",1.2,-0.21683332324028015,,,,,6.030998059681484,-15.144845247268677,,,,,,,"Zach Phillips",99,452061
"Jason Marquis","SDP",117.2,-0.9342818210522333,,,,,-0.7426829022519729,-1.0122604072674906,,,,0.46334635930430607,,,"Jason Marquis",105,150302
"Erik Bedard","HOU",151,-0.685457982183472,,-4.716618015215947,-1.3380555673079058,,-0.763021776456649,,0.44944492871301217,,,0.9265220562616984,,,"Erik Bedard",126,407853
