Name,Team,IP,wFA,wFT,wFC,wFS,wFO,wSI,wSL,wCU,wKC,wEP,wCH,wSC,wKN,NameASCII,PlayerId,MLBAMID
"Steven Wright","BOS",156.2,7.283477306365967,,,,,,,4.163627624511719,,,,,5.877185821533203,"Steven Wright",8185,453214
"Eddie Gamboa","TBR",13.1,,,-0.18746301531791687,,,0.1628168821334839,,,,,,,1.9840008020401,"Eddie Gamboa",6911,543195
"Erik Kratz","- - -",2,,,,,,,-0.8122720196843147,0.6319055892527103,,,-0.47083131968975067,,-0.03812279924750328,"Erik Kratz",4403,456124
"R.A. Dickey","TOR",169.2,0.6256205923855305,,,,,,,,,-2.124302864074707,,,-1.8943296372890472,"R.A. Dickey",1245,285079
"Neftalí Feliz","PIT",53.2,5.292919158935547,,,,,0.21465031802654266,-0.28707146644592285,,,,-0.06710481643676758,,,"Neftali Feliz",18,491703
"Xavier Cedeño","TBR",41.1,8.896402359008789,,,,,-0.08635617792606354,,-1.8813676834106445,,,-0.05016160383820534,,,"Xavier Cedeno",36,458584
"Zach Phillips","PIT",6.2,-0.11300472915172577,,,,,0.902459442615509,-0.5213946104049683,,,,-0.6307557225227356,,,"Zach Phillips",99,452061
"Bartolo Colon","NYM",191.2,0.6449470371007919,,,,,14.116217941045761,-3.5821316242218018,,,,-3.041564892977476,,,"Bartolo Colon",375,112526
"CC Sabathia","NYY",179.2,1.9437838792800903,,,,,-7.092111587524414,11.900676727294922,,,,2.664139747619629,,,"CC Sabathia",404,282332
"Fernando Rodney","- - -",65.1,-3.5678734481334686,,,,,2.676298141479492,,,,,5.997155427932739,,,"Fernando Rodney",494,407845
"Jason Grilli","- - -",59,2.0355955362319946,,,,,-0.6038041114807129,1.4775450229644775,,,,0.26590269058942795,,,"Jason Grilli",521,276351
"Kyle Lohse","TEX",9.1,,,,,,-3.9713776111602783,-1.1781339645385742,-1.045088291168213,,,-0.302803635597229,,,"Kyle Lohse",739,346798
"Scott Carroll","CHW",2.1,-0.13691942393779755,,,,,-0.3728211224079132,-0.4434061348438263,0.23403675854206085,,,0.41868093609809875,,,"Scott Carroll",888,453222
