Name,Team,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%,NameASCII,PlayerId,MLBAMID
"Dan Winkler","ATL",0.4,0.53846154,0.45454545,0.375,0.71428571,0.53333333,0.39393939,1,0.21212121,0.21212121,0.42424242,"Dan Winkler",12237,595465
"Andrew Miller","- - -",0.40504202,0.53537285,0.46601073,0.45643154,0.81428571,0.6487524,0.46779964,0.61818182,0.16368515,0.22987478,0.39355993,"Andrew Miller",6785,453192
"Branden Pinder","NYY",0.22222222,0.55555556,0.38888889,0,0.8,0.57142857,0.5,0.5,0.16666667,0.22222222,0.38888889,"Branden Pinder",12093,572038
"Matt Dermody","TOR",0.42105263,0.63636364,0.5,0.3125,0.78571429,0.53333333,0.36666667,0.625,0.23333333,0.15,0.38333333,"Matt Dermody",14844,571616
"Luke Gregerson","HOU",0.41747573,0.58358663,0.48222749,0.37209302,0.8125,0.57985258,0.38981043,0.63043478,0.20070423,0.16784038,0.3685446,"Luke Gregerson",4090,502381
"Dellin Betances","NYY",0.30801688,0.56319703,0.41793435,0.46575342,0.74917492,0.6302682,0.4307446,0.60869565,0.1544,0.2056,0.36,"Dellin Betances",6216,476454
"Ken Giles","HOU",0.39906832,0.68443497,0.51931716,0.39299611,0.79439252,0.61591696,0.42138365,0.64335664,0.19874664,0.15040286,0.34914951,"Ken Giles",12910,571704
"Pedro Strop","CHC",0.35730858,0.59121622,0.4525447,0.43506494,0.81714286,0.63829787,0.40715268,0.52406417,0.16323731,0.18518519,0.3484225,"Pedro Strop",4070,467008
"Edwin Díaz","SEA",0.33564815,0.70663265,0.51213592,0.46896552,0.72202166,0.63507109,0.47572816,0.58064516,0.18531889,0.16004813,0.34536703,"Edwin Diaz",14710,621242
"Tyson Ross","SDP",0.32653061,0.6,0.45744681,0.3125,0.88888889,0.6744186,0.4787234,0.7037037,0.14893617,0.19148936,0.34042553,"Tyson Ross",7872,475115
"Chaz Roe","- - -",0.35632184,0.58293839,0.45762712,0.50537634,0.87804878,0.71759259,0.4470339,0.68548387,0.12815126,0.21218487,0.34033613,"Chaz Roe",9866,475054
"Kyle Barraclough","MIA",0.26577181,0.5911414,0.40915916,0.41919192,0.79827089,0.66055046,0.44069069,0.57189542,0.13836948,0.20119671,0.33956619,"Kyle Barraclough",13713,607457
"Sergio Romo","SFG",0.34275618,0.65027322,0.46351931,0.54639175,0.78151261,0.67592593,0.39270386,0.65811966,0.14925373,0.18976546,0.33901919,"Sergio Romo",9817,489265
"Parker Bridwell","BAL",0.32352941,0.72,0.49152542,0.45454545,0.88888889,0.72413793,0.42372881,0.8,0.13559322,0.20338983,0.33898305,"Parker Bridwell",11502,592170
"Rich Hill","- - -",0.25840093,0.57845188,0.42660803,0.66816143,0.78661844,0.75257732,0.5255635,0.60592255,0.1055525,0.2308961,0.3364486,"Rich Hill",4806,448179
"Boone Logan","COL",0.3498818,0.62295082,0.46428571,0.38513514,0.83157895,0.63609467,0.41895604,0.65240642,0.1644385,0.1697861,0.3342246,"Boone Logan",5525,457429
"Aaron Nola","PHI",0.29513514,0.55671296,0.42146451,0.61538462,0.85862786,0.77055703,0.48295137,0.60662526,0.09632517,0.23775056,0.33407572,"Aaron Nola",16149,605400
"Glen Perkins","MIN",0.38461538,0.54545455,0.45833333,0.5,0.83333333,0.68181818,0.45833333,0.5,0.14583333,0.1875,0.33333333,"Glen Perkins",8041,450282
"Bryan Holaday","TEX",0.4,0.375,0.38888889,0.75,1,0.85714286,0.44444444,0.75,0.05555556,0.27777778,0.33333333,"Bryan Holaday",11287,592407
"Matt Grace","WSN",0.19047619,0.77777778,0.46153846,1,0.5,0.61111111,0.46153846,0.4,0.17948718,0.15384615,0.33333333,"Matt Grace",11449,594840
"José Fernández","MIA",0.3231441,0.62585551,0.45956134,0.48648649,0.81773998,0.68978374,0.45065113,0.60922659,0.1414966,0.19183673,0.33333333,"Jose Fernandez",11530,605228
"Chad Girodo","TOR",0.30120482,0.57377049,0.41666667,0.68,0.85714286,0.78333333,0.42361111,0.75,0.09027778,0.24305556,0.33333333,"Chad Girodo",15542,643325
"Jerry Blevins","NYM",0.28463476,0.59874608,0.42458101,0.5840708,0.82722513,0.73684211,0.44553073,0.60674157,0.10989011,0.22252747,0.33241758,"Jerry Blevins",7841,460283
"Zack Britton","BAL",0.3696,0.64631043,0.47642436,0.41991342,0.83070866,0.63505155,0.38605108,0.55905512,0.17234664,0.15968841,0.33203505,"Zack Britton",3240,502154
"Félix Peña","CHC",0.34848485,0.6984127,0.51937984,0.47826087,0.79545455,0.68656716,0.48837209,0.6,0.15789474,0.17293233,0.33082707,"Felix Pena",13403,570240
"Kenley Jansen","LAD",0.35622318,0.7490566,0.56526104,0.53614458,0.76322418,0.69626998,0.53212851,0.6812749,0.17065868,0.15968064,0.33033932,"Kenley Jansen",3096,445276
"Will Smith","- - -",0.3071066,0.55686275,0.40523883,0.51239669,0.88732394,0.7148289,0.39291217,0.70658683,0.11538462,0.21230769,0.32769231,"Will Smith",8048,519293
"Clayton Kershaw","LAD",0.34368737,0.6754717,0.51457726,0.48979592,0.80307263,0.70160529,0.51506317,0.69669118,0.15324927,0.17410281,0.32735209,"Clayton Kershaw",2036,477132
"Steve Cishek","SEA",0.29448819,0.57568807,0.40896359,0.58823529,0.8247012,0.72374429,0.40709617,0.61627907,0.11245353,0.21468401,0.32713755,"Steve Cishek",6483,518553
"Josh Ravin","LAD",0.3,0.77192982,0.4829932,0.37037037,0.79545455,0.63380282,0.3877551,0.65714286,0.17687075,0.14965986,0.32653061,"Josh Ravin",2951,502051
"Darren O'Day","BAL",0.38928571,0.62248996,0.49905482,0.57798165,0.80645161,0.71212121,0.47069943,0.67938931,0.141527,0.18435754,0.32588454,"Darren O'Day",3321,503285
"Carl Edwards Jr.","CHC",0.33157895,0.69834711,0.47427653,0.50793651,0.71005917,0.62372881,0.38906752,0.55797101,0.17817014,0.14606742,0.32423756,"Carl Edwards Jr.",13607,605218
"Aroldis Chapman","- - -",0.32258065,0.73137255,0.53641026,0.56,0.69168901,0.65391969,0.52307692,0.57657658,0.18545082,0.13831967,0.32377049,"Aroldis Chapman",10233,547973
"Chris Smith","OAK",0.29411765,0.62666667,0.40774487,0.42352941,0.84042553,0.6424581,0.34168565,0.64,0.14578588,0.17767654,0.32346241,"Chris Smith",4544,434672
"Brett Cecil","TOR",0.31292517,0.62867647,0.46466431,0.51086957,0.85964912,0.73764259,0.48056537,0.66242038,0.12190813,0.20141343,0.32332155,"Brett Cecil",2660,446399
"Justin Grimm","CHC",0.29545455,0.57723577,0.41137124,0.47435897,0.86384977,0.69918699,0.41137124,0.57333333,0.12251656,0.19977925,0.32229581,"Justin Grimm",11720,518748
"Kyle Hendricks","CHC",0.31762653,0.59515571,0.42921739,0.63186813,0.87209302,0.76580227,0.40208696,0.68590604,0.10006925,0.22126039,0.32132964,"Kyle Hendricks",12049,543294
"Evan Scribner","SEA",0.39805825,0.61445783,0.49462366,0.65853659,0.8627451,0.77173913,0.44623656,0.73469388,0.11052632,0.21052632,0.32105263,"Evan Scribner",7525,519267
"Seunghwan Oh","STL",0.36551724,0.74074074,0.53018576,0.53584906,0.73333333,0.65693431,0.43885449,0.66453674,0.18035303,0.13967767,0.3200307,"Seunghwan Oh",18719,493200
"AJ Ramos","MIA",0.27316294,0.61006289,0.41885766,0.49707602,0.83848797,0.71212121,0.43245694,0.60431655,0.11996419,0.1996419,0.31960609,"AJ Ramos",8350,573109
"Charlie Morton","PHI",0.25517241,0.59541985,0.41666667,0.43243243,0.83333333,0.70434783,0.47463768,0.61971831,0.12318841,0.19565217,0.31884058,"Charlie Morton",4676,450203
"Lance McCullers Jr.","HOU",0.3147914,0.6179159,0.4387145,0.4497992,0.88757396,0.70187394,0.40881913,0.56534091,0.13040238,0.18777943,0.31818182,"Lance McCullers Jr.",14120,621121
"Rob Zastryzny","CHC",0.28472222,0.63809524,0.43373494,0.46341463,0.82089552,0.68518519,0.42168675,0.39393939,0.13654618,0.18072289,0.31726908,"Rob Zastryzny",15094,642239
"Jose Campos","ARI",0.23214286,0.73076923,0.3902439,0.69230769,0.84210526,0.78125,0.31707317,0.5,0.08536585,0.23170732,0.31707317,"Jose Campos",11681,553883
"Cody Ege","- - -",0.27272727,0.61904762,0.41463415,0.63636364,0.80769231,0.74117647,0.4097561,0.63636364,0.10731707,0.2097561,0.31707317,"Cody Ege",15928,643297
"Bruce Rondón","DET",0.3427673,0.68442623,0.4911032,0.47706422,0.80838323,0.67753623,0.4341637,0.59027778,0.15752212,0.15929204,0.31681416,"Bruce Rondon",5766,541652
"Alex Wood","LAD",0.27428571,0.59130435,0.42233503,0.56944444,0.87867647,0.77163462,0.46700508,0.65098039,0.0964467,0.22030457,0.31675127,"Alex Wood",13781,622072
"Craig Kimbrel","BOS",0.31053604,0.62436548,0.44278075,0.4702381,0.78861789,0.65942029,0.42139037,0.68181818,0.15080214,0.1657754,0.31657754,"Craig Kimbrel",6655,518886
"Noah Syndergaard","NYM",0.36516854,0.66944024,0.50273598,0.53846154,0.83389831,0.71632653,0.45212038,0.63844086,0.14207836,0.17410562,0.31618399,"Noah Syndergaard",11762,592789
"Ryan Merritt","CLE",0.33333333,0.59375,0.46456693,0.85714286,0.86842105,0.86440678,0.50393701,0.81081081,0.06299213,0.2519685,0.31496063,"Ryan Merritt",13688,607320
"Nick Goody","NYY",0.33457249,0.65098039,0.48854962,0.5,0.79518072,0.69140625,0.48664122,0.5859375,0.14962121,0.16477273,0.31439394,"Nick Goody",13685,580792
"Max Scherzer","WSN",0.34709397,0.69428238,0.51448664,0.53677621,0.78991597,0.70147622,0.48213783,0.65077605,0.15324165,0.1611002,0.31434185,"Max Scherzer",3137,453286
"Héctor Rondón","CHC",0.28743961,0.65311653,0.45977011,0.65546218,0.82157676,0.76666667,0.47126437,0.72,0.10828025,0.20509554,0.3133758,"Hector Rondon",2391,444468
"Shawn Kelley","WSN",0.36342593,0.7130621,0.54505006,0.50318471,0.80780781,0.71020408,0.51946607,0.66071429,0.15656009,0.15656009,0.31312018,"Shawn Kelley",7773,518875
"Cam Bedrosian","LAA",0.26589595,0.62295082,0.43317972,0.54347826,0.83684211,0.74113475,0.46850998,0.61728395,0.11145038,0.20152672,0.3129771,"Cam Bedrosian",13360,592135
"Kelvin Herrera","KCR",0.35726496,0.68379447,0.50870761,0.55980861,0.78612717,0.7009009,0.46379468,0.64664311,0.15215399,0.1604033,0.31255729,"Kelvin Herrera",6033,516969
"Matt Buschmann","ARI",0.3125,0.55172414,0.42622951,0.7,0.8125,0.76923077,0.47540984,0.86666667,0.09375,0.21875,0.3125,"Matt Buschmann",3832,501936
"Jayson Aquino","BAL",0.27777778,0.71428571,0.46875,0.4,0.8,0.66666667,0.4375,0.5,0.15625,0.15625,0.3125,"Jayson Aquino",13150,593969
"Chris Devenski","HOU",0.35491607,0.66172507,0.49936548,0.61486486,0.79837067,0.72935197,0.47081218,0.64460784,0.13506658,0.1769182,0.31198478,"Chris Devenski",12763,606965
"Luis Avilán","LAD",0.39805825,0.63809524,0.47909968,0.46341463,0.8358209,0.63087248,0.33762058,0.59756098,0.16819572,0.14373089,0.31192661,"Luis Avilan",2882,501593
"Danny Coulombe","OAK",0.32225064,0.64156627,0.46887967,0.48412698,0.83568075,0.70501475,0.45919779,0.61139896,0.13679891,0.1751026,0.3119015,"Danny Coulombe",13293,543056
"Alex Colomé","TBR",0.34375,0.68882979,0.4953271,0.51515152,0.80694981,0.69339623,0.43925234,0.63716814,0.15116279,0.16046512,0.31162791,"Alex Colome",6661,517008
"Gavin Floyd","TOR",0.34494774,0.67379679,0.47468354,0.46464646,0.84126984,0.67555556,0.39451477,0.62096774,0.15368421,0.15789474,0.31157895,"Gavin Floyd",3886,425856
"Noé Ramirez","BOS",0.30081301,0.59183673,0.42986425,0.48648649,0.84482759,0.70526316,0.44343891,0.60655738,0.12444444,0.18666667,0.31111111,"Noe Ramirez",12800,598287
"Michael Feliz","HOU",0.29874214,0.640625,0.45121951,0.53157895,0.79573171,0.6988417,0.44599303,0.50740741,0.1358885,0.17508711,0.31097561,"Michael Feliz",11903,593140
"James Russell","PHI",0.26984127,0.66037736,0.44827586,0.47058824,0.8,0.69230769,0.45689655,0.59259259,0.13793103,0.17241379,0.31034483,"James Russell",4089,460701
"Addison Reed","NYM",0.31588448,0.69871795,0.51867572,0.59428571,0.8440367,0.77250409,0.52971138,0.70065789,0.11651299,0.19362951,0.3101425,"Addison Reed",10586,592665
"Zach Phillips","PIT",0.23809524,0.68,0.43362832,0.53333333,0.85294118,0.75510204,0.44247788,0.64285714,0.10619469,0.20353982,0.30973451,"Zach Phillips",99,452061
"Dustin Antolin","TOR",0.24,0.58823529,0.38095238,0.66666667,1,0.875,0.4047619,0.63636364,0.04761905,0.26190476,0.30952381,"Dustin Antolin",7119,542884
"Mike Bolsinger","LAD",0.29044118,0.57731959,0.40987124,0.59493671,0.89285714,0.76963351,0.41630901,0.6147541,0.09361702,0.21489362,0.30851064,"Mike Bolsinger",11137,502211
"Felipe Vázquez","- - -",0.32751092,0.66722689,0.48517941,0.53333333,0.79093199,0.6977492,0.46411856,0.57186544,0.14528594,0.16306028,0.30834621,"Felipe Vazquez",12076,553878
"Joe Blanton","LAD",0.34274194,0.68146718,0.48177496,0.44705882,0.88668555,0.70230263,0.41045959,0.65079365,0.14162754,0.16666667,0.30829421,"Joe Blanton",4849,430599
"Tyler Lyons","STL",0.2816092,0.62424242,0.44837758,0.59183673,0.8592233,0.77302632,0.48672566,0.71657754,0.10176991,0.20648968,0.30825959,"Tyler Lyons",11334,544928
"Mike Morin","LAA",0.31336406,0.65853659,0.48104265,0.57352941,0.83333333,0.74630542,0.48578199,0.67400881,0.12146226,0.18632075,0.30778302,"Mike Morin",13442,573046
"Michael Pineda","NYY",0.35426267,0.66483947,0.48589446,0.49756098,0.86219081,0.70901639,0.42383007,0.67328042,0.14119987,0.16572754,0.30692741,"Michael Pineda",5372,501381
"Sean Burnett","WSN",0.26829268,0.55319149,0.42045455,0.63636364,0.96153846,0.86486486,0.53409091,0.59090909,0.05681818,0.25,0.30681818,"Sean Burnett",1886,430634
"Chase Whitley","TBR",0.33587786,0.71028037,0.50420168,0.56818182,0.82894737,0.73333333,0.44957983,0.67213115,0.13445378,0.17226891,0.30672269,"Chase Whitley",10982,595032
"Derek Law","SFG",0.27751196,0.63756614,0.44849246,0.5,0.90041494,0.77030812,0.47487437,0.62616822,0.10301508,0.20351759,0.30653266,"Derek Law",13133,571882
"Cody Allen","CLE",0.29917355,0.66666667,0.46938776,0.48618785,0.81321839,0.70132325,0.46317657,0.5530303,0.13945278,0.16681377,0.30626655,"Cody Allen",12183,592102
"Josh Smoker","NYM",0.37681159,0.69827586,0.52362205,0.51923077,0.83950617,0.71428571,0.45669291,0.75384615,0.14728682,0.15891473,0.30620155,"Josh Smoker",10285,519294
"Adam Ottavino","COL",0.29885057,0.58375635,0.42139738,0.6025641,0.82608696,0.7357513,0.430131,0.52336449,0.11135371,0.19432314,0.30567686,"Adam Ottavino",1247,493603
"Tony Zych","SEA",0.28571429,0.57142857,0.40816327,0.55,0.9,0.76,0.42857143,0.48333333,0.0952381,0.21031746,0.30555556,"Tony Zych",12876,543964
"Jeurys Familia","NYM",0.38354254,0.6532567,0.49717514,0.49090909,0.85923754,0.69480519,0.42130751,0.56697819,0.14896989,0.15610143,0.30507132,"Jeurys Familia",5114,544727
"Xavier Cedeño","TBR",0.35141509,0.63157895,0.45942029,0.59731544,0.82142857,0.71608833,0.38550725,0.62643678,0.1300578,0.17485549,0.30491329,"Xavier Cedeno",36,458584
"Jake Buchanan","CHC",0.29411765,0.70967742,0.45121951,0.53333333,0.95454545,0.78378378,0.37804878,0.61904762,0.09756098,0.20731707,0.30487805,"Jake Buchanan",10962,594772
"David Robertson","CHW",0.28774423,0.6433121,0.44970986,0.51851852,0.82838284,0.72043011,0.45551257,0.61423221,0.12380952,0.18095238,0.3047619,"David Robertson",8241,502085
"Arnold Leon","TOR",0.27272727,0.625,0.45652174,0.5,0.86666667,0.76190476,0.52173913,0.72727273,0.10869565,0.19565217,0.30434783,"Arnold Leon",5595,504186
"J.R. Graham","MIN",0.27272727,0.58333333,0.43478261,0.33333333,1,0.8,0.52173913,0.66666667,0.08695652,0.2173913,0.30434783,"J.R. Graham",12042,543242
"Steve Hathaway","ARI",0.24806202,0.53225806,0.38735178,0.71875,0.89393939,0.83673469,0.49011858,0.53846154,0.06324111,0.24110672,0.30434783,"Steve Hathaway",15293,643355
"Miguel Castro","COL",0.2248062,0.6036036,0.4,0.55172414,0.85074627,0.76041667,0.4625,0.41791045,0.09583333,0.20833333,0.30416667,"Miguel Castro",15684,612434
"Dario Álvarez","- - -",0.3229572,0.64215686,0.46420824,0.4939759,0.83206107,0.70093458,0.44251627,0.46017699,0.13675214,0.16666667,0.3034188,"Dario Alvarez",14239,516714
"Will Harris","HOU",0.33779264,0.65617978,0.47363375,0.54950495,0.8390411,0.72064777,0.42665388,0.63529412,0.13205742,0.17129187,0.30334928,"Will Harris",3192,501789
"Mychal Givens","BAL",0.30938416,0.70406504,0.49653045,0.57819905,0.75750577,0.69875776,0.47417116,0.59744409,0.14854518,0.15467075,0.30321593,"Mychal Givens",10430,571710
"Trevor May","MIN",0.28965517,0.6840796,0.479092,0.49206349,0.82909091,0.72319202,0.48028674,0.62566845,0.13198573,0.17122473,0.30321046,"Trevor May",6398,543507
"Nick Tepesch","LAD",0.26666667,0.63888889,0.46969697,0.75,0.95652174,0.90322581,0.54545455,0.84210526,0.04545455,0.25757576,0.3030303,"Nick Tepesch",11716,519344
"Dylan Floro","TBR",0.32432432,0.60416667,0.43442623,0.6875,0.87931034,0.79245283,0.39344262,0.66666667,0.08870968,0.21370968,0.30241935,"Dylan Floro",13394,571670
"Blake Parker","- - -",0.2565445,0.64748201,0.42121212,0.48979592,0.86666667,0.73381295,0.42121212,0.60759494,0.11077844,0.19161677,0.30239521,"Blake Parker",5224,453284
"Roberto Osuna","TOR",0.36933798,0.74448529,0.55187835,0.56132075,0.80740741,0.72285251,0.48658318,0.70138889,0.15079365,0.15079365,0.3015873,"Roberto Osuna",13764,532077
"Koda Glover","WSN",0.32876712,0.66666667,0.50649351,0.60416667,0.85185185,0.77564103,0.52597403,0.6626506,0.11217949,0.18910256,0.30128205,"Koda Glover",17695,606983
"Carlos Villanueva","SDP",0.31170886,0.66058394,0.47372881,0.6142132,0.8480663,0.76565295,0.46440678,0.65732087,0.10980721,0.19111484,0.30092205,"Carlos Villanueva",4138,453646
"Kenta Maeda","LAD",0.31828979,0.64836066,0.45695592,0.61007463,0.83565107,0.74453655,0.42011019,0.61731844,0.11569966,0.18498294,0.30068259,"Kenta Maeda",18498,628317
"Oliver Drake","BAL",0.31677019,0.67407407,0.47972973,0.54901961,0.8021978,0.71126761,0.45608108,0.62162162,0.13851351,0.16216216,0.30067568,"Oliver Drake",8823,543118
"Pat Neshek","HOU",0.37982196,0.63532764,0.51017442,0.6953125,0.84304933,0.78917379,0.51017442,0.71351351,0.10393258,0.19662921,0.3005618,"Pat Neshek",4682,450212
"Buddy Baumann","SDP",0.29166667,0.74324324,0.48823529,0.71428571,0.67272727,0.68674699,0.43529412,0.675,0.15294118,0.14705882,0.3,"Buddy Baumann",9309,571473
"Ryan Dull","OAK",0.30421687,0.66051661,0.46434494,0.57920792,0.81564246,0.73035714,0.44941957,0.63448276,0.1240756,0.17584224,0.29991783,"Ryan Dull",13974,623430
"Héctor Neris","PHI",0.33333333,0.6763285,0.49146251,0.54132231,0.76666667,0.68429003,0.4610245,0.52134146,0.1539028,0.14580265,0.29970545,"Hector Neris",11804,593576
"Yu Darvish","TEX",0.32183908,0.66195191,0.47431833,0.59285714,0.81837607,0.73395722,0.44831959,0.58173077,0.12602913,0.17352755,0.29955668,"Yu Darvish",13074,506433
"Alex Claudio","TEX",0.33181818,0.63323782,0.46514575,0.65753425,0.85067873,0.77384196,0.44233207,0.64516129,0.10519645,0.19391635,0.2991128,"Alex Claudio",12890,592222
"Robbie Erlin","SDP",0.26415094,0.62244898,0.43627451,0.53571429,0.86885246,0.76404494,0.48039216,0.56896552,0.10294118,0.19607843,0.29901961,"Robbie Erlin",10354,572362
"Joe Musgrove","HOU",0.31332083,0.64205817,0.46326531,0.58083832,0.90592334,0.78634361,0.45612245,0.6171875,0.09897959,0.2,0.29897959,"Joe Musgrove",12970,605397
"Andrew Heaney","LAA",0.325,0.63829787,0.49425287,0.46153846,0.86666667,0.74418605,0.54022989,0.6,0.12643678,0.17241379,0.29885057,"Andrew Heaney",15423,571760
"Zach Putnam","CHW",0.36524823,0.71165644,0.49213483,0.51456311,0.75,0.63926941,0.36629213,0.57017544,0.17594655,0.12249443,0.29844098,"Zach Putnam",9080,474029
