Name,Team,IP,wFA/C,wFT/C,wFC/C,wFS/C,wFO/C,wSI/C,wSL/C,wCU/C,wKC/C,wEP/C,wCH/C,wSC/C,wKN/C,NameASCII,PlayerId,MLBAMID
"Frank Schwindel","CHC",3,-13.853129744529724,,,,,,,,,-13.04311603307724,,,-1.015206053853035,"Frank Schwindel",15351,643524
"Jack Mayfield","LAA",1,6.987887620925903,,,,,,,10.608544945716858,,,,,-3.4783005714416504,"Jack Mayfield",15402,608686
"Ernie Clement","CLE",2,-5.083341524004936,,,,,,,,,,,,-15.567141771316528,"Ernie Clement",20352,676391
"Tommy Hunter","NYM",22.1,-11.192216656424781,,0.7524084600602619,,,1.170540237426758,,-4.139601483064539,,,0,,,"Tommy Hunter",1157,488984
"Albert Pujols","STL",1,-5.776843271757428,,,,,,,-20.79719454050064,,,,,,"Albert Pujols",1177,405395
"Matt Bush","- - -",59.2,0.2591304923301418,,-2.402179804788966,,,2.2452786564826965,,2.260652557015419,,,,,,"Matt Bush",1246,456713
"Adam Ottavino","NYM",65.2,-3.4094130346017293,,0.10685803538019008,,,1.9910974087922468,2.115007547231821,,,,-0.7762190500895183,,,"Adam Ottavino",1247,493603
"Oliver Pérez","ARI",4,-28.77182364463806,,,,,-7.357717669287394,-0.431892662136643,,,,,,,"Oliver Perez",1514,424144
"Sean Doolittle","WSN",5.1,6.431883718909287,,,-4.274335131049156,,,,6.0913244883219395,,,,,,"Sean Doolittle",1581,448281
"Matt Moore","TEX",74,1.0102612024535045,,,,,,,,0.7215296947231333,,2.269191969008673,,,"Matt Moore",1890,519043
"Zack Greinke","KCR",137,0.40365906967513865,,0.25110272234386255,,,-4.986111323038736,-2.9303019955044705,1.1246850480248918,,,-1.6192062653322272,,,"Zack Greinke",1943,425844
"Clayton Kershaw","LAD",126.1,1.4891189077626104,,,,,-6.796184927225113,1.3274367529017326,1.8390400465144667,,,-15.752837874672629,,,"Clayton Kershaw",2036,477132
"Adam Wainwright","STL",191.2,-0.7721009107986815,,0.3088175338141772,,,-0.18021032539218765,-2.796943734089534,0.5352237820625305,-0.7219137115912003,,0.03373156148920614,,,"Adam Wainwright",2233,425794
"Corey Kluber","TBR",164,-3.7367658482657538,,0.5541457607010124,,,-1.0771791985694399,,-0.5959283076059658,,,1.3097748869941348,,,"Corey Kluber",2429,446372
"Lance Lynn","CHW",121.2,1.10114336783714,,0.554802176145477,,,-2.2770159226611146,1.9137715851819073,-1.9894875329116295,,,-7.129242545679997,,,"Lance Lynn",2520,458681
"Jhoulys Chacín","COL",47.1,-3.2021042229472725,,,,,-2.035692832648118,-0.5754519911373362,-0.5383235277588835,,,-0.13399930404765265,,,"Jhoulys Chacin",2608,468504
"Ross Detwiler","CIN",26.1,-1.2575812141100566,,-1.5026908967553116,,,-0.27898422673217255,,0.21298069041222334,,,-2.712626640613262,,,"Ross Detwiler",2859,446321
"Kenley Jansen","ATL",64,,,1.8416489430262521,,,-1.5167616479407806,-0.1321625846032878,,,,,,,"Kenley Jansen",3096,445276
"Max Scherzer","NYM",145.1,1.488677555522744,,0.18696896370174818,,,,3.1500055676414855,0.9709709882736206,,,-1.1390986687996807,,,"Max Scherzer",3137,453286
"David Price","LAD",40.1,1.1920578451270603,,1.723193222621702,,,-0.5998866955439249,,,3.7341179847717285,,-6.5097905695438385,,,"David Price",3184,456034
"T.J. McFarland","STL",32.2,,,,,,-1.031572522680744,2.1821582639539563,,,,-4.112229837435429,,,"T.J. McFarland",3237,519008
"Joe Smith","MIN",27.1,-0.6038649047879007,,,,,-0.17396490624610414,-3.720270715108732,,,,,,,"Joe Smith",3281,501925
"Aníbal Sánchez","WSN",69.1,-0.6523693817249243,,1.3009433235440935,,,0.3176414966583252,-1.2624902384621757,-0.8648017178411069,,,-0.4535416572813004,,,"Anibal Sanchez",3284,434671
"Charlie Culberson","TEX",2,4.499843487372765,,,,,,-54.91153597831726,-2.03041210770607,,,,,,"Charlie Culberson",3298,518586
"Darren O'Day","ATL",21.2,0.6341998775800068,,,,,-4.372853582555598,-0.42059476608815405,,,,,,,"Darren O'Day",3321,503285
"Liam Hendriks","CHW",57.2,1.0651719694768924,,,,,,0.7740677708256853,-0.729563295841217,,,,,,"Liam Hendriks",3548,521230
"Mark Melancon","ARI",56,-3.8131700621710882,,0.06847706951683374,2.4868105139051164,,,5.027230829000473,,-0.4552582152804038,,,,,"Mark Melancon",4264,453343
"Justin Wilson","CIN",3.2,8.253764478783857,,2.607378363609314,,,,-5.7267210062812355,,,,,,,"Justin Wilson",4301,458677
"Charlie Morton","ATL",172,-0.8362386846591365,,-0.9518717487799725,,,0.10887423757672704,,0.7695659318982797,,,-0.16498516403859662,,,"Charlie Morton",4676,450203
"Rich Hill","BOS",124.1,-1.138286536696267,,0.8615962262283503,,,-35.486022631327316,-0.6039079896646653,0.13874382790872605,-2.5680094957351685,,1.8328875303268433,,,"Rich Hill",4806,448179
"Jake Diekman","- - -",57.2,0.024073671650242164,,,,,-0.6437059182787567,-1.6112001562930662,,,,-1.224478759935924,,,"Jake Diekman",5003,518617
"Anthony Gose","CLE",21,-2.306581489623539,,,,,,2.861488741986892,,,,-5.73481023311615,,,"Anthony Gose",5097,543238
"Jeurys Familia","- - -",44.1,0.1916931352423663,,,-1.0076324818497997,,-2.540905620303192,-0.7459468092800171,,,,,,,"Jeurys Familia",5114,544727
"Sandy León","CLE",2,8.49299851585837,,,,,,,,,,,,,"Sandy Leon",5273,506702
"Jose Alvarez","SFG",15.1,-4.535393552346663,,,,,-1.0024549292145872,-1.382863411196956,,,,-1.9509129226207733,,,"Jose Alvarez",5358,501625
"Manny Bañuelos","- - -",41,-0.2795304689142439,,,,,2.053089673612632,-4.307446537310617,2.064131828064614,,,0.748662847197718,,,"Manny Banuelos",5365,544365
"Michael Pineda","DET",46.2,-1.8877789274924899,,,,,,0.8386611179181725,,,,-2.559509683162608,,,"Michael Pineda",5372,501381
"Pedro Báez","HOU",2.1,1.3937756419181824,,,,,,-4.698342936379569,,,,-5.934212488286636,,,"Pedro Baez",5420,520980
"Jesse Chavez","- - -",69.1,7.875136438418519,,0.9672738865695217,,,-3.459181262867684,,2.467632932322366,,,0.028954705884379726,,,"Jesse Chavez",5448,445926
"Arodys Vizcaíno","KCR",5.2,-0.7580163845649133,,,,,2.346620211998622,1.3275119993421767,,,,-72.40859270095825,,,"Arodys Vizcaino",5498,527055
"Madison Bumgarner","ARI",158.2,-2.317418700539022,,-0.8287513957304112,,,-7.0966148376464835,-20.860860347747803,0.6318886762517844,,,1.8607568274880077,,,"Madison Bumgarner",5524,518516
"Ryan Brasier","BOS",62.1,-1.04910203780251,,,,,-3.2686440568221244,0.9565901249013048,,,,-1.2271979680428138,,,"Ryan Brasier",5615,518489
"Tyler Clippard","WSN",5,-3.080548532307148,,,0.04156102590701159,,-2.0735447344027067,-76.72696113586426,-0.27217790484428406,,,-2.433684468269348,,,"Tyler Clippard",5640,461325
"Huascar Brazobán","MIA",32,-2.6674311412008183,,1.8011806589184387,,,-1.1578536459377833,,,,,-0.3129907748984091,,,"Huascar Brazoban",6107,623211
"Alcides Escobar","WSN",1.2,-2.9870661596457166,,-5.73481023311615,,,,,4.4481447109809285,,-16.490460766686333,,,,"Alcides Escobar",6310,444876
"David Phelps","TOR",63.2,1.0913755212511336,,-0.7317730763428648,,,1.2685574961046802,,,0.9247065374725744,,0.7919772766357245,,,"David Phelps",6316,475479
"Chris Archer","MIN",102.2,-1.6352498045535668,,,,,,1.0719898975256719,0.8604801715688501,,,0.3765129091168538,,,"Chris Archer",6345,502042
"Jake Odorizzi","- - -",106.1,0.20266040511753247,,0.30477400526912823,-0.20518111544707945,,,-0.9472911672074665,-1.8123096745947131,,,,,,"Jake Odorizzi",6397,543606
"Trevor May","NYM",25,-1.8603274079619863,,,1.6374212244282598,,,0.7604756490971014,,,,2.3989216486612954,,,"Trevor May",6398,543507
"José Cisnero","DET",25,0.36083023532543307,,6.113644176059299,,,-0.2881104568783328,4.112953850717256,,,,2.17115945286221,,,"Jose Cisnero",6399,542585
"Steve Cishek","WSN",66.1,1.677848451277789,,,,,-0.2147734013910826,-1.606613452281427,,,,-0.10436374694108963,,,"Steve Cishek",6483,518553
"Alex Cobb","SFG",149.2,2.501486837863922,,,0.5754496336910975,,0.2621237342879617,0,,0.21645668390634898,,,,,"Alex Cobb",6562,502171
"Carlos Carrasco","NYM",152,-0.8674615447284185,,,,,-1.676522768460787,0.889920137696347,-1.9166913899508389,,,1.0178879581856688,,,"Carlos Carrasco",6632,471911
"Craig Kimbrel","LAD",60,0.15752478666744904,,,,,,,,0.3454609606469979,,,,,"Craig Kimbrel",6655,518886
"Alex Colomé","COL",47,-4.043099975585938,,-0.49122126451095066,,,,,,,,,,,"Alex Colome",6661,517008
"Johnny Cueto","CHW",158.1,1.6221161979310055,,-1.2615600183828553,,,0.19213082353346145,1.0594508663201945,-8.288958072662354,,,-0.1382877116933059,,,"Johnny Cueto",6893,456501
