Name,Team,IP,Loc+ FA,Loc+ SI,Loc+ FC,Loc+ FS,Loc+ SL,Loc+ CU,Loc+ CH,Loc+ KC,Loc+ FO,Stuff+,Location+,Pitching+,NameASCII,PlayerId,MLBAMID
"Pete Fairbanks","TBR",24,97.0199074074074,,,,90.63639097744363,,95.12,,,149.21079999999995,94.51731428571428,141.07377142857146,"Pete Fairbanks",17998,664126
"Yerry Rodríguez","TEX",1,138.12,118.3,,,118.1,,,,,113.56333333333333,128.1211111111111,134.82444444444445,"Yerry Rodriguez",21955,666720
"Blake Treinen","LAD",5,96.275,147.9909090909091,124.66300000000001,,107.43052631578948,,,,,111.84985507246377,124.06434782608694,132.39420289855073,"Blake Treinen",12572,595014
"Tyler Glasnow","TBR",6.2,109.20360655737706,,,,77.516875,114.03809523809525,,,,126.17508771929828,101.19964912280703,131.62964912280702,"Tyler Glasnow",14374,607192
"Emmanuel Clase","CLE",72.2,105.4035294117647,,100.79598553345387,,101.06450142450146,,,,,134.03857142857152,100.89010822510821,131.2378571428572,"Emmanuel Clase",21032,661403
"Edwin Díaz","NYM",62,100.69156812339331,,,,92.85180633147117,,,,,133.34622030237583,96.14518358531313,130.62753779697627,"Edwin Diaz",14710,621242
"Jacob deGrom","NYM",64.1,107.56757847533629,,,,104.28546448087432,111.87833333333334,84.53324675324676,,,122.88511229946526,104.57330481283424,130.07754010695186,"Jacob deGrom",10954,594798
"Andrés Muñoz","SEA",65,94.51549999999999,144.57,,,95.42585735963581,,,,,138.0430362389814,95.23774730656218,128.76017629774734,"Andres Munoz",20373,662253
"José Alvarado","PHI",51,104.71000000000002,106.31883333333334,105.53349206349208,,,130.31454545454545,,,,116.9395275590551,106.21878515185607,128.4633520809898,"Jose Alvarado",17780,621237
"Brusdar Graterol","LAD",49.2,94.83722222222222,98.53256140350878,107.69537634408603,,102.55271317829458,,,,,131.12959999999998,101.47066666666665,127.51466666666666,"Brusdar Graterol",20367,660813
"Evan Phillips","LAD",63,93.90302325581393,119.65655913978497,110.81320000000004,,99.30139130434783,,,,,125.94820258192658,104.95257199602779,127.04494538232379,"Evan Phillips",17734,623465
"Ryan Thompson","TBR",42.2,96.49159420289855,102.33277777777779,141.45999999999998,,100.2485393258427,,106.894,,,129.14355029585803,101.4284615384615,124.15769230769227,"Ryan Thompson",16647,657044
"Félix Bautista","BAL",65.2,60.1821967213115,,,85.14600760456271,91.23147540983605,,,,,131.44291248206608,91.16077474892398,124.01437589670013,"Felix Bautista",20666,642585
"Jhoan Duran","MIN",67.2,104.27514792899407,,,102.61353658536585,84.98258064516129,95.92224999999999,,,,128.1885735623601,98.05070948469006,122.19336818521279,"Jhoan Duran",21029,661395
"Corbin Burnes","MIL",202,84.7575,91.50427272727275,99.09985674931127,,101.55026845637583,99.2020860927152,111.64874999999999,,,118.36593111856145,99.97223407497717,121.44009753124041,"Corbin Burnes",19361,669203
"Scott Effross","- - -",56.2,108.7131868131868,100.19068592057761,,,113.5400256097561,,108.73999999999998,,,115.99262990393223,113.7975446050591,120.42103548468704,"Scott Effross",18384,664123
"A.J. Minter","ATL",70,99.65464737793849,,104.1008963585434,,,,99.10796019900498,,,121.19432700993679,100.88771454381205,119.94027100271008,"A.J. Minter",18655,621345
"Greg Holland","TEX",4.2,121.36583333333334,,,,100.208,97.58666666666666,,,,106.51574999999998,106.35874999999999,118.4385,"Greg Holland",7196,518813
"Zack Wheeler","PHI",153,109.9987975951904,98.9216377171216,109.04989898989902,,,101.75822064056938,103.47190476190475,,,112.31707855626328,106.82787261146501,118.31282377919325,"Zack Wheeler",10310,554430
"Raynel Espinal","CIN",4.2,127.4606896551724,,,,127.31411764705884,,128.89466666666667,,,88.73413333333333,127.82693333333334,118.108,"Raynel Espinal",19516,642659
"Paul Sewald","SEA",64,90.43207171314742,,,,107.48680851063828,,,,,119.5365567010309,98.62086597938145,117.97142268041236,"Paul Sewald",13892,623149
"Jonathan Loáisiga","NYY",48,117.00285714285712,97.4727950310559,,,,107.29987012987011,94.24315789473684,,,118.77333333333334,99.25984189723319,117.91815546772072,"Jonathan Loaisiga",19753,642528
"Shaun Anderson","TOR",1,114.62,,,,110.67333333333335,,,,,93.88190476190476,111.23714285714289,117.86380952380952,"Shaun Anderson",19453,641312
"Adrian Morejon","SDP",34,108.04686327077746,,,,106.9813698630137,108.92342857142853,97.8991304347826,,,112.157843866171,107.56791821561337,117.73003717472122,"Adrian Morejon",20039,670970
"Ryan Helsley","STL",64.2,97.63193430656935,,,,98.49498371335503,80.92158415841585,105.58,,,120.85596253902189,96.17916753381898,117.71452653485949,"Ryan Helsley",18138,664854
"Shohei Ohtani","LAA",166,93.16743732590527,88.49793814432991,105.78197424892703,89.75884615384615,98.01957894736843,85.64380090497738,,,,121.75196340068614,95.01341212352267,117.6791155165841,"Shohei Ohtani",19755,660271
"Chris Sale","BOS",5.2,120.33444444444444,83.98727272727274,,,134.0230303030303,,104.81727272727272,,,97.87098039215687,117.49647058823528,117.56705882352941,"Chris Sale",10603,519242
"Tyler Rogers","SFG",75.2,134.2736,93.48559602649011,,,96.30966417910446,,,,,127.63996557659212,96.13397590361448,117.4871084337349,"Tyler Rogers",15541,643511
"Michael King","NYY",51,95.09298850574713,107.66364912280703,,,104.63810344827591,,96.20270270270268,,,116.07662303664921,102.79986910994761,117.42311518324607,"Michael King",19853,650633
"Kenley Jansen","ATL",64,,104.99917050691246,86.98450229709037,,85.75757575757575,,,,,131.4834165834166,90.77512487512485,117.03834165834176,"Kenley Jansen",3096,445276
"Hunter Greene","CIN",125.2,101.84614345991562,,,,92.83708888888887,,93.3484210526316,,,120.49855323020924,97.68608735213827,116.9766151046406,"Hunter Greene",22182,668881
"Cooper Criswell","TBR",3.1,,127.04,100.68,,92.62,,,,,103.32266666666666,112.45866666666667,116.92444444444445,"Cooper Criswell",24975,681867
"Connor Brogdon","PHI",44,111.62229074889865,,106.11125000000001,,,,106.84221498371335,,,109.1735219236209,108.16639321074962,116.39544554455439,"Connor Brogdon",21205,641401
"Gerrit Cole","NYY",200.2,97.61162544169612,,96.17413461538462,,99.87005434782611,,104.35746376811593,101.80164305949009,,118.5618103975535,98.95360856269109,116.22585321100917,"Gerrit Cole",13125,543037
"Shane McClanahan","TBR",166.1,100.91833523375139,,,,95.62494736842102,99.76762068965517,109.47302400000002,,,114.38204961366405,101.9740544936966,115.89683611224072,"Shane McClanahan",21483,663556
"Joel Kuhnel","CIN",58,122.79412280701752,97.64678700361011,,,104.83009404388713,,115.6839160839161,,,104.3724535679374,111.83237536656893,115.7023264907136,"Joel Kuhnel",19995,669270
"Devin Williams","MIL",60.2,95.97607940446649,,91.05000000000001,,58.58594594594595,,99.86596774193549,,,117.38453183520599,96.90200374531837,115.60698501872663,"Devin Williams",15816,642207
"John Means","BAL",8,95.9778947368421,,,,101.23764705882353,,117.09952380952382,103.81368421052632,,111.38444444444444,104.31422222222221,115.52622222222224,"John Means",16269,607644
"Jeremiah Estrada","CHC",5.2,91.88863636363637,,,,114.00636363636363,84.06400000000001,130.78,,,120.16534482758621,96.4648275862069,115.46586206896549,"Jeremiah Estrada",22210,669093
"Josh Fleming","TBR",35,,105.44082872928178,109.40039603960395,,,113.2756435185185,111.48904761904762,,,108.1930771544882,108.03413598499378,115.44614973667609,"Josh Fleming",20418,676596
"Caleb Thielbar","MIN",59.1,96.64670731707315,,,,104.27398373983739,105.25020408163265,84.38,,,120.07227043390517,100.51370332996972,115.43723511604446,"Caleb Thielbar",10078,573204
"Aaron Nola","PHI",205,102.77527093596058,107.42325174825174,105.6727272727273,,,,100.99089285714285,102.31014888337468,,114.9104224422442,103.49404620462043,115.09124092409232,"Aaron Nola",16149,605400
"Tim Hill","SDP",48,103.15131221719456,99.26546798029558,88.972,,89.60529411764706,,,,,115.17448183041726,99.23084791386272,114.89467025571999,"Tim Hill",16814,657612
"Luis García","SDP",61,55.235,101.74133072407042,,107.16896,95.31538961038962,,,,,116.67770833333338,99.55735416666661,114.65977083333333,"Luis Garcia",6984,472610
"Craig Kimbrel","LAD",60,104.99639566395662,,,,,,,93.17006410256411,,113.7883271375465,102.77994423791817,114.5579925650558,"Craig Kimbrel",6655,518886
"Rafael Montero","HOU",68.1,107.67739478957917,106.95405622489962,,,101.58075187969928,,123.03301886792454,,,105.12815765352885,109.64604949587536,114.52141154903761,"Rafael Montero",12760,606160
"Yimi García","TOR",61,120.27821739130435,92.26479452054794,,,101.17933701657456,104.72643678160921,73.44473684210527,,,105.6840347490348,106.96361003860997,114.41167953667951,"Yimi Garcia",12095,554340
"Liam Hendriks","CHW",57.2,101.69675958188154,,,,95.27343065693428,90.13940000000001,,,,115.37955508474577,98.60809322033896,114.27313559322036,"Liam Hendriks",3548,521230
"Blake Snell","SDP",128,100.96790769230772,,,,107.80323943661975,109.30022662889517,84.63694915254237,,,108.98236200256738,103.07739837398375,114.13353872486088,"Blake Snell",13543,605483
"Brandon Woodruff","MIL",153.1,107.69823950870013,100.78191528545119,,,98.01699300699299,115.41911949685536,111.80498789346245,,,109.10733017377565,106.76328593996844,113.94510268562402,"Brandon Woodruff",16162,605540
"Phil Bickford","LAD",61,102.64228826151562,,,,111.71493670886078,,-98.03999999999999,,,111.17209302325585,105.30992922143575,113.93379170879682,"Phil Bickford",18519,641360
"Joe Jiménez","DET",56.2,101.0689447236181,,,,104.6215224913495,,96.04941176470588,,,115.15559829059839,101.95801282051283,113.93339743589742,"Joe Jimenez",15761,641729
"Justin Wilson","CIN",3.2,140.40947368421052,,97.91555555555556,,94.08823529411765,,,,,107.51444444444445,111.66222222222221,113.9111111111111,"Justin Wilson",4301,458677
"Camilo Doval","SFG",67.2,,91.59013698630135,96.22176470588238,,92.37274590163935,,,,,120.96608928571429,93.3371607142858,113.57123214285716,"Camilo Doval",21992,666808
"Steven Matz","STL",48,,111.50317848410756,,,67.91818181818182,120.552262505002,115.11229508196722,,,105.27430643330969,113.22076668296599,113.53800554791846,"Steven Matz",13361,571927
"Sandy Alcantara","MIA",228.2,107.010305997552,101.12451294697907,,,106.19957865168543,37.95818181818182,101.28721787709496,,,110.47837871287126,103.4600804455445,113.38863242574263,"Sandy Alcantara",18684,645261
"Clay Holmes","NYY",63.2,186.32,97.2004076433121,,,110.23927083333336,,,,,114.25260020554981,99.81083247687565,113.38709146968147,"Clay Holmes",13649,605280
"Julio Urías","LAD",175,106.90517428350115,,,,,106.55688073394496,107.28379912663752,,,108.71785604900458,106.86650842266461,113.30180704441035,"Julio Urias",14765,628711
"Cristian Javier","HOU",148.2,104.62083387622152,,,,103.6340425531915,,74.04920000000001,107.35009345794393,,110.30446802760882,103.38692636975915,113.23953640268645,"Cristian Javier",17606,664299
"Josh Hader","- - -",50,,98.25135877862596,,,94.5978277153558,,105.57142857142857,,,116.44000860071202,97.10477071149157,113.1244740456689,"Josh Hader",14212,623352
"Spencer Strider","ATL",131.2,96.34436721311475,,,,88.22264385692068,,83.90770642201834,,,120.34252027834725,93.46808004715838,113.08283775208491,"Spencer Strider",27498,675911
"Shawn Armstrong","- - -",61.2,102.75089108910889,104.14997319034852,94.50814569536426,,101.8025117370892,,,,,114.23078279991364,103.34238062942687,113.07420218100808,"Shawn Armstrong",12857,542888
