Name,Team,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%,NameASCII,PlayerId,MLBAMID
"Noah Davis","COL",0.2,0.52941176,0.375,0.66666667,0.77777778,0.75,0.53125,0.71428571,0.09375,0.34375,0.4375,"Noah Davis",25862,663562
"Edwin Díaz","NYM",0.41906475,0.66129032,0.51616379,0.33476395,0.69918699,0.52192067,0.40086207,0.7106383,0.24676724,0.17456897,0.42133621,"Edwin Diaz",14710,621242
"Justin Wilson","CIN",0.36666667,0.58333333,0.46296296,0.63636364,0.57142857,0.6,0.44444444,0.61538462,0.18518519,0.22222222,0.40740741,"Justin Wilson",4301,458677
"Franmil Reyes","CHC",0.125,1,0.3,0,1,0.66666667,0.2,0.66666667,0.1,0.3,0.4,"Franmil Reyes",14566,614177
"Danny Young","- - -",0.27868852,0.56923077,0.42857143,0.58823529,0.83783784,0.75925926,0.51587302,0.78125,0.1031746,0.28571429,0.38888889,"Danny Young",18439,664849
"Sean Doolittle","WSN",0.44827586,0.69230769,0.56363636,0.46153846,0.77777778,0.64516129,0.47272727,0.76470588,0.2,0.18181818,0.38181818,"Sean Doolittle",1581,448281
"Andrew Vasquez","- - -",0.27835052,0.42857143,0.33333333,0.51851852,0.95833333,0.7254902,0.36601307,0.58974359,0.09150327,0.2875817,0.37908497,"Andrew Vasquez",19482,607755
"Cooper Criswell","TBR",0.26315789,0.57692308,0.44444444,0.6,0.8,0.75,0.57777778,0.84615385,0.11111111,0.26666667,0.37777778,"Cooper Criswell",24975,681867
"Shelby Miller","SFG",0.265625,0.52380952,0.39370079,0.70588235,0.81818182,0.78,0.49606299,0.7,0.08661417,0.27559055,0.36220472,"Shelby Miller",10197,571946
"Andrés Muñoz","SEA",0.42105263,0.73047859,0.54101563,0.46969697,0.72068966,0.60108303,0.38769531,0.68145161,0.21582031,0.140625,0.35644531,"Andres Munoz",20373,662253
