Name,Team,IP,FA-X,FT-X,FC-X,FS-X,FO-X,SI-X,SL-X,CU-X,KC-X,EP-X,CH-X,SC-X,KN-X,NameASCII,PlayerId,MLBAMID
"Jack Mayfield","LAA",1,-7.187230110168457,,,,,,,-5.594335079193115,,,,,1.0708932195390974,"Jack Mayfield",15402,608686
"Frank Schwindel","CHC",3,-6.546616236368815,,,,,,,,,-0.36467528343200684,,,-1.078208565711975,"Frank Schwindel",15351,643524
"Ernie Clement","CLE",2,-7.920197486877441,,,,,,,,,,,,-3.5374122619628907,"Ernie Clement",20352,676391
"Tommy Hunter","NYM",22.1,-3.860707022927024,,0.6571225468416392,,,-8.2570888671875,,5.258758544921875,,,-3.124455451965332,,,"Tommy Hunter",1157,488984
"Albert Pujols","STL",1,-3.108494206478721,,,,,,,3.4750261306762695,,,,,,"Albert Pujols",1177,405395
"Matt Bush","- - -",59.2,-4.154353982237376,,0.603887447694532,,,-8.090389092763266,,4.429202449321747,,,,,,"Matt Bush",1246,456713
"Adam Ottavino","NYM",65.2,-5.428447871245155,,1.0355180913751776,,,-10.285495923913043,9.060758284684066,,,,-10.042040201822916,,,"Adam Ottavino",1247,493603
"Oliver Pérez","ARI",4,7.341279983520508,,,,,10.996917014898257,-4.430009064850984,,,,,,,"Oliver Perez",1514,424144
"Sean Doolittle","WSN",5.1,3.283701826886433,,,6.02668571472168,,,,-4.7337697347005205,,,,,,"Sean Doolittle",1581,448281
"Matt Moore","TEX",74,5.861165364583333,,,,,,,,-1.8453068443314335,,10.1437744140625,,,"Matt Moore",1890,519043
"Zack Greinke","KCR",137,-1.6728850967582616,,3.121023744258826,,,-6.909147973154106,4.231510344005766,6.670814943520021,,,-7.620783025568182,,,"Zack Greinke",1943,425844
"Clayton Kershaw","LAD",126.1,0.10334522827811864,,,,,5.037639141082764,-2.572704674330073,-2.5227255583601536,,,7.498700228604403,,,"Clayton Kershaw",2036,477132
"Adam Wainwright","STL",191.2,-1.087150912236028,,3.1075237040617028,,,-7.787928409335533,9.22796376546224,8.925410970052083,8.880286939216383,,-8.407969318369709,,,"Adam Wainwright",2233,425794
"Corey Kluber","TBR",164,-4.179190741644965,,0.9399395148148838,,,-9.9261953243731,,8.735980708146487,,,-8.24306911892361,,,"Corey Kluber",2429,446372
"Lance Lynn","CHW",121.2,-3.0114231006963132,,0.23469730180262607,,,-6.985450687265038,1.803294994212963,4.944564994724318,,,-7.419884932668586,,,"Lance Lynn",2520,458681
"Jhoulys Chacín","COL",47.1,-2.0559765359629756,,,,,-6.858459255449288,1.9891495510463801,8.143912718468105,,,-3.5202811104910716,,,"Jhoulys Chacin",2608,468504
"Ross Detwiler","CIN",26.1,5.5769195556640625,,-0.6557950647865853,,,9.244144798344017,,-3.0672943592071533,,,7.70401118351863,,,"Ross Detwiler",2859,446321
"Kenley Jansen","ATL",64,,,4.4209522755551305,,,-2.8195108861967166,2.2653454496660306,,,,,,,"Kenley Jansen",3096,445276
"Max Scherzer","NYM",145.1,-7.356571977524161,,-0.9387407765805142,,,,0.6524825323195684,8.592784423828125,,,-9.397064208984375,,,"Max Scherzer",3137,453286
"David Price","LAD",40.1,6.7037504279755975,,0.8517040756513488,,,9.342686360677083,,,-3.929942932128906,,8.995383262634277,,,"David Price",3184,456034
"T.J. McFarland","STL",32.2,,,,,,10.3289164624183,-2.1716692125475086,,,,8.985266569618867,,,"T.J. McFarland",3237,519008
"Joe Smith","MIN",27.1,-10.72521357913669,,,,,-8.895120823636969,6.904048764608739,,,,,,,"Joe Smith",3281,501925
