Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Aaron Cook","COL",9,15,0,32,32,212.2,3.893416834782404,2.327586151228611,0.7194357194706616,0.3024193548387097,0.70306924,0.576407506,0.095505617,,4.231974820415656,,4.195337096460293,4.333798804343395,3.604963541030884,"Aaron Cook",1571,346871
"Jon Garland","CHW",18,7,0,33,32,211.1,4.769716440560715,1.7460569112766902,1.107255602273023,0.3090909090909091,0.70652174,0.421124828,0.09489051,,4.514195916959248,,4.353372474630897,4.5782224598436105,3.592742486856878,"Jon Garland",232,279782
"Jake Westbrook","CLE",15,10,0,32,32,211.1,4.6419556125216985,2.342271180630215,0.6388012310809678,0.3217753120665742,0.70175439,0.60803324,0.095541401,,4.173501376395656,,3.8754543693755923,3.9980056320719335,3.572600841522217,"Jake Westbrook",412,150414
"Brad Penny","LAD",16,9,0,34,33,189,7.047619439907437,2.5714287145608217,0.9047619551232521,0.32075471698113206,0.72194719,0.435374149,0.089201877,,4.333333574537681,,3.8874885618184445,4.166278143762315,3.552345983684063,"Brad Penny",535,207267
"Brett Myers","PHI",12,7,0,31,31,198,8.590908428854245,2.8636361429514148,1.318181716596683,0.3005464480874317,0.76116682,0.455516014,0.142857142,,3.9090906078384395,,4.141697198120316,3.680188230391779,3.5301222801208496,"Brett Myers",962,408206
"Jeff Francis","COL",13,11,0,32,32,199,5.291456880697365,3.120602775795882,0.8140702893380561,0.26996805111821087,0.68908942,0.446740858,0.07860262,,4.160803701061176,,4.382928589581758,4.826160943461792,3.4571869373321533,"Jeff Francis",4684,433585
"Roger Clemens","HOU",7,6,0,19,19,113.1,8.100000363518227,2.3029412798238096,0.5558823778885057,0.26537216828478966,0.78431373,0.490196078,0.06542056,,2.3029412798238096,,3.0232183625376345,3.548651749905842,3.4444868564605713,"Roger Clemens",815,112388
"Andy Pettitte","HOU",14,13,0,36,35,214.1,7.474339213140537,2.9393468815721215,1.133748082892104,0.3236196319018405,0.72005878,0.496941896,0.144385026,,4.1990669736744595,,4.131195703674315,3.721129754052821,3.389206789433956,"Andy Pettitte",840,120485
"J.J. Putz","SEA",4,1,36,72,0,78.1,11.948940437425486,1.4936175546781858,0.4595746322086725,0.3055555555555556,0.78947368,0.505494505,0.066666666,,2.2978731610433627,,1.7297259972027847,2.1435993055249654,3.3680052757263184,"J.J. Putz",1795,407816
"Félix Hernández","SEA",12,14,0,31,31,191,8.293192392208656,2.827224679162042,1.0837694603454493,0.3121597096188748,0.68181818,0.577192982,0.164285714,,4.523559486659267,,3.905909962213777,3.3717747066926624,3.2831618785858154,"Felix Hernandez",4772,433587
"Randy Johnson","NYY",17,11,0,33,33,205,7.5512195121951216,2.6341463414634148,1.2292682926829268,0.28135593220338984,0.6183274,0.418719211,0.108527131,,5.004878048780488,,4.268698999358387,4.26385156635831,3.240513801574707,"Randy Johnson",60,116615
"Zach Duke","PIT",10,15,0,34,34,215.1,4.890092994762999,2.8421053302896064,0.7105263325724016,0.3278236914600551,0.69888961,0.512640449,0.082926829,,4.4721363285439395,,4.131267926939977,4.444434588310965,3.2217624187469482,"Zach Duke",3840,435043
"Vicente Padilla","TEX",15,10,0,33,33,200,7.019999464416545,3.1499997596740905,0.9449999279022272,0.3042763157894737,0.70182094,0.441033925,0.099056603,,4.499999656677272,,4.256747695159919,4.3831688204336805,3.2004451751708984,"Vicente Padilla",964,218894
"Joe Blanton","OAK",16,12,0,32,31,194.1,4.955403217175733,2.686106416786846,0.7873070531961445,0.33482810164424515,0.68879372,0.432791728,0.067729083,,4.816466678376414,,4.155324135574586,4.83537870949829,3.195350907742977,"Joe Blanton",4849,430599
"Takashi Saito","LAD",6,2,24,72,0,78.1,12.29362141158199,2.642554135199867,0.3446809741565044,0.26785714285714285,0.78488372,0.357142857,0.037037037,,2.0680858449390263,,1.8701515792665457,2.827178560082339,3.1443612575531006,"Takashi Saito",6021,493416
"Freddy Garcia","CHW",17,9,0,33,33,216.1,5.616332951769553,1.9969183828513966,1.3312789219009311,0.2820143884892086,0.70109152,0.411927877,0.109215017,,4.534668827725047,,4.584344115648933,4.567015827300334,3.1414527893066406,"Freddy Garcia",1077,150119
"Jonathan Papelbon","BOS",4,2,35,59,0,68.1,9.878053927268237,1.7121960140598278,0.39512215709072945,0.22424242424242424,0.92369478,0.373493975,0.039473684,,0.9219516998783688,,2.136991156169883,3.1311196942138877,3.0785257816314697,"Jonathan Papelbon",5975,449097
"Joe Nathan","MIN",7,0,36,64,0,68.1,12.512196053272977,2.1073172300249223,0.39512198062967296,0.23809523809523808,0.84645669,0.356164383,0.048387096,,1.5804879225186919,,1.6833330367733288,2.3891974753918075,3.064150333404541,"Joe Nathan",1122,150274
"Dontrelle Willis","FLA",12,12,0,34,34,223.1,6.447761340873179,3.344776195577962,0.8462686759896048,0.3078034682080925,0.75016308,0.475433526,0.092105263,,3.8686568045239076,,4.3064492987949095,4.5204623370180315,3.042494773864746,"Dontrelle Willis",1703,425883
"Ervin Santana","LAA",16,8,0,33,33,204,6.220588235294118,3.088235294117647,0.9264705882352942,0.26533996683250416,0.67067928,0.385737439,0.076923076,,4.279411764705882,,4.293806603375604,4.838469800900887,2.9594311714172363,"Ervin Santana",3200,429722
"Tom Glavine","NYM",15,7,0,32,32,198,5.954545913430101,2.818182035363865,1.0000000770645971,0.2898550724637681,0.73578595,0.442834138,0.109452736,,3.818182112428462,,4.298263020102395,4.282137843134084,2.88659930229187,"Tom Glavine",90,114849
"A.J. Burnett","TOR",10,8,0,21,21,135.2,7.828010414967861,2.5872237812181913,0.9287469983860174,0.31155778894472363,0.71342201,0.507389162,0.117647058,,3.9803442787972174,,3.7880254692079656,3.6806529359288005,2.8778250217437744,"A.J. Burnett",512,150359
"Miguel Batista","ARI",11,8,0,34,33,206.1,4.798061042596064,3.663973887073358,0.7851372615157196,0.3078034682080925,0.69303584,0.516594516,0.092307692,,4.579967358841698,,4.523161250651528,4.718792296847889,2.8719119541347027,"Miguel Batista",46,110683
"Justin Verlander","DET",17,9,0,30,30,186,5.999999507781038,2.9032255682811474,1.0161289488984016,0.2938053097345133,0.78264758,0.418965517,0.102941176,,3.6290319603514347,,4.345672412673406,4.4210929356171365,2.8127357959747314,"Justin Verlander",8700,434378
"Doug Davis","MIL",11,11,0,34,34,203.1,7.037704565944756,4.514753872492863,0.8409835644839645,0.30210016155088854,0.68086592,0.440789473,0.087557603,,4.913114508301056,,4.376255915056666,4.66307179744782,2.7652957439422607,"Doug Davis",1244,150277
"Orlando Hernandez","- - -",11,11,0,29,29,162.1,9.092401466967914,3.3819298139331875,1.2197123919103299,0.30227272727272725,0.69979716,0.340044742,0.105263157,,4.657083678203078,,4.23709673625088,4.286767513792045,2.735323667526245,"Orlando Hernandez",823,133340
"B.J. Ryan","TOR",2,2,38,65,0,72.1,10.700463839191164,2.488479962602596,0.3732719943903894,0.2422360248447205,0.8650519,0.366459627,0.04347826,,1.368663979431428,,2.1375309061240277,2.9405229367283527,2.677316427230835,"B.J. Ryan",168,124805
"Cole Hamels","PHI",9,8,0,23,23,132.1,9.861460199123723,3.264483376261646,1.2921913364369015,0.2857142857142857,0.72135785,0.388571428,0.125,,4.080604220327058,,3.9779819728757775,3.727585237033905,2.579822063446045,"Cole Hamels",4972,430935
"Daniel Cabrera","BAL",9,10,0,26,26,148,9.547296312971753,6.324323672287021,0.6689188499534349,0.3090909090909091,0.70214669,0.407216494,0.076388888,,4.743242754215266,,4.200801725227362,4.603559482200808,2.5603065490722656,"Daniel Cabrera",1931,425555
"Josh Johnson","FLA",12,7,0,31,24,157,7.6242031732860225,3.898088840477064,0.8025477024511602,0.2772727272727273,0.76963907,0.457665903,0.089743589,,3.095541138025904,,3.987512039556931,4.226315630878157,2.552562052384019,"Josh Johnson",4567,435178
"Jered Weaver","LAA",11,2,0,19,19,123,7.68292587616142,2.4146338467935893,1.0975608394516314,0.23652694610778444,0.86238532,0.303206997,0.083798882,,2.560975292053807,,3.9028452470239823,4.365066260019681,2.546574354171753,"Jered Weaver",4235,450308
"Scott Olsen","FLA",12,10,0,31,31,180.2,8.269371762504802,3.7361619408907236,1.1457563285398218,0.2795918367346939,0.70543375,0.448,0.125,,4.035054896161982,,4.325714436749486,4.103693411962536,2.5154917240142822,"Scott Olsen",4529,435179
"Clay Hensley","SDP",11,12,0,37,29,187,5.871657754010696,3.657754010695187,0.7219251336898396,0.27845884413309985,0.73706897,0.538732394,0.089285714,,3.7058823529411766,,4.152095373429079,4.373358367407386,2.492079108953476,"Clay Hensley",4593,454535
"Tim Hudson","ATL",13,12,0,35,35,218.1,5.812213469656979,3.2564883978929173,1.03053430313067,0.2978723404255319,0.67361111,0.577994428,0.14367816,,4.864121910776762,,4.552854584562262,4.1856096534194585,2.4779574871063232,"Tim Hudson",921,218596
"Francisco Rodríguez","LAA",2,3,47,69,0,73,12.082194306296635,3.452055516084753,0.7397261820181613,0.2822085889570552,0.8953168,0.385542168,0.076923076,,1.7260277580423764,,2.722090156835766,3.156968104077041,2.443999767303467,"Francisco Rodriguez",1642,408061
"Byung-Hyun Kim","COL",8,12,0,27,27,155,7.490321843269413,3.541935135189412,1.0451611874329414,0.3403805496828753,0.6508079,0.417190775,0.106508875,,5.574192999642354,,4.327392824909329,4.351800441504109,2.4239559173583984,"Byung-Hyun Kim",61,218294
"Jon Lieber","PHI",9,11,0,27,27,168,5.35714334371143,1.2857144024907432,1.4464287028020861,0.30341113105924594,0.66950053,0.429577464,0.135,,4.928571876214516,,4.581271719662252,4.166987242365629,2.4131696224212646,"Jon Lieber",287,117758
"Esteban Loaiza","OAK",11,9,0,26,26,154.2,5.64439580925306,2.3275859007229114,0.9892240078072373,0.31153846153846154,0.65934066,0.419847328,0.085858585,,4.887930391518114,,4.194161435171502,4.566486032710253,2.3713183403015137,"Esteban Loaiza",1310,117842
"Jaret Wright","NYY",11,7,0,30,27,140.1,5.3871735919281365,3.65558208023695,0.6413301895152543,0.3147751605995717,0.70048309,0.382978723,0.056179775,,4.489311326606781,,4.244134993016738,5.1024214178114855,2.363761730492115,"Jaret Wright",415,124605
"Cliff Lee","CLE",14,11,0,33,33,200.2,5.785713699116379,2.601328639912791,1.3006643199563954,0.29635258358662614,0.70569366,0.326979472,0.087878787,,4.395348391576785,,4.72648183895032,5.16158322336057,2.3471884727478027,"Cliff Lee",1636,424324
"Huston Street","OAK",4,4,37,69,0,70.2,8.533020096259941,1.6556606156922273,0.5094340355976084,0.29411764705882354,0.69482289,0.369458128,0.047058823,,3.3113212313844547,,2.6231627988153163,3.57969724322128,2.342790126800537,"Huston Street",8258,434718
"Pedro Martínez","NYM",9,8,0,23,23,132.2,9.29396949292784,2.6457285417823777,1.288944674201671,0.2579710144927536,0.65184049,0.362857142,0.122580645,,4.477386763016331,,4.051270358233329,3.833319356200785,2.289658308029175,"Pedro Martinez",200,118377
"Matt Morris","SFG",10,15,0,33,33,207.2,5.070626251594274,2.730337212396917,0.9534510900433678,0.2852983988355167,0.65102195,0.456647398,0.095238095,,4.98394887977215,,4.5095086812718135,4.697392706494577,2.2796616554260254,"Matt Morris",1172,119403
"Barry Zito","OAK",16,10,0,34,34,221,6.149321266968326,4.031674208144796,1.0995475113122173,0.28091603053435116,0.78541374,0.383458646,0.089700996,,3.828054298642534,,4.8888292278099925,5.216916658914737,2.1997439861297607,"Barry Zito",944,217096
"Nate Robertson","DET",13,13,0,32,32,208.2,5.908945974962812,2.889776498704441,1.2507987830213252,0.2765625,0.76123128,0.467473524,0.131818181,,3.838658334099929,,4.718632840501344,4.39534321874674,2.1896963119506836,"Nate Robertson",1620,425146
"Chris Young","SDP",11,5,0,31,31,179.1,8.230482804508547,3.4628250823846933,1.4052043812575568,0.2264957264957265,0.80683157,0.253668763,0.104089219,,3.4628250823846933,,4.602138031862947,4.682899856347481,2.1749765872955322,"Chris Young",3196,432934
"Mariano Rivera","NYY",5,5,34,63,0,75,6.6000013427737105,1.320000268554742,0.3600000732422024,0.2648401826484018,0.83791209,0.539170506,0.045454545,,1.800000366211012,,2.840081050788019,3.5582421390951127,2.150665044784546,"Mariano Rivera",844,121250
"Mark Hendrickson","- - -",6,15,0,31,25,164.2,5.410931571032643,3.3886642162022613,0.9291498657328782,0.2905027932960894,0.7063197,0.477777777,0.087179487,,4.208502333025389,,4.48885314146035,4.81293338051159,2.1473652124404907,"Mark Hendrickson",1574,424805
"Ted Lilly","TOR",15,13,0,32,32,181.2,7.926605948441865,4.012844261398694,1.3871560409773263,0.2881679389312977,0.73843416,0.37732342,0.121212121,,4.310091984465264,,4.792619431640718,4.578035459955274,2.1111299991607666,"Ted Lilly",833,150404
"Kenny Rogers","DET",17,8,0,34,33,204,4.367647385514756,2.735294322241564,1.0147059582509028,0.2621951219512195,0.72284003,0.5,0.10798122,,3.8382355812099367,,4.685963581250943,4.689351954320386,2.056467443704605,"Kenny Rogers",1277,121386
"Livan Hernandez","- - -",13,13,0,34,34,216,5.333332956573136,3.2499997704117547,1.208333247973601,0.3013888888888889,0.70633264,0.363509749,0.092651757,,4.833332991894404,,4.845821733893363,5.139300116505226,1.9654725193977356,"Livan Hernandez",1116,115817
"Joel Zumaya","DET",6,3,1,62,0,83.1,10.476001598510987,4.536000692138778,0.6480000988769682,0.24630541871921183,0.87336245,0.339805825,0.064516129,,1.9440002966309047,,3.338747809143071,3.9729611007932486,1.9503251314163208,"Joel Zumaya",4699,451491
"Ian Snell","PIT",14,11,0,32,32,186,8.17741935483871,3.5806451612903225,1.403225806451613,0.313543599257885,0.72836332,0.426716141,0.148717948,,4.741935483870968,,4.582231650813934,4.030431698030362,1.931761384010315,"Ian Snell",2227,430636
"Jarrod Washburn","SEA",8,14,0,31,31,187,4.957219251336898,2.6470588235294117,1.2032085561497325,0.27948303715670436,0.69777778,0.397174254,0.092592592,,4.668449197860962,,4.77776382262694,5.0712947802907005,1.9292774200439453,"Jarrod Washburn",40,132220
"Jamie Moyer","- - -",11,14,0,33,33,211.1,4.599369195868777,2.171924342493589,1.405362809848793,0.2797704447632712,0.73170732,0.40027894,0.117021276,,4.301261933173578,,4.949586939955249,4.797099405991544,1.8991970419883728,"Jamie Moyer",1091,119469
"Gil Meche","SEA",11,8,0,32,32,186.2,7.521428981313923,4.0500002207074965,1.157142920202142,0.2949907235621521,0.70008285,0.43115942,0.113207547,,4.4839288157833,,4.6253192889933725,4.551841929545169,1.8891236782073975,"Gil Meche",1089,219194
"Jeff Suppan","STL",12,7,0,32,32,190,4.926315789473684,3.268421052631579,0.9947368421052631,0.2929133858267717,0.72270228,0.46801872,0.108247422,,4.121052631578947,,4.704642516688297,4.704422557275547,1.8686707019805908,"Jeff Suppan",633,122987
"Claudio Vargas","ARI",12,10,0,31,30,167.2,6.602385485597599,2.7912524004152455,1.449304130984839,0.2942271880819367,0.69498069,0.398550724,0.11637931,,4.831013769949463,,4.846548921124707,4.699973866310807,1.8676646165549755,"Claudio Vargas",1695,282567
"Aníbal Sánchez","FLA",10,3,0,18,17,114.1,5.667638641547563,3.620991354322054,0.7084548301934454,0.23964497041420119,0.79277865,0.446064139,0.063829787,,2.8338193207737814,,4.22254955902883,4.934390549365675,1.8560092449188232,"Anibal Sanchez",3284,434671
"Billy Wagner","NYM",3,2,40,70,0,72.1,11.695853356979535,2.6129034095379815,0.8709678031793271,0.30409356725146197,0.83557951,0.52840909,0.127272727,,2.239631493889698,,2.8426002930216647,2.654375287444812,1.8547531366348267,"Billy Wagner",578,123790
"Adam Loewen","BAL",6,6,0,22,19,112.1,7.851633002907215,4.967359654900483,0.640949632890385,0.31402439024390244,0.64193168,0.484848484,0.07920792,,5.367953175456974,,4.197193011527656,4.536425469470529,1.8224902153015137,"Adam Loewen",2134,429400
"Akinori Otsuka","TEX",2,4,32,63,0,59.2,7.089385777026375,1.6592179478146833,0.45251398576764096,0.29239766081871343,0.78595318,0.523255813,0.061224489,,2.1117319335823246,,2.7780326803318176,3.279871569820238,1.8180843591690063,"Akinori Otsuka",1895,430788
"Bobby Jenks","CHW",3,4,41,67,0,69.2,10.334930870549547,4.0047857123379496,0.6459331794093467,0.33516483516483514,0.72826087,0.587912087,0.125,,4.0047857123379496,,3.2041640624603556,3.0789971811051187,1.8095836639404297,"Bobby Jenks",8645,408057
"Josh Fogg","COL",11,9,0,31,31,172,4.866279501474025,3.139535162241307,1.2558140648965228,0.3127147766323024,0.65855705,0.425460636,0.108108108,,5.494186533922287,,5.030468877190976,5.0325283988304745,1.717123031616211,"Josh Fogg",989,150319
"Mark Buehrle","CHW",12,13,0,32,32,204,4.323529411764706,2.1176470588235294,1.588235294117647,0.3066860465116279,0.70630487,0.440677966,0.137931034,,4.985294117647059,,5.274198760238349,4.780214835959031,1.7142914533615112,"Mark Buehrle",225,279824
"Paul Byrd","CLE",10,9,0,31,31,179,4.424581005586592,1.910614525139665,1.3072625698324023,0.31839258114374036,0.65108514,0.385196374,0.106122448,,4.877094972067039,,4.78920588040485,4.826721312338747,1.7122995853424072,"Paul Byrd",594,111838
"Aaron Heilman","NYM",4,5,0,74,0,87,7.551724137931035,2.896551724137931,0.5172413793103449,0.27530364372469635,0.69072165,0.44855967,0.054347826,,3.6206896551724137,,3.28467881432895,4.025415578724324,1.7110668420791626,"Aaron Heilman",1751,408310
"Dan Wheeler","HOU",3,5,9,75,0,71.1,8.579441699287685,3.0280382468074185,0.6308413014182122,0.27040816326530615,0.80519481,0.365482233,0.057471264,,2.5233652056728486,,3.2448786489556913,4.049679249741437,1.6887233257293701,"Dan Wheeler",120,235095
"James Shields","TBD",6,8,0,21,21,124.2,7.508021543533847,2.7433155639835207,1.2994652671500888,0.328,0.72418136,0.427461139,0.13740458,,4.836898494391997,,4.390063313230536,3.991537692203896,1.6790341138839722,"James Shields",7059,448306
"Rodrigo Lopez","BAL",9,18,0,36,29,189,6.476189822626889,2.8095235259925473,1.523809370029856,0.32792207792207795,0.66613799,0.427672955,0.142857142,,5.904761308865693,,4.9086523639432125,4.375151041232391,1.662410362623632,"Rodrigo Lopez",150,150438
"Scot Shields","LAA",7,7,2,74,0,87.2,8.623575145135469,2.463878612895848,0.8212928709652827,0.26495726495726496,0.77565632,0.52360515,0.103896103,,2.8745250483784894,,3.2722230795769986,3.3217183223037936,1.6343108415603638,"Scot Shields",35,276912
"Brad Radke","MIN",12,9,0,28,28,162.1,4.601642422112973,1.7741271988869294,1.330595399165197,0.3151183970856102,0.72810591,0.416370106,0.111111111,,4.32443504728689,,4.655987931677086,4.606165950814544,1.6214114427566528,"Brad Radke",748,120878
"Juan Cruz","ARI",5,6,0,31,15,94.2,8.366197913536373,4.468310249275109,0.6654930158494843,0.28076923076923077,0.72542902,0.399224806,0.072916666,,4.183098956768187,,4.0868887069986375,4.552439129177869,1.5776995122432709,"Juan Cruz",273,407297
"Bob Wickman","- - -",1,6,33,57,0,54,7.000000741746769,2.1666668962549522,0.33333336865460805,0.2914285714285714,0.70093458,0.417647058,0.034482758,,2.6666669492368644,,2.850451452153207,3.8801934519970693,1.5523275136947632,"Bob Wickman",413,124233
