Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA,NameASCII,PlayerId,MLBAMID
"Jeff Nelson","CHW",6.750001609325793,16.87500402331448,0.4,3.3750008046628963,0.13333333,0.33333333,-0.2,0.3,3.000000715255908,0.2857142857142857,1,71.26739591825861,253.3040367331332,241.17842729464803,3.3750008046628963,12.146749925613914,-8.771749120951018,10.965127454423529,10.50887773384789,"Jeff Nelson",1092,119704
"Travis Chick","SEA",3.599997940064655,17.999989700323276,0.2,0,0.06451613,0.32258065,-0.25806452,0.3333333333333333,3.3999980545055077,0.3684210526315789,0.58823529,287.05102292782925,186.87099562576697,226.96817826470053,12.599992790226294,8.346744804384027,4.2532479858422665,10.316545176204741,10.107783902662296,"Travis Chick",4524,435458
"Jason Bulger","LAA",5.400002059937309,16.20000617981193,0.33333333,0,0.11111111,0.33333333,-0.22222222,0.16666666666666666,2.400000915527693,0.2,0.25,358.14581435106953,164.2607579202495,180.39701392400622,16.20000617981193,7.346749382019654,8.853256797792275,8.190950346463705,9.428376003947061,"Jason Bulger",3915,408072
"Mike Holtz","BOS",10.800004119874618,21.600008239749236,0.5,0,0.15384615,0.30769231,-0.15384615,0.375,4.2000016021734625,0.5,0.625,343.047603297463,219.9204299660849,269.97273084530065,16.20000617981193,9.746750297547347,6.453255882264582,12.279353190879501,8.516956471904638,"Mike Holtz",920,116114
"Shane Komine","OAK",1,8,0.125,3,0.02222222,0.17777778,-0.15555556,0.2702702702702703,2,0.21212121212121213,0.94202899,112.14389756913639,218.63419721066947,178.24059713786122,5,9.92452555762397,-4.924525557623969,8.09252746105194,8.205815506027422,"Shane Komine",4754,455005
"Mike Smith","MIN",3,9,0.33333333,3,0.05555556,0.16666667,-0.11111111,0.35714285714285715,2.6666666666666665,0.3333333333333333,0.65789474,268.26614054946816,245.9180192708574,214.84199639372687,12,10.813414446512859,1.1865855534871415,9.763083611428739,8.155132179153888,"Mike Smith",1479,420944
"Bartolome Fortunato","NYM",0,6,0,6,0,0.11111111,-0.11111111,0.4666666666666667,3,0.38461538461538464,0.13888889,616.4540435099085,332.4351241045559,219.42192201192893,27,14.813414446512859,12.186585553487141,9.898750634988149,7.938647610553123,"Bartolome Fortunato",2213,430627
"Franklyn German","FLA",4.500000715255851,10.500001668930318,0.42857143,0.7500001192093085,0.10526316,0.24561404,-0.14035088,0.16666666666666666,1.7500002781550532,0.17142857142857143,0.87378641,68.40253760955844,157.64205431135,172.11817450538797,3.000000476837234,6.980081722471546,-3.9800812456343118,7.772749942700412,7.847509771541856,"Franklyn German",1603,407883
"Jim Johnson","BAL",0,9,0,3,0,0.14285714,-0.14285714,0.5294117647058824,4,0.5,0.43103448,521.7812336852404,244.56866331106505,208.89714635796724,24,11.480081113179526,12.519918886820474,9.491749564309915,7.816628202688794,"Jim Johnson",3656,462382
"Mike DeJean","COL",0,10.800004119874618,0,0,0,0.25,-0.25,0.16666666666666666,1.8000006866457698,0.16666666666666666,1,0,143.03396750102388,149.2895449254235,0,6.746749153137731,-6.746749153137731,6.746749153137731,7.718854405641555,"Mike DeJean",682,113211
"Francisco Cruceta","SEA",2.700002768042541,8.100008304127623,0.33333333,2.700002768042541,0.05882353,0.17647059,-0.11764706,0.35714285714285715,2.4000024604822587,0.3333333333333333,0.60606061,246.04412696990508,204.69081560489988,185.2512247963682,10.800011072170165,9.146753931051839,1.653257141118326,8.412505587326544,7.687284219654782,"Francisco Cruceta",2104,425510
"Clint Nageotte","SEA",9,18,0.5,9,0.14285714,0.28571429,-0.14285714,0.4,4,0.3333333333333333,0.38461538,615.1096868137329,449.71040803572134,188.34582360248493,27,20.14674777984619,6.853252220153809,8.553748850524425,7.650349299575657,"Clint Nageotte",2156,425788
"Julio Santana","PHI",4.3200021423350465,9.720004820253855,0.44444444,1.0800005355837616,0.09302326,0.20930233,-0.11627907,0.24242424242424243,2.0400010116582163,0.25,0.54216867,164.1208052694031,158.18966684065086,173.00999654789922,7.560003749086332,7.346749862671931,0.21325388641440046,7.8128316355835015,7.285103864896183,"Julio Santana",496,121690
"Jermaine Van Buren","BOS",5.538466414055235,10.384624526353566,0.53333333,0.6923083017569044,0.12307692,0.23076923,-0.10769231,0.28,2.2307711945500253,0.3170731707317073,0.43478261,249.22274210378112,144.23056634419876,151.95387087661297,11.769241129867375,6.377519854711745,5.391721275155629,6.892752230547275,7.204805929937448,"Jermaine Van Buren",2492,435278
"Tim Byrdak","BAL",2.5714304982413894,10.285721992965557,0.25,2.5714304982413894,0.04761905,0.19047619,-0.14285714,0.4117647058823529,3.1428594978505866,0.4,0.625,279.52587035588425,207.1727202816672,163.30622608868035,12.857152491206946,9.718181275351963,3.1389712158549834,7.410894902858963,7.192893522657203,"Tim Byrdak",1995,136263
"Joselo Diaz","KCR",4.04999806881043,10.799994850161147,0.375,2.6999987125402867,0.07894737,0.21052632,-0.13157895,0.3448275862068966,2.6999987125402867,0.3333333333333333,0.67901235,236.90805124448994,227.11707625524184,175.88791716297064,10.799994850161147,10.19674441814583,0.6032504320153169,7.985146757531654,7.154642485397738,"Joselo Diaz",2057,407872
"Seth Etherton","KCR",4.695650226903904,7.043475340355856,0.66666667,3.521737670177928,0.1,0.15,-0.05,0.29411764705882354,2.0869556564017353,0.25925925925925924,0.59322034,206.0070138950024,212.50683217024792,162.7924216161588,9.391300453807808,9.538049477576505,-0.14674902376869703,7.387443908112514,7.152445123165911,"Seth Etherton",322,150003
"Colter Bean","NYY",4.5,9,0.5,0,0.1,0.2,-0.1,0.2857142857142857,2,0.3333333333333333,0.6,197.7407351316091,146.6506437936438,192.8044611293046,9,6.646747779846192,2.3532522201538084,8.757249385863542,7.124054405641556,"Colter Bean",2246,430841
"Chris Mabeus","MIL",10.799978628200861,16.199967942301292,0.66666667,5.399989314100431,0.16666667,0.25,-0.08333333,0.4444444444444444,4.199991688744779,0.5,0.53571429,480.7187127607733,310.0769619336654,211.0733939261467,21.599957256401723,13.946726408047052,7.653230848354671,9.5235377306088,7.088521081206056,"Chris Mabeus",1892,430834
"Henry Owens","NYM",4.5,9,0.5,0,0.10526316,0.21052632,-0.10526316,0.26666666666666666,2,0.3076923076923077,0.5,205.4846811699695,114.95544348143515,152.82174897922954,9,5.146747779846192,3.8532522201538084,6.905499118193984,7.05160578952774,"Henry Owens",3520,452291
"Matt Roney","OAK",0,2.25,0,0,0,0.05555556,-0.05555556,0.29411764705882354,1.5,0.29411764705882354,0.66666667,100.92950781222277,86.41309292868104,140.25950719375408,4.5,3.8967477798461916,0.6032522201538084,6.358999653533101,7.044055016181828,"Matt Roney",1670,425662
"R.A. Dickey","TEX",2.700002768042541,2.700002768042541,1,16.200016608255247,0.05555556,0.05555556,0,0.47058823529411764,2.700002768042541,0.2,1,398.0821515145192,578.3132882576782,168.93396982458637,18.900019376297788,26.846772077108497,-7.946752700810709,7.667755626817642,6.974538203901079,"R.A. Dickey",1245,285079
"Jerome Williams","CHC",3.648649589087406,8.027029095992294,0.45454545,1.4594598356349624,0.08196721,0.18032787,-0.09836066,0.30612244897959184,2.1081086514727234,0.30952380952380953,0.61983471,156.54267452078938,159.54373412089774,156.70787450195047,7.297299178174812,7.3629650827916375,-0.06566590461682509,7.080155588074712,6.959038261977321,"Jerome Williams",1137,425532
"Ryan O'Malley","CHC",2.842104549883654,4.973682962296395,0.57142857,0,0.07272727,0.12727273,-0.05454546,0.2127659574468085,1.342104926333948,0.23255813953488372,0.83333333,45.72691587428225,95.23123074954094,141.781874745956,2.1315784124127406,4.40990535757226,-2.2783269451595194,6.409327429905151,6.8857908676730535,"Ryan O'Malley",4412,456133
"Wayne Franklin","ATL",3.521740298641138,7.043480597282276,0.5,2.3478268657607586,0.08571429,0.17142857,-0.08571429,0.27586206896551724,1.8260875622583679,0.25,0.71428571,156.9950484987632,180.5803921118514,157.0993722454506,7.043480597282276,8.103271163118904,-1.0597905658366287,7.0977509059424,6.878409714965622,"Wayne Franklin",557,276356
"Anthony Lerew","ATL",4.5,13.5,0.33333333,0,0.06666667,0.2,-0.13333333,0.45454545454545453,4,0.5,0.44444444,501.51179412422067,181.55372417830452,211.74559464252596,22.5,8.14674777984619,14.35325222015381,9.553748850524425,6.852317750575024,"Anthony Lerew",3440,434679
"Jeff Bajenaru","ARI",0,0,0,27,0,0,0,0.5714285714285714,4,0.25,1,766.421615831267,907.9941259168271,194.41283106441816,36,42.146747779846194,-6.146747779846194,8.774752062559127,6.846308483624617,"Jeff Bajenaru",2920,434117
"Mike Adams","MIL",3.8571481120901274,7.714296224180255,0.5,3.8571481120901274,0.07692308,0.15384615,-0.07692308,0.36363636363636365,2.5714320747267516,0.3333333333333333,0.65217391,257.5287423064789,231.73607744387854,187.8332835304874,11.571444336270382,10.432471991571987,1.138972344698395,8.479043511980919,6.83076712652491,"Mike Adams",1937,430606
"Scott Erickson","NYY",1.588234937727325,5.558822282045638,0.28571429,1.588234937727325,0.03508772,0.12280702,-0.0877193,0.2765957446808511,1.7647054863636944,0.2558139534883721,0.54455446,174.47708008217035,170.50763752570458,171.8239627400606,7.941174688636625,7.734982044391797,0.20619264424482786,7.799660295427193,6.814279839760186,"Scott Erickson",137,113884
"Ryan Drese","WSN",5.1923057877812795,8.307689260450047,0.625,0,0.12195122,0.19512195,-0.07317073,0.2727272727272727,1.9615377420507056,0.32142857142857145,0.52941176,120.23844733314452,108.91195090679166,137.64158184791248,5.1923057877812795,4.762131802711479,0.43017398506980076,6.223247763250889,6.8093177505702585,"Ryan Drese",379,400181
"Josh Sharpless","PIT",5.250001251697839,8.250001966953747,0.63636364,0,0.13207547,0.20754717,-0.0754717,0.16666666666666666,1.500000357627954,0.2,0.88888889,33.99640408247498,106.26808141261668,148.76854370177034,1.500000357627954,4.7300814906756985,-3.2300811330477446,6.723333482698171,6.778284179218955,"Josh Sharpless",5567,457465
"Sean Tracey","CHW",3.375003419819959,5.6250056996999325,0.6,2.250002279879973,0.08823529,0.14705882,-0.05882353,0.14285714285714285,1.1250011399399864,0.08695652173913043,0.97222222,71.2674511405962,164.98660138265535,160.54525388928622,3.375003419819959,7.896752592926134,-4.5217491731061745,7.2848789804491645,6.70638899870649,"Sean Tracey",4621,434600
"Bobby Livingston","SEA",5.3999969100969825,10.799993820193965,0.5,3.599997940064655,0.09375,0.1875,-0.09375,0.375,2.9999982833872125,0.3684210526315789,0.49295775,410.0728898968988,267.05922483310576,185.7472704975138,17.999989700323276,11.946742744448681,6.053246955874595,8.435146038614317,6.655532140016556,"Bobby Livingston",3876,455751
"Mike Venafro","COL",4.909093356330767,7.363640034496151,0.66666667,0,0.13333333,0.2,-0.06666667,0.25,1.6363644521102558,0.3,0.83333333,49.97424719028608,95.35964895029825,133.68213229177934,2.4545466781653835,4.510384823271405,-2.0558381451060215,6.0452958473640255,6.583117742813222,"Mike Venafro",943,150291
"Octavio Dotel","NYY",6.3000018024449735,9.90000283241353,0.63636364,1.8000005149842782,0.11864407,0.18644068,-0.06779661,0.375,2.9000008296968924,0.41025641025641024,0.61068702,237.28895004684406,168.57333564801587,166.99704962734688,10.800003089905669,7.646749067306887,3.153254022598782,7.579350975244959,6.532621779533203,"Octavio Dotel",555,136734
"Cesar Jimenez","SEA",3.6818169049984655,4.90908920666462,0.75,4.90908920666462,0.07894737,0.10526316,-0.02631579,0.38235294117647056,2.3181810142582933,0.3333333333333333,0.43859649,335.51425827246123,247.21470277098072,155.06497369262917,14.727267619993862,11.05583594613919,3.6714316738546717,7.034748767548999,6.492412185637813,"Cesar Jimenez",3762,462945
"Beltran Perez","WSN",3.8571430323075355,5.571428824444218,0.69230769,1.2857143441025118,0.10344828,0.14942529,-0.04597701,0.21621621621621623,1.3809524436656608,0.20967741935483872,0.80645161,89.32002626615157,137.53472650336536,134.67122851425262,3.8571430323075355,6.003890766740662,-2.1467477344331267,6.089749392052565,6.457859222366195,"Beltran Perez",2116,425558
"Hayden Penn","BAL",3.6610152922092345,5.949149849840006,0.61538462,3.6610152922092345,0.07142857,0.11607143,-0.04464286,0.3917525773195876,2.593219165314874,0.37037037037037035,0.4784689,328.3240598875643,211.23249733212978,158.61655580838868,15.101688080363092,9.909456583510472,5.192231496852619,7.196849601606579,6.4220402315689995,"Hayden Penn",4893,435140
"Scott Munter","SFG",2.779412544310105,7.147060828225985,0.38888889,0.3970589349014436,0.06363636,0.16363636,-0.1,0.3333333333333333,2.1176476528076993,0.35365853658536583,0.57613169,193.31854555583084,129.6259970143044,133.6797867574782,8.73529656783176,5.749689686422322,2.9856068814094385,6.045190430609311,6.322770850706511,"Scott Munter",3470,434639
"Abe Alvarez","BOS",6,6,1,6,0.13333333,0.13333333,0,0.38461538461538464,2.3333333333333335,0.3333333333333333,0.71428571,254.1092388408797,281.3247892638063,156.4161055148358,12,12.480081113179526,-0.4800811131795264,7.096416944762072,6.293739960436201,"Abe Alvarez",6259,433877
"Chris Resop","FLA",4.218750628642831,6.750001005828531,0.625,0.42187506286428317,0.0990099,0.15841584,-0.05940594,0.30952380952380953,1.9687502933666547,0.3424657534246575,0.81730769,76.95285404629519,117.43462532135092,141.14288636295927,3.3750005029142653,5.209248087182687,-1.834247584268422,6.380608991806204,6.246171658832467,"Chris Resop",3799,434592
"Scott Elarton","KCR",3.8459300619644314,4.081395167798989,0.94230769,2.0406975838994943,0.09780439,0.10379242,-0.00598802,0.26410835214446954,1.4738371439274125,0.24728260869565216,0.73593074,117.07670386462239,150.82622548426764,139.2449069336386,5.337209065583293,6.757212735976066,-1.4200036703927728,6.312691404690998,6.242353922790894,"Scott Elarton",426,134003
"Steve Stemle","KCR",0,4.500005364424425,0,1.500001788141475,0,0.08333333,-0.08333333,0.45454545454545453,3.00000357628295,0.4375,0.48192771,329.0395092054555,152.072909677388,148.9851372708047,15.000017881414749,6.813418817525352,8.186599063889396,6.757253689921987,6.227743292364,"Steve Stemle",2518,435318
"Eude Brito","PHI",4.418180285998159,5.890907047997545,0.75,0.9818178413329242,0.10344828,0.13793103,-0.03448276,0.28378378378378377,1.7999993757770276,0.30158730158730157,0.60897436,159.8577924980204,122.77652174631247,144.19586923009396,7.363633809996931,5.7103832544377156,1.6532505555592154,6.517821031680497,6.207073891128868,"Eude Brito",2514,434560
"Jason Vargas","FLA",5.2325597642374415,6.27907171708493,0.83333333,1.883721515125479,0.11737089,0.14084507,-0.02347418,0.27932960893854747,1.8604656939510904,0.2827586206896552,0.6302521,167.0294776162151,159.8422007233522,152.15570731801262,7.325583669932418,7.07698155831787,0.24860211161454782,6.875564808388109,6.177907526112592,"Jason Vargas",8044,450306
"Greg Jones","LAA",1.5,3,0.5,1.5,0.03571429,0.07142857,-0.03571429,0.3076923076923077,1.6666666666666667,0.2916666666666667,0.58139535,132.64654730714207,133.88098622587043,146.14044413709462,6,5.9800811131795255,0.01991888682047449,6.627416587869327,6.134813594280979,"Greg Jones",1782,429983
