Name,Team,W,L,ERA,G,GS,QS,CG,ShO,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Brandon Webb","ARI",16,8,3.1021276595744682,33,33,23,5,3,0,0,0,235,950,216,91,81,15,50,4,6,5,2,178,"Brandon Webb",1692,425630
"Dan Haren","OAK",14,13,4.116591646573078,34,34,19,2,0,0,0,0,223,930,224,109,102,31,45,6,10,10,0,176,"Dan Haren",1757,429717
"Félix Hernández","SEA",12,14,4.523559486659267,31,31,13,2,1,0,0,0,191,816,195,105,96,23,60,2,6,11,0,176,"Felix Hernandez",4772,433587
"Chris Capuano","MIL",11,12,4.025602224621038,34,34,25,3,2,0,0,0,221.1,936,229,108,99,29,47,4,9,7,0,174,"Chris Capuano",1701,425626
"Randy Johnson","NYY",17,11,5.004878048780488,33,33,14,2,0,0,0,0,205,860,194,125,114,28,60,1,10,3,2,172,"Randy Johnson",60,116615
"CC Sabathia","CLE",12,11,3.223183561182969,28,28,18,6,2,0,0,0,192.2,802,182,83,69,17,44,3,7,3,0,172,"CC Sabathia",404,282332
"Mike Mussina","NYY",15,7,3.5118241432899193,32,32,23,1,0,0,0,0,197.1,804,184,88,77,22,35,1,5,3,0,172,"Mike Mussina",837,119608
"Erik Bedard","BAL",15,11,3.7589132178048765,33,33,20,0,0,0,0,0,196.1,844,196,92,82,16,69,0,5,6,0,171,"Erik Bedard",126,407853
"Ian Snell","PIT",14,11,4.741935483870968,32,32,14,0,0,0,0,0,186,813,198,104,98,29,74,4,2,8,0,169,"Ian Snell",2227,430636
"Roy Oswalt","HOU",15,8,2.9773415269807444,33,32,25,2,0,0,0,0,220.2,896,220,76,73,18,38,4,6,1,1,166,"Roy Oswalt",571,400061
"Scott Olsen","FLA",12,10,4.035054896161982,31,31,18,0,0,0,0,0,180.2,761,160,94,81,23,75,1,7,8,0,166,"Scott Olsen",4529,435179
"Dave Bush","MIL",12,11,4.414286075124965,34,32,18,3,2,0,1,0,210,869,201,111,103,26,38,2,18,6,0,166,"Dave Bush",4635,433657
"Orlando Hernandez","- - -",11,11,4.657083678203078,29,29,15,1,0,0,0,0,162.1,699,155,90,84,22,61,5,12,1,3,164,"Orlando Hernandez",823,133340
"Chris Young","SDP",11,5,3.4628250823846933,31,31,18,0,0,0,0,0,179.1,735,134,72,69,28,69,4,6,6,1,164,"Chris Young",3196,432934
"Scott Kazmir","TBD",10,8,3.2350229277361002,24,24,11,1,1,0,0,0,144.2,610,132,59,52,15,52,3,2,6,0,163,"Scott Kazmir",4897,431148
"Ted Lilly","TOR",15,13,4.310091984465264,32,32,18,0,0,0,0,0,181.2,797,179,98,87,28,81,6,4,7,4,160,"Ted Lilly",833,150404
"Dontrelle Willis","FLA",12,12,3.8686568045239076,34,34,20,4,1,0,0,0,223.1,975,234,106,96,21,83,6,19,6,1,160,"Dontrelle Willis",1703,425883
"Doug Davis","MIL",11,11,4.913114508301056,34,34,16,1,1,0,0,0,203.1,904,206,118,111,19,102,1,5,3,0,159,"Doug Davis",1244,150277
"Josh Beckett","BOS",16,11,5.013029191379878,33,33,19,0,0,0,0,0,204.2,869,191,120,114,36,74,1,10,11,1,158,"Josh Beckett",510,277417
"Kevin Millwood","TEX",16,12,4.520930553413608,34,34,22,2,0,0,0,0,215,907,228,114,108,23,53,4,4,6,0,157,"Kevin Millwood",106,119154
"Daniel Cabrera","BAL",9,10,4.743242754215266,26,26,10,2,1,0,0,0,148,662,130,82,78,11,104,1,5,17,1,157,"Daniel Cabrera",1931,425555
"Vicente Padilla","TEX",15,10,4.499999656677272,33,33,20,0,0,0,0,0,200,872,206,108,100,21,70,2,17,4,2,156,"Vicente Padilla",964,218894
"Gil Meche","SEA",11,8,4.4839288157833,32,32,15,1,0,0,0,0,186.2,811,183,106,93,24,84,2,8,4,2,156,"Gil Meche",1089,219194
"Barry Zito","OAK",16,10,3.828054298642534,34,34,20,0,0,0,0,0,221,945,211,99,94,27,99,5,13,4,2,151,"Barry Zito",944,217096
"Brad Penny","LAD",16,9,4.333333574537681,34,33,16,0,0,0,1,0,189,813,206,94,91,19,54,4,9,6,0,148,"Brad Penny",535,207267
"Kelvim Escobar","LAA",11,14,3.612675862235708,30,30,20,1,0,0,0,0,189.1,789,192,93,76,17,50,2,4,7,0,147,"Kelvim Escobar",1298,113898
"Cole Hamels","PHI",9,8,4.080604220327058,23,23,11,0,0,0,0,0,132.1,558,117,66,60,19,48,4,3,5,0,145,"Cole Hamels",4972,430935
"Francisco Liriano","MIN",12,3,2.1570246573818834,28,16,10,0,0,1,1,0,121,473,89,31,29,9,32,0,1,9,1,144,"Francisco Liriano",3201,434538
"Jason Jennings","COL",9,13,3.7783018867924527,32,32,20,3,2,0,0,0,212,902,206,94,89,17,85,7,3,10,0,142,"Jason Jennings",434,407298
"Tim Hudson","ATL",13,12,4.864121910776762,35,35,14,2,1,0,0,0,218.1,959,235,129,118,25,79,10,9,7,0,141,"Tim Hudson",921,218596
"Ervin Santana","LAA",16,8,4.279411764705882,33,33,18,0,0,0,0,0,204,846,181,106,97,21,70,2,11,10,2,141,"Ervin Santana",3200,429722
"Pedro Martínez","NYM",9,8,4.477386763016331,23,23,13,0,0,0,0,0,132.2,550,108,72,66,19,39,2,10,2,1,137,"Pedro Martinez",200,118377
"Nate Robertson","DET",13,13,3.838658334099929,32,32,20,1,0,0,0,0,208.2,881,206,98,89,29,67,2,8,6,0,137,"Nate Robertson",1620,425146
"Rodrigo Lopez","BAL",9,18,5.904761308865693,36,29,8,0,0,0,0,0,189,847,234,129,124,32,59,2,4,6,1,136,"Rodrigo Lopez",150,150438
"Freddy Garcia","CHW",17,9,4.534668827725047,33,33,18,1,0,0,0,0,216.1,917,228,116,109,32,48,3,7,4,0,135,"Freddy Garcia",1077,150119
"Jose Contreras","CHW",13,9,4.270408163265306,30,30,16,1,1,0,0,0,196,833,194,101,93,20,55,4,10,16,0,134,"Jose Contreras",1660,425747
"Josh Johnson","FLA",12,7,3.095541138025904,31,24,14,0,0,0,0,1,157,659,136,63,54,14,68,6,4,3,1,133,"Josh Johnson",4567,435178
"Roy Halladay","TOR",16,5,3.190909090909091,32,32,19,4,0,0,0,0,220,876,208,82,78,19,34,5,5,3,0,132,"Roy Halladay",1303,136880
"Tom Glavine","NYM",15,7,3.818182112428462,32,32,22,0,0,0,0,0,198,842,202,94,84,22,62,7,6,1,0,131,"Tom Glavine",90,114849
"Cory Lidle","- - -",12,10,4.851562463853043,31,30,18,0,0,0,0,0,170.2,745,181,100,92,30,58,4,11,5,0,130,"Cory Lidle",926,117756
"Byung-Hyun Kim","COL",8,12,5.574192999642354,27,27,12,0,0,0,0,0,155,689,179,103,96,18,61,8,8,5,1,129,"Byung-Hyun Kim",61,218294
"Cliff Lee","CLE",14,11,4.395348391576785,33,33,14,1,0,0,0,0,200.2,882,224,114,98,29,58,3,8,3,0,129,"Cliff Lee",1636,424324
"Livan Hernandez","- - -",13,13,4.833332991894404,34,34,19,0,0,0,0,0,216,959,246,125,116,29,78,6,4,1,0,128,"Livan Hernandez",1116,115817
"Justin Verlander","DET",17,9,3.6290319603514347,30,30,18,1,1,0,0,0,186,776,187,78,75,21,60,1,6,5,1,124,"Justin Verlander",8700,434378
"Derek Lowe","LAD",16,8,3.6330272686440517,35,34,20,1,0,0,0,0,218,913,221,97,88,14,55,2,5,3,2,123,"Derek Lowe",199,117955
"Claudio Vargas","ARI",12,10,4.831013769949463,31,30,16,0,0,0,0,0,167.2,747,185,101,90,27,52,2,8,9,1,123,"Claudio Vargas",1695,282567
"Clay Hensley","SDP",11,12,3.7058823529411766,37,29,17,1,1,0,1,1,187,787,174,82,77,15,76,7,3,3,0,122,"Clay Hensley",4593,454535
"A.J. Burnett","TOR",10,8,3.9803442787972174,21,21,12,2,1,0,0,0,135.2,577,138,67,60,14,39,3,8,6,1,118,"A.J. Burnett",512,150359
"Greg Maddux","- - -",15,14,4.200000305175803,34,34,17,0,0,0,0,0,210,862,219,109,98,20,37,7,0,0,0,117,"Greg Maddux",104,118120
"Matt Morris","SFG",10,15,4.98394887977215,33,33,16,2,0,0,0,0,207.2,903,218,123,115,22,63,9,14,1,3,117,"Matt Morris",1172,119403
"Zach Duke","PIT",10,15,4.4721363285439395,34,34,18,2,1,0,0,0,215.1,935,255,116,107,17,68,6,7,8,1,117,"Zach Duke",3840,435043
"Jeff Francis","COL",13,11,4.160803701061176,32,32,15,1,1,0,0,0,199,843,187,101,92,18,69,15,13,0,0,117,"Jeff Francis",4684,433585
"Paul Maholm","PIT",8,10,4.755681818181818,30,30,16,0,0,0,0,0,176,788,202,98,93,19,81,6,12,3,1,117,"Paul Maholm",8678,430904
"Ben Sheets","MIL",6,7,3.8207547169811322,17,17,11,0,0,0,0,0,106,430,105,47,45,9,11,1,2,3,0,116,"Ben Sheets",710,282656
"Jon Garland","CHW",18,7,4.514195916959248,33,32,17,1,1,0,0,0,211.1,900,247,112,106,26,41,4,6,4,0,112,"Jon Garland",232,279782
"Miguel Batista","ARI",11,8,4.579967358841698,34,33,17,3,1,0,0,0,206.1,910,231,116,105,18,84,5,6,14,1,110,"Miguel Batista",46,110683
"Jake Westbrook","CLE",15,10,4.173501376395656,32,32,18,3,2,0,0,0,211.1,904,247,106,98,15,55,4,4,5,0,109,"Jake Westbrook",412,150414
"Jamie Moyer","- - -",11,14,4.301261933173578,33,33,19,2,1,0,0,0,211.1,894,228,110,101,33,51,5,5,3,1,108,"Jamie Moyer",1091,119469
"Jeff Weaver","- - -",8,14,5.755814464109063,31,31,12,0,0,0,0,0,172,770,213,117,110,34,47,1,10,5,0,107,"Jeff Weaver",503,213711
"Joe Blanton","OAK",16,12,4.816466678376414,32,31,16,1,1,0,0,0,194.1,856,241,111,104,17,58,4,5,3,0,107,"Joe Blanton",4849,430599
"Takashi Saito","LAD",6,2,2.0680858449390263,72,0,0,0,0,24,7,2,78.1,303,48,19,18,3,23,3,2,2,0,107,"Takashi Saito",6021,493416
"Jered Weaver","LAA",11,2,2.560975292053807,19,19,14,0,0,0,0,0,123,490,94,36,35,15,33,1,3,2,0,105,"Jered Weaver",4235,450308
"Ramon Ortiz","WSN",11,16,5.569929475591755,33,33,15,0,0,0,0,0,190.2,871,230,127,118,31,64,14,18,4,3,104,"Ramon Ortiz",27,150009
"Brad Lidge","HOU",1,5,5.28000053710943,78,0,0,0,0,32,6,6,75,340,69,47,44,10,36,4,6,11,0,104,"Brad Lidge",563,400058
"Jeff Suppan","STL",12,7,4.121052631578947,32,32,18,0,0,0,0,0,190,837,207,100,87,21,69,6,8,8,0,104,"Jeff Suppan",633,122987
"J.J. Putz","SEA",4,1,2.2978731610433627,72,0,0,0,0,36,5,7,78.1,303,59,20,20,4,13,1,2,1,0,104,"J.J. Putz",1795,407816
"James Shields","TBD",6,8,4.836898494391997,21,21,11,1,0,0,0,0,124.2,540,141,69,67,18,38,5,5,9,0,104,"James Shields",7059,448306
"Jarrod Washburn","SEA",8,14,4.668449197860962,31,31,16,0,0,0,0,0,187,809,198,103,97,25,55,2,7,3,0,103,"Jarrod Washburn",40,132220
"Roger Clemens","HOU",7,6,2.3029412798238096,19,19,12,0,0,0,0,0,113.1,451,89,34,29,7,29,1,4,3,0,102,"Roger Clemens",815,112388
"Oliver Pérez","- - -",3,13,6.55029578406096,22,22,7,1,1,0,0,0,112.2,529,129,90,82,20,68,0,6,5,1,102,"Oliver Perez",1514,424144
"Jon Lieber","PHI",9,11,4.928571876214516,27,27,11,2,1,0,0,0,168,714,196,100,92,27,24,3,6,3,0,100,"Jon Lieber",287,117758
"Kenny Rogers","DET",17,8,3.8382355812099367,34,33,19,0,0,0,0,0,204,849,195,97,87,23,62,2,9,5,0,99,"Kenny Rogers",1277,121386
"Mark Hendrickson","- - -",6,15,4.208502333025389,31,25,11,1,1,0,1,0,164.2,719,173,87,77,17,62,0,4,6,1,99,"Mark Hendrickson",1574,424805
"Ryan Madson","PHI",11,9,5.694788974074958,50,17,7,0,0,2,6,2,134.1,620,176,92,85,20,50,4,10,12,0,99,"Ryan Madson",1852,425492
"Ricky Nolasco","FLA",11,11,4.821428440055072,35,22,13,0,0,0,2,0,140,613,157,86,75,20,41,5,10,7,0,99,"Ricky Nolasco",3830,445060
"Mark Buehrle","CHW",12,13,4.985294117647059,32,32,16,1,0,0,0,0,204,876,247,124,113,36,48,5,6,0,1,98,"Mark Buehrle",225,279824
"Francisco Rodríguez","LAA",2,3,1.7260277580423764,69,0,0,0,0,47,0,4,73,296,52,16,14,6,28,5,1,10,0,98,"Francisco Rodriguez",1642,408061
"Adam Loewen","BAL",6,6,5.367953175456974,22,19,4,0,0,0,1,0,112.1,504,111,72,67,8,62,0,8,3,1,98,"Adam Loewen",2134,429400
"Wandy Rodriguez","HOU",9,10,5.638820080581055,30,24,9,0,0,0,0,0,135.2,611,154,96,85,17,63,7,6,6,0,98,"Wandy Rodriguez",2586,434643
"Kyle Lohse","- - -",5,10,5.826315467786939,34,19,8,0,0,0,0,0,126.2,566,150,83,82,15,44,4,6,3,1,97,"Kyle Lohse",739,346798
"Tony Armas","WSN",9,12,5.025974523962891,30,30,13,0,0,0,0,0,154,693,167,96,86,19,64,7,13,6,1,97,"Tony Armas",761,150393
"Esteban Loaiza","OAK",11,9,4.887930391518114,26,26,10,2,1,0,0,0,154.2,679,179,92,84,17,40,3,5,2,0,97,"Esteban Loaiza",1310,117842
"Joel Zumaya","DET",6,3,1.9440002966309047,62,0,0,0,0,1,30,5,83.1,350,56,20,18,6,42,2,2,4,0,97,"Joel Zumaya",4699,451491
"Jonathan Broxton","LAD",4,1,2.593886635718642,68,0,0,0,0,3,12,4,76.1,320,61,25,22,7,33,6,1,7,0,97,"Jonathan Broxton",4759,455009
"Jason Marquis","STL",14,16,6.020582875242525,33,33,13,0,0,0,0,0,194.1,870,221,136,130,35,75,2,16,2,1,96,"Jason Marquis",105,150302
"Chan Ho Park","SDP",7,7,4.80731696135086,24,21,9,1,1,0,0,0,136.2,606,146,81,73,20,44,7,10,5,0,96,"Chan Ho Park",1267,120221
"Joe Nathan","MIN",7,0,1.5804879225186919,64,0,0,0,0,36,0,2,68.1,262,38,12,12,3,16,4,1,3,0,95,"Joe Nathan",1122,150274
"Billy Wagner","NYM",3,2,2.239631493889698,70,0,0,0,0,40,0,5,72.1,297,59,22,18,7,21,1,4,2,0,94,"Billy Wagner",578,123790
"Josh Fogg","COL",11,9,5.494186533922287,31,31,14,1,1,0,0,0,172,765,206,115,105,24,60,13,6,3,0,93,"Josh Fogg",989,150319
"Aaron Cook","COL",9,15,4.231974820415656,32,32,18,0,0,0,0,0,212.2,915,242,107,100,17,55,11,7,2,0,92,"Aaron Cook",1571,346871
"Chuck James","ATL",11,4,3.781512847484483,25,18,11,0,0,0,0,0,119,504,101,54,50,20,47,2,6,2,0,91,"Chuck James",4886,460580
"Tim Wakefield","BOS",7,11,4.628570924097233,23,23,13,1,0,0,0,0,140,610,135,80,72,19,51,0,10,6,0,90,"Tim Wakefield",219,123801
"Eric Milton","CIN",8,8,5.187773271437284,26,26,14,0,0,0,0,0,152.2,662,163,94,88,29,42,4,5,2,0,90,"Eric Milton",743,132980
"Rich Hill","CHC",6,7,4.1677854483065735,17,16,8,2,1,0,0,0,99.1,417,83,51,46,16,39,1,2,3,0,90,"Rich Hill",4806,448179
"Scott Proctor","NYY",6,4,3.5179167956768005,83,0,0,0,0,1,26,7,102.1,426,89,41,40,12,33,6,2,2,0,89,"Scott Proctor",1911,429984
"Jorge Julio","- - -",2,4,4.2272727272727275,62,0,0,0,0,16,1,4,66,285,52,35,31,10,35,2,1,9,0,88,"Jorge Julio",148,406402
"Casey Fossum","TBD",6,6,5.330768605068664,25,25,10,0,0,0,0,0,130,594,136,89,77,18,63,3,12,4,1,88,"Casey Fossum",188,407154
"Juan Cruz","ARI",5,6,4.183098956768187,31,15,5,0,0,0,0,0,94.2,413,80,45,44,7,47,2,11,2,0,88,"Juan Cruz",273,407297
"Paul Byrd","CLE",10,9,4.877094972067039,31,31,15,1,0,0,0,0,179,805,232,120,97,26,38,3,6,2,0,88,"Paul Byrd",594,111838
"Jae Weong Seo","- - -",3,12,5.331209996780712,36,26,13,0,0,0,1,0,157,707,197,101,93,31,56,4,4,5,1,88,"Jae Weong Seo",895,150242
"Kris Benson","BAL",11,12,4.819672131147541,30,30,18,3,0,0,0,0,183,781,199,105,98,33,58,2,7,6,0,88,"Kris Benson",982,150249
"Joel Pineiro","SEA",8,13,6.356137064856526,40,25,10,1,0,1,4,1,165.2,753,209,123,117,23,64,13,10,4,1,87,"Joel Pineiro",1094,334492
"B.J. Ryan","TOR",2,2,1.368663979431428,65,0,0,0,0,38,1,4,72.1,270,42,12,11,3,20,1,0,4,0,86,"B.J. Ryan",168,124805
"Jon Rauch","WSN",4,5,3.3503654299499943,85,0,0,0,0,2,18,3,91.1,383,78,37,34,13,36,6,2,4,1,86,"Jon Rauch",1475,400010
"Joaquín Benoit","TEX",1,1,4.857742601678883,56,0,0,0,0,0,7,2,79.2,347,68,49,43,5,38,4,3,3,0,85,"Joaquin Benoit",1437,276542
"Scot Shields","LAA",7,7,2.8745250483784894,74,0,0,0,0,2,31,6,87.2,351,70,30,28,8,24,4,1,8,0,84,"Scot Shields",35,276912
"Jaret Wright","NYY",11,7,4.489311326606781,30,27,10,0,0,0,1,0,140.1,625,157,76,70,10,57,0,7,6,0,84,"Jaret Wright",415,124605
"Francisco Cordero","- - -",10,5,3.7035411982900293,77,0,0,0,0,22,16,11,75.1,322,69,32,31,7,32,2,3,4,0,84,"Francisco Cordero",1243,150188
"Noah Lowry","SFG",7,10,4.744769571550468,27,27,14,1,1,0,0,0,159.1,689,166,89,84,21,56,2,6,2,1,84,"Noah Lowry",1833,430161
"Boof Bonser","MIN",7,6,4.215947057575571,18,18,7,0,0,0,0,0,100.1,419,104,50,47,18,24,0,1,2,0,84,"Boof Bonser",2159,425818
"Brad Radke","MIN",12,9,4.32443504728689,28,28,13,0,0,0,0,0,162.1,689,197,87,78,24,32,3,1,2,0,83,"Brad Radke",748,120878
"Victor Santos","PIT",5,9,5.696532608373166,25,19,7,0,0,0,0,0,115.1,522,150,80,73,16,42,3,4,5,0,81,"Victor Santos",446,276343
"Odalis Perez","- - -",6,8,6.197890086608386,32,20,7,0,0,0,0,1,126.1,573,169,93,87,18,31,2,3,6,2,81,"Odalis Perez",668,136602
"Jimmy Gobble","KCR",4,6,5.14285819384538,60,6,0,0,0,2,11,2,84,370,95,51,48,12,29,1,1,4,0,80,"Jimmy Gobble",1791,425471
"Bobby Jenks","CHW",3,4,4.0047857123379496,67,0,0,0,0,41,0,4,69.2,300,66,32,31,5,31,10,2,3,0,80,"Bobby Jenks",8645,408057
"Jamey Wright","SFG",6,10,5.1923080097288965,34,21,9,0,0,0,0,0,156,676,167,95,90,16,64,4,10,6,0,79,"Jamey Wright",715,124604
"Steve Trachsel","NYM",15,8,4.973684056897984,30,30,13,1,0,0,0,0,164.2,736,185,94,91,23,78,1,4,4,0,79,"Steve Trachsel",898,123431
"Taylor Buchholz","HOU",6,10,5.893806006113272,22,19,8,1,1,0,0,0,113,479,107,80,74,21,34,4,3,5,0,77,"Taylor Buchholz",2168,430587
"Sean Marshall","CHC",6,9,5.586207348746735,24,24,9,0,0,0,0,0,125.2,563,132,85,78,20,59,3,7,6,0,77,"Sean Marshall",5905,445156
"Mark Redman","KCR",11,10,5.712574850299402,29,29,11,2,1,0,0,0,167,740,202,110,106,19,63,1,8,12,2,76,"Mark Redman",491,150230
"Brett Tomko","LAD",8,7,4.727002940605215,44,15,7,0,0,0,5,3,112.1,491,123,67,59,17,29,0,2,3,1,76,"Brett Tomko",1056,123387
"Chien-Ming Wang","NYY",19,6,3.6330278735802914,34,33,18,2,1,1,0,0,218,900,233,92,88,12,52,4,2,6,1,76,"Chien-Ming Wang",2074,425426
"Kyle Farnsworth","NYY",3,6,4.363636868059201,72,0,0,0,0,6,19,4,66,289,62,34,32,8,28,3,1,5,1,75,"Kyle Farnsworth",278,150035
"Jorge Sosa","- - -",3,11,5.415254237288136,45,13,4,0,0,4,0,3,118,524,138,79,71,30,40,6,1,2,0,75,"Jorge Sosa",1228,407901
"Jonathan Papelbon","BOS",4,2,0.9219516998783688,59,0,0,0,0,35,1,6,68.1,257,40,8,7,3,13,2,1,2,0,75,"Jonathan Papelbon",5975,449097
"Will Ohman","CHC",1,1,4.132654348148999,78,0,0,0,0,0,9,0,65.1,286,51,30,30,6,34,2,5,4,0,74,"Will Ohman",296,349193
"Brian Fuentes","COL",3,4,3.4438778191296184,66,0,0,0,0,30,0,6,65.1,274,50,25,25,8,26,4,6,6,0,73,"Brian Fuentes",429,150118
"Scott Eyre","CHC",1,3,3.375001329443253,74,0,0,0,0,0,18,3,61.1,266,61,25,23,11,30,4,0,6,0,73,"Scott Eyre",1300,113961
"Aaron Heilman","NYM",4,5,3.6206896551724137,74,0,0,0,0,0,27,5,87,356,73,37,35,5,28,2,3,5,0,73,"Aaron Heilman",1751,408310
"Luis Vizcaino","ARI",4,6,3.5816325136444513,70,0,0,0,0,0,25,2,65.1,272,51,26,26,8,29,6,4,1,0,72,"Luis Vizcaino",714,150430
"Ron Villone","NYY",3,3,5.041495531531713,70,0,0,0,0,0,6,1,80.1,365,75,48,45,9,51,9,4,5,0,72,"Ron Villone",1010,123725
"Woody Williams","SDP",12,5,3.6536694690340745,25,24,13,0,0,0,0,0,145.1,624,152,68,59,21,35,3,7,4,1,72,"Woody Williams",1190,124315
"Hector Carrasco","LAA",7,3,3.408637787356005,56,3,1,0,0,1,1,1,100.1,417,93,42,38,10,27,1,5,6,0,72,"Hector Carrasco",1240,112031
"Salomon Torres","PIT",3,6,3.278572679247652,94,0,0,0,0,12,20,3,93.1,411,98,42,34,6,38,9,6,3,0,72,"Salomon Torres",1628,123415
"Adam Wainwright","STL",2,1,3.12,61,0,0,0,0,3,17,2,75,309,64,26,26,6,22,2,4,3,0,72,"Adam Wainwright",2233,425794
"Ambiorix Burgos","KCR",4,5,5.522727781460352,68,1,0,0,0,18,5,12,73.1,336,83,49,45,16,37,4,6,11,3,72,"Ambiorix Burgos",3246,434586
"Aníbal Sánchez","FLA",10,3,2.8338193207737814,18,17,13,2,1,0,0,0,114.1,469,90,39,36,9,46,1,4,4,1,72,"Anibal Sanchez",3284,434671
"Anthony Reyes","STL",5,8,5.0625012069943445,17,17,5,1,0,0,0,0,85.1,370,84,48,48,17,34,0,7,2,0,72,"Anthony Reyes",7105,435039
"Bob Howry","CHC",4,5,3.169565953361235,84,0,0,0,0,5,21,4,76.2,314,70,28,27,8,17,4,3,1,0,71,"Bob Howry",237,133982
"Kevin Gregg","LAA",3,4,4.136170783468232,32,3,1,0,0,0,0,0,78.1,341,88,41,36,10,21,0,2,6,0,71,"Kevin Gregg",1793,276514
"Fernando Cabrera","CLE",3,3,5.192309542420403,51,0,0,0,0,0,6,4,60.2,256,53,36,35,12,32,2,1,5,0,71,"Fernando Cabrera",2105,425507
"John Maine","NYM",6,5,3.600000305175807,16,15,9,1,1,0,0,0,90,365,69,40,36,15,33,1,2,3,0,71,"John Maine",4773,429720
"Hung-Chih Kuo","LAD",1,5,4.2234635971439385,28,5,3,0,0,0,2,0,59.2,258,54,30,28,3,33,5,1,2,0,71,"Hung-Chih Kuo",7016,425539
"Bruce Chen","BAL",0,7,6.932432343090775,40,12,1,0,0,0,1,0,98.2,453,137,81,76,28,35,3,0,1,0,70,"Bruce Chen",769,136600
"Carlos Silva","MIN",11,15,5.939002015937114,36,31,10,0,0,0,2,0,180.1,811,246,130,119,38,32,4,7,1,0,70,"Carlos Silva",973,400067
"Fernando Nieve","HOU",3,3,4.204152138148321,40,11,2,0,0,0,0,0,96.1,411,87,46,45,18,41,5,2,1,0,70,"Fernando Nieve",2173,430588
"Derrick Turnbow","MIL",4,9,6.869824501076388,64,0,0,0,0,24,4,8,56.1,266,56,51,43,8,39,2,4,6,1,69,"Derrick Turnbow",1694,276913
"Jose Valverde","ARI",2,3,5.837837988308004,44,0,0,0,0,18,1,4,49.1,223,50,32,32,6,22,3,2,2,0,69,"Jose Valverde",1726,407878
"Chad Cordero","WSN",7,4,3.1909096441979226,68,0,0,0,0,29,0,4,73.1,307,59,27,26,13,22,5,3,0,0,69,"Chad Cordero",1816,430101
"Elizardo Ramirez","CIN",4,9,5.365384369383208,21,19,10,0,0,0,0,0,104,465,123,70,62,14,29,2,8,0,3,69,"Elizardo Ramirez",1946,430579
"Brandon McCarthy","CHW",4,7,4.677166653844624,53,2,0,0,0,0,11,1,84.2,354,77,44,44,17,33,9,0,5,0,69,"Brandon McCarthy",4662,435221
"Dan Wheeler","HOU",3,5,2.5233652056728486,75,0,0,0,0,9,24,3,71.1,295,58,22,20,5,24,8,2,0,0,68,"Dan Wheeler",120,235095
"Tom Gordon","PHI",3,4,3.3370787232019388,59,0,0,0,0,34,0,5,59.1,253,53,23,22,9,22,4,1,3,0,68,"Tom Gordon",282,114971
