Name,Team,FB%,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,NameASCII,PlayerId,MLBAMID
"Joel Zumaya","DET",0.786737,98.5715859,0.04220045,82.8125,,,0.14167295,82.11801242,0.0293896,85.19444444,,,,,0.06807018,"Joel Zumaya",4699,451491
"Bill Bray","- - -",0.62040816,90.61375661,0.33469388,83.00990099,,,0.00136054,79,0.04353741,82.91666667,,,,,0.06801008,"Bill Bray",8538,435538
"Anthony Lerew","ATL",0.65454545,91.47058824,,,,,0.27272727,77.55555556,0.07272727,80,,,,,0.06779661,"Anthony Lerew",3440,434679
"Joel Peralta","KCR",0.49767874,90.76395939,0.19405757,78.59756098,0.00092851,89,0.09470752,77.94736842,0.03899721,81.38235294,0.17363045,81.10135135,,,0.0672994,"Joel Peralta",2332,407908
"Wayne Franklin","ATL",0.62121212,88.56,0.28030303,82.16129032,,,,,0.09848485,84.58333333,,,,,0.06382979,"Wayne Franklin",557,276356
"Eric O'Flaherty","SEA",0.41666667,90.63076923,0.43229167,83.65789474,0.00520833,87,0.03125,78.5,0.109375,81.25,0.00520833,84,,,0.06341463,"Eric O'Flaherty",5746,447714
"Jason Davis","CLE",0.71609632,94.95539906,0.12420786,84.45121951,,,0.02154626,78.6875,0.00887199,84,0.12927757,87.26744186,,,0.0628707,"Jason Davis",1598,425186
"Andrew Sisco","KCR",0.74781765,92.50837989,0.15906887,82.776,,,0.00678952,75.33333333,0.08050436,84.01587302,0.00581959,84.4,,,0.06255666,"Andrew Sisco",3706,434878
"Elmer Dessens","- - -",0.70094259,90.44879518,0.20137104,84.48730964,,,0.05312768,75.89090909,0.03427592,83.53125,0.01028278,84.08333333,,,0.0624,"Elmer Dessens",317,113296
"Chris Resop","FLA",0.68595041,92.68229167,0.0661157,83.52173913,0.01101928,87.5,0.19008264,77.83928571,0.04683196,83,,,,,0.0620155,"Chris Resop",3799,434592
"Greg Jones","LAA",0.57142857,89.26315789,0.36263736,81.92592593,,,,,0.06593407,84,,,,,0.06122449,"Greg Jones",1782,429983
"Boone Logan","CHW",0.62654321,89.82738095,0.33641975,76.95833333,,,0.00925926,77.66666667,0.02777778,81.5,,,,,0.06086957,"Boone Logan",5525,457429
"Jay Witasick","OAK",0.59359606,91.69325153,0.30788177,80.80434783,,,0.01970443,76.4,0.07635468,82.43478261,0.00246305,,,,0.06018519,"Jay Witasick",1138,124482
"Dustin Hermanson","CHW",0.30526316,87.71428571,0.37894737,82.47368421,,,0.01052632,80,0.10526316,79.88888889,0.2,82.625,,,0.05940594,"Dustin Hermanson",195,115812
"Jason Johnson","- - -",0.64823261,90.65,0.14652223,82.04545455,,,0.12542759,78.46583851,0.07981756,80.86842105,,,,,0.05891805,"Jason Johnson",147,116595
"Julio Mateo","SEA",0.50444727,90.24738676,0.36848793,82.75454545,,,0.04828463,76,0.07878018,81.67346939,,,,,0.05854241,"Julio Mateo",1087,421024
"Scott Erickson","NYY",0.76444444,89.59310345,0.2,81.25,,,0.00888889,71,0.02666667,83.8,,,,,0.05833333,"Scott Erickson",137,113884
"Brad Radke","MIN",0.62618026,89.03581267,0.13218884,83.59919028,0.00300429,87.57142857,0.06051502,76.24778761,0.17811159,77.36877076,,,,,0.05811138,"Brad Radke",748,120878
"Josh Fogg","COL",0.54475605,87.06019417,0.09796389,82.10191083,0.06185171,84.84057971,0.06646177,76.1056338,0.22896658,80.97782258,,,,,0.05718422,"Josh Fogg",989,150319
"Jeremy Affeldt","- - -",0.64731861,91.89425587,0.00946372,90.14285714,0.11987382,87.97368421,0.17539432,75.59649123,0.04794953,84.28125,,,,,0.05710886,"Jeremy Affeldt",583,346793
"Cliff Politte","CHW",0.56844106,90.78325123,0.33840304,84.05833333,,,,,0.09315589,83.78947368,,,,,0.057041,"Cliff Politte",967,131700
"Kyle Lohse","- - -",0.55746835,91.90095465,0.23139241,85.00288184,0.06227848,88.67826087,0.00506329,77.33333333,0.14379747,83.06222222,,,,,0.05677481,"Kyle Lohse",739,346798
"Lenny DiNardo","BOS",0.64125561,80.29787234,0.07174888,78.29032258,,,0.26158445,71.83206107,0.02541106,74.81818182,,,,,0.05641749,"Lenny DiNardo",1894,430837
"Nate Field","COL",0.54913295,92.31325301,0.43930636,83.01408451,,,0.01156069,80,,,,,,,0.05464481,"Nate Field",599,407757
"Joey Eischen","WSN",0.44781145,87.23809524,0.25925926,78.26,,,0.28956229,75.875,0.003367,78,,,,,0.05362776,"Joey Eischen",774,113784
"Emiliano Fruto","SEA",0.49258649,91.57534247,0.08072488,81.85,,,0.1169687,79.26923077,0.30971993,79.31884058,,,,,0.05304212,"Emiliano Fruto",3106,464254
"Mike Stanton","- - -",0.48338369,88.05449591,0.24169184,82.97860963,0.01510574,85.53333333,0.1611279,72.078125,0.09667674,80.63095238,0.0020141,80.5,,,0.05248092,"Mike Stanton",849,122681
"Todd Coffey","CIN",0.74638298,93.03006329,0.18042553,84.29487179,,,0.00085106,,0.07234043,84.06779661,,,,,0.05233494,"Todd Coffey",2467,434298
"Mike Maroth","DET",0.46323529,84.60693642,0.17156863,78.88721805,0.06985294,82.30909091,0.09558824,72.26315789,0.18872549,75.18367347,0.01102941,81,,,0.05110337,"Mike Maroth",1508,400077
"Jae Kuk Ryu","CHC",0.48679245,89.10655738,0.01132075,81,,,0.14339623,73.48648649,0.35849057,81.50537634,,,,,0.05017921,"Jae Kuk Ryu",8228,472490
"Juan Morillo","COL",0.64210526,93.33333333,0.31578947,83.71428571,,,,,0.04210526,,,,,,0.05,"Juan Morillo",3369,434623
"Scott Dohmann","- - -",0.54567023,93.02486188,0.36417556,83.14705882,0.00118624,89,0.01897983,79.91666667,0.0628707,86.13043478,0.00711744,85,,,0.04954955,"Scott Dohmann",1936,430617
"Beltran Perez","WSN",0.61563518,89.13836478,0.23452769,82.95384615,,,,,0.14983713,82.71111111,,,,,0.0495356,"Beltran Perez",2116,425558
"Cla Meredith","SDP",0.78930818,86.3342246,0.19496855,79.05617978,,,,,0.01572327,80.8,,,,,0.04903418,"Cla Meredith",7613,448592
"Brian Sanches","PHI",0.61538462,89.69398907,0.00769231,78,,,0.22820513,75.72727273,0.11538462,80.925,0.03333333,82.2,,,0.04878049,"Brian Sanches",2739,430083
"John Smoltz","ATL",0.46605122,92.73237179,0.32310899,86.16110472,0.00119119,88,0.04705182,78.19727891,0.07683145,84.22222222,0.08576534,86.51111111,,,0.04865629,"John Smoltz",115,122477
"Gil Meche","SEA",0.5105364,92.37925926,0.15836526,85.42630385,0.02075351,87.36065574,0.18550447,78.15618661,0.12484036,82.7641791,,,,,0.04822566,"Gil Meche",1089,219194
"Tyler Yates","ATL",0.6848249,94.63377193,0.28793774,87.91625616,,,,,0.02723735,87.10526316,,,,,0.04802956,"Tyler Yates",1527,407884
"Brandon McCarthy","CHW",0.63425254,90.79846154,0.0203193,82.84615385,,,0.12772134,76.28225806,0.21770682,76.88157895,,,,,0.04758621,"Brandon McCarthy",4662,435221
"George Sherrill","SEA",0.64387464,88.62972973,0.21509972,76.91743119,0.0014245,86,0.05698006,73.40540541,0.08262108,80,,,,,0.04748982,"George Sherrill",6291,430941
"Javier López","BOS",0.64285714,85.39166667,0.25892857,76.25490196,,,,,0.09821429,77.2,,,,,0.04680851,"Javier Lopez",1663,425657
"Ramon Ortiz","WSN",0.51606426,90.61514683,0.35240964,84.30063966,0.00736278,86.45454545,,,0.12416332,84.12820513,,,,,0.04657097,"Ramon Ortiz",27,150009
"Ryan Wagner","WSN",0.72064777,90.92439863,0.22267206,85.89583333,,,,,0.05668016,84.40740741,,,,,0.04633205,"Ryan Wagner",1770,429842
"Jordan Tata","DET",0.56387665,89.95726496,0.01762115,77.66666667,0.22907489,89.69230769,0.14537445,77.06666667,0.03524229,83.5,0.00881057,85.5,,,0.04621849,"Jordan Tata",5999,450265
"Todd Jones","DET",0.68996618,91.26744186,0.04171364,87.40625,0.16234498,88.57352941,0.09131905,72.82432432,0.01465614,82,,,,,0.0461869,"Todd Jones",436,116734
"Esteban Yan","- - -",0.58752166,92.64685315,0.09185442,82.725,,,0.0017331,81,0.10745234,83.6,0.21143847,83.04716981,,,0.0461285,"Esteban Yan",1236,124643
"Franklyn German","FLA",0.62995595,93.65853659,0.00440529,87,,,,,0.00440529,79,0.36123348,85.56756757,,,0.0460251,"Franklyn German",1603,407883
"Jason Bergmann","WSN",0.5443038,89.72863248,0.26311031,82.83613445,0.00361664,86.75,0.12567812,74.27118644,0.06329114,81.71186441,,,,,0.04568966,"Jason Bergmann",4640,456589
"Aaron Fultz","PHI",0.40452261,85.93670886,0.2881072,79.52173913,,,0.07788945,74.40909091,0.22948074,76.94915254,,,,,0.04556355,"Aaron Fultz",1113,150269
"Mike Burns","- - -",0.61583578,89.32291667,0.17595308,80.90909091,0.00879765,,0.15835777,72.37931034,0.03812317,82.1,0.00293255,80,,,0.04469274,"Mike Burns",2932,446916
"Justin Germano","CIN",0.68518519,86.67307692,,,,,0.22222222,69.57142857,0.09259259,76.44444444,,,,,0.04424779,"Justin Germano",1938,430683
"Randy Keisler","OAK",0.47741935,89,0.23225806,82.1,0.00645161,82,0.05806452,71.4,0.22580645,81.61904762,,,,,0.04320988,"Randy Keisler",830,342892
"Franquelis Osoria","LAD",0.75438596,88.42261905,0.17894737,77.5,,,0.04210526,76.2,0.0245614,81.57142857,,,,,0.04318937,"Franquelis Osoria",2860,434701
"Chad Cordero","WSN",0.75584416,89.09893048,0.18181818,79.04918033,,,0.0008658,74,0.06147186,83.15151515,,,,,0.04308202,"Chad Cordero",1816,430101
"Eude Brito","PHI",0.6366782,89.00740741,0.2283737,83.93617021,,,0.01384083,77.66666667,0.12110727,82.37931034,,,,,0.04304636,"Eude Brito",2514,434560
"Chad Qualls","HOU",0.67876106,92.59818731,0.29026549,86.35211268,0.02212389,88.55,,,0.00884956,86,,,,,0.04303797,"Chad Qualls",2170,430589
"Jose Capellan","MIL",0.70505618,93.73466003,0.21910112,82.11864407,,,0.05617978,80.98148148,0.01966292,86.19047619,,,,,0.04301075,"Jose Capellan",2236,430642
"Travis Hughes","WSN",0.61452514,91.66037736,0.2122905,84.25,,,,,0.17318436,82.36666667,,,,,0.04278075,"Travis Hughes",2045,407889
"Matt Thornton","CHW",0.86134969,96.03508772,0.13128834,84.16049383,,,,,0.00736196,86,,,,,0.04230317,"Matt Thornton",1918,407819
"Josh Johnson","FLA",0.65464126,91.75673808,0.28090799,83.57430341,,,0.0024321,80,0.06201865,84.88652482,,,,,0.04219899,"Josh Johnson",4567,435178
"Cesar Jimenez","SEA",0.59854015,88.21126761,0.13138686,78.55555556,,,0.00729927,75,0.26277372,78.47058824,,,,,0.04195804,"Cesar Jimenez",3762,462945
"Damaso Marte","PIT",0.7121058,92.26124197,0.27466938,82.01604278,0.01017294,87,0.00101729,,0.00203459,87,,,,,0.04191033,"Damaso Marte",247,150122
"Joel Pineiro","SEA",0.55796275,89.88781431,0.20562524,84.66357309,0.01216268,88.03571429,0.10262258,75.84126984,0.12162676,83.04453441,,,,,0.04143948,"Joel Pineiro",1094,334492
"Tom Gorzelanny","PIT",0.63271605,91.65502183,0.14300412,80.5412844,,,0.0154321,77.58333333,0.20884774,82.57627119,,,,,0.04142012,"Tom Gorzelanny",6244,452733
"John Grabow","PIT",0.38867188,91.49027237,0.36621094,83.968,0.00097656,,0.00195313,79,0.2421875,83.63297872,,,,,0.0411985,"John Grabow",1848,346848
"Bobby Jenks","CHW",0.68421053,95.76434426,0.13840156,89.34545455,0.00292398,93,0.17446394,83.59016393,,,,,,,0.0410831,"Bobby Jenks",8645,408057
"Dan Wheeler","HOU",0.61483467,90.48424544,0.28775693,81.65187713,0.00625559,84.16666667,0.03663986,75.35135135,0.04468275,84.15217391,0.00983021,85.45454545,,,0.04099061,"Dan Wheeler",120,235095
"Zach Jackson","MIL",0.57869634,88.5601173,0.04292528,80.75,0.29411765,85.93604651,0.00317965,72,0.08108108,80.4893617,,,,,0.04097117,"Zach Jackson",8356,435638
"Peter Moylan","ATL",0.79148936,91.55294118,0.12765957,76.36666667,,,0.04255319,76.3,0.03829787,82.33333333,,,,,0.04081633,"Peter Moylan",4891,493247
"Ryan Franklin","- - -",0.49146758,90.66084788,0.21331058,84.72727273,0.10580205,86.89320388,0.07423208,77.046875,0.08532423,81.78873239,0.02986348,84.3,,,0.04078303,"Ryan Franklin",1076,211041
"Salomon Torres","PIT",0.64124294,92.52005944,0.07627119,84.07894737,,,0.05155367,80.49090909,0.11440678,86.04878049,0.11652542,86.5546875,,,0.04065041,"Salomon Torres",1628,123415
"Danys Baez","- - -",0.74295011,93.29913043,0.0032538,86.66666667,0.00433839,90,0.15509761,77.8503937,0.00650759,87.5,0.08785249,87.66666667,,,0.04028926,"Danys Baez",367,276056
"Gary Majewski","- - -",0.76883117,92.97167139,0.21298701,84.25853659,0.0008658,87,,,0.01731602,85.36842105,,,,,0.03990025,"Gary Majewski",2131,400008
"Chuck James","ATL",0.64997336,87.92622134,0.05380927,78.37777778,0.00106553,85,0.00852424,76,0.2866276,77.00622407,,,,,0.03938619,"Chuck James",4886,460580
"Ricky Nolasco","FLA",0.61445221,91.49956859,0.0009324,82,,,0.34079254,74.93322981,0.04382284,80.7816092,,,,,0.03887399,"Ricky Nolasco",3830,445060
"Chad Bradford","NYM",0.67476852,79.03822938,0.30208333,66.19387755,,,,,0.02314815,71.21052632,,,,,0.03884573,"Chad Bradford",904,136268
"Duaner Sanchez","NYM",0.51282051,93.15479876,0.17582418,87.38834951,0.001221,90,0.06715507,76.72916667,0.23687424,82.01290323,0.00610501,86.8,,,0.03873239,"Duaner Sanchez",1518,400093
"Dontrelle Willis","FLA",0.63335253,90.51425106,0.18894009,79.25096525,0.12413594,86.31626506,,,0.05357143,81.68211921,,,,,0.03872752,"Dontrelle Willis",1703,425883
"Pete Walker","TOR",0.44255319,86.28169014,0.33404255,82.64,0.0212766,84.2,,,0.13191489,80.70731707,0.07021277,79.56666667,,,0.03869654,"Pete Walker",1325,123839
"Josh Sharpless","PIT",0.55276382,88.82926829,0.29648241,81.26666667,,,0.04020101,79.875,0.11055276,82.69230769,,,,,0.03864734,"Josh Sharpless",5567,457465
"Brian Wilson","SFG",0.77817531,94.41772152,0.19141324,84.15384615,0.01431127,91.5,0.00178891,81,0.01431127,84.2,,,,,0.03780069,"Brian Wilson",6485,451216
"Davis Romero","TOR",0.55686275,88.09090909,0.1254902,81.33333333,,,0.12941176,74.12,0.18823529,79.12903226,,,,,0.03773585,"Davis Romero",2756,456630
"Joe Borowski","FLA",0.49063032,88.77884615,0.43270869,81.58583691,,,0.00681431,79.57142857,0.06899489,79.66666667,0.00085179,78,,,0.0375817,"Joe Borowski",267,111244
"Jeff Francis","COL",0.64890487,86.01608911,0.0235371,78.61290323,0.00098071,83.66666667,0.12128146,71.49683544,0.20529585,78.94793537,,,,,0.03743316,"Jeff Francis",4684,433585
"Taylor Tankersley","FLA",0.56240602,90.61449275,0.23609023,79.92307692,0.00150376,86,0.04962406,77.96969697,0.15037594,82.78723404,,,,,0.03735632,"Taylor Tankersley",8249,452237
"Britt Reames","PIT",0.3875969,87.27906977,0.35658915,83.63157895,,,0.21705426,78.42307692,0.03875969,81.8,,,,,0.03731343,"Britt Reames",794,337392
"John Thomson","ATL",0.64135703,88.75885329,0.18336026,85.76923077,0.01453958,85.88235294,0.06219709,77.63076923,0.09854604,83.14018692,,,,,0.03726708,"John Thomson",453,123307
"Dennis Sarfate","MIL",0.69032258,93.70114943,0.29677419,81.88372093,,,0.01290323,81,,,,,,,0.03726708,"Dennis Sarfate",2174,430610
"Matt Herges","FLA",0.65197842,89.27413793,,,,,0.13309353,75.36134454,0.21492806,79.6377551,,,,,0.03713299,"Matt Herges",780,150382
"Chris Schroder","WSN",0.76814516,90.64874552,0.14516129,83.33898305,0.00403226,88,,,0.08266129,81.37142857,,,,,0.0368932,"Chris Schroder",3553,456744
"Neal Cotts","CHW",0.83484391,90.54545455,0.14199396,84.19512195,,,0.01107754,77.5,0.01208459,81.375,,,,,0.03685742,"Neal Cotts",1797,425840
"Brian Rogers","PIT",0.39694656,88.375,0.51908397,81.6,0.07633588,87.4,,,0.00763359,86,,,,,0.03676471,"Brian Rogers",6123,446910
"Dave Williams","- - -",0.62149955,85.45566502,0.02710027,78.7,0.00090334,83,0.23125565,69.7345679,0.11924119,78.32954545,,,,,0.03655352,"Dave Williams",1013,400063
"Kevin Barry","ATL",0.74940898,90.8650519,0.20094563,83.38961039,,,0.01182033,85.66666667,0.03782506,84.46666667,,,,,0.03644647,"Kevin Barry",3460,435258
"Terry Mulholland","ARI",0.77358491,84.44444444,0.0754717,81.5,,,0.1509434,74.75,,,,,,,0.03636364,"Terry Mulholland",665,119488
"Paul Byrd","CLE",0.53815407,86.05471698,0.21875,79.75308642,0.02252907,84.10638298,0.06068314,74.73381295,0.1587936,79.1509434,0.00109012,81.5,,,0.03602658,"Paul Byrd",594,111838
"Angel Guzman","CHC",0.71549296,93.36546763,0.00938967,81.4,,,0.17652582,78.39411765,0.09765258,84.30392157,0.00093897,82,,,0.0360036,"Angel Guzman",2145,425768
"Fernando Rodney","DET",0.59220779,93.94691781,0.00692641,84.85714286,,,,,0.4008658,83.16666667,,,,,0.03589316,"Fernando Rodney",494,407845
"Mark Buehrle","CHW",0.46089572,85.70210632,0.07586898,79.83333333,0.15775401,82.67352941,0.09659091,69.93981481,0.20889037,77.94181034,,,,,0.03577183,"Mark Buehrle",225,279824
"Jon Switzer","TBD",0.70774648,89.37463977,0.22711268,80.74766355,,,0.00176056,76,0.06338028,79.92592593,,,,,0.03565365,"Jon Switzer",1786,408304
"Jason Grimsley","ARI",0.79419525,87.61702128,0.08443272,81.96875,,,0.00263852,78,0.11873351,81.72727273,,,,,0.03562341,"Jason Grimsley",602,115169
"Brian Sweeney","SDP",0.57979334,87.35652174,0.06659013,81.88888889,0.02181401,84.125,0.05855339,74.39473684,0.27324914,78.56084656,,,,,0.03535912,"Brian Sweeney",1801,425789
"Dave Borkowski","HOU",0.60037523,90.40677966,0.25891182,84.5,,,0.03470919,70.12,0.10600375,83.86868687,,,,,0.03529412,"Dave Borkowski",2002,150185
"Wandy Rodriguez","HOU",0.62807657,89.41058394,0.04785779,80.4375,0.01731996,84.69444444,0.21376481,78.13658537,0.09298086,83.53038674,,,,,0.03516484,"Wandy Rodriguez",2586,434643
"Billy Traber","WSN",0.60349854,84.18449198,0.10349854,80.2238806,,,0.15451895,67.1443299,0.13848397,73.94444444,,,,,0.03516174,"Billy Traber",410,407896
"Roy Halladay","TOR",0.52065551,91.21195652,0.00307272,79.14285714,0.1928986,89.46236559,0.24342779,77.38949275,0.03994537,83.18681319,,,,,0.03511651,"Roy Halladay",1303,136880
"Ron Villone","NYY",0.65732306,90.0707483,0.21233357,83.70886076,0.00350385,89,,,0.12683952,82.94155844,,,,,0.03508772,"Ron Villone",1010,123725
"Yusmeiro Petit","FLA",0.60554371,88.67400881,0.18976546,82.49350649,,,0.07675906,73.88888889,0.12793177,82.12727273,,,,,0.03497942,"Yusmeiro Petit",4020,433589
"Carlos Marmol","CHC",0.61584012,91.9422043,0.07105848,78.87234043,,,0.19689119,78.67729084,0.11621021,83.86577181,,,,,0.03490028,"Carlos Marmol",2790,461791
"Derek Lowe","LAD",0.67595819,88.75950783,0.18308521,79.91313131,0.01171999,86.84848485,0.01076972,77.34615385,0.1184669,83.61261261,,,,,0.03479853,"Derek Lowe",199,117955
"Shawn Hill","WSN",0.70938628,89.25842697,,,,,0.18953069,75.04040404,0.10108303,80.03703704,,,,,0.03478261,"Shawn Hill",1882,429718
"Kerry Wood","CHC",0.62745098,91.22222222,0.19934641,82.32758621,,,0.07843137,74.63636364,0.09477124,83.64285714,,,,,0.03470032,"Kerry Wood",304,134268
"Jose Mesa","COL",0.76845018,92.72834068,0.04243542,86.39285714,0.06826568,89.58064516,0.0904059,77.91139241,0.01291513,83,0.01752768,83.61111111,,,0.03460515,"Jose Mesa",961,118986
"Jon Rauch","WSN",0.67773438,91.11509229,0.23046875,82.09259259,,,0.03320313,75.65116279,0.05859375,83.57831325,,,,,0.03450439,"Jon Rauch",1475,400010
"Scott Munter","SFG",0.92261905,90.49590164,0.02083333,81.33333333,,,0.00297619,91,0.05357143,82.16666667,,,,,0.03438395,"Scott Munter",3470,434639
"Sean Green","SEA",0.76779026,90.4985755,0.02434457,80,,,0.15730337,76.24,0.04681648,82.16666667,0.00374532,85,,,0.03435805,"Sean Green",3001,434958
"Shawn Camp","TBD",0.60056127,89.7375,0.33489242,80.56369427,0.00093545,83,0.00187091,76,0.06173994,82.39344262,,,,,0.0342651,"Shawn Camp",1855,425861
"Sergio Mitre","FLA",0.71627907,89.86195286,0.03875969,78.56,,,0.06821705,77.28571429,0.17674419,83.72619048,,,,,0.03422619,"Sergio Mitre",1773,429901
"Jerome Williams","CHC",0.65777778,87.64444444,0.17777778,83.57894737,,,0.00888889,75.5,0.14666667,80.76470588,0.00888889,82.5,,,0.03418803,"Jerome Williams",1137,425532
"Paul Maholm","PIT",0.59715302,89.51900826,0.10960854,79.62666667,0.00320285,86.14285714,0.18078292,75.93048128,0.10925267,81.54017857,,,,,0.03398558,"Paul Maholm",8678,430904
"Scott Mathieson","PHI",0.67534456,92.6227758,0.19754977,83.12345679,,,0.01225115,78.33333333,0.11485452,83.03278689,,,,,0.03397341,"Scott Mathieson",4771,455949
"Carlos Zambrano","CHC",0.67266495,92.18483174,0.14081691,81.27684964,0.04912882,89.12179487,0.00656955,72,0.05369894,83.06790123,0.07712082,84.27542373,,,0.03392168,"Carlos Zambrano",305,407296
"Jake Woods","SEA",0.61357263,88.9410349,0.11104879,78.05479452,0.0011217,84,0.13965227,76.88944724,0.1346046,82.70967742,,,,,0.03360434,"Jake Woods",2196,430646
"Lance Cormier","ATL",0.59677419,90.0626087,0.01697793,86.46666667,0.15534805,88.87341772,0.18166384,78.38674033,0.04923599,81.35294118,,,,,0.03357903,"Lance Cormier",4346,433578
"Scott Eyre","CHC",0.63239308,91.2677305,0.28480437,81.77254902,0.00090992,89,0.01819836,77.42857143,0.06369427,80.63636364,,,,,0.03339192,"Scott Eyre",1300,113961
"Ambiorix Burgos","KCR",0.7348659,95.82848837,0.07586207,85.60273973,,,0.00076628,83,0.00766284,85.75,0.18084291,85.93604651,,,0.03330866,"Ambiorix Burgos",3246,434586
"Edgar Gonzalez","ARI",0.60749186,91.05813953,0.20358306,81.90217391,,,0.06677524,77.10714286,0.12214984,80.75806452,,,,,0.03307087,"Edgar Gonzalez",1727,429440
"Bartolome Fortunato","NYM",0.66101695,91.89473684,,,,,0.28813559,77.41176471,0.05084746,77.66666667,,,,,0.03278689,"Bartolome Fortunato",2213,430627
"Joe Nelson","KCR",0.65580183,89.95677233,0.02998696,84.47826087,,,0.02346806,74.26666667,0.29074316,80.5875,,,,,0.0327044,"Joe Nelson",108,406874
"Freddy Garcia","CHW",0.48457463,89.25201613,0.19912745,80.71653543,,,0.10969149,72.90789474,0.08444998,81.93596059,0.12215644,81.99259259,,,0.03255954,"Freddy Garcia",1077,150119
"Macay McBride","ATL",0.64456522,90.31991051,0.25434783,80.90594059,0.00108696,90,0.08043478,77.25,0.01956522,82.93333333,,,,,0.03246073,"Macay McBride",3475,434680
"Pedro Astacio","WSN",0.54597292,87.15251799,0.08624376,77.52941176,,,0.19600855,73.69047619,0.17177477,77.7753304,,,,,0.03241379,"Pedro Astacio",862,110359
"Matt Capps","PIT",0.69872958,92.67332123,0.26860254,83.82589286,,,,,0.03266788,83.81818182,,,,,0.0323993,"Matt Capps",4788,448165
"Jamie Moyer","- - -",0.41206189,81.7399757,0.07609725,78.6519337,0.13356489,79.61870504,0.10167351,70.27807487,0.27660246,74.6677686,,,,,0.03238619,"Jamie Moyer",1091,119469
