Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,NameASCII,PlayerId,MLBAMID
"Jonathan Papelbon","BOS",67,0.35578584,0.67844523,0.51528384,0.50970874,0.86197917,0.73898305,0.49432314,30.54969325,"Jonathan Papelbon",5975,449097
"Rafael Betancourt","COL",62.1,0.41262136,0.7310757,0.58752735,0.62352941,0.77384196,0.72625698,0.54923414,30.51623377,"Rafael Betancourt",177,429783
"Jonathan Broxton","LAD",62.1,0.3011811,0.6731794,0.49673203,0.58169935,0.83641161,0.76315789,0.52567694,28.45338442,"Jonathan Broxton",4759,455009
"LaTroy Hawkins","MIL",16,0.24647887,0.67630058,0.48253968,0.71428571,0.84615385,0.81578947,0.54920635,28.13191489,"LaTroy Hawkins",729,115629
"Hideki Okajima","BOS",46,0.30361446,0.62529833,0.46522782,0.71428571,0.82061069,0.78608247,0.50239808,27.58012821,"Hideki Okajima",7763,506606
"Joel Peralta","WSN",49,0.28802589,0.66341463,0.50208623,0.49438202,0.84558824,0.75900277,0.57023644,27.55493482,"Joel Peralta",2332,407908
"Joaquín Benoit","TBR",60.1,0.39679359,0.63902439,0.50605061,0.56060606,0.8129771,0.70434783,0.4510451,27.50439883,"Joaquin Benoit",1437,276542
"Francisco Rodríguez","NYM",57.1,0.29605263,0.61460446,0.46153846,0.52592593,0.83828383,0.74200913,0.5194942,27,"Francisco Rodriguez",1642,408061
"Rafael Perez","CLE",61,0.30873786,0.63498099,0.47358309,0.64779874,0.88922156,0.81135903,0.50528338,26.76494024,"Rafael Perez",4078,460370
"Brendan Donnelly","PIT",30.2,0.20538721,0.66428571,0.42807626,0.62295082,0.83333333,0.78137652,0.48526863,26.64337349,"Brendan Donnelly",1441,407791
"Taylor Tankersley","FLA",12,0.2300885,0.63793103,0.43668122,0.65384615,0.87837838,0.82,0.50655022,26.63690476,"Taylor Tankersley",8249,452237
"Hunter Jones","FLA",1.2,0.33333333,0.8,0.47058824,0.625,0.625,0.625,0.29411765,26.48148148,"Hunter Jones",4656,491220
"Carlos Villanueva","MIL",52.2,0.2611336,0.58313817,0.41042345,0.41860465,0.81927711,0.68253968,0.46362649,26.38821752,"Carlos Villanueva",4138,453646
"Manny Delcarmen","- - -",52.1,0.25720165,0.60599078,0.42173913,0.672,0.87072243,0.80670103,0.47173913,26.21699545,"Manny Delcarmen",3180,434668
"Daniel Bard","BOS",74.2,0.30167598,0.63333333,0.47244806,0.65432099,0.84764543,0.78776291,0.51490515,26.16302953,"Daniel Bard",7115,453268
"Casey Daigle","HOU",10.1,0.21428571,0.61946903,0.41777778,0.5,0.94285714,0.82978723,0.50222222,26.03225806,"Casey Daigle",1880,430664
"Jose Valverde","DET",63,0.24375,0.55839416,0.4114786,0.45299145,0.85947712,0.74704492,0.53307393,26.01766304,"Jose Valverde",1726,407878
"Sergio Romo","SFG",62,0.34240363,0.57758621,0.46298343,0.55629139,0.77985075,0.69928401,0.51270718,25.99212598,"Sergio Romo",9817,489265
"Claudio Vargas","MIL",19.2,0.26633166,0.56291391,0.39428571,0.67924528,0.89411765,0.8115942,0.43142857,25.97520661,"Claudio Vargas",1695,282567
"Takashi Saito","ATL",54,0.26431718,0.65658747,0.46237732,0.64166667,0.75,0.71933962,0.50490731,25.9030837,"Takashi Saito",6021,493416
"Dustin Richardson","BOS",13,0.23239437,0.54482759,0.3902439,0.75757576,0.86075949,0.83035714,0.50522648,25.84259259,"Dustin Richardson",2548,450580
"Todd Coffey","MIL",62.1,0.30864198,0.62557078,0.44676617,0.56571429,0.85766423,0.74387528,0.4358209,25.70810056,"Todd Coffey",2467,434298
"Matt Lindstrom","HOU",53.1,0.31659389,0.65137615,0.47986577,0.62068966,0.8943662,0.8018648,0.48769575,25.70697674,"Matt Lindstrom",4604,434637
"John Parrish","KCR",6,0.33846154,0.6,0.45217391,0.77272727,0.96666667,0.88461538,0.43478261,25.69230769,"John Parrish",160,332292
"Matt Capps","- - -",73,0.35520362,0.62748344,0.5124283,0.70063694,0.86279683,0.81529851,0.57743786,25.69088319,"Matt Capps",4788,448165
"Jess Todd","CLE",6,0.18644068,0.56944444,0.39694656,0.72727273,0.87804878,0.84615385,0.54961832,25.67961165,"Jess Todd",3805,519357
"Mike Adams","SDP",66.2,0.27126437,0.59903382,0.46401515,0.50847458,0.80913978,0.73673469,0.58806818,25.56850192,"Mike Adams",1937,430606
"Evan Meek","PIT",80,0.28115016,0.67877907,0.48934551,0.61363636,0.84796574,0.78382582,0.52359209,25.56753927,"Evan Meek",5109,457425
"Jesus Colome","SEA",17,0.26143791,0.60377358,0.43589744,0.65,0.84375,0.78676471,0.50961538,25.47533632,"Jesus Colome",1198,400125
"Frank Francisco","TEX",52.2,0.31540342,0.64559819,0.4870892,0.6744186,0.80769231,0.76626506,0.51995305,25.4624183,"Frank Francisco",1933,407911
"Phil Coke","DET",64.2,0.34195933,0.62575453,0.477842,0.57837838,0.85209003,0.75,0.47880539,25.38147139,"Phil Coke",5535,457435
"Huston Street","COL",47.1,0.33810888,0.68115942,0.50864553,0.52542373,0.81276596,0.71671388,0.49711816,25.34126984,"Huston Street",8258,434718
"Zach Braddock","MIL",33.2,0.2745098,0.59649123,0.42978003,0.47619048,0.82941176,0.71259843,0.4822335,25.30365297,"Zach Braddock",4553,488722
"J.J. Putz","CHW",54,0.37597911,0.59803922,0.49051833,0.61805556,0.82377049,0.74742268,0.51580278,25.22807018,"J.J. Putz",1795,407816
"Drew Storen","WSN",55.1,0.30022573,0.6367713,0.46906637,0.61654135,0.86267606,0.78417266,0.50168729,25.19284603,"Drew Storen",6983,519322
"Rafael Soriano","TBR",62.1,0.30317848,0.68473896,0.51267916,0.59677419,0.83284457,0.76989247,0.54906284,25.13850837,"Rafael Soriano",1100,400089
"Joel Zumaya","DET",38.1,0.26642336,0.71710526,0.50346021,0.68493151,0.85321101,0.81099656,0.52595156,25.12406948,"Joel Zumaya",4699,451491
"Matt Garza","TBR",204.2,0.27480457,0.65547264,0.46193825,0.70021882,0.89563567,0.8365321,0.49159279,25.10519481,"Matt Garza",3340,490063
"Scott Schoeneweis","BOS",13.2,0.31007752,0.62962963,0.4556962,0.7,0.86764706,0.80555556,0.4556962,25.10429448,"Scott Schoeneweis",33,150011
"Daisuke Matsuzaka","BOS",153.2,0.2632,0.63897059,0.45900383,0.70820669,0.86766398,0.82387312,0.5210728,25.05785563,"Daisuke Matsuzaka",7775,493137
"Santiago Casilla","SFG",55.1,0.31848552,0.59353349,0.45351474,0.59440559,0.87159533,0.7725,0.49092971,25.00794913,"Santiago Casilla",2873,433586
"Jesse Crain","MIN",68,0.25630252,0.61092715,0.45462963,0.63114754,0.83197832,0.78207739,0.55925926,24.96464646,"Jesse Crain",4817,430884
"Dan Wheeler","TBR",48.1,0.28333333,0.61647727,0.44803371,0.54901961,0.87096774,0.76802508,0.49438202,24.9223301,"Dan Wheeler",120,235095
"Jason Frasor","TOR",63.2,0.26285714,0.57303371,0.41926346,0.67391304,0.85620915,0.79954955,0.50424929,24.90921228,"Jason Frasor",1906,430630
"Randy Choate","TBR",44.2,0.26498423,0.5923913,0.44087591,0.53571429,0.82568807,0.74503311,0.53722628,24.82581967,"Randy Choate",813,329092
"Mark Lowe","- - -",13.1,0.33333333,0.68468468,0.50438596,0.66666667,0.84210526,0.7826087,0.48684211,24.71686747,"Mark Lowe",7416,450275
"Joba Chamberlain","NYY",71.2,0.25824176,0.62993421,0.45407279,0.58865248,0.85639687,0.78435115,0.52686308,24.71376812,"Joba Chamberlain",2692,501955
"Jonathan Albaladejo","NYY",11.1,0.21649485,0.59036145,0.38888889,0.80952381,0.75510204,0.77142857,0.46111111,24.70454545,"Jonathan Albaladejo",3521,452293
"Wilfredo Ledezma","PIT",19.2,0.26347305,0.6377551,0.46556474,0.54545455,0.888,0.79881657,0.5399449,24.70188679,"Wilfredo Ledezma",1669,425656
"Jeremy Accardo","TOR",6.2,0.28125,0.73239437,0.51851852,0.72222222,0.94230769,0.88571429,0.52592593,24.68478261,"Jeremy Accardo",6428,435618
"Ryota Igarashi","NYM",30.1,0.25581395,0.68604651,0.45438283,0.57142857,0.85310734,0.76771654,0.46153846,24.68105516,"Ryota Igarashi",10232,579799
"Bob Howry","- - -",35,0.23051948,0.72274143,0.48171701,0.64788732,0.89655172,0.83828383,0.51033386,24.62280702,"Bob Howry",237,133982
"Chris Resop","- - -",21,0.22222222,0.64864865,0.45771144,0.675,0.79861111,0.77173913,0.55223881,24.59468439,"Chris Resop",3799,434592
"Sam Demel","ARI",37,0.30294118,0.62587413,0.45047923,0.58252427,0.87150838,0.76595745,0.45686901,24.57235421,"Sam Demel",868,451585
"Tyler Clippard","WSN",91,0.32199271,0.63873626,0.47066409,0.61509434,0.75053763,0.70136986,0.4693746,24.53779322,"Tyler Clippard",5640,461325
"Mike MacDougal","STL",18.2,0.1863354,0.54395604,0.37609329,0.56666667,0.90909091,0.82945736,0.53061224,24.45849802,"Mike MacDougal",612,213680
"Fernando Cabrera","BOS",1.1,0.2,0.57142857,0.37931034,0.66666667,1,0.90909091,0.48275862,24.45454545,"Fernando Cabrera",2105,425507
"Daniel Schlereth","DET",18.2,0.35064935,0.5408805,0.44728435,0.59259259,0.93023256,0.8,0.50798722,24.3963964,"Daniel Schlereth",8739,519259
"Justin James","OAK",4,0.42105263,0.5,0.45833333,0.625,0.88235294,0.75757576,0.47222222,24.39622642,"Justin James",6140,448241
"Joe Beimel","COL",45,0.28134557,0.64571429,0.46971935,0.66304348,0.84513274,0.79245283,0.51698671,24.37953092,"Joe Beimel",979,346847
"Hung-Chih Kuo","LAD",60,0.32372506,0.67008197,0.50372737,0.49315068,0.78899083,0.69767442,0.51970181,24.35386819,"Hung-Chih Kuo",7016,425539
"John Axford","MIL",58,0.29514563,0.59234234,0.43274244,0.51315789,0.84030418,0.72048193,0.46298227,24.26122449,"John Axford",9059,446099
"Chad Qualls","- - -",59,0.32113821,0.62056075,0.47711782,0.67721519,0.89156627,0.82244898,0.52093476,24.22589532,"Chad Qualls",2170,430589
"Trevor Hoffman","MIL",47.1,0.23622047,0.66759003,0.44609164,0.64444444,0.90041494,0.83081571,0.48652291,24.20740741,"Trevor Hoffman",1035,116034
"Heath Bell","SDP",70,0.24469821,0.58544839,0.41196013,0.52666667,0.82369942,0.73387097,0.49086379,24.20507166,"Heath Bell",2080,425514
"Fu-Te Ni","DET",23,0.21153846,0.5733945,0.39671362,0.65909091,0.8,0.76331361,0.51173709,24.2019544,"Fu-Te Ni",4199,547820
"Josh Roenicke","TOR",19,0.245,0.70860927,0.44444444,0.65306122,0.86915888,0.80128205,0.43019943,24.19685039,"Josh Roenicke",3241,502158
"CC Sabathia","NYY",237.2,0.29229836,0.60911017,0.46140797,0.60165975,0.87565217,0.79473039,0.53378569,24.18884963,"CC Sabathia",404,282332
"Josh Beckett","BOS",127.2,0.27169811,0.62803738,0.45070423,0.6875,0.86607143,0.8125,0.50234742,24.18133333,"Josh Beckett",510,277417
"Ryan Franklin","STL",65,0.32032854,0.62985685,0.47540984,0.76282051,0.89285714,0.84913793,0.50102459,24.17945007,"Ryan Franklin",1076,211041
"Brad Penny","STL",55.2,0.2845953,0.68990385,0.49561952,0.69724771,0.90243902,0.8459596,0.52065081,24.16666667,"Brad Penny",535,207267
"Gustavo Chacin","HOU",38.1,0.28493151,0.67080745,0.4657933,0.66346154,0.875,0.80625,0.46870451,24.13306452,"Gustavo Chacin",2060,407860
"Clay Buchholz","BOS",173.2,0.26780627,0.64895908,0.45763318,0.66223404,0.84734513,0.79296875,0.49803361,24.11635059,"Clay Buchholz",3543,453329
"Jenrry Mejia","NYM",39,0.22686567,0.63114754,0.43794579,0.65789474,0.88744589,0.83061889,0.52211127,24.07976654,"Jenrry Mejia",8476,516769
"Edinson Volquez","CIN",62.2,0.2944,0.59493671,0.42402184,0.5,0.81205674,0.6888412,0.43130118,24.0295203,"Edinson Volquez",3990,450172
"Dan Meyer","FLA",9.1,0.17322835,0.66666667,0.4,0.77272727,0.90277778,0.87234043,0.45957447,24.02469136,"Dan Meyer",4402,434159
"Jose Veras","FLA",48,0.23653396,0.55979644,0.39146341,0.6039604,0.84090909,0.76635514,0.47926829,24.01344538,"Jose Veras",2063,407842
"Fernando Rodney","LAA",68,0.2977707,0.57894737,0.44034537,0.65775401,0.85828877,0.79144385,0.50706436,23.97537473,"Fernando Rodney",494,407845
"Aroldis Chapman","CIN",13.1,0.28571429,0.63106796,0.45116279,0.46875,0.76923077,0.67010309,0.47906977,23.94444444,"Aroldis Chapman",10233,547973
"Brian Wilson","SFG",74.2,0.24480712,0.63770492,0.43146417,0.60606061,0.8277635,0.76173285,0.47507788,23.94409938,"Brian Wilson",6485,451216
"Rich Hill","BOS",4,0.21212121,0.56410256,0.40277778,0.85714286,0.90909091,0.89655172,0.54166667,23.94,"Rich Hill",4806,448179
"Scott Downs","TOR",61.1,0.26898048,0.55652174,0.41259501,0.61290323,0.9375,0.83157895,0.49945711,23.91271057,"Scott Downs",773,275933
"Robinson Tejeda","KCR",61,0.31380753,0.6952381,0.51345962,0.62666667,0.78356164,0.73786408,0.52342971,23.87804878,"Robinson Tejeda",2575,434565
"César Valdez","ARI",20,0.34391534,0.60946746,0.46927374,0.55384615,0.88349515,0.75595238,0.47206704,23.77394636,"Cesar Valdez",9013,491624
"Brandon Lyon","HOU",78,0.33947773,0.68402154,0.49834437,0.68325792,0.89238845,0.81561462,0.46109272,23.77303371,"Brandon Lyon",1312,407193
"Boone Logan","NYY",40,0.2866242,0.6635514,0.47716535,0.44444444,0.85915493,0.7359736,0.50551181,23.76709402,"Boone Logan",5525,457429
"Denny Bautista","SFG",33.2,0.25671642,0.61311475,0.4265625,0.51162791,0.80213904,0.71062271,0.4765625,23.76310273,"Denny Bautista",1947,429714
