Name,Team,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%,NameASCII,PlayerId,MLBAMID
"Carlos Marmol","CHC",0.26826029,0.50850077,0.37928571,0.4009901,0.74164134,0.61205273,0.46214286,0.62650602,0.14496833,0.23363828,0.37860662,"Carlos Marmol",2790,461791
"Billy Wagner","ATL",0.28392857,0.59848485,0.43658088,0.40880503,0.81329114,0.67789474,0.48529412,0.59701493,0.13883848,0.21143376,0.35027223,"Billy Wagner",578,123790
"Rob Delaney","MIN",0.23076923,0.57142857,0.35,0.33333333,0.75,0.57142857,0.35,0.4,0.15,0.2,0.35,"Rob Delaney",5100,503438
"Sergio Romo","SFG",0.34728033,0.59669811,0.46452328,0.58433735,0.77865613,0.70167064,0.47006652,0.68421053,0.13691128,0.21248631,0.34939759,"Sergio Romo",9817,489265
"Anthony Slama","MIN",0.12068966,0.47916667,0.28301887,0.57142857,0.86956522,0.8,0.45283019,0.4,0.05607477,0.28037383,0.3364486,"Anthony Slama",3064,460104
"Joe Inglett","MIL",0.5,0.5,0.5,1,1,1,0.33333333,0.66666667,0,0.33333333,0.33333333,"Joe Inglett",7254,446928
"Chris Sale","CHW",0.2254902,0.53225806,0.37179487,0.54347826,0.80808081,0.72413793,0.47692308,0.55434783,0.10204082,0.22959184,0.33163265,"Chris Sale",10603,519242
"Luke Gregerson","SDP",0.37213115,0.65145228,0.49542125,0.48898678,0.83121019,0.68761553,0.44139194,0.61952862,0.15266486,0.17795845,0.33062331,"Luke Gregerson",4090,502381
"Sean Marshall","CHC",0.3183391,0.58603066,0.45321888,0.51086957,0.88372093,0.75378788,0.50386266,0.56677524,0.11008403,0.21932773,0.32941176,"Sean Marshall",5905,445156
"Carlos Villanueva","MIL",0.277666,0.5686747,0.41008772,0.44202899,0.8220339,0.68181818,0.45504386,0.57575758,0.12878788,0.1991342,0.32792208,"Carlos Villanueva",4138,453646
"Collin Balester","WSN",0.28426396,0.61940299,0.41993958,0.41071429,0.80722892,0.64748201,0.40483384,0.60674157,0.14454277,0.18289086,0.32743363,"Collin Balester",6883,444446
"Koji Uehara","BAL",0.33988764,0.69040248,0.50662739,0.63636364,0.79820628,0.74127907,0.47569956,0.66091954,0.12917271,0.19448476,0.32365747,"Koji Uehara",9227,493157
"Pedro Viola","BAL",0.29411765,0.72727273,0.46428571,0.4,0.625,0.53846154,0.39285714,0.66666667,0.21428571,0.10714286,0.32142857,"Pedro Viola",5971,501638
"Craig Kimbrel","ATL",0.2039801,0.61666667,0.39895013,0.58536585,0.67567568,0.65131579,0.47244094,0.43181818,0.13802083,0.18229167,0.3203125,"Craig Kimbrel",6655,518886
"Samuel Deduno","COL",0.3,0.65,0.44,0.66666667,0.76923077,0.72727273,0.4,0.75,0.12,0.2,0.32,"Samuel Deduno",5285,465679
"Joel Hanrahan","PIT",0.29448819,0.64461248,0.45360825,0.47058824,0.83284457,0.70454545,0.45446735,0.55102041,0.1335034,0.18622449,0.31972789,"Joel Hanrahan",2186,430629
"Heath Bell","SDP",0.27272727,0.60594059,0.41191067,0.57291667,0.83986928,0.73694779,0.41770058,0.58885017,0.10720131,0.2111293,0.31833061,"Heath Bell",2080,425514
"Ryan Madson","PHI",0.36876356,0.68376068,0.50492611,0.52941176,0.775,0.67317073,0.43226601,0.64516129,0.16546763,0.15227818,0.3177458,"Ryan Madson",1852,425492
"Brandon Kintzler","MIL",0.36986301,0.64444444,0.47457627,0.33333333,0.89655172,0.625,0.38135593,0.51515152,0.17073171,0.14634146,0.31707317,"Brandon Kintzler",9939,445213
"Stephen Strasburg","WSN",0.35808581,0.6021978,0.46277097,0.56682028,0.85036496,0.72505092,0.42884072,0.60218978,0.12581547,0.19105312,0.31686859,"Stephen Strasburg",10131,544931
"Mike Dunn","ATL",0.22926829,0.62804878,0.40650407,0.53191489,0.75728155,0.68666667,0.44444444,0.53409091,0.12466844,0.19098143,0.31564987,"Mike Dunn",9948,445197
"Brian Wilson","SFG",0.26566757,0.65510949,0.43213729,0.66153846,0.81615599,0.76173285,0.4274571,0.65273312,0.10114943,0.21302682,0.31417625,"Brian Wilson",6485,451216
"Jordan Walden","LAA",0.32044199,0.64130435,0.42857143,0.5,0.88135593,0.69230769,0.33699634,0.55384615,0.13138686,0.18248175,0.31386861,"Jordan Walden",3271,477229
"Mike Adams","SDP",0.30929791,0.61367837,0.46348315,0.56441718,0.82228916,0.73737374,0.50655431,0.56343284,0.12059369,0.19294991,0.3135436,"Mike Adams",1937,430606
"Bill Bray","CIN",0.32851986,0.66666667,0.46947368,0.54945055,0.81060606,0.70403587,0.41684211,0.55555556,0.13636364,0.17561983,0.31198347,"Bill Bray",8538,435538
"Kenley Jansen","LAD",0.23829787,0.64897959,0.44791667,0.60714286,0.69811321,0.6744186,0.51041667,0.52293578,0.1443299,0.16701031,0.31134021,"Kenley Jansen",3096,445276
"Edward Mujica","SDP",0.35164835,0.70588235,0.51663405,0.57291667,0.82142857,0.73106061,0.46575342,0.64925373,0.13910506,0.17217899,0.31128405,"Edward Mujica",3970,465629
"Justin Miller","LAD",0.31304348,0.68604651,0.47263682,0.54166667,0.8559322,0.73684211,0.4278607,0.70873786,0.12135922,0.18932039,0.31067961,"Justin Miller",1313,277405
"Zach Braddock","MIL",0.27327327,0.62641509,0.42976589,0.51648352,0.8253012,0.71595331,0.44314381,0.57615894,0.12166667,0.18833333,0.31,"Zach Braddock",4553,488722
"Takashi Saito","ATL",0.28373016,0.67380952,0.46103896,0.62937063,0.77385159,0.72535211,0.45454545,0.69230769,0.125,0.18482906,0.30982906,"Takashi Saito",6021,493416
"Hung-Chih Kuo","LAD",0.32783505,0.69690265,0.5058698,0.50943396,0.79365079,0.69831224,0.48239061,0.63318777,0.15212766,0.15744681,0.30957447,"Hung-Chih Kuo",7016,425539
"Ernesto Frieri","SDP",0.30902778,0.66666667,0.48500882,0.57303371,0.75806452,0.69818182,0.49206349,0.59375,0.14261168,0.16666667,0.30927835,"Ernesto Frieri",5178,457117
"Mitch Atkins","CHC",0.24271845,0.64285714,0.43781095,0.52,0.82539683,0.73863636,0.48756219,0.59183673,0.11764706,0.19117647,0.30882353,"Mitch Atkins",8369,444444
"David Robertson","NYY",0.22575251,0.55210238,0.38165939,0.60740741,0.85761589,0.78032037,0.47772926,0.55311355,0.08177172,0.22657581,0.30834753,"David Robertson",8241,502085
"Andy Marte","CLE",0.33333333,0.75,0.46153846,1,0.66666667,0.83333333,0.30769231,0.33333333,0.07692308,0.23076923,0.30769231,"Andy Marte",3203,429708
"Darren Oliver","TEX",0.29343629,0.58219178,0.42573222,0.57236842,0.88627451,0.76904177,0.458159,0.60245902,0.09562564,0.21159715,0.30722279,"Darren Oliver",206,119984
"Jerry Blevins","OAK",0.30048077,0.61904762,0.45214106,0.64,0.85897436,0.78272981,0.47607053,0.58636364,0.09862672,0.20848939,0.3071161,"Jerry Blevins",7841,460283
"Antonio Bastardo","PHI",0.22282609,0.62658228,0.40935673,0.46341463,0.78787879,0.69285714,0.4619883,0.60465116,0.12573099,0.18128655,0.30701754,"Antonio Bastardo",8844,455374
"Jon Rauch","MIN",0.30620985,0.59866962,0.44989107,0.67132867,0.88518519,0.81113801,0.4912854,0.66530612,0.0845987,0.22234273,0.30694143,"Jon Rauch",1475,400010
"Vinnie Pestano","CLE",0.25396825,0.72972973,0.43,0.625,0.59259259,0.60465116,0.37,0.47826087,0.17821782,0.12871287,0.30693069,"Vinnie Pestano",4782,502260
