Name,Team,IP,FA-X,FT-X,FC-X,FS-X,FO-X,SI-X,SL-X,CU-X,KC-X,EP-X,CH-X,SC-X,KN-X,NameASCII,PlayerId,MLBAMID
"Tim Wakefield","BOS",140,-5.899737078444402,,,,,,,8.049582852257622,,,,,1.3160622568098668,"Tim Wakefield",219,123801
"R.A. Dickey","NYM",174.1,-8.819294953957582,,,,,,,1.7883334159851074,,2.8318181471391157,,,0.5782037304557917,"R.A. Dickey",1245,285079
"Charlie Haeger","LAD",30,-6.669537406436281,,,,,,,2.844736842105263,,,,,-0.21388600650846648,"Charlie Haeger",3545,446624
"Ryan Franklin","STL",65,-3.2350190021239307,,1.6599999836512975,-3.1277777777777778,,-8.04608685037364,1.9370588414809282,4.411637167065169,,,-7.765128111227964,,-1.404444482591417,"Ryan Franklin",1076,211041
"Joe Inglett","MIL",1,,,,,,,,,,,,,-3.116666793823242,"Joe Inglett",7254,446928
"Felipe Lopez","STL",1,,,,,,,,,,,-6.110833485921224,,-3.1449999809265137,"Felipe Lopez",1311,150479
"Kevin Cash","HOU",1,,,,,,,,,,,,,-3.6077779134114585,"Kevin Cash",1593,408211
"Joe Mather","STL",2,,,,,,,,,,,-9.152592411747685,,-7.983333587646484,"Joe Mather",3714,458628
"Aaron Miles","STL",2,,,,,,,,,,,,,-9.544737163342928,"Aaron Miles",1844,425446
"Neftalí Feliz","TEX",69.1,-6.782168476998141,,,,,-8.95980416092218,7.234625783907313,,,,-8.99500002179827,,,"Neftali Feliz",18,491703
"Ramon Ortiz","LAD",30,-2.960833364062839,,,,,-7.84749990609976,1.4776147264953052,,,,-6.5083334181043835,,,"Ramon Ortiz",27,150009
"Scott Schoeneweis","BOS",13.2,5.376055399576823,,,,,9.783853907494029,-2.8094354444934475,,,,,,,"Scott Schoeneweis",33,150011
"Scot Shields","LAA",46,-3.1024999618530273,,,,,-9.20085430002284,0.7990243711122652,3.008478344350621,,,,,,"Scot Shields",35,276912
"Miguel Batista","WSN",82.2,-4.096219504751811,,,,,-8.737522360166846,3.5487185550227047,5.46999994913737,,,-5.459642750876291,,,"Miguel Batista",46,110683
"Jason Marquis","WSN",58.2,-3.869999885559082,,,,,-8.591309457964602,-0.5676923076923077,5.559999942779541,,,-7.247752108315165,,,"Jason Marquis",105,150302
"Kevin Millwood","BAL",190.2,-4.69683217438682,,-0.09577602393969104,-0.7577586338437837,,-8.260360962566844,2.3438016874296173,6.455857557772047,,,-7.794450361650068,,,"Kevin Millwood",106,119154
"Joe Nelson","BOS",8.1,-7.50272021484375,,-3.759999990463257,,,-10.767499923706055,6.734000396728516,,,,-8.228250122070312,,,"Joe Nelson",108,406874
"Dan Wheeler","TBR",48.1,-2.82414636379335,,-1.326230709369366,-3.8105429513113838,,-6.6967021085778065,3.6270165206319063,10.488874528791522,,,,,,"Dan Wheeler",120,235095
"Rodrigo Lopez","ARI",200,-2.3473131633254716,,,,,-7.945326762510739,3.91500801122814,5.739010989010989,,,-7.335000027431531,,,"Rodrigo Lopez",150,150438
"John Parrish","KCR",6,4.426000061035157,,,,,7.723333358764648,-1.8464912280701755,,,,7.0540000915527346,,,"John Parrish",160,332292
"Rafael Betancourt","COL",62.1,-2.5248908547794118,,0.5493129701104783,,,,2.7405390025612837,,,,-5.825714474632626,,,"Rafael Betancourt",177,429783
"Derek Lowe","ATL",193.2,,,0.252025636852297,,,-9.018717284666499,2.7082007228131273,,,,-6.565216922377008,,,"Derek Lowe",199,117955
"Darren Oliver","TEX",61.2,1.653448653547731,,,,,7.347158952192827,-6.277569240993923,,,,9.098750114440918,,,"Darren Oliver",206,119984
