Name,Team,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,RS,RS/9,Balls,Strikes,Pitches,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,NameASCII,PlayerId,MLBAMID
"Jonathan Van Every","BOS",0.3333333333333333,0.333333333,0,0.25,0.75,0,0.333333333,0,0,6,8,14,0.5,0.25,0.25,0,0.25,0.75,"Jonathan Van Every",3409,457508
"Bill Hall","BOS",0,3,0,1,0,0,0,0,0,4,7,11,1,0,0,0,0.33333333,0.66666667,"Bill Hall",1605,407849
"Romulo Sanchez","NYY",0.1111111111111111,0.75,0.222222222,0.333333333,0.444444444,0,0,1,2.076921858026441,33,46,79,0.33333333,0.44444444,0.22222222,0.22222222,0.11111111,0.66666667,"Romulo Sanchez",4170,454972
"Evan MacLane","STL",0,2,0,0.666666666,0.333333333,0,1,3,27,12,11,23,1,0,0,0,0.33333333,0.66666667,"Evan MacLane",5576,449774
"Roman Colon","KCR",0.5,1.666666666,0.2,0.5,0.3,0.666666666,0,0,0,29,34,63,0.4,0.2,0.4,0.2,0.2,0.6,"Roman Colon",2242,430638
"Tobi Stoner","NYM",0.3,5,0.4,0.5,0.1,0,0,0,0,16,22,38,0.4,0.4,0.2,0.1,0.3,0.6,"Tobi Stoner",4591,502621
"Mike Zagurski","PHI",0.4666666666666667,0.571428571,0.266666666,0.266666666,0.466666666,0,0.142857142,2,2.5714304982413894,59,94,153,0.4375,0.4375,0.125,0,0.4375,0.5625,"Mike Zagurski",9683,489448
"Jess Todd","CLE",0.5,0.7,0.055555555,0.388888888,0.555555555,0,0,0,0,49,84,133,0.38888889,0.38888889,0.22222222,0.11111111,0.33333333,0.55555556,"Jess Todd",3805,519357
"Juan Cruz","KCR",0.5294117647058824,1,0.375,0.3125,0.3125,0,0,4,6.750007040806008,48,61,109,0.58823529,0.35294118,0.05882353,0.05882353,0.41176471,0.52941176,"Juan Cruz",273,407297
"Andy Marte","CLE",0,1,0.5,0.5,0,0,0,3,27,4,9,13,1,0,0,0,0.5,0.5,"Andy Marte",3203,429708
"Zach Kroenke","ARI",0.2916666666666667,1.5,0.2,0.48,0.32,0.125,0.25,8,10.800005857947665,47,66,113,0.5,0.26923077,0.23076923,0.07692308,0.42307692,0.5,"Zach Kroenke",4383,476127
"Samuel Deduno","COL",0.2857142857142857,1,0.25,0.375,0.375,0,0.333333333,0,0,18,32,50,0.625,0.375,0,0,0.5,0.5,"Samuel Deduno",5285,465679
"Jhan Mariñez","FLA",0.2857142857142857,1,0.25,0.375,0.375,0,0.333333333,2,6.750009454800021,24,31,55,0.625,0.125,0.25,0,0.5,0.5,"Jhan Marinez",5830,501697
"Pedro Viola","BAL",0,0,0,0,1,0,0.5,2,13.500003218651585,12,16,28,0.5,0.5,0,0,0.5,0.5,"Pedro Viola",5971,501638
"James Houser","FLA",0.4,1,0.2,0.4,0.4,0,0.5,0,0,12,17,29,0.5,0.5,0,0.16666667,0.33333333,0.5,"James Houser",6113,446901
"Adam Ottavino","STL",0.38095238095238093,1.142857142,0.318181818,0.363636363,0.318181818,0.035714285,0.178571428,10,4.029849599055504,159,262,421,0.40449438,0.35955056,0.23595506,0.08988764,0.41573034,0.49438202,"Adam Ottavino",1247,493603
"Marcos Mateo","CHC",0.27450980392156865,0.869565217,0.232142857,0.357142857,0.410714285,0,0.260869565,7,2.907692648983606,155,224,379,0.36842105,0.38596491,0.24561404,0.10526316,0.40350877,0.49122807,"Marcos Mateo",6869,456496
"Brian Schlitter","CHC",0.48484848484848486,0.733333333,0.257142857,0.314285714,0.428571428,0.066666666,0.133333333,0,0,71,108,179,0.28571429,0.51428571,0.2,0.22857143,0.28571429,0.48571429,"Brian Schlitter",3599,489295
"Armando Gabino","BAL",0.3333333333333333,0.818181818,0.047619047,0.428571428,0.523809523,0.09090909,0.272727272,0,0,40,60,100,0.38095238,0.33333333,0.28571429,0.33333333,0.19047619,0.47619048,"Armando Gabino",3387,471803
"Adalberto Mendez","FLA",0.2727272727272727,0.52173913,0.156626506,0.289156626,0.554216867,0.086956521,0.152173913,7,2.554054712361184,162,241,403,0.44047619,0.28571429,0.27380952,0.11904762,0.4047619,0.47619048,"Adalberto Mendez",3752,458657
"Anthony Lerew","KCR",0.3048780487804878,0.925,0.144444444,0.411111111,0.444444444,0.025,0.225,5,1.7088609657844067,165,294,459,0.42857143,0.38461538,0.18681319,0.14285714,0.38461538,0.47252747,"Anthony Lerew",3440,434679
"Joe Bisenius","WSN",0.35714285714285715,0.666666666,0.333333333,0.266666666,0.4,0.166666666,0.166666666,1,1.9285716913184698,50,60,110,0.2,0.6,0.2,0.13333333,0.4,0.46666667,"Joe Bisenius",7370,445202
"Anthony Varvaro","SEA",0.36363636363636365,2,0.307692307,0.461538461,0.23076923,0,0.666666666,1,2.250000536441931,45,49,94,0.53846154,0.23076923,0.23076923,0.07692308,0.46153846,0.46153846,"Anthony Varvaro",2385,460008
"Rick Van Den Hurk","- - -",0.30434782608695654,0.739130434,0.166666666,0.354166666,0.479166666,0.04347826,0.086956521,7,3.566038441683623,112,186,298,0.35416667,0.39583333,0.25,0.14583333,0.39583333,0.45833333,"Rick Van Den Hurk",5099,462995
"Sandy Rosario","FLA",0.7777777777777778,1.25,0.181818181,0.454545454,0.363636363,0,0.5,0,0,13,28,41,0.45454545,0.27272727,0.27272727,0.27272727,0.27272727,0.45454545,"Sandy Rosario",1525,466459
"Steve Cishek","FLA",0.09090909090909091,1,0.09090909,0.454545454,0.454545454,0.2,0,0,0,18,45,63,0.18181818,0.54545455,0.27272727,0.27272727,0.27272727,0.45454545,"Steve Cishek",6483,518553
"Jake McGee","TBR",0.18181818181818182,2,0.181818181,0.545454545,0.272727272,0,0,9,16.200010814673966,33,49,82,0.27272727,0.54545455,0.18181818,0.36363636,0.18181818,0.45454545,"Jake McGee",7550,459429
