Name,Team,IP,wFA/C,wFT/C,wFC/C,wFS/C,wFO/C,wSI/C,wSL/C,wCU/C,wKC/C,wEP/C,wCH/C,wSC/C,wKN/C,NameASCII,PlayerId,MLBAMID
"Joe Inglett","MIL",1,,,,,,,,,,,,,12.246642510096233,"Joe Inglett",7254,446928
"Felipe Lopez","STL",1,,,,,,,,,,,-3.258813420931498,,7.4064552783966064,"Felipe Lopez",1311,150479
"Aaron Miles","STL",2,,,,,,,,,,,,,1.2730768636653298,"Aaron Miles",1844,425446
"R.A. Dickey","NYM",174.1,1.3475514693647368,,,,,,,1.5382221589485803,,-3.1119270758195356,,,0.5298827241622766,"R.A. Dickey",1245,285079
"Tim Wakefield","BOS",140,0.06277431222729217,,,,,,,0.9466383192274306,,,,,-0.7654188273348188,"Tim Wakefield",219,123801
"Joe Mather","STL",2,,,,,,,,,,,-1.9873385076169616,,-0.8158866316080093,"Joe Mather",3714,458628
"Charlie Haeger","LAD",30,-2.0915189230373143,,,,,,,-1.029102174859298,,,,,-1.535566344162343,"Charlie Haeger",3545,446624
"Ryan Franklin","STL",65,0.252659329896644,,10.12020366532462,-1.3643068737453885,,1.7239717469699143,-8.864288470324349,0.2621061437070582,,,2.7770445897029,,-5.681808127297296,"Ryan Franklin",1076,211041
"Kevin Cash","HOU",1,,,,,,,,,,,,,-12.99510399500529,"Kevin Cash",1593,408211
"Neftalí Feliz","TEX",69.1,1.920030137715582,,,,,5.829924228144627,2.4746912677271835,,,,-3.501725622585842,,,"Neftali Feliz",18,491703
"Ramon Ortiz","LAD",30,-10.135060548782349,,,,,-0.6497096213010641,0.31788906919846843,,,,3.152528405189514,,,"Ramon Ortiz",27,150009
"Scott Schoeneweis","BOS",13.2,-1.4255007108052573,,,,,-3.19885539401109,1.2883017140050088,,,,,,,"Scott Schoeneweis",33,150011
"Scot Shields","LAA",46,-4.19666071732839,,,,,-0.7963664885582417,-0.875824980619477,0.06802038869996002,,,,,,"Scot Shields",35,276912
"Miguel Batista","WSN",82.2,0.8778118869153464,,,,,1.0850237786245487,-0.3152002595382097,-62.12379535039266,,,3.12937359724726,,,"Miguel Batista",46,110683
"Jason Marquis","WSN",58.2,-2.790295332670212,,,,,-1.4879947426044835,0.0033873067452357365,-34.14461612701416,,,-2.259186626404755,,,"Jason Marquis",105,150302
"Kevin Millwood","BAL",190.2,-0.8084098779845181,,0.8680195611680186,-0.6247500921117848,,0.016008989815724725,-2.30809684272285,-1.2446168171163516,,,-0.603305900489891,,,"Kevin Millwood",106,119154
"Joe Nelson","BOS",8.1,-2.4756143569946287,,-42.25300848484039,,,2.719987742602825,-14.122816324234009,,,,-2.6379981637001038,,,"Joe Nelson",108,406874
