Name,Team,IP,vFA,vFT,vFC,vFS,vFO,vSI,vSL,vCU,vKC,vEP,vCH,vSC,vKN,NameASCII,PlayerId,MLBAMID
"Ryan Franklin","STL",65,90.41901586264258,,89.58571079799107,83.18666449652778,,91.2260883718297,87.99411908318015,78.23594584074733,,,84.57435647035257,,78.84444173177083,"Ryan Franklin",1076,211041
"R.A. Dickey","NYM",174.1,83.53440335265591,,,,,,,66.31666564941406,,57.04545454545455,,,75.82414420324427,"R.A. Dickey",1245,285079
"Joe Mather","STL",2,,,,,,,,,,,78.69629810474537,,74.66666666666667,"Joe Mather",3714,458628
"Charlie Haeger","LAD",30,82.51329649114885,,,,,,,72.0305240028783,,,,,70.99274788495791,"Charlie Haeger",3545,446624
"Kevin Cash","HOU",1,,,,,,,,,,,,,70.47777642144098,"Kevin Cash",1593,408211
"Aaron Miles","STL",2,,,,,,,,,,,,,69.05263157894737,"Aaron Miles",1844,425446
"Felipe Lopez","STL",1,,,,,,,,,,,78.78333536783855,,66.2750015258789,"Felipe Lopez",1311,150479
"Tim Wakefield","BOS",140,72.77970071663533,,,,,,,59.69444359673394,,,,,65.79182381465517,"Tim Wakefield",219,123801
"Joe Inglett","MIL",1,,,,,,,,,,,,,53.76666768391927,"Joe Inglett",7254,446928
"Neftalí Feliz","TEX",69.1,96.24609859045849,,,,,95.61372166053921,79.3061224489796,,,,87.10356794084821,,,"Neftali Feliz",18,491703
"Ramon Ortiz","LAD",30,89.13333468967014,,,,,90.17423001802885,83.83945178110665,,,,84.65555826822917,,,"Ramon Ortiz",27,150009
"Scott Schoeneweis","BOS",13.2,86.80555555555556,,,,,86.91146248009554,79.04193705897177,,,,,,,"Scott Schoeneweis",33,150011
"Scot Shields","LAA",46,90.96666463216145,,,,,91.1610193438437,82.78536466272865,79.18912893101789,,,,,,"Scot Shields",35,276912
"Miguel Batista","WSN",82.2,92.41585484946647,,,,,92.31143573302327,86.45285683638444,74.16666666666667,,,83.5500019618443,,,"Miguel Batista",46,110683
"Jason Marquis","WSN",58.2,85.9000015258789,,,,,88.8631844579646,84.77292067307692,77.5,,,82.26744186046511,,,"Jason Marquis",105,150302
"Kevin Millwood","BAL",190.2,89.04243314125296,,87.78094302554028,82.04999831627156,,88.92486213235294,83.21171171171171,71.28220443972492,,,81.2120857657967,,,"Kevin Millwood",106,119154
"Joe Nelson","BOS",8.1,88.204,,78.69999694824219,,,86.52499389648438,72.97999877929688,,,,77.68499755859375,,,"Joe Nelson",108,406874
"Dan Wheeler","TBR",48.1,88.29390362995427,,86.94614821213942,83.96285574776786,,88.80244738520408,83.72651933701657,76.08041958041959,,,,,,"Dan Wheeler",120,235095
"Rodrigo Lopez","ARI",200,88.04671580188679,,,,,88.02010175042955,80.42893605922099,74.52967247596153,,,82.18876185042134,,,"Rodrigo Lopez",150,150438
"John Parrish","KCR",6,89.117998046875,,,,,89.43332926432292,80.43508429276316,,,,80.67999877929688,,,"John Parrish",160,332292
"Rafael Betancourt","COL",62.1,92.79411764705883,,92.7877877504771,,,,81.69401431511976,,,,85.51428803943452,,,"Rafael Betancourt",177,429783
"Derek Lowe","ATL",193.2,,,85.53675046741454,,,88.41624874623872,80.8363453815261,,,,84.04196473393574,,,"Derek Lowe",199,117955
"Darren Oliver","TEX",61.2,88.8327068172089,,,,,89.08750221946023,77.28090413411458,,,,83.23750305175781,,,"Darren Oliver",206,119984
"Mark Buehrle","CHW",210.1,86.00968375748504,,81.70782948369565,,,85.30880301339286,,70.94262792579681,,,79.26734466107872,,,"Mark Buehrle",225,279824
"Jon Garland","SDP",200,89.45206370021337,,88.34444851345486,,,89.65677946159639,84.59381328240059,76.984412131654,,,80.68333333333334,,,"Jon Garland",232,279782
"Bob Howry","- - -",35,89.5530780498798,,,88.8499984741211,,89.48283363456157,82.43124728732639,,,,82.70352998621324,,,"Bob Howry",237,133982
"Damaso Marte","NYY",17.2,91.5818204012784,,,,,91.07142857142857,80.94558536305146,,,,87.71875,,,"Damaso Marte",247,150122
"Daniel McCutchen","PIT",67.2,89.94542648363564,,,,,90.22295413227201,83.58580186631944,78.15957316946476,,,81.96981889204545,,,"Daniel McCutchen",263,445216
"Juan Cruz","KCR",5.1,92.61666304976852,,86.93332926432292,,,,79.50588091681985,,,,84.07000122070312,,,"Juan Cruz",273,407297
"Kyle Farnsworth","- - -",64.2,95.82940889246323,,90.66062722994586,,,93.53008302141365,86.33415841584159,,,,87.37857273646763,,,"Kyle Farnsworth",278,150035
"Ron Mahay","MIN",34,89.06910585732984,,,,,88.53062535191441,81.46224290497449,,,,82.49253731343283,,,"Ron Mahay",290,118158
"Will Ohman","- - -",42,90.21614437359865,,,,,90.29250081380208,81.87227819461634,,,,,,,"Will Ohman",296,349193
"Kerry Wood","- - -",46,94.33217561141305,,,,,,89.44230351896367,77.49590163934427,,,,,,"Kerry Wood",304,134268
"Carlos Zambrano","CHC",129.2,89.76970620419381,,90.37471516927083,83.24329076839399,,89.93023538108902,80.05807729867789,69.4437484741211,,,,,,"Carlos Zambrano",305,407296
"Elmer Dessens","NYM",47,88.45475078561452,,,,,87.95241109913793,82.41111246744792,75.97666829427084,,,81.76976971293605,,,"Elmer Dessens",317,113296
"Kanekoa Texeira","- - -",61.1,91.08199869791666,,,,,91.69818004261364,80.08055623372395,,,,86.71529734460383,,,"Kanekoa Texeira",334,444427
"Danys Baez","PHI",47.2,92.8137632597477,,,,,93.70195007324219,,78.44864864864864,,,,,,"Danys Baez",367,276056
"David Riske","MIL",23.1,87.744140625,,,,,87.35999755859375,,,,,77.57741935483871,,,"David Riske",402,228594
"CC Sabathia","NYY",237.2,93.63728678497588,,,,,92.86385146657571,81.37477477477478,77.00049311571782,,,86.39362678271812,,,"CC Sabathia",404,282332
"Jake Westbrook","- - -",202.2,90.40087462308114,,85.20262815241227,85.43333435058594,,90.54860240765171,85.68362321524785,79.29858743686869,,,79.29493983477012,,,"Jake Westbrook",412,150414
"Brian Fuentes","- - -",48,,,,,,89.47941108888408,74.57272963090377,,,,73.53706327851836,,,"Brian Fuentes",429,150118
"Mike Hampton","ARI",4.1,87.7999979654948,,85.00499877929687,,,83.91428920200893,,77.3818192915483,,,77.93333435058594,,,"Mike Hampton",430,115399
"Dennys Reyes","STL",38,90.31842362253289,,,,,89.90357142857142,83.86435450185644,90.19999694824219,,,84.02785057357595,,,"Dennys Reyes",444,121096
"Brian Moehler","HOU",56.2,85.79156097808442,,84.2758648751796,,,85.78912068895725,,77.76179830143961,,,79.27484825271333,,,"Brian Moehler",480,119215
"Fernando Rodney","LAA",68,96.60212053571429,,,,,95.32518518518519,90.60000375600961,,,,82.8244352172544,,,"Fernando Rodney",494,407845
"Jeff Weaver","LAD",44.1,88.3955223880597,,,,,88.92437693698348,79.84069918846899,74.94752668626238,,,82.01052374588816,,,"Jeff Weaver",503,213711
"Josh Beckett","BOS",127.2,93.41356724330358,,90.4511462602459,,,93.46671926738411,,76.03887268222506,,,87.94925491898148,,,"Josh Beckett",510,277417
"A.J. Burnett","NYY",186.2,93.16201265705838,,,,,93.02049689440994,,,82.18374666370107,,87.91058708639706,,,"A.J. Burnett",512,150359
"Ryan Dempster","CHC",215.1,90.91557194086651,,87.90769606370192,81.5098652742347,,90.97696482911985,84.59675434362934,,,,,,,"Ryan Dempster",517,133225
"Brad Penny","STL",55.2,94.30733944954129,,,88.49163879598662,,93.2437515258789,,78.98529411764706,,,89.5,,,"Brad Penny",535,207267
"Octavio Dotel","- - -",64,92.11154153463724,,91.50706359767464,,,,81.30327968910092,77.70470724666819,,,,,,"Octavio Dotel",555,136734
"Hector Ambriz","CLE",48.1,93.02105415448344,,,,,92.70625305175781,84.80478091032609,76.79577464788733,,,,,,"Hector Ambriz",559,459932
"Brad Lidge","PHI",45.2,90.7758152173913,,,,,,83.12699897300469,,,,,,,"Brad Lidge",563,400058
"Scott Linebrink","CHW",57.1,94.41613588110404,,89.70088061951755,,83.32605942234848,93.8817018995098,82.5066650390625,,,,84.9000015258789,,,"Scott Linebrink",564,276530
"Roy Oswalt","- - -",211.2,92.64886258375198,,84.25471698113208,,,92.10912783183748,81.34225420884682,71.3670565324344,,64.16666666666667,82.89873445209705,,,"Roy Oswalt",571,400061
"Billy Wagner","ATL",69.1,95.59568782637076,,,,,,82.94055969427245,,,,,,,"Billy Wagner",578,123790
"Jeremy Affeldt","SFG",50,93.26363772945804,,,,,93.16567552860697,,77.86852593591371,,,87.82083129882812,,,"Jeremy Affeldt",583,346793
"Mike MacDougal","STL",18.2,92.64999389648438,,,,,94.71012871696036,84.46181640625,78.5,,,,,,"Mike MacDougal",612,213680
"Jeff Suppan","- - -",101.1,86.69040963518248,,83.7410923749551,,,87.2089219070936,,71.5535071523566,,,80.1747301983577,,,"Jeff Suppan",633,122987
"Nelson Figueroa","- - -",93,87.75204280931122,,,80.90606273304333,,,81.2719102495172,73.49769669633856,,,,,,"Nelson Figueroa",683,150153
"Ben Sheets","OAK",119.1,91.5373064793578,,,,,90.43016547995781,,78.40808823529412,,,83.28782972908745,,,"Ben Sheets",710,282656
"Jamey Wright","- - -",58.1,91.98775560028699,,88.16813240470466,,,90.93408704440452,83.5,78.71924974325117,,,85.4357169015067,,,"Jamey Wright",715,124604
"Grant Balfour","TBR",55.1,92.61955269082333,,92.1029411764706,,,92.66326530612245,87.26171875,81.73614575489458,,,86.25294404871323,,,"Grant Balfour",718,346797
"LaTroy Hawkins","MIL",16,92.38931456997864,,,,,91.35714285714286,87.68684467516448,77.7258064516129,,,82.94000244140625,,,"LaTroy Hawkins",729,115629
"Kyle Lohse","STL",92,89.42838101773648,,,,,89.55298523509174,82.44615515259197,74.7693459169708,,,80.86986301369863,,,"Kyle Lohse",739,346798
"Juan Rincon","COL",2,92.04583740234375,,,,,,85.22083536783855,,,,,,,"Juan Rincon",752,346799
"J.C. Romero","PHI",36.2,89.88028169014085,,,,,89.89435661764706,79.57155784116972,,,,79.87376728995902,,,"J.C. Romero",754,240694
"Johan Santana","NYM",199,89.3674597304405,,,,,88.86259845020325,81.39681119272909,,,,79.28354978354979,,,"Johan Santana",755,276371
"Brad Thomas","DET",69.1,91.59602102239461,,,,,91.59610027855153,84.59466796875,81.49886113947088,,,84.06774311680948,,,"Brad Thomas",757,346801
"Bruce Chen","KCR",140.1,88.25387105855856,,,,,84.28726271368488,82.17269210533902,73.7873927904212,,68.0142822265625,77.8532055533506,,,"Bruce Chen",769,136600
"Scott Downs","TOR",61.1,89.60000332919034,,,,,89.26037509071118,83.82580960181451,75.78993465015724,,,,,,"Scott Downs",773,275933
"Carl Pavano","MIN",221,89.3625730994152,,,84.2350503796729,,90.04331371753247,83.1836218121408,,,,80.85622369143485,,,"Carl Pavano",790,134321
"Javier Vazquez","NYY",157.1,88.59556422146215,,,,,88.40047297171913,81.22263099407327,72.94281754854765,,,78.63228256746227,,,"Javier Vazquez",801,134320
"Randy Choate","TBR",44.2,87.28787878787878,,,,,87.18788243006993,77.06985459031101,,,,80.49285888671875,,,"Randy Choate",813,329092
"Robert Manuel","BOS",12.2,85.61527506510417,,85.53333197699652,,,85.28571428571429,80.21632852359694,,,,80.47368421052632,,,"Robert Manuel",817,490008
"Ted Lilly","- - -",193.2,86.98171639841136,,,,,86.74519543770032,81.05633630886884,70.9543795620438,,,78.17996440808129,,,"Ted Lilly",833,150404
"Andy Pettitte","NYY",129,89.13452857905983,,88.39264344690635,,,88.78453096897482,82.89946600731383,75.20370370370371,,,80.11096024186644,,,"Andy Pettitte",840,120485
"Mariano Rivera","NYY",60,91.95548899580793,,91.0723282921123,,,,,,,,,,,"Mariano Rivera",844,121250
"Sam Demel","ARI",37,93.10115606936417,,91.20545099431818,,,93.17647058823529,83.87345305586283,,,,85.54857003348214,,,"Sam Demel",868,451585
"Scott Maine","CHC",13,,,,,,91.72380952380952,81.80000305175781,79.01606968470982,,,84.02682569550305,,,"Scott Maine",885,453186
"Scott Strickland","FLA",2,,,,,,87.0062484741211,77.57894736842105,,,,80.05999755859375,,,"Scott Strickland",897,232994
"Tyler Walker","WSN",35.1,91.0576923076923,,91.36250305175781,,,90.07272616299716,82.27911980597527,,,,80.47532594358766,,,"Tyler Walker",901,400104
"Justin Duchscherer","OAK",28,84.72026763091216,,,,,84.37909268465908,80.27222067212301,68.88189907731682,,,79.9000015258789,,,"Justin Duchscherer",910,407113
"Tim Hudson","ATL",228.2,90.9194214876033,,85.56531567258884,83.23915602992957,,91.06354009077155,,75.61666962594697,,,,,,"Tim Hudson",921,218596
"Barry Zito","SFG",199.1,85.81690267341443,,78.49618539222874,,,85.49480249974634,77.4828109741211,72.34119473580903,,,74.95551105873857,,,"Barry Zito",944,217096
"Brett Myers","HOU",223.2,89.11079136690647,,86.06009615384616,,,89.27321399544863,82.65787555170239,75.8886338271104,,,82.4726443768997,,,"Brett Myers",962,408206
"Vicente Padilla","LAD",95,92.38497605273142,,,84.47166341145834,,92.31613756613757,83.53883495145631,73.4126213592233,,54.94369121662621,86.91428920200893,,,"Vicente Padilla",964,218894
"Carlos Silva","CHC",113,90.38510499778369,,,,,90.46152490601504,79.4463984375,,,,81.53445065176909,,,"Carlos Silva",973,400067
"Randy Wolf","MIL",215.2,88.29325892857143,,87.40833536783855,,,88.34537968892955,80.25564512122416,66.99074024442538,,,77.87842793367346,,,"Randy Wolf",976,150116
"Bronson Arroyo","CIN",215.2,87.55892364443378,,84.27931371228448,,,87.45110128012048,75.67665943642506,70.56712962962963,,,80.26849642004774,,,"Bronson Arroyo",978,276520
"Joe Beimel","COL",45,88.33261802575107,,,,,86.21389784192826,74.2401286325637,,,,78.359375,,,"Joe Beimel",979,346847
"Kris Benson","ARI",14,88.39333767361111,,,,,88.76818292791194,81.2739116281703,73.38999633789062,,,81.09999778053977,,,"Kris Benson",982,150249
"Trevor Hoffman","MIL",47.1,84.9463545462828,,84.7516842959972,,,,79.59107317243304,72.0290291078629,,,73.08862158495509,,,"Trevor Hoffman",1035,116034
"Jake Peavy","CHW",107,91.42547135960334,,87.23929550438596,,,91.37266202278325,82.42749837239583,79.05317615327381,,,83.78782301682692,,,"Jake Peavy",1051,408241
"Freddy Garcia","CHW",157,86.92618815104167,,,79.73831414473685,,88.03405017921148,79.91049436003684,70.37731420693277,,,80.79146477569687,,,"Freddy Garcia",1077,150119
"Gil Meche","KCR",61.2,92.68859521028037,,,,,92.68571254185268,86.9266357421875,77.30760988981828,,,84.88673681142379,,,"Gil Meche",1089,219194
"Jamie Moyer","PHI",111.2,80.03058631674757,,78.29020944148937,,,81.06441223832527,,69.58245528371711,,,74.30947457107843,,,"Jamie Moyer",1091,119469
"Joel Pineiro","LAA",152.1,87.842578125,,,,,87.93577296896792,83.86569057937956,76.02025440071202,,,82.30294500612744,,,"Joel Pineiro",1094,334492
"Arthur Rhodes","CIN",55,91.1314617406542,,,,,,82.67099567099567,,,,84.0999984741211,,,"Arthur Rhodes",1097,121125
