Name,Team,IP,FA-Z,FT-Z,FC-Z,FS-Z,FO-Z,SI-Z,SL-Z,CU-Z,KC-Z,EP-Z,CH-Z,SC-Z,KN-Z,NameASCII,PlayerId,MLBAMID
"Joe Inglett","MIL",1,,,,,,,,,,,,,9.763333638509115,"Joe Inglett",7254,446928
"Joe Mather","STL",2,,,,,,,,,,,9.59481472439236,,9.40999984741211,"Joe Mather",3714,458628
"Kevin Cash","HOU",1,,,,,,,,,,,,,8.802222357855904,"Kevin Cash",1593,408211
"Felipe Lopez","STL",1,,,,,,,,,,,9.439167022705078,,5.65749979019165,"Felipe Lopez",1311,150479
"Aaron Miles","STL",2,,,,,,,,,,,,,4.457368549547698,"Aaron Miles",1844,425446
"Tim Wakefield","BOS",140,10.337368728522968,,,,,,,-7.324999862247044,,,,,1.9906006198836381,"Tim Wakefield",219,123801
"Charlie Haeger","LAD",30,6.267225364729159,,,,,,,-3.840631665681538,,,,,1.0303886591461655,"Charlie Haeger",3545,446624
"R.A. Dickey","NYM",174.1,3.5601644923544336,,,,,,,1.7549999554951985,,1.1954545107754795,,,-0.344019059916489,"R.A. Dickey",1245,285079
"Ryan Franklin","STL",65,8.509657943203422,,7.308571406773159,1.495555623372396,,8.168985118036685,4.015882155474494,-4.889608471419039,,,2.001538398938301,,-3.890000237358941,"Ryan Franklin",1076,211041
"Neftalí Feliz","TEX",69.1,9.649083096150868,,,,,5.31941193225337,-0.35476191514203337,,,,4.933571406773159,,,"Neftali Feliz",18,491703
"Ramon Ortiz","LAD",30,7.488888634575738,,,,,6.785077139047476,1.633119250656268,,,,4.981666564941406,,,"Ramon Ortiz",27,150009
"Scott Schoeneweis","BOS",13.2,8.471722073025173,,,,,5.122980785977309,1.9558387264128654,,,,,,,"Scott Schoeneweis",33,150011
"Scot Shields","LAA",46,9.730833053588867,,,,,8.33923545734457,-3.215609806339915,-9.456449149311453,,,,,,"Scot Shields",35,276912
"Miguel Batista","WSN",82.2,9.013780268227181,,,,,4.8093108683387555,3.0312356665150797,-2.4899999300638833,,,2.5314286095755443,,,"Miguel Batista",46,110683
"Jason Marquis","WSN",58.2,8.140000343322754,,,,,6.171805430724557,3.5602460186298077,-1.1475000381469727,,,4.046278842659884,,,"Jason Marquis",105,150302
"Kevin Millwood","BAL",190.2,8.23975186539598,,8.192770367755402,5.089138162547145,,7.967312573111631,2.115873979448198,-7.840744462985437,,,6.199010828039149,,,"Kevin Millwood",106,119154
"Joe Nelson","BOS",8.1,8.36016015625,,1.8799999952316284,,,7.425000190734863,-4.843999862670898,,,,4.946749877929688,,,"Joe Nelson",108,406874
"Dan Wheeler","TBR",48.1,9.606463176448171,,9.049153841458834,3.3659713745117186,,9.335881696428572,2.979226465383287,-2.9131328876201925,,,,,,"Dan Wheeler",120,235095
"Rodrigo Lopez","ARI",200,8.789962411556603,,,,,6.407749241570017,-1.483020679370777,-4.991703243046016,,,3.937640586595857,,,"Rodrigo Lopez",150,150438
"John Parrish","KCR",6,8.6147998046875,,,,,7.916666666666667,-3.2596491763466284,,,,5.218000030517578,,,"John Parrish",160,332292
