Name,Team,IP,FA%,FT%,FC%,FS%,FO%,SI%,SL%,CU%,KC%,EP%,CH%,SC%,KN%,UN%,NameASCII,PlayerId,MLBAMID
"Neftalí Feliz","TEX",31.2,0.6659751,,,,,0.03526971,0.17219917,,,,0.12655602,,,,"Neftali Feliz",18,491703
"Xavier Cedeño","WSN",7,0.59821429,,,,,0.0625,,0.32142857,,,0.01785714,,,,"Xavier Cedeno",36,458584
"Erik Bedard","TBR",75.2,0.38869005,,0.01646385,0.08947745,,0.1567645,,0.2297781,,,0.11882606,,,,"Erik Bedard",126,407853
"Danny Worth","DET",2,0.02777778,,,,,,,0.02777778,,,,,0.94444444,,"Danny Worth",198,519445
"Mark Buehrle","TOR",202,0.2128488,,0.12589228,,,0.2761194,,0.13011032,,,0.2550292,,,,"Mark Buehrle",225,279824
"Daniel McCutchen","TEX",2.1,0.3877551,,,,,0.10204082,0.24489796,,,,0.26530612,,,,"Daniel McCutchen",263,445216
"Kyle Farnsworth","- - -",28.2,0.38723404,,0.00212766,,,0.22340426,0.23404255,0.00212766,,,0.15106383,,,,"Kyle Farnsworth",278,150035
"Adam Dunn","CHW",1,,,,,,,0.04545455,0.04545455,,,0.90909091,,,,"Adam Dunn",319,276055
"Blake Beavan","SEA",4,0.06349206,,,,,0.61904762,0.23809524,0.03174603,,,0.04761905,,,,"Blake Beavan",338,518444
"Bartolo Colon","NYM",202.1,0.28561895,,,,,0.53520187,0.12278946,,,,0.05638972,,,,"Bartolo Colon",375,112526
"CC Sabathia","NYY",46,0.25313283,,,,,0.31328321,0.24185464,0.0037594,,,0.18796992,,,,"CC Sabathia",404,282332
"Fernando Rodney","SEA",66.1,0.02949062,,,,,0.65326184,,,,,0.31724754,,,,"Fernando Rodney",494,407845
"Josh Beckett","LAD",115.2,0.27459232,,0.12204103,,,0.13571804,,0.30773277,,,0.15991583,,,,"Josh Beckett",510,277417
"A.J. Burnett","PHI",213.2,0.14244438,,,,,0.45304825,,,0.32822884,,0.07627853,,,,"A.J. Burnett",512,150359
"Jason Grilli","- - -",54,0.56047516,,,,,0.0399568,0.34233261,,,,0.05723542,,,,"Jason Grilli",521,276351
"Brad Penny","MIA",26,0.30357143,,0.01339286,0.09821429,,0.41741071,,0.16741071,,,,,,,"Brad Penny",535,207267
"Hector Ambriz","SDP",2,0.54545455,,,,,,0.39393939,0.06060606,,,,,,,"Hector Ambriz",559,459932
"Jeremy Affeldt","SFG",55.1,,,,,,0.67908654,,0.23557692,,,0.08533654,,,,"Jeremy Affeldt",583,346793
"J.P. Arencibia","TEX",1,,,,,,,,,,,,,1,,"J.P. Arencibia",697,450317
"Jamey Wright","LAD",70.1,0.0037594,,0.42011278,,,0.24342105,0.03007519,0.20488722,,,0.09774436,,,,"Jamey Wright",715,124604
"Grant Balfour","TBR",62.1,0.54914337,,0.02885482,,,0.0135257,0.30838593,0.09287647,,,0.00721371,,,,"Grant Balfour",718,346797
"LaTroy Hawkins","COL",54.1,0.73992674,,,,,0.00854701,0.16117216,0.07936508,,,0.01098901,,,,"LaTroy Hawkins",729,115629
"Kyle Lohse","MIL",198.1,0.022,,,,,0.43533333,0.29566667,0.11966667,,,0.12733333,,,,"Kyle Lohse",739,346798
"Bruce Chen","KCR",48.1,0.09606481,,,,,0.29166667,0.31134259,0.08564815,,0.03819444,0.17708333,,,,"Bruce Chen",769,136600
"Scott Downs","- - -",38,,,,,,0.63357664,0.15620438,0.21021898,,,,,,,"Scott Downs",773,275933
"Randy Choate","STL",36,0.00862069,,,,,0.68275862,0.30862069,,,,,,,,"Randy Choate",813,329092
