Name,Team,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%,NameASCII,PlayerId,MLBAMID
"Héctor Neris","PHI",0.66666667,0.66666667,0.66666667,0,1,0.66666667,0.66666667,1,0.22222222,0.22222222,0.44444444,"Hector Neris",11804,593576
"Ramon E Ramirez","BAL",0.3,0.2,0.26666667,0.33333333,1,0.5,0.33333333,0.75,0.13333333,0.26666667,0.4,"Ramon E Ramirez",7986,430673
"Chaz Roe","NYY",0.28571429,0.5,0.36956522,0.25,0.88888889,0.58823529,0.39130435,0.61538462,0.15217391,0.23913043,0.39130435,"Chaz Roe",9866,475054
"Drew Butera","LAD",0.18181818,0.66666667,0.46153846,0,0.9,0.75,0.57692308,0.85714286,0.11538462,0.26923077,0.38461538,"Drew Butera",3411,460077
"Aroldis Chapman","CIN",0.33951763,0.64141414,0.46737968,0.53005464,0.59448819,0.56750572,0.42352941,0.57920792,0.20213904,0.16898396,0.37112299,"Aroldis Chapman",10233,547973
"Hunter Strickland","SFG",0.35,0.72727273,0.56842105,0.57142857,0.85,0.77777778,0.57894737,0.84,0.12631579,0.24210526,0.36842105,"Hunter Strickland",7836,519326
"Andrew Miller","- - -",0.29511278,0.58185841,0.42682927,0.42038217,0.79087452,0.65238095,0.45934959,0.59504132,0.14717742,0.21975806,0.36693548,"Andrew Miller",6785,453192
"John Holdzkom","PIT",0.22033898,0.63235294,0.44094488,0.53846154,0.79069767,0.73214286,0.53543307,0.625,0.11811024,0.24409449,0.36220472,"John Holdzkom",9392,458720
"Preston Guilmet","BAL",0.25,0.61052632,0.4601227,0.47058824,0.84482759,0.76,0.58282209,0.65116279,0.11042945,0.25153374,0.36196319,"Preston Guilmet",7303,543258
"Brad Boxberger","TBR",0.30223881,0.62115385,0.4592803,0.59259259,0.73374613,0.68659794,0.49242424,0.66396761,0.14393939,0.21685606,0.36079545,"Brad Boxberger",10133,502202
"Kendall Graveman","TOR",0.47222222,0.64,0.54098361,0.64705882,0.875,0.75757576,0.40983607,0.77777778,0.13114754,0.2295082,0.36065574,"Kendall Graveman",15514,608665
"Carson Smith","SEA",0.18867925,0.55737705,0.38596491,0.3,0.88235294,0.75,0.53508772,0.62068966,0.09649123,0.26315789,0.35964912,"Carson Smith",13172,605476
"Greg Holland","KCR",0.31785714,0.58144796,0.43413174,0.42134831,0.80544747,0.64827586,0.44111776,0.56666667,0.15269461,0.20359281,0.35628743,"Greg Holland",7196,518813
"Koji Uehara","BOS",0.3984375,0.71917808,0.54631579,0.50980392,0.74285714,0.65125241,0.46105263,0.64257028,0.19052632,0.15894737,0.34947368,"Koji Uehara",9227,493157
"Steve Geltz","TBR",0.32183908,0.66197183,0.47468354,0.5,0.76595745,0.66666667,0.44936709,0.51351351,0.15822785,0.18987342,0.34810127,"Steve Geltz",8402,544993
"Brandon Finnegan","KCR",0.35384615,0.58928571,0.46280992,0.52173913,0.81818182,0.69642857,0.46280992,0.64285714,0.14049587,0.20661157,0.34710744,"Brandon Finnegan",16208,605232
"Brett Cecil","TOR",0.35658915,0.57692308,0.44772727,0.4076087,0.80952381,0.62182741,0.41363636,0.53846154,0.16648045,0.17877095,0.3452514,"Brett Cecil",2660,446399
"Dellin Betances","NYY",0.303989,0.5977918,0.44085231,0.44343891,0.85751979,0.705,0.46583395,0.66568915,0.12967033,0.21098901,0.34065934,"Dellin Betances",6216,476454
"Erik Cordier","SFG",0.375,0.75471698,0.55963303,0.47619048,0.675,0.60655738,0.48623853,0.64285714,0.22018349,0.11926606,0.33944954,"Erik Cordier",4086,449170
"Yusmeiro Petit","SFG",0.35169492,0.64335664,0.47739602,0.59638554,0.82391304,0.72853535,0.43098252,0.69197397,0.12812872,0.20738975,0.33551847,"Yusmeiro Petit",4020,433589
"Charlie Furbush","SEA",0.34090909,0.634375,0.48065476,0.525,0.83251232,0.71826625,0.47619048,0.63276836,0.13541667,0.19940476,0.33482143,"Charlie Furbush",1370,518703
"Aaron Thompson","MIN",0.27659574,0.62745098,0.45918367,0.38461538,0.90625,0.75555556,0.52040816,0.70967742,0.10784314,0.2254902,0.33333333,"Aaron Thompson",999,457744
"Andrew Romine","DET",0.19047619,0.5,0.25925926,0.75,1,0.85714286,0.22222222,0.71428571,0.03703704,0.2962963,0.33333333,"Andrew Romine",1159,461865
"Jorge Rondon","STL",0.33333333,0.33333333,0.33333333,1,0.5,0.8,0.4,0.75,0.06666667,0.26666667,0.33333333,"Jorge Rondon",5791,504083
"Sean Doolittle","OAK",0.40410959,0.69135802,0.55519481,0.59322034,0.78571429,0.71929825,0.52597403,0.72033898,0.15517241,0.17780172,0.33297414,"Sean Doolittle",1581,448281
"Al Alburquerque","DET",0.3197026,0.60952381,0.44676409,0.45930233,0.83984375,0.68691589,0.43841336,0.50847458,0.13958333,0.19270833,0.33229167,"Al Alburquerque",6324,456379
"Kenley Jansen","LAD",0.33814433,0.71001757,0.53889943,0.6097561,0.72029703,0.68838028,0.5398482,0.67537313,0.16682375,0.16493874,0.33176249,"Kenley Jansen",3096,445276
"José Fernández","MIA",0.37560976,0.61394102,0.48914432,0.53896104,0.8209607,0.7075718,0.47637292,0.65365854,0.14231258,0.18932656,0.33163914,"Jose Fernandez",11530,605228
"Ken Giles","PHI",0.39012346,0.65614035,0.5,0.52531646,0.81283422,0.68115942,0.41304348,0.63253012,0.15850144,0.17291066,0.3314121,"Ken Giles",12910,571704
"Oliver Pérez","ARI",0.30499076,0.61419069,0.44556452,0.55151515,0.81227437,0.71493213,0.4546371,0.6171875,0.126,0.205,0.331,"Oliver Perez",1514,424144
"David Robertson","NYY",0.29635499,0.59555556,0.42090657,0.5026738,0.85074627,0.70769231,0.41628122,0.61003861,0.12224265,0.20680147,0.32904412,"David Robertson",8241,502085
"Frank Garces","SDP",0.34482759,0.75,0.5034965,0.43333333,0.83333333,0.66666667,0.39160839,0.45945946,0.16783217,0.16083916,0.32867133,"Frank Garces",13144,571057
"Craig Kimbrel","ATL",0.30071174,0.69484536,0.48328558,0.50295858,0.72997033,0.6541502,0.46322827,0.58196721,0.16714422,0.16141356,0.32855778,"Craig Kimbrel",6655,518886
"Sergio Romo","SFG",0.39347409,0.64391691,0.49184149,0.57560976,0.83410138,0.70853081,0.39277389,0.69130435,0.14203233,0.18591224,0.32794457,"Sergio Romo",9817,489265
"Sergio Santos","TOR",0.27586207,0.58139535,0.40594059,0.359375,0.82,0.6402439,0.42574257,0.52830189,0.14320388,0.18446602,0.3276699,"Sergio Santos",4734,435045
"Wade Davis","KCR",0.29329173,0.66021127,0.46567411,0.5212766,0.77866667,0.69271758,0.46980976,0.609319,0.14297521,0.18429752,0.32727273,"Wade Davis",7441,451584
"José Domínguez","LAD",0.27272727,0.69565217,0.46534653,0.53333333,0.75,0.68085106,0.45544554,0.66666667,0.14851485,0.17821782,0.32673267,"Jose Dominguez",11571,523848
"Drew Rucinski","LAA",0.27631579,0.62,0.41269841,0.66666667,0.83870968,0.76923077,0.3968254,0.58823529,0.0952381,0.23015873,0.32539683,"Drew Rucinski",12499,607968
"Spencer Patton","TEX",0.30666667,0.65671642,0.47183099,0.60869565,0.79545455,0.73134328,0.47183099,0.54285714,0.12676056,0.1971831,0.32394366,"Spencer Patton",12361,607359
"Jeff Beliveau","TBR",0.28571429,0.58536585,0.44444444,0.67307692,0.85833333,0.80232558,0.52971576,0.72,0.0874036,0.23650386,0.32390746,"Jeff Beliveau",8504,542924
"Paco Rodríguez","LAD",0.32089552,0.56435644,0.42553191,0.53488372,0.80701754,0.69,0.42978723,0.47169811,0.13191489,0.19148936,0.32340426,"Paco Rodriguez",13398,572089
"Corey Kluber","CLE",0.3508316,0.61764706,0.47047018,0.55111111,0.87784679,0.74344912,0.4483945,0.64037855,0.12028571,0.20257143,0.32285714,"Corey Kluber",2429,446372
"Dario Álvarez","NYM",0.36842105,1,0.61290323,0.28571429,0.75,0.57894737,0.38709677,0.625,0.25806452,0.06451613,0.32258065,"Dario Alvarez",14239,516714
"Taylor Thompson","CHW",0.2987013,0.45714286,0.34821429,0.56521739,0.875,0.69230769,0.3125,0.5,0.10714286,0.21428571,0.32142857,"Taylor Thompson",10019,543853
"CC Sabathia","NYY",0.33642691,0.59945504,0.45739348,0.68275862,0.82727273,0.76986301,0.45989975,0.70334928,0.10526316,0.21553885,0.32080201,"CC Sabathia",404,282332
"Chad Qualls","HOU",0.3782235,0.61470588,0.49492017,0.66666667,0.8708134,0.79178886,0.4934688,0.66666667,0.10186514,0.21807747,0.31994261,"Chad Qualls",2170,430589
"Ian Thomas","ATL",0.23300971,0.53535354,0.38118812,0.5,0.83018868,0.72727273,0.49009901,0.58333333,0.10294118,0.21568627,0.31862745,"Ian Thomas",13881,621962
"Félix Hernández","SEA",0.34818228,0.609375,0.46043796,0.57205882,0.86399108,0.73811034,0.42978102,0.64692982,0.12026791,0.1980198,0.31828771,"Felix Hernandez",4772,433587
"Pat Neshek","STL",0.33777778,0.67992424,0.52249489,0.70394737,0.80501393,0.77495108,0.5398773,0.67058824,0.11675127,0.20101523,0.3177665,"Pat Neshek",4682,450212
"Shawn Kelley","NYY",0.33786408,0.67507003,0.47591743,0.51149425,0.80497925,0.68192771,0.40940367,0.61363636,0.14848144,0.16872891,0.31721035,"Shawn Kelley",7773,518875
"Steve Cishek","MIA",0.29505582,0.57593688,0.42063492,0.58378378,0.89383562,0.77358491,0.44708995,0.67272727,0.09457093,0.22241681,0.31698774,"Steve Cishek",6483,518553
"Will Smith","MIL",0.31428571,0.60470588,0.42752294,0.4354067,0.89883268,0.69098712,0.38990826,0.53496503,0.1316726,0.18505338,0.31672598,"Will Smith",8048,519293
"Cory Rasmus","LAA",0.36345382,0.60949868,0.46978335,0.60773481,0.85281385,0.74514563,0.43215507,0.58666667,0.11918275,0.19750284,0.31668558,"Cory Rasmus",2413,474284
"Tony Sipp","HOU",0.33041575,0.64022663,0.4654321,0.58278146,0.80530973,0.71618037,0.43580247,0.61616162,0.13080685,0.18581907,0.31662592,"Tony Sipp",8280,448609
"Boone Logan","COL",0.34765625,0.59770115,0.44883721,0.47191011,0.80769231,0.65284974,0.40465116,0.57758621,0.15473441,0.16166282,0.31639723,"Boone Logan",5525,457429
"Cody Allen","CLE",0.36037441,0.62212944,0.47232143,0.5021645,0.84899329,0.69754253,0.42767857,0.62724014,0.1404741,0.17559263,0.31606673,"Cody Allen",12183,592102
"Fernando Rodney","SEA",0.31219512,0.56947162,0.42895204,0.640625,0.82474227,0.7515528,0.45381883,0.6013986,0.10544815,0.21001757,0.31546573,"Fernando Rodney",494,407845
"Joakim Soria","- - -",0.275,0.65030675,0.45335277,0.65656566,0.83962264,0.78135048,0.47521866,0.63186813,0.0982659,0.21676301,0.3150289,"Joakim Soria",6941,465657
"Addison Reed","ARI",0.30661323,0.72727273,0.50884495,0.59477124,0.80654762,0.7402863,0.48074922,0.65873016,0.13133402,0.18304033,0.31437435,"Addison Reed",10586,592665
"Stephen Fife","LAD",0.2826087,0.57627119,0.44761905,0.53846154,0.82352941,0.74468085,0.56190476,0.55555556,0.11428571,0.2,0.31428571,"Stephen Fife",8077,543155
"Michael Pineda","NYY",0.35191638,0.66548673,0.50746269,0.63366337,0.85106383,0.77508651,0.49604917,0.67241379,0.11403509,0.2,0.31403509,"Michael Pineda",5372,501381
"Francisco Rodríguez","MIL",0.26795096,0.6448203,0.43869732,0.53594771,0.83934426,0.73799127,0.45306513,0.58955224,0.11483254,0.19904306,0.3138756,"Francisco Rodriguez",1642,408061
"Kyle Crockett","CLE",0.308,0.58823529,0.44467213,0.66233766,0.87857143,0.80184332,0.48770492,0.6147541,0.08704453,0.22672065,0.31376518,"Kyle Crockett",15033,641490
"Dana Eveland","NYM",0.33453237,0.53367876,0.41613588,0.55913978,0.91262136,0.74489796,0.40976645,0.54782609,0.10526316,0.20842105,0.31368421,"Dana Eveland",5508,445968
"David Price","- - -",0.32137285,0.66592675,0.48805369,0.66990291,0.84166667,0.78327833,0.48375839,0.6987116,0.10563003,0.20697051,0.31260054,"David Price",3184,456034
"Pedro Strop","CHC",0.35188867,0.6372796,0.47777778,0.48587571,0.80237154,0.67209302,0.44111111,0.56557377,0.15511551,0.15731573,0.31243124,"Pedro Strop",4070,467008
"Luke Gregerson","OAK",0.35018051,0.64772727,0.48189135,0.5257732,0.85263158,0.72025052,0.44265594,0.60211268,0.1332008,0.17892644,0.31212724,"Luke Gregerson",4090,502381
"Chris Sale","CHW",0.34276094,0.64449723,0.48144105,0.6129666,0.8046683,0.73091459,0.45960699,0.67007299,0.12931348,0.18270977,0.31202325,"Chris Sale",10603,519242
"Raul Valdes","HOU",0.23255814,0.67647059,0.42857143,0.7,0.69565217,0.6969697,0.44155844,0.73684211,0.12987013,0.18181818,0.31168831,"Raul Valdes",1953,447744
"Jenrry Mejia","NYM",0.29217604,0.61331445,0.44094488,0.51882845,0.87759815,0.75,0.46325459,0.58513189,0.1083871,0.20322581,0.3116129,"Jenrry Mejia",8476,516769
"Will Harris","ARI",0.3071161,0.59223301,0.43128964,0.53658537,0.8852459,0.74509804,0.43551797,0.55833333,0.1085595,0.20250522,0.31106472,"Will Harris",3192,501789
"Alex Claudio","TEX",0.3,0.65168539,0.44976077,0.66666667,0.77586207,0.73404255,0.42583732,0.46296296,0.11961722,0.19138756,0.31100478,"Alex Claudio",12890,592222
"Evan Scribner","OAK",0.34615385,0.74418605,0.55487805,0.74074074,0.8125,0.79120879,0.52439024,0.78723404,0.11585366,0.19512195,0.31097561,"Evan Scribner",7525,519267
"Fernando Salas","LAA",0.30894309,0.68202765,0.4838013,0.64473684,0.78378378,0.73660714,0.46868251,0.63598326,0.12513256,0.18557794,0.3107105,"Fernando Salas",4971,477569
"Mike Bolsinger","ARI",0.31002331,0.57524272,0.43995244,0.61654135,0.91983122,0.81081081,0.48989298,0.66806723,0.08284024,0.22721893,0.31005917,"Mike Bolsinger",11137,502211
"Joel Peralta","TBR",0.3464837,0.64229249,0.48393021,0.64356436,0.82769231,0.75711575,0.46464646,0.63773585,0.11732356,0.19248396,0.30980752,"Joel Peralta",2332,407908
