Name,Team,IP,FA-Z,FT-Z,FC-Z,FS-Z,FO-Z,SI-Z,SL-Z,CU-Z,KC-Z,EP-Z,CH-Z,SC-Z,KN-Z,NameASCII,PlayerId,MLBAMID
"Martín Maldonado","MIL",1,13.050000190734863,,,,,,2.059999942779541,-1.8899999856948853,,,9.685454628684305,,10.359999656677246,"Martin Maldonado",6887,455117
"John Baker","CHC",1,,,,,,,,,,,8.598571232386998,,10.059999465942383,"John Baker",4756,434633
"Chris Gimenez","TEX",1,11.044000244140625,,11.359999656677246,,,,,,,,9.341999816894532,,9.550000190734863,"Chris Gimenez",7324,460269
"Dean Anna","NYY",1,,,,,,,,,,,,,7.640588199391084,"Dean Anna",8353,542883
"J.P. Arencibia","TEX",1,,,,,,,,,,,,,7.273999786376953,"J.P. Arencibia",697,450317
"Andrew Romine","DET",1,9.913999938964844,,9.259090770374645,,,,,-3.0199999809265137,,,8.116667005750868,,6.489999771118164,"Andrew Romine",1159,461865
"Steve Tolleson","TOR",1,,,,,,,,1.130000114440918,,,3.583749771118164,,5.46999994913737,"Steve Tolleson",4450,476270
"Leury García","CHW",1,8.449999809265137,,,,,,,,,,7.844999694824219,,5.059999942779541,"Leury Garcia",5913,544725
"Drew Butera","LAD",1.2,9.579999651227679,,9.260000228881836,,,,,,,,8.801333618164062,,5.049999872843425,"Drew Butera",3411,460077
"R.A. Dickey","TOR",215.2,5.984831830820142,,,,,,,,,-0.02509887925871126,,,1.4422224966163115,"R.A. Dickey",1245,285079
"Steven Wright","BOS",21,8.910188782889888,,,,,,,-0.6708333359824287,,,,,1.155175086589175,"Steven Wright",8185,453214
"Mike Carp","BOS",1,,,,,,,,,,,7.404499816894531,,0.7211111386617025,"Mike Carp",7480,455077
"Danny Worth","DET",2,8.609999656677246,,,,,,,-6.71999979019165,,,,,0.20676472607780905,"Danny Worth",198,519445
"Neftalí Feliz","TEX",31.2,9.331339898510514,,,,,5.379999946145451,2.631927674075207,,,,6.474098580782531,,,"Neftali Feliz",18,491703
"Xavier Cedeño","WSN",7,6.170596905608676,,,,,4.285714285714286,,-2.500277625189887,,,6.835000038146973,,,"Xavier Cedeno",36,458584
"Erik Bedard","TBR",75.2,10.878073451707815,,9.623173713684082,7.499040161132813,,8.151470132070045,,-6.1449440216349664,,,4.5166143394378295,,,"Erik Bedard",126,407853
"Mark Buehrle","TOR",202,7.165467797256097,,3.268670150914143,,,5.677940359687133,,-3.921176976991116,,,4.583011539837786,,,"Mark Buehrle",225,279824
"Daniel McCutchen","TEX",2.1,10.3226318359375,,,,,4.795999908447266,2.5933334032694497,,,,0.6700000029343826,,,"Daniel McCutchen",263,445216
"Kyle Farnsworth","- - -",28.2,7.271209046080872,,7,,,4.548571341378349,0.609636378288269,0.5600000023841858,,,4.791267824844575,,,"Kyle Farnsworth",278,150035
"Adam Dunn","CHW",1,,,,,,,1.9700000286102295,-0.4699999988079071,,,4.843500137329102,,,"Adam Dunn",319,276055
"Blake Beavan","SEA",4,8.332500457763672,,,,,6.640513102213542,0.1853333314259847,-5.835000038146973,,,5.633333206176758,,,"Blake Beavan",338,518444
"Bartolo Colon","NYM",202.1,8.848224390332945,,,,,4.462715586521976,1.2576358629309612,,,,5.189112556051221,,,"Bartolo Colon",375,112526
"CC Sabathia","NYY",46,8.915049335744122,,,,,5.982080078125,1.979378181417989,0.5966666539510092,,,5.995066731770834,,,"CC Sabathia",404,282332
"Fernando Rodney","SEA",66.1,11.006969105113637,,,,,5.57273587123803,,,,,1.6987041634573063,,,"Fernando Rodney",494,407845
"Josh Beckett","LAD",115.2,7.979329427083333,,6.201508620689655,,,6.4836818488069285,,-7.924683660523504,,,4.1618090177837175,,,"Josh Beckett",510,277417
"A.J. Burnett","PHI",213.2,7.799046514484027,,,,,5.139681134905134,,,-5.032121685189261,,1.6376894170587712,,,"A.J. Burnett",512,150359
"Jason Grilli","- - -",54,8.859348892476516,,,,,5.3816216958535685,-0.3088675056722262,,,,7.447169753740418,,,"Jason Grilli",521,276351
"Brad Penny","MIA",26,9.227551404167624,,6.3534998297691345,3.346272750334306,,5.414390359970337,,-6.641280110677084,,,,,,"Brad Penny",535,207267
"Hector Ambriz","SDP",2,7.567222595214844,,,,,,-0.8569231033325195,-9.139999389648438,,,,,,"Hector Ambriz",559,459932
"Jeremy Affeldt","SFG",55.1,,,,,,5.419138032356194,,-8.15130615234375,,,1.582732402103048,,,"Jeremy Affeldt",583,346793
"Jamey Wright","LAD",70.1,6.684999942779541,,3.732838863227725,,,5.2170232235234675,0.16218750178813934,-7.541527354389156,,,0.939182698726654,,,"Jamey Wright",715,124604
"Grant Balfour","TBR",62.1,12.014039088156814,,11.759062767028809,,,10.893332926432292,3.981812951160453,-1.1564077729160347,,,8.39625072479248,,,"Grant Balfour",718,346797
"LaTroy Hawkins","COL",54.1,6.6101255511293315,,,,,3.5071427481515065,3.0095834443063447,-4.8536766639122595,,,6.430778079562717,,,"LaTroy Hawkins",729,115629
"Kyle Lohse","MIL",198.1,10.417272394353693,,,,,8.60307071329441,2.2402705694669534,-7.52345382137883,,,4.387617979998364,,,"Kyle Lohse",739,346798
"Bruce Chen","KCR",48.1,10.240240993269955,,,,,8.845555623372396,4.711226906475082,-5.6202702908902555,,-6.2751515706380205,6.598104638991013,,,"Bruce Chen",769,136600
"Scott Downs","- - -",38,,,,,,5.051244217129896,1.0475701305353753,-7.593958324856228,,,,,,"Scott Downs",773,275933
"Randy Choate","STL",36,0.07000001668930053,,,,,-3.8969923847853534,3.340424436430691,,,,,,,"Randy Choate",813,329092
"Kris Johnson","MIN",13.1,10.139999389648438,,,,,6.67149059224573,3.0290908813476562,-5.470000267028809,,,4.7337501525878904,,,"Kris Johnson",886,453241
"Scott Carroll","CHW",129.1,6.377076885516827,,3.2752200912379617,,,2.297127376054135,-0.08444442446269686,-2.6899999586202332,,,0.7831304577813633,,,"Scott Carroll",888,453222
"Tim Hudson","SFG",189.1,6.789715662951718,,0.7232539585658482,0.16089372128104243,,2.694004699087627,,-4.6151486660571805,,,,,,"Tim Hudson",921,218596
"Randy Wolf","MIA",25.2,10.201030770527948,,11.754286221095494,,,9.236029456643497,0.2398113394683262,-9.055679321289062,,-8.899999618530273,8.143333435058594,,,"Randy Wolf",976,150116
"Bronson Arroyo","ARI",86,7.604999796549479,,,,,3.1969605637312384,1.7973664261912572,0.458364762600113,,,1.088195456598038,,,"Bronson Arroyo",978,276520
"Joe Beimel","SEA",45,7.2711383688038795,,,,,2.7758475229249777,-0.32414471475701584,-5.202962804723669,,,4.833599853515625,,,"Joe Beimel",979,346847
"Aaron Thompson","MIN",7.1,9.651666641235352,,,,,,-0.41479166348775226,-5.739999771118164,,,4.900000095367432,,,"Aaron Thompson",999,457744
"Ryan Vogelsong","SFG",184.2,8.286018352556109,,,,,5.959181598921264,7.228402879503038,-4.454567884011244,,,5.720405960993436,,,"Ryan Vogelsong",1011,285064
"Jake Peavy","- - -",202.2,9.123779951407506,,5.422689195224437,3.584418718204942,,5.795295292235018,1.6868473297269473,-1.770775623268698,,,2.049778618055956,,,"Jake Peavy",1051,408241
"Rafael Soriano","WSN",62,8.628146229619565,,6.642571585518973,,,5.945795266025038,2.301107043007943,-1.2007142475673132,,,4.59499979019165,,,"Rafael Soriano",1100,400089
"Marco Estrada","MIL",150.2,11.98576384261727,,,,,,,-6.45307232960161,,,9.517196431179071,,,"Marco Estrada",1118,462136
"Joe Nathan","DET",58,10.698090252004157,,10.858000183105469,,,6.048107172818792,3.2195618644593256,-1.850436217032823,,,6.455999755859375,,,"Joe Nathan",1122,150274
"Jerome Williams","- - -",115,6.964556695997101,,4.249508266761655,,,4.381901268549331,-0.7015294271356919,-2.410322496967931,,,4.3662499766195975,,,"Jerome Williams",1137,425532
"Tommy Hunter","BAL",60.2,10.423385763616771,,6.924179304891558,,,7.551752949140936,,-2.7795304132739145,,,2.816666603088379,,,"Tommy Hunter",1157,488984
"Adam Ottavino","COL",65,4.577914671111253,,,,,3.234722137451172,-2.395895847402996,,,,1.3662500381469727,,,"Adam Ottavino",1247,493603
