Name,Team,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%,NameASCII,PlayerId,MLBAMID
"Lucas Gilbreath","COL",0.36363636,0.71428571,0.5,0.5,0.6,0.55555556,0.38888889,0.75,0.22222222,0.22222222,0.44444444,"Lucas Gilbreath",21290,656458
"Ryan Burr","TOR",0.32,0.57142857,0.41025641,0.375,0.5,0.4375,0.35897436,0.875,0.23076923,0.20512821,0.43589744,"Ryan Burr",17536,621114
"John Rooney","HOU",0.25,0.45454545,0.34782609,0,0.8,0.5,0.47826087,0.5,0.17391304,0.26086957,0.43478261,"John Rooney",24590,680701
"Robert Stephenson","LAA",0.425,0.68656716,0.54421769,0.38235294,0.7826087,0.6125,0.45578231,0.69047619,0.21088435,0.16326531,0.37414966,"Robert Stephenson",13594,596112
"Cody Laweryson","MIN",0.36170213,0.63043478,0.49462366,0.82352941,0.75862069,0.7826087,0.49462366,0.76923077,0.10752688,0.25806452,0.3655914,"Cody Laweryson",26429,689520
"Gerson Garabito","TEX",0.32307692,0.64285714,0.47107438,0.57142857,0.80555556,0.71929825,0.46280992,0.7804878,0.1322314,0.23140496,0.36363636,"Gerson Garabito",19835,642520
"Fernando Cruz","NYY",0.33009709,0.60649819,0.42676768,0.33529412,0.77380952,0.55325444,0.34974747,0.555,0.19041614,0.17150063,0.36191677,"Fernando Cruz",7048,518585
"Mason Miller","- - -",0.37241379,0.67857143,0.49588477,0.34259259,0.76315789,0.5746888,0.40329218,0.58119658,0.21068859,0.14799589,0.35868448,"Mason Miller",31757,695243
"Adam Ottavino","NYY",0.04166667,0.44444444,0.21428571,0,0.75,0.66666667,0.42857143,0.66666667,0.07142857,0.28571429,0.35714286,"Adam Ottavino",1247,493603
"José Urquidy","DET",0.3,0.57692308,0.42857143,0.66666667,0.6,0.625,0.46428571,0.64285714,0.16071429,0.19642857,0.35714286,"Jose Urquidy",18413,664353
"Logan Davidson","LAA",0,0.33333333,0.14285714,,1,1,0.42857143,0.33333333,0,0.35714286,0.35714286,"Logan Davidson",25844,669722
"Trevor McDonald","SFG",0.46774194,0.54545455,0.5,0.56896552,0.875,0.70754717,0.41509434,0.7,0.14553991,0.21126761,0.35680751,"Trevor McDonald",26448,686790
"Griffin Jax","- - -",0.40561622,0.6460177,0.50503202,0.42307692,0.83561644,0.64130435,0.41354071,0.66431095,0.18115279,0.17108875,0.35224154,"Griffin Jax",20253,643377
"Connor Phillips","CIN",0.28767123,0.58227848,0.41114058,0.36507937,0.80434783,0.62580645,0.41909814,0.58163265,0.15384615,0.19628647,0.35013263,"Connor Phillips",27649,683175
"Danny Young","NYM",0.25252525,0.44067797,0.32278481,0.44,0.96153846,0.70588235,0.37341772,0.59459459,0.09493671,0.25316456,0.34810127,"Danny Young",18439,664849
"Hunter Barco","PIT",0.42307692,0.7,0.54347826,0.54545455,0.85714286,0.72,0.43478261,0.58333333,0.15217391,0.19565217,0.34782609,"Hunter Barco",33174,682995
"Jake Bird","- - -",0.31176471,0.57399103,0.43410042,0.53459119,0.85546875,0.73253012,0.4665272,0.60080645,0.11574557,0.23044838,0.34619395,"Jake Bird",21267,656234
"Garrett Cleavinger","TBR",0.33991228,0.65947242,0.49255441,0.44516129,0.79636364,0.66976744,0.47766323,0.68312757,0.1624714,0.18077803,0.34324943,"Garrett Cleavinger",17897,664076
"Justin Bruihl","TOR",0.28571429,0.53773585,0.40825688,0.53125,0.9122807,0.7752809,0.48623853,0.67692308,0.0913242,0.25114155,0.34246575,"Justin Bruihl",23779,677865
"Josh Hader","HOU",0.41247485,0.73428571,0.54545455,0.43414634,0.75486381,0.61255411,0.41322314,0.71359223,0.21133412,0.12868949,0.34002361,"Josh Hader",14212,623352
"Braydon Fisher","TOR",0.30977131,0.60227273,0.43337335,0.51677852,0.86792453,0.72299169,0.42256903,0.5990099,0.11976048,0.21916168,0.33892216,"Braydon Fisher",24609,680755
"Bryan Abreu","HOU",0.33967391,0.66004415,0.46173255,0.432,0.76588629,0.61384335,0.38099243,0.57432432,0.17800168,0.15952981,0.33753149,"Bryan Abreu",16609,650556
"Darren McCaughan","MIN",0.35714286,0.63636364,0.5,0.6,0.82142857,0.74418605,0.51162791,0.7826087,0.12790698,0.20930233,0.3372093,"Darren McCaughan",20038,670766
"David Bednar","- - -",0.3375,0.64224138,0.47558594,0.56084656,0.79194631,0.70225873,0.453125,0.62549801,0.14160156,0.1953125,0.33691406,"David Bednar",19569,670280
"Edwin Díaz","NYM",0.33495146,0.67037862,0.47610122,0.44444444,0.74418605,0.62204724,0.420806,0.55426357,0.17994377,0.15651359,0.33645736,"Edwin Diaz",14710,621242
"Phil Maton","- - -",0.33913043,0.63741339,0.4672619,0.53846154,0.75724638,0.66666667,0.42956349,0.59274194,0.1555996,0.17938553,0.33498513,"Phil Maton",18064,664208
"Sam Moll","CIN",0.28365385,0.57723577,0.39274924,0.44067797,0.85915493,0.66923077,0.37160121,0.59259259,0.12951807,0.20481928,0.33433735,"Sam Moll",14874,594580
"Andrés Muñoz","SEA",0.33064516,0.6626506,0.46376812,0.47317073,0.78545455,0.65208333,0.40096618,0.59448819,0.16135266,0.17294686,0.33429952,"Andres Munoz",20373,662253
"Nick Raquet","STL",0.4,0.41666667,0.40740741,0.66666667,1,0.81818182,0.44444444,0.71428571,0.07407407,0.25925926,0.33333333,"Nick Raquet",20333,675919
"Jose Espada","BAL",0.38461538,0.75,0.5862069,0.4,0.75,0.64705882,0.55172414,0.66666667,0.2,0.13333333,0.33333333,"Jose Espada",21131,664744
"Kyle Bradish","BAL",0.32862191,0.61137441,0.44939271,0.46236559,0.82945736,0.67567568,0.42712551,0.63492063,0.14574899,0.18623482,0.33198381,"Kyle Bradish",24586,680694
"Trey Yesavage","TOR",0.39726027,0.59139785,0.47280335,0.5,0.85454545,0.67256637,0.38912134,0.61290323,0.15481172,0.17573222,0.33054393,"Trey Yesavage",35456,702056
"Brendon Little","TOR",0.31929825,0.57922078,0.4,0.35897436,0.86098655,0.58467742,0.31048387,0.55932203,0.16612903,0.16290323,0.32903226,"Brendon Little",21574,663893
"Evan Sisk","- - -",0.2746114,0.53676471,0.38297872,0.56603774,0.79452055,0.6984127,0.41337386,0.5375,0.11550152,0.21276596,0.32826748,"Evan Sisk",24995,681895
"Trevor Megill","MIL",0.35696822,0.64534884,0.48871182,0.47260274,0.86486486,0.70923913,0.45683931,0.66666667,0.14209827,0.18326693,0.32536521,"Trevor Megill",17722,656730
"Touki Toussaint","LAA",0.37037037,0.7,0.45945946,0.6,0.85714286,0.70588235,0.27027027,0.54545455,0.13513514,0.18918919,0.32432432,"Touki Toussaint",16929,657053
"Bennett Sousa","HOU",0.38518519,0.69659443,0.52335165,0.41025641,0.82222222,0.65354331,0.44368132,0.5879397,0.18131868,0.14285714,0.32417582,"Bennett Sousa",21345,656986
"Ronny Henriquez","MIA",0.37911302,0.66448802,0.49222798,0.47924528,0.81639344,0.65964912,0.39637306,0.61716172,0.16709733,0.15590009,0.32299742,"Ronny Henriquez",24094,678692
"Raisel Iglesias","ATL",0.35984848,0.70412844,0.51556017,0.58421053,0.79478827,0.71428571,0.45228216,0.62030075,0.14699793,0.17598344,0.32298137,"Raisel Iglesias",17130,628452
"Dylan Lee","ATL",0.35641892,0.69607843,0.51361162,0.53554502,0.76619718,0.68021201,0.46279492,0.67293233,0.16409791,0.1586582,0.32275612,"Dylan Lee",19996,669276
"A.J. Minter","NYM",0.24778761,0.61111111,0.38918919,0.57142857,0.75,0.68055556,0.38918919,0.65909091,0.12365591,0.19892473,0.32258065,"A.J. Minter",18655,621345
"Nolan McLean","NYM",0.27980535,0.60365854,0.42354533,0.56521739,0.84343434,0.74121406,0.44384303,0.58510638,0.10945946,0.21216216,0.32162162,"Nolan McLean",33703,690997
"Tarik Skubal","DET",0.37949762,0.72165698,0.54475254,0.54561717,0.78046324,0.69587629,0.48297648,0.71524064,0.16567217,0.15514216,0.32081432,"Tarik Skubal",22267,669373
"Shelby Miller","- - -",0.36317136,0.68051118,0.50426136,0.51408451,0.81690141,0.69577465,0.44460227,0.69354839,0.15319149,0.16737589,0.32056738,"Shelby Miller",10197,571946
"Abner Uribe","MIL",0.29541864,0.64218456,0.45360825,0.50802139,0.82697947,0.71401515,0.45618557,0.55033557,0.12950257,0.18867925,0.31818182,"Abner Uribe",25327,682842
"Jack Little","LAD",0.46666667,0.78571429,0.56818182,0.64285714,0.72727273,0.68,0.31818182,0.85714286,0.18181818,0.13636364,0.31818182,"Jack Little",26152,669193
"Brian Van Belle","TBR",0.375,0.73684211,0.53488372,0.59259259,0.76190476,0.69565217,0.44186047,0.55555556,0.1627907,0.15503876,0.31782946,"Brian Van Belle",27695,687003
"Anthony Bender","MIA",0.26108374,0.57824934,0.4137931,0.55660377,0.9266055,0.80555556,0.48148148,0.57843137,0.08025478,0.23694268,0.31719745,"Anthony Bender",19742,669622
"Garrett Whitlock","BOS",0.38356164,0.70936902,0.5279661,0.53571429,0.79784367,0.6918138,0.44322034,0.6894198,0.16271186,0.15423729,0.31694915,"Garrett Whitlock",20191,676477
"Reid Detmers","LAA",0.35263158,0.64132554,0.48938135,0.53731343,0.80243161,0.70188679,0.47368421,0.61278195,0.14575646,0.17066421,0.31642066,"Reid Detmers",27468,672282
