Name,Team,IP,Pit+ FA,Pit+ SI,Pit+ FC,Pit+ FS,Pit+ SL,Pit+ CU,Pit+ CH,Pit+ KC,Pit+ FO,Stuff+,Location+,Pitching+,NameASCII,PlayerId,MLBAMID
"Scott Effross","NYY",10.2,87.76571428571428,104.26871794871795,,,131.0449315068493,,68.0442105263158,,,110.68946341463416,129.926243902439,132.68039024390245,"Scott Effross",18384,664123
"Trevor Megill","MIL",47,126.387149122807,,,,,,,142.2522558922559,,128.42537234042555,106.3266755319149,132.616994680851,"Trevor Megill",17722,656730
"Aroldis Chapman","BOS",61.1,122.55284946236556,134.30686468646863,,139.55242718446596,133.43226277372267,,,,,107.72594298245609,124.86844298245609,129.73627192982462,"Aroldis Chapman",10233,547973
"José Alvarado","PHI",26,66.11666666666666,134.87282758620688,123.27223021582734,,,107.51363636363635,,,,112.8895594713656,110.82533039647578,129.20814977973566,"Jose Alvarado",17780,621237
"Jacob Misiorowski","MIL",66,126.11037500000002,,,,143.19411168292498,126.32799999999999,102.08289855072464,,,118.5782322728121,104.17162908191828,128.82710813584626,"Jacob Misiorowski",31623,694819
"Griffin Jax","- - -",66,109.44800000000001,134.53622047244093,110.99590909090908,,128.9702320868201,98.376,134.89983606557377,,,109.16791893682421,116.61186711682706,126.62400709423969,"Griffin Jax",20253,643377
"Graham Ashcraft","CIN",65.1,,,113.8667615658363,,137.1672995780591,,,,,121.93509214354994,100.95150339476236,124.49291949563532,"Graham Ashcraft",27552,668933
"A.J. Puk","ARI",8,143.4142268041237,-50.16,,,96.36999999999999,,,,,116.98050955414011,110.78802547770701,123.56891719745221,"A.J. Puk",19343,640462
"Hunter Greene","CIN",107.2,126.92481520591339,,,98.78351063829791,125.95756978653532,63.62,,,,123.54768789443486,101.97032702237522,123.49258749282842,"Hunter Greene",22182,668881
"Chris Martin","TEX",42.1,96.76160804020097,120.79277108433739,116.20798245614037,111.44690265486724,200.29500000000002,,,,,112.97635455680403,118.78439450686643,123.2011485642947,"Chris Martin",11847,455119
"Jeremiah Estrada","SDP",73,124.11507122507122,,,117.82041811846688,123.7352226720647,,,,,107.9727804878049,115.69248780487806,122.7101138211383,"Jeremiah Estrada",22210,669093
"Jhoan Duran","- - -",70,103.73253968253967,,,151.1178971962617,75.63838709677418,,,112.047572815534,,125.33996345421212,97.30495876995086,122.64321576061533,"Jhoan Duran",21029,661395
