Name,Team,IP,wFA/C,wFT/C,wFC/C,wFS/C,wFO/C,wSI/C,wSL/C,wCU/C,wKC/C,wEP/C,wCH/C,wSC/C,wKN/C,NameASCII,PlayerId,MLBAMID
"Luke Maile","KCR",1,1.9280640916390854,,,,,,,,,,,,9.712395071983337,"Luke Maile",13355,571912
"Jonah Bride","MIN",6,-6.084322387521917,,,,,,,,-5.3220485647519435,,,,6.68840834072658,"Jonah Bride",24703,681146
"Mike Yastrzemski","SFG",1,-16.351795196533203,,,,,,,-3.507758677005768,,-6.477819383144379,,,2.94793713837862,"Mike Yastrzemski",14854,573262
"Kevin Newman","LAA",4,15.14597088098526,,,,,,,,,-6.056060172893383,,,1.3900282979011536,"Kevin Newman",17696,621028
"Pierson Ohl","MIN",30,-0.4512412226305599,,-1.018095132894814,,,-6.240147848924002,,1.7439872026443481,,,-1.2259213517351848,,0.682980865240097,"Pierson Ohl",30179,701487
"Matt Waldron","SDP",4.2,-1.5063724480569363,,,,,-15.439023077487946,10.272053877512615,,,,,,-1.645919874116972,"Matt Waldron",25550,663362
"Jose Trevino","CIN",2.1,-0.7256872597194853,,,,,,,,,-3.629840697560992,,,-3.2799785335858664,"Jose Trevino",16725,624431
"Jake Rogers","DET",3.2,4.5288339257240295,,,,,,,,,-3.563633064428965,,,-4.294264316558838,"Jake Rogers",19452,668670
"Vinny Capra","CHW",3,,,,,,,,,,-4.988884156750094,,,-8.921898901462555,"Vinny Capra",25040,681962
"Adrian Morejon","SDP",73.2,0.1200171007264045,,-3.639655794416155,,,2.9172850893689444,2.4024790864649828,,,,5.328412128217293,,-12.638204097747801,"Adrian Morejon",20039,670970
"Christian Koss","SFG",4,-15.712190667788187,,,,,,,,,6.660349304611618,,,-28.02923321723938,"Christian Koss",27653,683766
"Adam Ottavino","NYY",1.2,-0.6886027008295059,,-2.4847403168678284,,,-0.5073456962903341,1.791247938360487,,,,,,,"Adam Ottavino",1247,493603
"Clayton Kershaw","LAD",112.2,0.23668263514706983,,,-0.24481611896534355,,-14.178607680580832,1.3780035098938093,0.6996355054876472,17.66667813062668,-1.7581120133399963,,,,"Clayton Kershaw",2036,477132
"Kenley Jansen","LAA",59,,,1.9250524804947224,,,-3.4493223214760804,0.8532004385459714,,,,,,,"Kenley Jansen",3096,445276
"Max Scherzer","TOR",85,0.11268299658857396,,-0.6398641400867039,,,,-0.020137211834406057,-3.3254493366588247,,,-1.7318179057194638,,,"Max Scherzer",3137,453286
"T.J. McFarland","ATH",15.2,-1.7847858369350433,,,,,-2.7949772292761494,-3.4018089275548955,,,,2.9754979857083024,,,"T.J. McFarland",3237,519008
"Liam Hendriks","BOS",13.2,0.9578509256243706,,,,,,-0.8658352610352752,0.03445491332698752,,,,,,"Liam Hendriks",3548,521230
"Justin Wilson","BOS",48.1,0.6609963997225848,,-1.2149234612782798,2.8258910993250406,,,0.26310984702671275,,,,,,,"Justin Wilson",4301,458677
"Charlie Morton","- - -",142,-1.4831260248849338,,-0.10109322226565817,,,-1.129165849128327,,-0.321209726885694,,,-2.495198664457902,,,"Charlie Morton",4676,450203
"Rich Hill","KCR",9,-5.049709289792984,,3.5480861310605647,,,1.2677485292608088,2.5621837377548218,-0.7227063684140221,,,14.0450119972229,,,"Rich Hill",4806,448179
"Jesse Chavez","ATL",8,,,-1.5123908266876682,,,-2.687784170700332,-12.222716638020106,-0.8438203483819962,,,-11.74104460354509,,,"Jesse Chavez",5448,445926
"Ryan Brasier","CHC",26,2.0448428975952253,,1.4426692675512571,,,1.7487781928546393,-2.17398303285451,,,,,,,"Ryan Brasier",5615,518489
"Huascar Brazobán","NYM",63,0.18447024498398848,,2.356648910790682,,,2.3347552253229598,,,,,-1.1318213908703296,,,"Huascar Brazoban",6107,623211
"Albert Suárez","BAL",11.2,-0.7215573011260283,,8.203523628639452,,,,,-3.268153402540419,,,7.130320762333117,,,"Albert Suarez",6175,544150
"Robert Stock","BOS",2.2,-29.911263783772785,,-3.4613613898937516,,,2.4146294907519694,-6.053516864776611,,,,7.999674479166667,,,"Robert Stock",6576,476594
"Carlos Carrasco","- - -",45.2,-3.922388539081666,,,,,-1.853831444467817,-2.3064398977357117,-1.3261478871871262,,,1.1991264242114443,,,"Carlos Carrasco",6632,471911
"Craig Kimbrel","- - -",12,1.46288201212883,,,,,,5.372531622648239,,-4.877370257269253,,-13.985315958658854,,,"Craig Kimbrel",6655,518886
"Martín Pérez","CHW",56,0.595007766969502,,-0.021786310456015846,,,2.301503573694537,,-2.6737499634424844,,,0.820585958745949,,,"Martin Perez",6902,527048
"Luis García","- - -",55.1,0.705506709905771,,,1.9306096807122233,,0.12413609714408194,0.029140651620776448,,,,,,,"Luis Garcia",6984,472610
"Ryan Pressly","CHC",41.1,-0.7674360471497838,,,,,2.2766703214400854,1.071979148047311,-2.291196694403338,,,-4.935691807721112,,,"Ryan Pressly",7005,519151
"Fernando Cruz","NYY",48,3.6826233458674813,,,1.0516270217417676,,-1.7430867769021905,-2.1510157179325184,,,,,,,"Fernando Cruz",7048,518585
"Miguel Rojas","LAD",5,-11.063382842323998,,,,,,,,,-7.902919835057752,,,,"Miguel Rojas",7802,500743
"Hunter Strickland","LAA",22,2.529582202943981,,,,,-4.210297720772879,1.5134864731838829,,,,-5.769989745957511,,,"Hunter Strickland",7836,519326
"David Robertson","PHI",17.2,,,0.0584753475299007,,,-1.1784369746843972,-8.033862709999084,,0.1869087710100062,,3.076528012752533,,,"David Robertson",8241,502085
"Justin Verlander","SFG",152,-0.4310330426370776,,,,,-11.259228736162186,0.5321037088966843,-1.345497185421973,,,0.46720332927532027,,,"Justin Verlander",8700,434378
"Wade Miley","CIN",12,-2.5266869588101164,,-1.8900803465774094,,,7.063914883521296,5.36980964243412,-46.90384864807129,,,-6.673645486637038,,,"Wade Miley",8779,489119
"Kirby Yates","LAD",41.1,0.4250083728270097,,,-2.5287423815046037,,,-3.0391868203878403,,,,7.301188260316849,,,"Kirby Yates",9073,489446
"Nathan Eovaldi","TEX",130,-0.21515863913076894,,2.956933108243075,2.012162034297702,,4.025478461354049,-4.3945105179496435,2.0114933909715638,,,,,,"Nathan Eovaldi",9132,543135
"Casey Kelly","ARI",1.2,4.0283262729644775,,,,,6.20558500289917,1.4135879278182983,-3.507758677005768,,,3.262315938870112,,,"Casey Kelly",9174,543391
