Name,Team,IP,wFA,wFT,wFC,wFS,wFO,wSI,wSL,wCU,wKC,wEP,wCH,wSC,wKN,NameASCII,PlayerId,MLBAMID
"Jonah Bride","MIN",6,-5.354203701019287,,,,,,,,-0.6386458277702332,,,,0.9363771677017212,"Jonah Bride",24703,681146
"Mike Yastrzemski","SFG",1,-0.6540718078613281,,,,,,,-0.03507758677005768,,-0.5182255506515503,,,0.2358349710702896,"Mike Yastrzemski",14854,573262
"Luke Maile","KCR",1,0.21208705008029938,,,,,,,,,,,,0.19424790143966675,"Luke Maile",13355,571912
"Kevin Newman","LAA",4,0.3029194176197052,,,,,,,,,-1.6351362466812134,,,0.06950141489505768,"Kevin Newman",17696,621028
"Pierson Ohl","MIN",30,-1.0198051631450653,,-0.651580885052681,,,-0.7488177418708801,,0.5580759048461914,,,-2.513138771057129,,0.03414904326200485,"Pierson Ohl",30179,701487
"Vinny Capra","CHW",3,,,,,,,,,,-1.5465540885925293,,,-0.08921898901462555,"Vinny Capra",25040,681962
"Jake Rogers","DET",3.2,0.9057667851448059,,,,,,,,,-0.8552719354629517,,,-0.2147132158279419,"Jake Rogers",19452,668670
"Jose Trevino","CIN",2.1,-0.15239432454109192,,,,,,,,,-0.5081776976585388,,,-0.39359742403030396,"Jose Trevino",16725,624431
"Christian Koss","SFG",4,-0.47136572003364563,,,,,,,,,2.464329242706299,,,-0.5605846643447876,"Christian Koss",27653,683766
"Adrian Morejon","SDP",73.2,0.037205301225185394,,-1.2738795280456543,,,17.970476150512695,5.910098552703857,,,,3.516752004623413,,-0.6319102048873901,"Adrian Morejon",20039,670970
"Matt Waldron","SDP",4.2,-0.2410195916891098,,,,,-1.2351218461990356,0.3081616163253784,,,,,,-1.2673583030700684,"Matt Waldron",25550,663362
"Adam Ottavino","NYY",1.2,-0.06886027008295059,,-0.07454220950603485,,,-0.07610185444355011,0.25077471137046814,,,,,,,"Adam Ottavino",1247,493603
"Clayton Kershaw","LAD",112.2,1.450864553451538,,,-0.23991979658603668,,-1.5596468448638916,10.059425622224808,2.2108481973409653,0.17666678130626678,-0.017581120133399963,,,,"Clayton Kershaw",2036,477132
"Kenley Jansen","LAA",59,,,13.571619987487793,,,-2.6904714107513428,0.6996243596076965,,,,,,,"Kenley Jansen",3096,445276
