Name,Team,IP,FA-Z,FT-Z,FC-Z,FS-Z,FO-Z,SI-Z,SL-Z,CU-Z,KC-Z,EP-Z,CH-Z,SC-Z,KN-Z,NameASCII,PlayerId,MLBAMID
"Luke Maile","KCR",1,10.43587216463956,,,,,,,,,,,,6.954124450683594,"Luke Maile",13355,571912
"Kevin Newman","LAA",4,9.555215835571289,,,,,,,,,8.097128974066841,,,5.554037094116211,"Kevin Newman",17696,621028
"Pierson Ohl","MIN",30,10.72495776151134,,5.06308650970459,,,10.858333587646484,,-6.026241064071655,,,3.1150677936833078,,4.698004913330078,"Pierson Ohl",30179,701487
"Mike Yastrzemski","SFG",1,9.590048789978027,,,,,,,-3.895181179046631,,8.71049690246582,,,3.1482183933258057,"Mike Yastrzemski",14854,573262
"Jonah Bride","MIN",6,6.94073486328125,,,,,,,,2.4437087376912436,,,,1.937577520098005,"Jonah Bride",24703,681146
"Jose Trevino","CIN",2.1,6.237185523623512,,,,,,,,,6.596306937081473,,,1.5324184099833171,"Jose Trevino",16725,624431
"Vinny Capra","CHW",3,,,,,,,,,,8.40013663999496,,,0.5264192819595337,"Vinny Capra",25040,681962
"Jake Rogers","DET",3.2,8.483065795898437,,,,,,,,,8.894854227701822,,,-0.17722129821777344,"Jake Rogers",19452,668670
"Christian Koss","SFG",4,9.199485778808594,,,,,,,,,3.0833934062236064,,,-0.676499605178833,"Christian Koss",27653,683766
"Matt Waldron","SDP",4.2,7.6347737312316895,,,,,4.141390323638916,1.8563059171040852,,,,,,-1.0331289117986506,"Matt Waldron",25550,663362
"Adrian Morejon","SDP",73.2,9.823431199596774,,7.746596854073661,,,6.323180359679383,-0.45298311186999807,,,,1.9155295400908499,,-1.2629088401794433,"Adrian Morejon",20039,670970
"Adam Ottavino","NYY",1.2,9.624761962890625,,3.3527965545654297,,,3.862870279947917,1.8909145082746233,,,,,,,"Adam Ottavino",1247,493603
"Clayton Kershaw","LAD",112.2,10.22927813506632,,,7.514221045435692,,9.40694219415838,4.904573477131047,-8.279987713958644,-12.716442108154297,1.0932756662368774,,,,"Clayton Kershaw",2036,477132
"Kenley Jansen","LAA",59,,,11.135797595301419,,,10.941036909054487,-0.18445494116806402,,,,,,,"Kenley Jansen",3096,445276
"Max Scherzer","TOR",85,9.412730955582344,,4.60892571343316,,,,2.3752740088929523,-3.742657285748106,,,2.83420660556891,,,"Max Scherzer",3137,453286
"T.J. McFarland","ATH",15.2,3.172473907470703,,,,,-0.7161945919338748,-1.058238945385017,,,,-0.6154112322577114,,,"T.J. McFarland",3237,519008
"Liam Hendriks","BOS",13.2,10.736482620239258,,,,,,2.2487588857675527,-7.27716968677662,,,,,,"Liam Hendriks",3548,521230
"Justin Wilson","BOS",48.1,11.263734344402742,,7.894984436035156,2.2431981156512006,,,2.2004556094898895,,,,,,,"Justin Wilson",4301,458677
"Charlie Morton","- - -",142,7.098974769765681,,3.056015047819718,,,2.6873477564229593,,-5.128845464987833,,,-1.9656978652411299,,,"Charlie Morton",4676,450203
"Rich Hill","KCR",9,9.137061709449405,,4.775273075810185,,,4.323862249200994,0.36276655197143554,-5.69839736162606,,,2.1578054428100586,,,"Rich Hill",4806,448179
"Jesse Chavez","ATL",8,,,7.076145056522254,,,4.205178729558395,-3.1201833997453963,-4.802565383911133,,,0.7701621877736059,,,"Jesse Chavez",5448,445926
"Ryan Brasier","CHC",26,9.101916866702632,,5.880331039428711,,,6.330783787058361,1.7515834318080419,,,,,,,"Ryan Brasier",5615,518489
"Huascar Brazobán","NYM",63,8.37584554116557,,4.6837350726127625,,,5.030136848717044,,,,,1.5033790687461952,,,"Huascar Brazoban",6107,623211
"Albert Suárez","BAL",11.2,10.001445770263672,,5.578177827777284,,,,,-1.9347541809082032,,,5.09298384817023,,,"Albert Suarez",6175,544150
"Robert Stock","BOS",2.2,7.159984588623047,,3.4745823786808896,,,-0.6622588509007504,1.741584014892578,,,,-0.48127488295237225,,,"Robert Stock",6576,476594
"Carlos Carrasco","- - -",45.2,6.937629699707031,,,,,3.0245135934012275,2.566883764896296,-3.180334026996906,,,1.1210638161861535,,,"Carlos Carrasco",6632,471911
"Craig Kimbrel","- - -",12,8.30858642782941,,,,,,-0.025582927465438842,,-4.392719030380249,,1.3954175313313801,,,"Craig Kimbrel",6655,518886
"Martín Pérez","CHW",56,8.490258693695068,,6.284637300393327,,,5.64385250734172,,-1.944222043355306,,,5.522934018875181,,,"Martin Perez",6902,527048
"Luis García","- - -",55.1,9.665189889761118,,,3.2236148071289064,,6.487373072439463,2.182763497561019,,,,,,,"Luis Garcia",6984,472610
"Ryan Pressly","CHC",41.1,9.28784280156893,,,,,5.714161799504207,1.8617078508649554,-6.687092599693251,,,3.243075396563556,,,"Ryan Pressly",7005,519151
"Fernando Cruz","NYY",48,10.345494887408089,,,0.37132957633701397,,8.099434911677267,0.4869607154359209,,,,,,,"Fernando Cruz",7048,518585
"Miguel Rojas","LAD",5,9.162653836337002,,,,,,,,,7.37896728515625,,,,"Miguel Rojas",7802,500743
"Hunter Strickland","LAA",22,8.876727764423077,,,,,3.1925120762416292,0.4934796785053454,,,,3.600282941545759,,,"Hunter Strickland",7836,519326
"David Robertson","PHI",17.2,,,8.284233494808799,,,8.602995808919271,3.7478463649749756,,-6.228221220128677,,5.758675893147786,,,"David Robertson",8241,502085
"Justin Verlander","SFG",152,11.224782582875845,,,,,9.494537353515625,2.753453408518145,-6.621095637685245,,,5.885171426309122,,,"Justin Verlander",8700,434378
"Wade Miley","CIN",12,9.739134930549785,,5.689916859502378,,,6.916605549473917,1.1950032711029053,-5.328822135925293,,,5.515625544956753,,,"Wade Miley",8779,489119
"Kirby Yates","LAD",41.1,7.889585182883523,,,0.25824166528926873,,,0.4668561816215515,,,,3.378037214279175,,,"Kirby Yates",9073,489446
