Name,Team,IP,K/9+,BB/9+,K/BB+,HR/9+,K%+,BB%+,AVG+,WHIP+,BABIP+,LOB%+,ERA-,FIP-,xFIP-,LD%+,GB%+,FB%+,NameASCII,PlayerId,MLBAMID
"Skip Schumaker","STL",1,246.84328202831804,288.0654054753643,85.69000892999242,998.4535618576909,209.88689732045646,244.9374100596669,100.62980841235654,152.83557028332473,0,0,486.7451898848095,403.0381767770071,117.98039309497187,0,0,283.74718023844804,"Skip Schumaker",3704,435401
"Wilson Valdez","PHI",1,0,0,,0,0,0,0,0,0,136.75358807467333,0,154.89324798479063,255.58973070158143,0,0,283.747180238448,"Wilson Valdez",1863,407832
"Junichi Tazawa","BOS",3,172.75258367266352,97.29607850317531,177.55349316152166,304.00648848723483,169.86462318167548,95.66954838182131,98.79762535424061,100.65660598583341,98.23436584069064,107.19552156439396,141.3131438536561,143.16014952623325,105.94953456629928,0,28.51646080756381,237.835319200987,"Junichi Tazawa",4079,547749
"Mark DiFelice","MIL",3,123.42164101415902,192.04360365024286,64.26750669749431,332.81785395256367,112.43940912889674,174.95529185003028,100.62980841235654,127.36297523610394,85.90659451226912,37.98710769215647,309.83241935232024,185.73064201971593,155.1234725767317,0,49.4061385658781,220.69225107587846,"Mark DiFelice",2468,442707
"George Kontos","NYY",6,129.56475695752752,145.94447731179412,88.77674658076083,152.0036187282905,138.0150066456451,155.4630179860158,75.27438122227855,88.0747472235102,73.67577438051798,124.42337316226644,71.52602394042957,111.49517653685777,119.13920960161894,34.40770313330299,45.62633729210209,199.32864838260423,"George Kontos",9486,502004
"Mitch Stetter","MIL",7,123.4217334959812,41.15223161820133,299.9150312549734,285.27266000429023,118.4845384883342,39.506033248494894,111.03978859294514,98.25151166066415,103.08791341472295,113.96132334997657,132.78542207774532,141.07041372592988,114.24040579787076,120.37965471466146,21.174059353615235,189.16478663646728,"Mitch Stetter",5579,449777
"Bryan Petersen","FLA",1,0,288.0654054753643,0,0,0,306.17176257458357,0,76.41778514166236,0,136.75358807467333,0,159.32823268051084,222.70078974029212,168.53151649940716,0,189.16478663646726,"Bryan Petersen",2567,519128
"Jeff Manship","MIN",3.1,77.73876644505052,350.2663502670161,22.194186645190207,0,58.11158125158633,261.83245036299706,131.73016713898747,203.8298992633289,132.23856940092972,92.90278529077615,197.01833386154803,135.43701656161608,216.8296384659226,39.701195843639525,52.64577362309342,188.17739532813547,"Jeff Manship",6865,453249
"Chris Young","NYM",24,113.1365042629791,132.02997750954196,85.69000892999242,124.80669523221137,121.51346667642106,141.80586814396864,58.195551852929086,73.23371076075978,53.3213345248567,131.22819049520714,50.72801474677993,114.36745578564091,123.10043967537511,77.12459192785471,41.45091269125246,187.56169536857203,"Chris Young",3196,432934
"Michael Kohn","LAA",12.1,94.54712937089424,212.99976477228375,44.388373290380414,443.6856485428017,82.80900398738706,186.555621583219,110.65334039674948,140.78338560181626,78.58749267255251,125.0614418019006,186.46566207320814,259.3466518041033,168.65789616241852,37.764552232067075,55.64187474090178,185.62756613272327,"Michael Kohn",8505,543409
