Name,Team,W,L,ERA,G,GS,QS,CG,ShO,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Ryan Dempster","CHC",10,14,4.803953992261154,34,34,21,0,0,0,0,0,202.1,881,211,111,108,23,82,2,5,7,0,191,"Ryan Dempster",517,133225
"Chris Carpenter","STL",11,9,3.4508427705838227,34,34,21,4,2,0,0,0,237.1,996,243,98,91,16,55,5,6,3,1,191,"Chris Carpenter",1292,112020
"Madison Bumgarner","SFG",13,13,3.210097640094132,33,33,23,0,0,0,0,0,204.2,844,202,82,73,12,46,5,5,0,1,191,"Madison Bumgarner",5524,518516
"Mat Latos","SDP",9,14,3.4734134699829906,31,31,20,0,0,0,0,0,194.1,799,168,82,75,16,62,3,1,5,0,185,"Mat Latos",3815,502009
"Jon Lester","BOS",15,9,3.474782793116444,31,31,19,0,0,0,0,0,191.2,799,166,77,74,20,75,0,11,4,0,182,"Jon Lester",4930,452657
"Ubaldo Jiménez","- - -",10,13,4.683185967185392,32,32,16,2,1,0,0,0,188.1,822,186,111,98,17,78,5,9,8,0,180,"Ubaldo Jimenez",3374,434622
"Matt Cain","SFG",12,11,2.88270670077201,33,33,26,1,0,0,0,0,221.2,907,177,82,71,9,63,5,9,4,0,179,"Matt Cain",4732,430912
"Ervin Santana","LAA",11,12,3.3848393489880486,33,33,21,4,1,0,0,0,228.2,949,207,95,86,26,72,4,8,10,1,178,"Ervin Santana",3200,429722
"Ricky Romero","TOR",15,11,2.920000198025187,32,32,25,4,2,0,0,0,225,917,176,85,73,26,80,2,14,9,1,178,"Ricky Romero",3403,460069
"Bud Norris","HOU",6,11,3.774193548387097,31,31,16,0,0,0,0,0,186,795,177,93,78,24,70,7,5,3,2,176,"Bud Norris",9492,502032
"Josh Beckett","BOS",13,7,2.8911917098445596,30,30,20,1,1,0,0,0,193,767,146,65,62,21,52,1,9,6,0,175,"Josh Beckett",510,277417
"Max Scherzer","DET",15,9,4.430768884060678,33,33,16,0,0,0,0,0,195,833,207,101,96,29,56,1,7,12,0,174,"Max Scherzer",3137,453286
"A.J. Burnett","NYY",11,11,5.1541155961053615,33,32,10,0,0,0,0,0,190.1,837,190,115,109,31,83,2,9,25,0,173,"A.J. Burnett",512,150359
"Michael Pineda","SEA",9,10,3.7368424387116406,28,28,19,0,0,0,0,0,171,696,133,76,71,18,55,1,5,9,0,173,"Michael Pineda",5372,501381
"Colby Lewis","TEX",14,10,4.402662341396499,32,32,19,2,1,0,0,0,200.1,839,187,103,98,35,56,1,6,4,0,169,"Colby Lewis",1259,407890
"Daniel Hudson","ARI",16,12,3.4864864864864864,33,33,21,3,0,0,0,0,222,921,217,98,86,17,50,1,8,4,1,169,"Daniel Hudson",7146,543339
"Brandon Beachy","ATL",7,3,3.6847061469371947,25,25,14,0,0,0,0,0,141.2,591,125,62,58,16,46,9,5,11,1,169,"Brandon Beachy",8851,545404
"Chris Capuano","NYM",11,12,4.548386749876428,33,31,14,1,1,0,1,0,186,802,198,99,94,27,53,5,5,4,0,168,"Chris Capuano",1701,425626
"Wandy Rodriguez","HOU",11,11,3.486910994764398,30,30,20,0,0,0,0,0,191,808,182,81,74,25,69,7,5,5,0,166,"Wandy Rodriguez",2586,434643
"Javier Vazquez","FLA",13,11,3.690311613528327,32,32,19,2,1,0,0,0,192.2,798,178,91,79,21,50,8,2,5,0,162,"Javier Vazquez",801,134320
"Derek Holland","TEX",16,5,3.9545454545454546,32,32,19,4,4,0,0,0,198,843,201,97,87,22,67,1,6,2,1,162,"Derek Holland",4141,502706
"Hiroki Kuroda","LAD",13,16,3.0742574257425743,32,32,22,0,0,0,0,0,202,838,196,77,69,24,49,6,5,12,1,161,"Hiroki Kuroda",3283,493133
"Brett Myers","HOU",7,14,4.458333018385356,34,33,19,2,0,0,0,0,216,917,226,116,107,31,57,5,4,7,0,160,"Brett Myers",962,408206
"Ted Lilly","LAD",12,14,3.970588130473414,33,33,15,0,0,0,0,0,192.2,800,172,88,85,28,51,8,9,2,2,158,"Ted Lilly",833,150404
"Tim Hudson","ATL",16,10,3.2232558139534886,33,33,23,1,1,0,0,0,215,884,189,86,77,14,56,6,15,10,0,158,"Tim Hudson",921,218596
"Justin Masterson","CLE",12,10,3.2083331066885274,34,33,22,1,0,0,0,0,216,908,211,89,77,11,65,4,11,5,0,158,"Justin Masterson",2038,475416
"Shaun Marcum","MIL",13,7,3.543189009536387,33,33,20,0,0,0,0,0,200.2,823,175,84,79,22,57,3,0,6,0,158,"Shaun Marcum",6204,451788
"Jaime García","STL",13,7,3.5599316928775573,32,32,18,2,2,0,0,0,194.2,826,207,100,77,15,50,2,2,12,1,156,"Jaime Garcia",8137,448802
"Cory Luebke","SDP",6,10,3.2863965105076027,46,17,9,0,0,0,3,0,139.2,555,105,54,51,12,44,3,2,5,2,154,"Cory Luebke",1984,458537
"Chad Billingsley","LAD",11,11,4.21276629937081,32,32,16,1,0,0,0,0,188,829,189,98,88,14,84,4,7,5,0,152,"Chad Billingsley",5842,451532
"Gavin Floyd","CHW",12,13,4.368330005814622,31,30,16,1,0,0,0,0,193.2,798,180,97,94,22,45,2,11,12,1,151,"Gavin Floyd",3886,425856
"Jhoulys Chacín","COL",11,14,3.618556701030928,31,31,18,2,1,0,0,0,194,827,168,87,78,20,87,1,4,7,0,150,"Jhoulys Chacin",2608,468504
"Edwin Jackson","- - -",12,9,3.7863102764002092,32,31,18,1,1,0,0,0,199.2,861,225,92,84,16,62,4,2,9,2,148,"Edwin Jackson",1841,429719
"Ricky Nolasco","FLA",10,12,4.674757281553398,33,33,18,2,1,0,0,0,206,891,244,117,107,20,44,8,3,6,0,148,"Ricky Nolasco",3830,445060
"Trevor Cahill","OAK",12,14,4.160513236055256,34,34,21,0,0,0,0,0,207.2,901,214,102,96,19,82,1,8,15,0,147,"Trevor Cahill",6249,502239
"Doug Fister","- - -",11,13,2.8289673099644417,32,31,20,3,0,0,0,0,216.1,875,193,76,68,11,37,2,12,3,1,146,"Doug Fister",9425,450729
"James McDonald","PIT",9,9,4.210525940072941,31,31,15,0,0,0,0,0,171,754,176,86,80,24,78,4,7,5,1,142,"James McDonald",5523,457428
"Tommy Hanson","ATL",11,7,3.6,22,22,13,0,0,0,0,0,130,540,106,55,52,17,46,3,3,5,0,142,"Tommy Hanson",9129,462102
"Ryan Vogelsong","SFG",13,7,2.705009379338602,30,28,19,1,1,0,0,0,179.2,752,164,62,54,15,61,6,5,1,1,139,"Ryan Vogelsong",1011,285064
"Jonathon Niese","NYM",11,11,4.404661026683092,27,26,15,0,0,0,0,0,157.1,694,178,88,77,14,44,4,5,3,0,138,"Jonathon Niese",4424,477003
"Derek Lowe","ATL",9,17,5.053476348181442,34,34,14,0,0,0,0,0,187,830,212,110,105,14,70,4,3,1,2,137,"Derek Lowe",199,117955
"Bartolo Colon","NYY",8,10,3.9979716797720672,29,26,13,1,1,0,0,0,164.1,694,172,85,73,21,40,3,3,0,0,135,"Bartolo Colon",375,112526
"John Danks","CHW",8,12,4.332681146989174,27,27,16,2,1,0,0,0,170.1,728,182,89,82,19,46,5,7,6,0,135,"John Danks",6329,433579
"Randy Wolf","MIL",13,10,3.6875982045027995,33,33,21,0,0,0,0,0,212.1,903,214,95,87,23,66,1,13,4,1,134,"Randy Wolf",976,150116
"R.A. Dickey","NYM",8,13,3.277955191665133,33,32,22,1,0,0,1,0,208.2,876,202,85,76,18,54,2,9,9,1,134,"R.A. Dickey",1245,285079
"J.A. Happ","HOU",6,15,5.353944214521512,28,28,11,0,0,0,0,0,156.1,698,157,103,93,21,83,5,2,3,2,134,"J.A. Happ",7410,457918
"Felipe Paulino","- - -",4,10,4.456937565165697,39,20,9,0,0,0,2,1,139.1,599,146,74,69,13,55,2,8,7,1,133,"Felipe Paulino",3777,462956
"Jason Vargas","SEA",10,13,4.253731020364257,32,32,18,4,3,0,0,0,201,857,205,105,95,22,59,4,4,3,1,131,"Jason Vargas",8044,450306
"Jeremy Guthrie","BAL",9,17,4.326923037245429,34,32,16,2,0,0,0,0,208,889,213,113,100,26,66,5,9,0,0,130,"Jeremy Guthrie",2072,425386
"Tim Stauffer","SDP",9,12,3.732495409419461,31,31,20,0,0,0,0,0,185.2,777,180,81,77,20,53,5,8,4,1,128,"Tim Stauffer",6432,431162
"Luke Hochevar","KCR",11,11,4.681818181818182,31,31,16,0,0,0,0,0,198,835,192,110,103,23,62,4,7,7,2,128,"Luke Hochevar",6943,460024
"Craig Kimbrel","ATL",4,3,2.103896103896104,79,0,0,0,0,46,0,8,77,306,48,19,18,3,32,1,1,4,0,127,"Craig Kimbrel",6655,518886
"Chris Narveson","MIL",11,8,4.4536085276563835,30,28,12,0,0,0,0,0,161.2,699,160,82,80,17,65,1,1,4,1,126,"Chris Narveson",2141,429780
"Matt Harrison","TEX",14,9,3.3931776449267828,31,30,20,0,0,0,0,0,185.2,772,180,79,70,13,57,1,1,6,1,126,"Matt Harrison",5551,457448
"Alexi Ogando","TEX",13,8,3.514792582062257,31,29,17,1,1,0,0,0,169,693,149,73,66,16,43,0,7,5,0,126,"Alexi Ogando",10261,468396
"Erik Bedard","- - -",5,9,3.618556843337102,24,24,11,0,0,0,0,0,129.1,541,118,63,52,14,48,0,1,5,0,125,"Erik Bedard",126,407853
"Aaron Harang","SDP",14,7,3.638671766559131,28,28,18,0,0,0,0,0,170.2,719,175,73,69,20,58,4,3,3,0,124,"Aaron Harang",1451,421685
"Jordan Zimmermann","WSN",8,11,3.1797524671005966,26,26,16,1,0,0,0,0,161.1,662,154,62,57,12,31,2,7,3,1,124,"Jordan Zimmermann",4505,519455
"Brandon McCarthy","OAK",9,9,3.3222658230224744,25,25,16,5,1,0,0,0,170.2,690,168,73,63,11,25,1,0,3,0,123,"Brandon McCarthy",4662,435221
"Scott Baker","MIN",8,6,3.1410893461842564,23,21,10,1,0,0,0,0,134.2,548,126,50,47,15,32,2,4,4,0,123,"Scott Baker",6176,435044
"Vance Worley","PHI",11,3,3.0075948640945325,25,21,12,1,0,0,2,0,131.2,553,116,47,44,10,46,2,3,2,1,119,"Vance Worley",6435,474699
"Mike Leake","CIN",12,9,3.864811392413841,29,26,18,0,0,0,0,0,167.2,693,159,74,72,23,38,3,8,2,1,118,"Mike Leake",10130,502190
"Jeremy Hellickson","TBR",13,10,2.9523811907394806,29,29,20,2,1,0,0,0,189,774,146,64,62,21,72,8,4,8,1,117,"Jeremy Hellickson",4371,476451
"Chris Volstad","FLA",5,13,4.889335865985222,29,29,15,0,0,0,0,0,165.2,719,187,96,90,23,49,6,1,2,1,117,"Chris Volstad",9901,458690
"Philip Humber","CHW",9,9,3.7546008755174065,28,26,15,0,0,0,0,0,163,676,151,71,68,14,41,2,6,9,1,116,"Philip Humber",8586,458950
"Brian Duensing","MIN",9,14,5.232989464345385,32,28,14,1,1,0,0,0,161.2,711,193,102,94,21,52,3,1,3,0,115,"Brian Duensing",4064,488846
"Dillon Gee","NYM",13,6,4.425310748016866,30,27,12,1,0,0,0,0,160.2,706,150,85,79,18,71,4,14,6,1,114,"Dillon Gee",7396,518716
"Francisco Liriano","MIN",9,10,5.091812004815351,26,24,12,1,1,0,0,0,134.1,591,125,81,76,14,75,1,7,9,0,112,"Francisco Liriano",3201,434538
"Kyle Lohse","STL",14,8,3.392920445613907,30,30,16,1,1,0,0,0,188.1,775,178,80,71,16,42,1,3,1,0,111,"Kyle Lohse",739,346798
"Charlie Morton","PIT",10,10,3.827184692808559,29,29,15,2,1,0,0,0,171.2,769,186,82,73,6,77,5,13,9,1,110,"Charlie Morton",4676,450203
"Mark Buehrle","CHW",13,9,3.5941559331858235,31,31,22,0,0,0,0,0,205.1,858,221,93,82,21,45,3,2,1,0,109,"Mark Buehrle",225,279824
"Roberto Hernandez","CLE",7,15,5.247350106248086,32,32,15,0,0,0,0,0,188.2,833,205,125,110,22,60,3,14,3,1,109,"Roberto Hernandez",3273,433584
"Bronson Arroyo","CIN",9,12,5.065327021561591,32,32,15,1,1,0,0,0,199,855,227,119,112,46,45,5,6,0,0,108,"Bronson Arroyo",978,276520
"John Lackey","BOS",12,12,6.4124993884564025,28,28,9,0,0,0,0,0,160,743,203,119,114,20,56,1,19,11,0,108,"John Lackey",1507,407793
"Joe Saunders","ARI",12,13,3.6933959605813684,33,33,20,1,0,0,0,0,212,874,210,94,87,29,67,4,3,3,0,108,"Joe Saunders",4366,434578
"John Lannan","WSN",10,13,3.7039710171153204,33,33,16,0,0,0,0,0,184.2,808,194,90,76,15,76,3,7,4,0,106,"John Lannan",7080,458709
"Homer Bailey","CIN",9,7,4.431818181818182,22,22,13,0,0,0,0,0,132,561,136,68,65,18,33,2,5,4,0,106,"Homer Bailey",8362,456701
"Mike Pelfrey","NYM",7,13,4.740103029755333,34,33,15,2,0,0,0,0,193.2,860,220,111,102,21,65,7,7,2,2,105,"Mike Pelfrey",5203,460059
"Wade Davis","TBR",11,10,4.451086956521739,29,29,15,1,0,0,0,0,184,795,190,96,91,23,63,1,8,6,0,105,"Wade Davis",7441,451584
"Jeff Niemann","TBR",11,7,4.056649941381449,23,23,12,1,0,0,0,0,135.1,572,131,65,61,18,37,1,5,7,0,105,"Jeff Niemann",8591,435298
"Jake Westbrook","STL",12,9,4.663636881174193,33,33,13,0,0,0,0,0,183.1,809,208,103,95,16,73,8,2,3,0,104,"Jake Westbrook",412,150414
"Rick Porcello","DET",14,9,4.747252349245482,31,31,19,0,0,0,0,0,182,784,210,103,96,18,46,1,8,12,0,104,"Rick Porcello",2717,519144
"Edinson Volquez","CIN",5,7,5.714723658896433,20,20,6,0,0,0,0,0,108.2,489,106,72,69,19,65,3,4,5,2,104,"Edinson Volquez",3990,450172
"Tyler Clippard","WSN",3,0,1.833962686551695,72,0,0,0,0,0,38,7,88.1,329,48,18,18,11,26,2,0,1,0,104,"Tyler Clippard",5640,461325
"Johnny Cueto","CIN",9,5,2.307692081970598,24,24,18,3,1,0,0,0,156,631,123,51,40,8,47,0,10,5,1,104,"Johnny Cueto",6893,456501
"Carl Pavano","MIN",9,13,4.297297297297297,33,33,18,3,1,0,0,0,222,955,262,123,106,23,40,0,8,4,2,102,"Carl Pavano",790,134321
"Jonathan Sánchez","SFG",4,7,4.263157466772233,19,19,7,0,0,0,0,0,101.1,444,80,54,48,9,66,2,6,5,0,102,"Jonathan Sanchez",7507,456043
"Carlos Zambrano","CHC",9,7,4.819221799689957,24,24,13,0,0,0,0,0,145.2,634,154,80,78,19,56,4,5,1,0,101,"Carlos Zambrano",305,407296
"Josh Collmenter","ARI",10,10,3.3822895283145624,31,24,15,0,0,0,0,0,154.1,621,137,61,58,17,28,2,5,1,1,100,"Josh Collmenter",7312,518567
"David Robertson","NYY",4,0,1.0800004119874618,70,0,0,0,0,1,34,3,66.2,272,40,9,8,1,35,6,1,6,1,100,"David Robertson",8241,502085
"Livan Hernandez","WSN",8,13,4.4657795972288765,29,29,15,1,1,0,0,0,175.1,751,199,98,87,16,46,6,5,3,0,99,"Livan Hernandez",1116,115817
"Carlos Marmol","CHC",2,6,4.013514341099578,75,0,0,0,0,34,2,10,74,327,54,33,33,5,48,2,9,4,0,99,"Carlos Marmol",2790,461791
"Iván Nova","NYY",16,4,3.701613146545232,28,27,16,0,0,0,0,0,165.1,704,163,74,68,13,57,3,6,11,0,98,"Ivan Nova",1994,467100
"Bruce Chen","KCR",12,8,3.7741939199330896,25,25,14,1,0,0,0,0,155,654,152,71,65,18,50,2,7,2,0,97,"Bruce Chen",769,136600
"Zack Britton","BAL",11,11,4.606911598911214,28,28,13,0,0,0,0,0,154.1,666,162,93,79,12,62,3,1,7,0,97,"Zack Britton",3240,502154
"Paul Maholm","PIT",6,14,3.659137347704292,26,26,13,1,1,0,0,0,162.1,687,160,72,66,11,50,6,8,3,0,97,"Paul Maholm",8678,430904
"Freddy Garcia","NYY",12,8,3.620454043238686,26,25,16,0,0,0,0,0,146.2,626,152,63,59,16,45,5,3,4,0,96,"Freddy Garcia",1077,150119
"Kenley Jansen","LAD",2,1,2.8509322174133334,51,0,0,0,0,5,9,1,53.2,218,30,17,17,3,26,0,2,0,2,96,"Kenley Jansen",3096,445276
"Jeff Karstens","PIT",9,9,3.3819302212298354,30,26,16,1,1,0,0,0,162.1,668,163,69,61,22,33,6,4,4,1,96,"Jeff Karstens",5879,444371
"Jonny Venters","ATL",6,2,1.8409090909090908,85,0,0,0,0,5,35,4,88,357,53,19,18,2,43,7,5,4,0,96,"Jonny Venters",7175,458924
"Jake Peavy","CHW",7,7,4.916418358319945,19,18,7,1,1,0,0,0,111.2,470,117,61,61,10,24,4,3,4,0,95,"Jake Peavy",1051,408241
"Tom Gorzelanny","WSN",4,6,4.028571355391523,30,15,6,0,0,0,4,1,105,447,102,50,47,15,33,5,6,5,1,95,"Tom Gorzelanny",6244,452733
"Jason Hammel","COL",7,13,4.755381693445898,32,27,14,0,0,1,0,0,170.1,739,175,100,90,21,68,3,6,8,1,94,"Jason Hammel",4538,434628
"Tim Wakefield","BOS",7,8,5.120689991963484,33,23,8,1,0,0,0,0,154.2,677,163,110,88,25,47,1,8,15,1,93,"Tim Wakefield",219,123801
"Roy Oswalt","PHI",9,10,3.6906474820143886,23,23,14,0,0,0,0,0,139,594,153,60,57,10,33,2,5,3,0,93,"Roy Oswalt",571,400061
"Jake Arrieta","BAL",10,8,5.05307284107199,22,22,12,0,0,0,0,0,119.1,523,115,70,67,21,59,2,4,0,0,93,"Jake Arrieta",4153,453562
"Sergio Santos","CHW",4,5,3.5526325062043558,63,0,0,0,0,30,2,6,63.1,260,41,25,25,6,29,5,3,5,0,92,"Sergio Santos",4734,435045
"Rich Harden","OAK",4,4,5.116936113534265,15,15,7,0,0,0,0,0,82.2,363,87,48,47,17,31,0,2,4,0,91,"Rich Harden",1772,425848
"Jeff Francis","KCR",6,16,4.819672533018396,31,31,16,1,0,0,0,0,183,803,224,102,98,19,39,5,5,5,1,91,"Jeff Francis",4684,433585
"Jair Jurrjens","ATL",13,6,2.960526612987178,23,23,16,2,1,0,0,0,152,627,142,52,50,14,44,5,4,4,2,90,"Jair Jurrjens",5556,457453
"Josh Tomlin","CLE",12,7,4.245967480692249,26,26,17,0,0,0,0,0,165.1,662,157,80,78,24,21,2,3,3,0,89,"Josh Tomlin",9388,458708
"Marco Estrada","MIL",4,8,4.0791369705156955,43,7,3,0,0,0,4,3,92.2,381,83,45,42,11,29,2,2,4,2,88,"Marco Estrada",1118,462136
"Brett Cecil","TOR",4,11,4.7304586101405395,20,20,9,2,1,0,0,0,123.2,532,122,68,65,22,42,1,6,1,0,87,"Brett Cecil",2660,446399
"Jeff Samardzija","CHC",8,4,2.965909348046506,75,0,0,0,0,0,13,2,88,380,64,35,29,5,50,3,5,8,0,87,"Jeff Samardzija",3254,502188
"Danny Duffy","KCR",4,8,5.639240778632866,20,20,8,0,0,0,0,0,105.1,474,119,66,66,15,51,1,5,4,1,87,"Danny Duffy",3542,518633
"Jo-Jo Reyes","- - -",7,11,5.566351056832621,29,25,8,1,0,0,0,0,140.2,641,176,99,87,21,48,0,7,7,0,87,"Jo-Jo Reyes",5559,457456
"Jonathan Papelbon","BOS",4,1,2.9378244148658426,63,0,0,0,0,31,0,3,64.1,255,50,22,21,3,10,1,3,1,0,87,"Jonathan Papelbon",5975,449097
"John Axford","MIL",2,2,1.954751198703928,74,0,0,0,0,46,0,2,73.2,305,59,19,16,4,25,1,0,8,0,86,"John Axford",9059,446099
"Carlos Carrasco","CLE",8,9,4.620321515379118,21,21,12,1,0,0,0,0,124.2,536,130,68,64,15,40,3,4,3,0,85,"Carlos Carrasco",6632,471911
"Koji Uehara","- - -",2,3,2.3538462919878618,65,0,0,0,0,0,22,1,65,243,38,17,17,11,9,1,0,0,0,85,"Koji Uehara",9227,493157
"Vinnie Pestano","CLE",1,2,2.3225817883801803,68,0,0,0,0,2,23,4,62,250,41,16,16,5,24,3,3,0,0,84,"Vinnie Pestano",4782,502260
"Alfredo Simon","BAL",4,9,4.902016590500805,23,16,7,0,0,0,0,0,115.2,499,128,69,63,15,40,6,4,2,2,83,"Alfredo Simon",2155,430580
"Randy Wells","CHC",7,6,4.9876849165173205,23,23,9,2,1,0,0,0,135.1,583,141,76,75,23,47,4,2,8,0,82,"Randy Wells",4535,448694
"Alfredo Aceves","BOS",10,2,2.6052626348269343,55,4,1,0,0,2,11,3,114,474,84,37,33,8,42,1,15,1,2,80,"Alfredo Aceves",5164,469686
"Francisco Rodríguez","- - -",6,2,2.6372100275927775,73,0,0,0,0,23,17,6,71.2,307,67,22,21,4,26,4,2,4,0,79,"Francisco Rodriguez",1642,408061
"Jose Veras","PIT",2,4,3.80281731004498,79,0,0,0,0,1,27,7,71,305,54,32,30,6,34,3,4,5,1,79,"Jose Veras",2063,407842
"Chris Resop","PIT",5,4,4.392346101001977,76,0,0,0,0,1,15,5,69.2,309,73,34,34,8,30,9,3,4,1,79,"Chris Resop",3799,434592
"Sean Marshall","CHC",6,6,2.259912653822257,78,0,0,0,0,5,34,4,75.2,307,66,21,19,1,17,4,2,0,1,79,"Sean Marshall",5905,445156
"Chris Sale","CHW",2,2,2.7887338927007823,58,0,0,0,0,8,16,2,71,288,52,22,22,6,27,3,2,2,0,79,"Chris Sale",10603,519242
"Guillermo Mota","SFG",2,2,3.8091299571572943,52,0,0,0,0,1,4,1,80.1,333,71,34,34,10,30,4,2,1,1,77,"Guillermo Mota",1467,150407
"Kevin Correia","PIT",12,11,4.792207317381295,27,26,13,1,0,0,0,0,154,660,175,90,82,24,39,0,2,3,1,77,"Kevin Correia",1767,429781
"David Hernandez","ARI",5,3,3.3749998762057425,74,0,0,0,0,11,23,3,69.1,291,49,27,26,4,30,1,2,7,1,77,"David Hernandez",4259,456696
"Mike Minor","ATL",5,3,4.1370961378318825,15,15,5,0,0,0,0,0,82.2,361,93,39,38,7,30,5,1,2,0,77,"Mike Minor",10021,501985
"Jason Marquis","- - -",8,6,4.431818886236823,23,23,13,1,1,0,0,0,132,587,154,74,65,11,43,1,5,1,0,76,"Jason Marquis",105,150302
"Nick Blackburn","MIN",7,10,4.489887794405058,26,26,12,1,0,0,0,0,148.1,670,183,91,74,19,54,5,4,5,0,76,"Nick Blackburn",4270,448147
"Kyle McClellan","STL",12,7,4.192941138835762,43,17,9,0,0,0,4,1,141.2,607,143,71,66,21,43,3,6,6,0,76,"Kyle McClellan",4845,449072
"Ernesto Frieri","SDP",1,2,2.714286700398291,59,0,0,0,0,0,4,0,63,276,51,21,19,3,34,5,9,1,1,76,"Ernesto Frieri",5178,457117
"Travis Wood","CIN",6,6,4.8396228156763765,22,18,10,0,0,0,0,0,106,463,118,57,57,10,40,5,4,2,0,76,"Travis Wood",9884,475243
"Fernando Salas","STL",5,6,2.2800006958009935,68,0,0,0,0,24,6,6,75,295,50,20,19,7,21,3,2,2,0,75,"Fernando Salas",4971,477569
"Casey Coleman","CHC",3,9,6.403161500196817,19,17,4,0,0,0,0,0,84.1,398,102,62,60,10,46,3,4,3,1,75,"Casey Coleman",8270,488787
"Brad Penny","DET",11,11,5.300917728020497,31,31,13,0,0,0,0,0,181.2,803,222,117,107,24,62,1,4,9,0,74,"Brad Penny",535,207267
"Mike Adams","- - -",5,4,1.466063285151724,75,0,0,0,0,2,32,3,73.2,277,44,13,12,5,14,2,0,0,0,74,"Mike Adams",1937,430606
"Tyler Chatwood","LAA",6,11,4.753521573706761,27,25,9,0,0,0,0,0,142,633,166,81,75,14,71,4,6,3,1,74,"Tyler Chatwood",4338,543022
"Guillermo Moscoso","OAK",8,10,3.374999905703592,23,21,12,0,0,0,0,0,128,526,102,59,48,14,38,1,2,0,1,74,"Guillermo Moscoso",5106,446861
"Drew Storen","WSN",6,3,2.7477880744238785,73,0,0,0,0,43,3,5,75.1,303,57,24,23,8,20,4,2,2,0,74,"Drew Storen",6983,519322
"Daniel Bard","BOS",2,9,3.3287681669788625,70,0,0,0,0,1,34,5,73,288,46,29,27,5,24,3,2,2,1,74,"Daniel Bard",7115,453268
"Greg Holland","KCR",5,1,1.7999997711181932,46,0,0,0,0,4,18,2,60,233,37,13,12,3,19,3,1,7,0,74,"Greg Holland",7196,518813
