Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,NameASCII,PlayerId,MLBAMID
"Rafael Betancourt","COL",62.1,0.36214953,0.69886364,0.54811715,0.67096774,0.79403794,0.75763359,0.55230126,30.77016743,"Rafael Betancourt",177,429783
"Jonathan Papelbon","BOS",64.1,0.40506329,0.68965517,0.55421687,0.515625,0.79166667,0.69565217,0.52409639,30.3092006,"Jonathan Papelbon",5975,449097
"Jose Valverde","DET",72.1,0.26689189,0.65333333,0.4614094,0.60759494,0.83418367,0.76909091,0.5033557,29.62291169,"Jose Valverde",1726,407878
"Joel Peralta","TBR",67.2,0.28712871,0.67164179,0.48511047,0.67586207,0.80555556,0.76831683,0.51488953,29.62256267,"Joel Peralta",2332,407908
"Hideki Okajima","BOS",8.1,0.25581395,0.57333333,0.40372671,0.63636364,0.8372093,0.76923077,0.46583851,28.52727273,"Hideki Okajima",7763,506606
"Jonathan Broxton","LAD",12.2,0.30769231,0.62295082,0.46861925,0.69444444,0.84210526,0.79464286,0.51046025,27.76100629,"Jonathan Broxton",4759,455009
"Taylor Buchholz","NYM",26,0.2568306,0.6460177,0.47188264,0.57446809,0.84931507,0.78238342,0.55256724,27.75451264,"Taylor Buchholz",2168,430587
"Joaquín Benoit","DET",61,0.33686067,0.6590389,0.47709163,0.62827225,0.76041667,0.70772443,0.43525896,27.31204644,"Joaquin Benoit",1437,276542
"Rafael Perez","CLE",63,0.265625,0.62209302,0.47,0.66666667,0.87227414,0.82269504,0.57333333,26.71478873,"Rafael Perez",4078,460370
"Sandy Rosario","FLA",3.2,0.14285714,0.72972973,0.47692308,0.5,0.85185185,0.80645161,0.56923077,26.63829787,"Sandy Rosario",1525,466459
"Vicente Padilla","LAD",8.2,0.25,0.63636364,0.47972973,0.86666667,0.80357143,0.81690141,0.59459459,26.62626263,"Vicente Padilla",964,218894
"LaTroy Hawkins","MIL",48.1,0.33238636,0.63968668,0.49251701,0.76923077,0.93469388,0.88121547,0.52108844,26.51546392,"LaTroy Hawkins",729,115629
"J.J. Putz","ARI",58,0.36972705,0.66136364,0.52194543,0.61073826,0.84536082,0.76590909,0.52194543,26.47442681,"J.J. Putz",1795,407816
"Chris Hatcher","FLA",10.1,0.18072289,0.59821429,0.42051282,0.6,0.94029851,0.87804878,0.57435897,26.39705882,"Chris Hatcher",3299,501822
"Bobby Jenks","BOS",15.2,0.24285714,0.59731544,0.42560554,0.61764706,0.84269663,0.7804878,0.51557093,26.38121547,"Bobby Jenks",8645,408057
"Mike Adams","- - -",73.2,0.32299742,0.54668675,0.4643197,0.632,0.82369146,0.77459016,0.63177926,26.29461756,"Mike Adams",1937,430606
"Atahualpa Severino","WSN",4.2,0.45833333,0.64102564,0.54022989,0.72727273,0.92,0.82978723,0.44827586,26.21538462,"Atahualpa Severino",5332,463037
"Dan Wheeler","BOS",49.1,0.33070866,0.65228426,0.49419355,0.68253968,0.90272374,0.83028721,0.5083871,26.13127413,"Dan Wheeler",120,235095
"Juan Cruz","TBR",48.2,0.25,0.59210526,0.42567568,0.7037037,0.84444444,0.8042328,0.51351351,26.10140406,"Juan Cruz",273,407297
"Jason Frasor","- - -",60,0.27447552,0.60373832,0.43360434,0.66242038,0.88544892,0.8125,0.48328817,26.0260078,"Jason Frasor",1906,430630
"Clay Buchholz","BOS",82.2,0.24924012,0.62354651,0.44056464,0.68292683,0.85314685,0.80607083,0.51114413,25.9612069,"Clay Buchholz",3543,453329
"Felix Doubront","BOS",10.1,0.22619048,0.53846154,0.38857143,0.84210526,0.85714286,0.85294118,0.52,25.88135593,"Felix Doubront",1478,467094
"Daniel Bard","BOS",73,0.28174603,0.63869863,0.47334559,0.54225352,0.84450402,0.76116505,0.53676471,25.77542373,"Daniel Bard",7115,453268
"Tyler Clippard","WSN",88.1,0.3625,0.6688,0.50483271,0.55172414,0.75358852,0.67599411,0.46468401,25.74672489,"Tyler Clippard",5640,461325
"Takashi Saito","MIL",26.2,0.28837209,0.60663507,0.44600939,0.58064516,0.875,0.77894737,0.49530516,25.73421927,"Takashi Saito",6021,493416
"Josh Beckett","BOS",193,0.29619377,0.64889467,0.47804224,0.59813084,0.85170341,0.77559607,0.51558833,25.71871821,"Josh Beckett",510,277417
"Drew Storen","WSN",75.1,0.28710938,0.57068063,0.43686636,0.59863946,0.87767584,0.79113924,0.5281106,25.68579235,"Drew Storen",6983,519322
"Zach Braddock","MIL",17.1,0.26203209,0.66666667,0.45706371,0.69387755,0.92241379,0.85454545,0.48199446,25.60377358,"Zach Braddock",4553,488722
"Sergio Romo","SFG",48,0.36212625,0.59103641,0.48632219,0.53211009,0.69668246,0.640625,0.54255319,25.55963303,"Sergio Romo",9817,489265
"Sean Green","MIL",11.2,0.30097087,0.59574468,0.44162437,0.5483871,0.98214286,0.82758621,0.47715736,25.55905512,"Sean Green",3001,434958
"Alan Johnson","COL",4,0.26785714,0.72972973,0.4516129,0.6,0.88888889,0.78571429,0.39784946,25.51428571,"Alan Johnson",917,489567
"Jose Veras","PIT",71,0.24162257,0.54095827,0.40115321,0.61313869,0.84285714,0.77823409,0.53294893,25.4411415,"Jose Veras",2063,407842
"Daryl Thompson","CIN",3,0.29787234,0.625,0.43037975,0.85714286,0.85,0.85294118,0.40506329,25.43636364,"Daryl Thompson",6603,444354
"Scott Downs","LAA",53.2,0.29672897,0.59331476,0.43202033,0.68503937,0.90610329,0.82352941,0.45616264,25.34862385,"Scott Downs",773,275933
"Joe Beimel","PIT",25.1,0.255,0.65938865,0.47086247,0.66666667,0.85430464,0.80693069,0.53379953,25.33449477,"Joe Beimel",979,346847
"Franklin Morales","- - -",46.1,0.23398329,0.6372549,0.44850065,0.60714286,0.85384615,0.79360465,0.53194263,25.31346154,"Franklin Morales",5088,462985
"Francisco Rodríguez","- - -",71.2,0.31403509,0.59863946,0.45854922,0.53631285,0.82386364,0.72693032,0.50777202,25.29464286,"Francisco Rodriguez",1642,408061
"Joe Nathan","MIN",44.2,0.28398058,0.62878788,0.4529703,0.63247863,0.89558233,0.81147541,0.49009901,25.25996534,"Joe Nathan",1122,150274
"Matt Albers","BOS",64.2,0.19512195,0.55416013,0.39059829,0.68269231,0.87535411,0.83150985,0.54444444,25.18681319,"Matt Albers",4300,458006
"Sam Demel","ARI",25.2,0.26106195,0.61538462,0.43087558,0.55932203,0.8984375,0.79144385,0.47926267,25.07792208,"Sam Demel",868,451585
"Jason Grilli","PIT",32.2,0.39033457,0.692,0.53564547,0.61904762,0.84393064,0.75899281,0.48169557,25.03713528,"Jason Grilli",521,276351
"Rex Brothers","COL",40.2,0.29310345,0.62534435,0.46272855,0.5,0.82819383,0.72644377,0.51054852,25.00806452,"Rex Brothers",9794,571521
