Name,Team,IP,FA-Z,FT-Z,FC-Z,FS-Z,FO-Z,SI-Z,SL-Z,CU-Z,KC-Z,EP-Z,CH-Z,SC-Z,KN-Z,NameASCII,PlayerId,MLBAMID
"Brian Fuentes","OAK",58.1,,,,,,6.315362361812326,-3.1196154080904446,,,,1.0985549309350162,,,"Brian Fuentes",429,150118
"Dennys Reyes","BOS",1.2,,,,,,4.641290480090726,1.1299999952316284,,,,2.4257142203194753,,,"Dennys Reyes",444,121096
"Fernando Rodney","LAA",32,10.955535888671875,,,,,8.177208135490282,4.108970642089844,,,,3.3258860141416138,,,"Fernando Rodney",494,407845
"Josh Beckett","BOS",193,8.219160039095973,,5.1897743626644735,,,4.294237422104105,,-8.37344664311504,,,2.6473695923681975,,,"Josh Beckett",510,277417
"A.J. Burnett","NYY",190.1,9.365270951743774,,,,,5.6529389330621305,,,-5.5161764707691985,,1.9050000141121748,,,"A.J. Burnett",512,150359
"Ryan Dempster","CHC",202.1,9.30153664353118,,6.1187692495492785,3.580127020567162,,8.303506368483413,1.3965666910432957,,,,,,,"Ryan Dempster",517,133225
"Jason Grilli","PIT",32.2,7.594225909258868,,,,,4.358695652173913,-1.6317091961296237,,,,6.712500095367432,,,"Jason Grilli",521,276351
"Brad Penny","DET",181.2,9.101720040694849,,9.105555216471354,4.773824374877547,,7.291321279220325,,-7.803550161966464,,,8.180000305175781,,,"Brad Penny",535,207267
"Octavio Dotel","- - -",54,7.591547377940964,,7.734322237007784,,,,0.4182608645895253,-7.318636113947088,,,,,,"Octavio Dotel",555,136734
"Brad Lidge","PHI",19.1,7.4007956764914775,,,,,6.904999732971191,-0.30838982533600373,,,,,,,"Brad Lidge",563,400058
"Scott Linebrink","ATL",54.1,8.88212812410612,,5.334545251094934,,6.870810843802787,7.230461237980769,-4.441396702601257,,,,,,,"Scott Linebrink",564,276530
"Roy Oswalt","PHI",139,8.255550739471925,,3.3536243688591703,,,7.731024153470351,-7.329599609375,-7.131455819818038,,-6.866000366210938,3.4921143185439987,,,"Roy Oswalt",571,400061
"Jeremy Affeldt","SFG",61.2,8.233999972873264,,,,,5.637617111206055,,-7.153867244720459,,,1.5885714017427885,,,"Jeremy Affeldt",583,346793
"Jeremy Horst","CIN",15.1,10.520422707141286,,,,,8.60297290698902,2.6643940318714487,,,,6.274390243902439,,,"Jeremy Horst",596,456662
"Mike MacDougal","LAD",57,4.181250095367432,,,,,3.294019104200161,-1.6954477794134795,-5.78000020980835,,,,,,"Mike MacDougal",612,213680
"Nelson Figueroa","HOU",29,8.165443420410156,,,2.7506250739097595,,,1.7774489655786632,-4.029666561550564,,,,,,"Nelson Figueroa",683,150153
