Name,Team,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,RS,RS/9,Balls,Strikes,Pitches,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,NameASCII,PlayerId,MLBAMID
"Robbie Weinhardt","DET",0.5,4,0.5,0.5,0,0,0,0,0,7,21,28,0.625,0.125,0.25,0,0.375,0.625,"Robbie Weinhardt",8479,519405
"Xavier Cedeño","HOU",0.5555555555555556,1,0.454545454,0.272727272,0.272727272,0,0.666666666,0,0,13,23,36,0.54545455,0.45454545,0,0.09090909,0.36363636,0.54545455,"Xavier Cedeno",36,458584
"Skip Schumaker","STL",0,0,0,0,1,0,0.5,2,18,9,12,21,0.5,0.5,0,0,0.5,0.5,"Skip Schumaker",3704,435401
"Scott Kazmir","LAA",0.4444444444444444,0.5,0.1,0.3,0.6,0,0.166666666,0,0,28,35,63,0.3,0.3,0.4,0.2,0.3,0.5,"Scott Kazmir",4897,431148
"Mitch Maier","KCR",0.25,0.5,0.25,0.25,0.5,0,0,2,18,5,11,16,0.5,0.5,0,0.25,0.25,0.5,"Mitch Maier",5588,430574
"Chad Reineke","CIN",0.16666666666666666,0.8,0.1,0.4,0.5,0.1,0.2,2,2.700001428277056,53,56,109,0.6,0.3,0.1,0.15,0.35,0.5,"Chad Reineke",7641,448656
"Steve Delabar","SEA",0.26666666666666666,0.714285714,0.25,0.3125,0.4375,0,0.142857142,2,2.5714285714285716,39,71,110,0.3125,0.25,0.4375,0.1875,0.3125,0.5,"Steve Delabar",11827,447755
"Scott Maine","CHC",0.30434782608695654,1.2,0.185185185,0.444444444,0.37037037,0,0.4,4,5.142855741540162,70,87,157,0.44444444,0.2962963,0.25925926,0.11111111,0.44444444,0.44444444,"Scott Maine",885,453186
"Mark Worrell","BAL",0.5714285714285714,0.25,0.375,0.125,0.5,0.25,0.5,1,4.500002413989408,19,27,46,0.22222222,0.22222222,0.55555556,0.11111111,0.44444444,0.44444444,"Mark Worrell",8045,450312
"Rick Van Den Hurk","BAL",0.3076923076923077,0.352941176,0.233333333,0.2,0.566666666,0.117647058,0.235294117,7,7.000007788348916,97,101,198,0.4,0.16666667,0.43333333,0.1,0.46666667,0.43333333,"Rick Van Den Hurk",5099,462995
"Juan Abreu","HOU",0.38461538461538464,1,0.285714285,0.357142857,0.357142857,0.2,0.2,5,6.750000643730225,50,94,144,0.57142857,0.42857143,0,0.21428571,0.35714286,0.42857143,"Juan Abreu",6306,444874
"Rob Delaney","TBR",0.26666666666666666,0.333333333,0.2,0.2,0.6,0.222222222,0,0,0,49,61,110,0.6,0.26666667,0.13333333,0.2,0.4,0.4,"Rob Delaney",5100,503438
"Samuel Deduno","SDP",0.5,7,0.2,0.7,0.1,0,0,0,0,29,40,69,0.7,0.2,0.1,0.2,0.4,0.4,"Samuel Deduno",5285,465679
