Name,Team,W,L,ERA,G,GS,QS,CG,ShO,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Jimmy Haynes","CIN",15,10,4.11864460038584,34,34,17,0,0,0,0,0,196.2,852,210,97,90,21,81,4,3,6,0,126,"Jimmy Haynes",329,115649
"Brett Tomko","SDP",10,10,4.492658830171179,32,32,16,3,0,0,0,0,204.1,871,212,107,102,31,60,9,2,3,0,126,"Brett Tomko",1056,123387
"John Burkett","BOS",13,8,4.526011161494511,29,29,15,1,1,0,0,0,173,760,199,93,87,25,50,5,8,2,1,124,"John Burkett",179,111734
"Kyle Lohse","MIN",13,8,4.234317828153114,32,31,15,1,1,0,0,1,180.2,783,181,92,85,26,70,2,9,8,0,124,"Kyle Lohse",739,346798
"Eric Milton","MIN",13,9,4.842105263157895,29,29,15,2,1,0,0,0,171,707,173,96,92,24,30,0,3,4,0,121,"Eric Milton",743,132980
"Rick Reed","MIN",15,7,3.7819152005715226,33,32,16,2,1,0,1,0,188,778,192,89,79,32,26,0,6,1,1,121,"Rick Reed",750,120999
"Chan Ho Park","TEX",9,8,5.745996426509696,25,25,10,0,0,0,0,0,145.2,666,154,95,93,20,78,2,17,9,0,121,"Chan Ho Park",1267,120221
"Rick Helling","ARI",10,12,4.508538768890243,30,30,16,0,0,0,0,0,175.2,751,180,94,88,31,48,6,6,7,1,120,"Rick Helling",58,115727
"Sidney Ponson","BAL",7,9,4.090908736236855,28,28,16,3,0,0,0,0,176,736,172,84,80,26,63,1,2,3,0,120,"Sidney Ponson",161,132260
"Greg Maddux","ATL",16,6,2.618728963349054,34,34,18,0,0,0,0,0,199.1,820,194,67,58,14,45,7,4,1,0,118,"Greg Maddux",104,118120
"Octavio Dotel","HOU",6,4,1.8493153100882895,83,0,0,0,0,6,31,4,97.1,376,58,21,20,7,27,2,4,2,0,118,"Octavio Dotel",555,136734
"Tomo Ohka","MON",13,8,3.1764707559484333,32,31,19,2,0,0,0,0,192.2,806,194,83,68,19,45,7,7,2,1,118,"Tomo Ohka",788,219594
"Eric Gagne","LAD",4,1,1.9676116399126617,77,0,0,0,0,52,1,4,82.1,314,55,18,18,6,16,4,2,1,0,114,"Eric Gagne",650,150378
"Josh Beckett","FLA",6,7,4.095975038700869,23,21,8,0,0,0,0,0,107.2,454,93,56,49,13,44,2,1,5,0,113,"Josh Beckett",510,277417
"Orlando Hernandez","NYY",8,5,3.636986301369863,24,22,13,0,0,1,1,0,146,606,131,63,59,17,36,2,8,8,0,113,"Orlando Hernandez",823,133340
"Josh Fogg","PIT",12,12,4.3533452241974375,33,33,16,0,0,0,0,0,194.1,832,199,102,94,28,69,12,8,2,0,113,"Josh Fogg",989,150319
"Miguel Batista","ARI",8,9,4.2888087122487795,36,29,13,1,0,0,2,0,184.2,790,172,99,88,12,70,3,6,9,2,112,"Miguel Batista",46,110683
"Frank Castillo","BOS",6,15,5.069388149758798,36,23,11,0,0,1,0,1,163.1,711,174,101,92,19,58,6,7,1,2,112,"Frank Castillo",180,112113
"Jon Garland","CHW",12,12,4.577854550428172,33,33,13,1,1,0,0,0,192.2,827,188,109,98,23,83,1,9,5,0,112,"Jon Garland",232,279782
"Damian Moss","ATL",12,6,3.418994121956927,33,29,16,0,0,0,0,0,179,743,140,80,68,20,89,5,6,13,2,111,"Damian Moss",107,150305
"Denny Neagle","COL",8,11,5.2576059823485,35,28,9,1,0,0,2,0,164.1,724,170,101,96,26,63,5,10,4,1,111,"Denny Neagle",441,119673
"Cory Lidle","OAK",8,10,3.8906252131782937,31,30,16,2,2,0,0,0,192,796,191,90,83,17,39,3,6,6,1,111,"Cory Lidle",926,117756
"Paul Wilson","TBD",6,12,4.8330467254610685,30,30,14,1,0,0,0,0,193.2,851,219,113,104,29,67,2,13,4,1,111,"Paul Wilson",1234,124417
"Mark Redman","DET",8,15,4.211822660098522,30,30,15,3,0,0,0,0,203,858,211,107,95,15,51,2,6,11,1,109,"Mark Redman",491,150230
"Jeff Suppan","KCR",9,16,5.3221161654716145,33,33,17,3,1,0,0,0,208,912,229,134,123,32,68,3,7,10,1,109,"Jeff Suppan",633,122987
"Shawn Estes","- - -",5,12,5.097510393615622,29,29,14,1,1,0,0,0,160.2,713,171,94,91,13,83,9,9,3,1,109,"Shawn Estes",873,113915
"Joe Kennedy","TBD",8,11,4.5305080058978575,30,30,15,5,1,0,0,0,196.2,840,204,114,99,23,55,0,16,4,0,109,"Joe Kennedy",1217,406773
"John Thomson","- - -",9,14,4.706422281887357,30,30,16,0,0,0,0,0,181.2,800,201,116,95,28,44,9,2,2,0,107,"John Thomson",453,123307
"Andy Ashby","LAD",9,13,3.913761687043171,30,30,15,0,0,0,0,0,181.2,771,179,85,79,20,65,3,8,2,0,107,"Andy Ashby",637,110351
"Kenny Rogers","TEX",13,8,3.844936616029942,33,33,21,2,1,0,0,0,210.2,892,212,101,90,21,70,1,6,5,1,107,"Kenny Rogers",1277,121386
"Omar Daal","LAD",11,9,3.90495889312738,39,23,13,0,0,0,1,0,161.1,668,142,73,70,20,54,3,4,0,0,105,"Omar Daal",646,112984
"Steve Trachsel","NYM",11,11,3.368521974281063,30,30,14,1,1,0,0,0,173.2,741,170,80,65,16,69,4,0,4,0,105,"Steve Trachsel",898,123431
"Ryan Jensen","SFG",13,8,4.50873808115837,32,30,13,1,0,0,0,0,171.2,744,183,93,86,21,66,4,5,3,0,105,"Ryan Jensen",1117,276528
"Ryan Drese","CLE",10,9,6.553398300963404,26,26,8,1,0,0,0,0,137.1,635,176,104,100,15,62,1,6,11,0,102,"Ryan Drese",379,400181
"Ismael Valdez","- - -",8,12,4.178571509897885,31,31,17,1,0,0,0,0,196,818,194,94,91,26,47,1,9,0,2,102,"Ismael Valdez",1283,123595
"Casey Fossum","BOS",5,4,3.459375082477929,43,12,6,0,0,1,3,0,106.2,461,113,56,41,12,30,0,4,3,0,101,"Casey Fossum",188,407154
"Jeff D'Amico","NYM",6,10,4.942791654146145,29,22,10,1,1,0,0,0,145.2,621,152,84,80,20,37,8,3,0,0,101,"Jeff D'Amico",871,113026
"Steve Sparks","DET",8,16,5.523810359986678,32,30,16,3,0,0,0,0,189,868,238,134,116,23,67,3,12,8,2,98,"Steve Sparks",499,122562
"Jason Johnson","BAL",5,14,4.59137073618974,22,22,13,1,0,0,0,0,131.1,561,141,68,67,19,41,2,6,4,0,97,"Jason Johnson",147,116595
"Joe Borowski","CHC",4,4,2.7282235041911305,73,0,0,0,0,2,12,4,95.2,391,84,31,29,10,29,6,1,1,0,97,"Joe Borowski",267,111244
"Andy Pettitte","NYY",13,5,3.2747527226176287,22,22,11,3,1,0,0,0,134.2,570,144,58,49,6,32,2,4,2,1,97,"Andy Pettitte",840,120485
"Terry Adams","PHI",7,9,4.346341180341876,46,19,8,0,0,0,12,1,136.2,590,132,76,66,9,58,5,3,8,0,96,"Terry Adams",946,110067
"Michael Tejera","FLA",8,8,4.446301282716245,47,18,9,0,0,1,8,2,139.2,611,144,71,69,17,60,3,6,3,0,95,"Michael Tejera",542,150373
"Darrell May","KCR",4,10,5.345178221307221,30,21,8,2,1,0,0,1,131.1,579,144,83,78,28,50,3,1,2,0,95,"Darrell May",613,118469
"Dave Burba","- - -",5,5,5.201834668957445,35,21,9,1,0,0,1,2,145.1,646,155,91,84,16,57,3,9,9,1,95,"Dave Burba",1239,111692
"Oliver Pérez","SDP",4,5,3.5,16,15,8,0,0,0,0,0,90,387,71,37,35,13,48,1,5,3,0,94,"Oliver Perez",1514,424144
"Carlos Zambrano","CHC",4,8,3.6553849157209473,32,16,9,0,0,0,0,0,108.1,477,94,53,44,9,63,2,4,6,0,93,"Carlos Zambrano",305,407296
"Elmer Dessens","CIN",7,8,3.033707605108402,30,30,19,0,0,0,0,0,178,737,173,70,60,24,49,8,7,3,1,93,"Elmer Dessens",317,113296
"Brad Penny","FLA",8,7,4.662371317376651,24,24,10,1,1,0,0,0,129.1,574,148,76,67,18,50,7,1,4,0,93,"Brad Penny",535,207267
"Carlos Hernández","HOU",7,5,4.378378679318724,23,21,11,0,0,0,0,0,111,495,112,56,54,11,61,5,3,1,2,93,"Carlos Hernandez",560,400056
"Ruben Quevedo","MIL",6,11,5.762589295466658,26,25,11,1,1,0,0,0,139,634,159,100,89,28,68,3,4,6,0,93,"Ruben Quevedo",705,275935
"Billy Koch","OAK",11,4,3.266904003290034,84,0,0,0,0,44,0,6,93.2,398,73,38,34,7,46,6,4,5,0,93,"Billy Koch",924,150477
"Byung-Hyun Kim","ARI",8,3,2.035714655506435,72,0,0,0,0,36,0,6,84,343,64,20,19,5,26,2,6,2,0,92,"Byung-Hyun Kim",61,218294
"Carl Pavano","- - -",6,10,5.161765142495436,37,22,8,0,0,0,3,0,136,619,174,88,78,19,45,8,10,3,2,92,"Carl Pavano",790,134321
"Jake Peavy","SDP",6,7,4.515358832074457,17,17,10,0,0,0,0,0,97.2,430,106,54,49,11,33,4,3,4,1,90,"Jake Peavy",1051,408241
"Billy Wagner","HOU",4,2,2.52,70,0,0,0,0,35,0,6,75,289,51,21,21,7,22,5,2,6,0,88,"Billy Wagner",578,123790
"James Baldwin","SEA",7,10,5.27999986572266,30,23,11,0,0,0,0,0,150,662,179,95,88,26,49,2,7,1,0,88,"James Baldwin",1064,110503
"Jon Lieber","CHC",6,8,3.702127659574468,21,21,12,3,0,0,0,0,141,582,153,64,58,15,12,2,1,0,0,87,"Jon Lieber",287,117758
"Esteban Loaiza","TOR",9,10,5.709251293207624,25,25,12,3,1,0,0,0,151.1,670,192,102,96,18,38,3,4,1,0,87,"Esteban Loaiza",1310,117842
"John Smoltz","ATL",3,2,3.2489628613080455,75,0,0,0,0,55,0,4,80.1,314,59,30,29,4,24,1,0,1,1,85,"John Smoltz",115,122477
"Joey Hamilton","CIN",4,10,5.270053905960647,39,17,7,0,0,1,4,1,124.2,554,136,78,73,11,50,2,6,5,0,85,"Joey Hamilton",328,115383
"Todd Van Poppel","TEX",3,2,5.449541475122486,50,0,0,0,0,1,3,1,72.2,325,80,44,44,14,29,1,3,8,0,85,"Todd Van Poppel",1284,123650
"Kelvim Escobar","TOR",5,7,4.26923160440134,76,0,0,0,0,38,0,8,78,355,75,39,37,10,44,6,5,4,0,85,"Kelvim Escobar",1298,113898
"Jason Marquis","ATL",8,9,5.037901098752974,22,22,8,0,0,0,0,0,114.1,507,127,66,64,19,49,3,3,4,0,84,"Jason Marquis",105,150302
"Chris Reitsma","CIN",6,12,3.6433733265257082,32,21,8,1,1,0,0,0,138.1,598,144,73,56,17,45,5,5,4,0,84,"Chris Reitsma",348,277410
"Scott Williamson","CIN",3,4,2.9189198217401726,63,0,0,0,0,8,8,4,74,299,46,27,24,5,36,5,2,8,1,84,"Scott Williamson",361,150182
"Aaron Sele","ANA",8,9,4.893750466704413,26,26,11,1,1,0,0,0,160,706,190,92,87,21,49,2,7,5,0,82,"Aaron Sele",34,121986
"Brian Anderson","ARI",6,11,4.788461684827978,35,24,11,0,0,0,1,0,156,659,174,86,83,23,32,3,1,2,5,81,"Brian Anderson",44,110230
"Juan Cruz","CHC",3,11,3.976026981716733,45,9,4,0,0,1,3,3,97.1,431,84,56,43,11,59,4,8,1,0,81,"Juan Cruz",273,407297
"Alan Embree","- - -",4,6,2.177419756751477,68,0,0,0,0,2,18,5,62,251,47,19,15,6,20,3,1,1,0,81,"Alan Embree",1030,113833
"Arthur Rhodes","SEA",10,4,2.3253602098442463,66,0,0,0,0,2,27,5,69.2,257,45,18,18,4,13,1,0,2,0,81,"Arthur Rhodes",1097,121125
"Robb Nen","SFG",6,2,2.1990955540469375,68,0,0,0,0,43,0,8,73.2,301,64,19,18,2,20,8,1,1,0,81,"Robb Nen",1123,119718
"Bruce Chen","- - -",2,5,5.562232765644549,55,6,0,0,0,0,4,0,77.2,360,85,53,48,16,43,5,2,4,0,80,"Bruce Chen",769,136600
"Pete Walker","- - -",10,5,4.361045051610135,38,20,7,0,0,1,3,0,140.1,599,145,73,68,18,51,5,3,2,1,80,"Pete Walker",1325,123839
"Luis Vizcaino","MIL",5,3,2.987705385130802,76,0,0,0,0,5,19,1,81.1,326,55,27,27,6,30,4,3,3,2,79,"Luis Vizcaino",714,150430
"Armando Benitez","NYM",1,0,2.272277399367334,62,0,0,0,0,33,0,4,67.1,275,46,20,17,8,25,0,3,1,0,79,"Armando Benitez",865,110859
"Kris Benson","PIT",9,6,4.695651807417082,25,25,6,0,0,0,0,0,130.1,576,152,76,68,18,50,8,3,3,1,79,"Kris Benson",982,150249
"Travis Driskill","BAL",8,8,4.9522619710535745,29,19,6,0,0,0,0,0,132.2,589,150,78,73,21,48,1,8,6,0,78,"Travis Driskill",134,150344
"Scott Sullivan","CIN",6,5,6.063562458393916,71,0,0,0,0,1,19,2,78.2,357,93,60,53,15,31,11,5,2,0,78,"Scott Sullivan",357,122975
"Todd Ritchie","CHW",5,15,6.059850402888397,26,23,9,0,0,0,0,0,133.2,623,176,104,90,18,52,2,5,10,0,77,"Todd Ritchie",253,121234
"Jamey Wright","- - -",7,13,5.288660313779331,23,22,8,1,1,0,0,0,129.1,585,130,80,76,17,75,9,11,9,0,77,"Jamey Wright",715,124604
"Ted Lilly","- - -",5,7,3.689999824047097,22,16,7,2,1,0,0,0,100,413,80,43,41,15,31,3,6,6,1,77,"Ted Lilly",833,150404
"J.C. Romero","MIN",9,2,1.8888897784620584,81,0,0,0,0,1,33,4,81,332,62,17,17,3,36,4,4,9,0,76,"J.C. Romero",754,240694
"Britt Reames","MON",1,4,5.029411482563496,42,6,1,0,0,0,6,1,68,308,70,42,38,8,38,6,3,2,0,76,"Britt Reames",794,337392
"Kirk Rueter","SFG",14,8,3.2258594082576373,33,33,19,0,0,0,0,0,203.2,846,204,83,73,22,54,7,1,3,0,76,"Kirk Rueter",1128,121541
"Woody Williams","STL",9,4,2.5258062029629413,17,17,12,1,0,0,0,0,103.1,412,84,30,29,10,25,2,4,2,0,76,"Woody Williams",1190,124315
"Scott Erickson","BAL",5,12,5.545643504646492,29,28,14,3,1,0,0,0,160.2,719,192,109,99,20,68,2,8,5,0,74,"Scott Erickson",137,113884
"Mike Hampton","COL",7,15,6.145521688259559,30,30,13,0,0,0,0,0,178.2,838,228,135,122,24,91,4,7,9,2,74,"Mike Hampton",430,115399
"Masato Yoshii","MON",4,9,4.11167492785793,31,20,9,1,0,0,1,0,131.1,553,143,66,60,15,32,2,4,5,0,74,"Masato Yoshii",807,134180
"Todd Jones","COL",1,4,4.700406455359548,79,0,0,0,0,1,30,2,82.1,352,84,43,43,10,28,3,3,1,0,73,"Todd Jones",436,116734
"Vladimir Nunez","FLA",6,5,3.409556669117447,77,0,0,0,0,20,11,8,97.2,404,80,38,37,8,37,1,0,2,0,73,"Vladimir Nunez",532,136727
"Kazuhiro Sasaki","SEA",4,5,2.5219786034419434,61,0,0,0,0,37,0,8,60.2,249,44,24,17,6,20,4,2,6,0,73,"Kazuhiro Sasaki",1098,277408
"Victor Zambrano","TBD",8,8,5.526315234704747,42,11,8,0,0,1,6,2,114,519,120,77,70,15,68,5,4,10,0,73,"Victor Zambrano",1237,406913
"Damaso Marte","CHW",1,1,2.8342545617832147,68,0,0,0,0,10,14,2,60.1,240,44,19,19,5,18,2,4,3,1,72,"Damaso Marte",247,150122
"Cliff Politte","- - -",3,3,3.6651579281887985,68,0,0,0,0,1,25,3,73.2,304,57,33,30,5,28,2,2,2,0,72,"Cliff Politte",967,131700
"Jason Simontacchi","STL",11,5,4.018605221572552,24,24,15,0,0,0,0,0,143.1,600,134,68,64,18,54,4,6,1,0,72,"Jason Simontacchi",1181,421004
"Ugueth Urbina","BOS",1,6,3.0000001907348754,61,0,0,0,0,40,0,6,60,242,44,21,20,8,20,5,0,3,1,71,"Ugueth Urbina",216,123584
"Gary Glover","CHW",7,8,5.204820186123984,41,22,5,0,0,1,2,0,138.1,604,136,86,80,21,52,1,7,6,0,70,"Gary Glover",234,150474
"Eddie Guardado","MIN",1,3,2.926108154439078,68,0,0,0,0,45,0,6,67.2,270,53,22,22,9,18,2,1,0,0,70,"Eddie Guardado",727,115216
"Scott Sauerbeck","PIT",5,4,2.2978729931896678,78,0,0,0,0,0,28,0,62.2,255,50,18,16,4,27,4,1,2,1,70,"Scott Sauerbeck",1007,150261
"John Halama","SEA",6,5,3.564356570266745,31,10,2,0,0,0,0,0,101,438,112,45,40,9,33,5,1,2,1,70,"John Halama",1080,134280
"Rob Bell","TEX",4,3,6.2234046341553935,17,15,4,0,0,0,0,0,94,425,113,69,65,16,35,0,1,7,0,70,"Rob Bell",1492,150174
"Mike Remlinger","ATL",7,3,1.9852947858792875,73,0,0,0,0,0,30,5,68,275,48,17,15,3,28,3,1,0,0,69,"Mike Remlinger",111,121060
"Adam Bernero","DET",4,7,6.196721233971752,28,11,5,0,0,0,0,0,101.2,459,128,74,70,17,31,1,6,5,1,69,"Adam Bernero",460,333293
"Scott Strickland","- - -",6,9,3.538835868904006,69,0,0,0,0,2,15,4,68.2,299,61,29,27,7,33,9,2,3,0,69,"Scott Strickland",897,232994
"Trevor Hoffman","SDP",2,5,2.7303373127058492,61,0,0,0,0,38,0,3,59.1,245,52,20,18,2,18,2,1,3,0,69,"Trevor Hoffman",1035,116034
"John Lackey","ANA",9,4,3.6553847870053704,18,18,10,1,0,0,0,0,108.1,465,113,52,44,10,33,0,4,7,2,69,"John Lackey",1507,407793
"Troy Percival","ANA",4,1,1.9171603258817829,58,0,0,0,0,40,0,4,56.1,228,38,12,12,5,25,1,0,5,0,68,"Troy Percival",29,120401
"Jason Isringhausen","STL",3,2,2.4795920297733254,60,0,0,0,0,32,0,5,65.1,257,46,22,18,0,18,1,1,0,0,68,"Jason Isringhausen",1158,116414
"Dave Veres","STL",5,8,3.483872039509447,71,0,0,0,0,4,16,4,82.2,346,67,34,32,12,39,4,2,7,0,68,"Dave Veres",1188,123707
"Justin Miller","TOR",9,5,5.540715803420838,25,18,5,0,0,0,1,0,102.1,469,103,70,63,12,66,2,11,6,0,68,"Justin Miller",1313,277405
"Shawn Chacon","COL",5,11,5.731843086810142,21,21,7,0,0,0,0,0,119.1,537,122,84,76,25,60,3,7,0,1,67,"Shawn Chacon",424,276336
