Name,Team,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,RS,RS/9,Balls,Strikes,Pitches,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,NameASCII,PlayerId,MLBAMID
"Pasqual Coco","TOR",0.5714285714285714,0.5,0.571428571,0.142857142,0.285714285,0,0,0,0,23,21,44,0.42857143,0.28571429,0.28571429,0,0.42857143,0.57142857,"Pasqual Coco",1294,277412
"Scott Wiggins","TOR",0.5,1.333333333,0.222222222,0.444444444,0.333333333,0,0.333333333,0,0,17,28,45,0.44444444,0.44444444,0.11111111,0.11111111,0.33333333,0.55555556,"Scott Wiggins",1631,424364
"Reynaldo Garcia","TEX",0.5,0.8,0.181818181,0.363636363,0.454545454,0,0.6,0,0,26,30,56,0.90909091,0,0.09090909,0,0.45454545,0.54545455,"Reynaldo Garcia",1557,424505
"Mark Grace","ARI",0,0,0,0,1,0,0.25,1,9,5,7,12,0.75,0,0.25,0.25,0.25,0.5,"Mark Grace",56,115007
"Nate Teut","FLA",0.4482758620689655,1.222222222,0.259259259,0.407407407,0.333333333,0.222222222,0,4,4.90909303712543,56,76,132,0.55172414,0.13793103,0.31034483,0.17241379,0.37931034,0.44827586,"Nate Teut",1487,400137
"Tom Martin","TBD",0.5555555555555556,0,0.666666666,0,0.333333333,0.333333333,0,0,0,15,27,42,0.44444444,0.11111111,0.44444444,0.22222222,0.33333333,0.44444444,"Tom Martin",1219,118353
"Brian Cooper","TOR",0.3103448275862069,0.923076923,0.193548387,0.387096774,0.419354838,0,0.384615384,8,8.640003295899694,58,93,151,0.5,0.35294118,0.14705882,0.11764706,0.44117647,0.44117647,"Brian Cooper",1295,150001
"Dave Maurer","CLE",0.3333333333333333,0.25,0.285714285,0.142857142,0.571428571,0,0.25,0,0,12,17,29,0.42857143,0.28571429,0.28571429,0,0.57142857,0.42857143,"Dave Maurer",394,276531
"Mike James","COL",0.30303030303030304,0.733333333,0.257142857,0.314285714,0.428571428,0.133333333,0.133333333,9,7.147059023999018,66,113,179,0.48571429,0.4,0.11428571,0.17142857,0.4,0.42857143,"Mike James",1453,116480
"Eric Eckenstahler","DET",0.5652173913043478,1.5,0.375,0.375,0.25,0,0.166666666,4,4.5000040233171195,48,94,142,0.625,0.20833333,0.16666667,0.08333333,0.5,0.41666667,"Eric Eckenstahler",1600,425166
"Brandon Knight","NYY",0.3333333333333333,0.909090909,0.275862068,0.344827586,0.379310344,0.09090909,0.181818181,3,3.115383815483434,58,101,159,0.37931034,0.27586207,0.34482759,0.13793103,0.44827586,0.4137931,"Brandon Knight",831,150284
"Brian Mallette","MIL",0.2857142857142857,0.857142857,0.1875,0.375,0.4375,0,0.428571428,1,1.8000003433228193,35,51,86,0.35294118,0.29411765,0.35294118,0.11764706,0.47058824,0.41176471,"Brian Mallette",1460,407850
"Luke Hudson","CIN",0.2857142857142857,0.625,0.133333333,0.333333333,0.533333333,0.125,0.125,2,3,53,64,117,0.46666667,0.26666667,0.26666667,0.2,0.4,0.4,"Luke Hudson",1542,346873
"Brandon Backe","TBD",0.27906976744186046,0.681818181,0.195652173,0.326086956,0.478260869,0.136363636,0.136363636,3,2.0769246005458837,86,121,207,0.54347826,0.26086957,0.19565217,0.10869565,0.5,0.39130435,"Brandon Backe",1529,407840
"Jason Christiansen","SFG",0.29411764705882354,1.166666666,0.277777777,0.388888888,0.333333333,0,0.166666666,1,1.8000003433228193,31,42,73,0.44444444,0.33333333,0.22222222,0.05555556,0.55555556,0.38888889,"Jason Christiansen",1111,112270
"Duaner Sanchez","- - -",0.25,1.142857142,0.166666666,0.444444444,0.388888888,0,0.285714285,4,6.000002145767979,51,70,121,0.55555556,0.22222222,0.22222222,0.05555556,0.55555556,0.38888889,"Duaner Sanchez",1518,400093
"Andrew Lorraine","MIL",0.35714285714285715,0.736842105,0.3125,0.291666666,0.395833333,0.105263157,0.368421052,0,0,92,160,252,0.53061224,0.16326531,0.30612245,0.10204082,0.51020408,0.3877551,"Andrew Lorraine",1583,117929
"Kevin Walker","SDP",0.4166666666666667,1.833333333,0.291666666,0.458333333,0.25,0,0.333333333,5,5.625003688039814,73,102,175,0.38461538,0.34615385,0.26923077,0.23076923,0.38461538,0.38461538,"Kevin Walker",1060,276526
"Jose Acevedo","CIN",0.2631578947368421,0.666666666,0.207317073,0.31707317,0.475609756,0.179487179,0.205128205,19,7.225351105770357,184,283,467,0.47619048,0.20238095,0.32142857,0.0952381,0.52380952,0.38095238,"Jose Acevedo",307,406895
"Eddie Oropesa","ARI",0.3626373626373626,1.629629629,0.228260869,0.478260869,0.29347826,0.074074074,0.222222222,12,4.263159713587387,220,253,473,0.42268041,0.32989691,0.24742268,0.125,0.5,0.375,"Eddie Oropesa",69,400280
"J.J. Trujillo","SDP",0.42857142857142855,2,0.25,0.5,0.25,0,0.5,0,0,44,38,82,0.875,0.125,0,0,0.625,0.375,"J.J. Trujillo",1524,408243
"Ben Kozlowski","TEX",0.27586206896551724,0.733333333,0.1875,0.34375,0.46875,0.133333333,0.2,14,12.6,91,108,199,0.375,0.34375,0.28125,0.0625,0.5625,0.375,"Ben Kozlowski",1634,420684
"Kevin Pickford","SDP",0.34,1.533333333,0.247524752,0.455445544,0.297029702,0.166666666,0.1,8,2.4000004577637593,233,291,524,0.42718447,0.31067961,0.26213592,0.12621359,0.50485437,0.36893204,"Kevin Pickford",1473,150260
"Luis De Los Santos","TBD",0.36538461538461536,1.571428571,0.357142857,0.392857142,0.25,0.071428571,0.357142857,2,1.2857142857142858,96,168,264,0.54385965,0.24561404,0.21052632,0.10526316,0.52631579,0.36842105,"Luis De Los Santos",1203,150087
"Sean DePaula","CLE",0.42105263157894735,1.333333333,0.045454545,0.545454545,0.409090909,0,0.333333333,9,12.789476251998952,47,81,128,0.5,0.45454545,0.04545455,0.09090909,0.54545455,0.36363636,"Sean DePaula",377,234994
"Kevin Joseph","STL",0.36585365853658536,2.857142857,0.357142857,0.476190476,0.166666666,0.142857142,0.142857142,4,3.2727275564651106,71,106,177,0.61904762,0.16666667,0.21428571,0.11904762,0.52380952,0.35714286,"Kevin Joseph",1160,276529
"Ben Howard","SDP",0.3,0.352941176,0.303030303,0.181818181,0.515151515,0.294117647,0.235294117,5,4.218748742714899,95,126,221,0.5,0.17647059,0.32352941,0.08823529,0.55882353,0.35294118,"Ben Howard",1452,407806
"Steve Bechler","BAL",0.21428571428571427,0.444444444,0.235294117,0.235294117,0.529411764,0,0.333333333,0,0,35,53,88,0.70588235,0.23529412,0.05882353,0.17647059,0.47058824,0.35294118,"Steve Bechler",1590,407852
"Kevin Jarvis","SDP",0.29245283018867924,1.025,0.256880733,0.376146788,0.366972477,0.125,0.125,15,3.857142857142857,218,336,554,0.45045045,0.34234234,0.20720721,0.17117117,0.47747748,0.35135135,"Kevin Jarvis",1037,116496
"Nate Field","KCR",0.3333333333333333,1.2,0.421052631,0.315789473,0.263157894,0.2,0.4,0,0,39,67,106,0.45,0.3,0.25,0.05,0.6,0.35,"Nate Field",599,407757
"Bret Prinz","ARI",0.4489795918367347,1.583333333,0.354166666,0.395833333,0.25,0.25,0.083333333,4,2.7000018024456613,123,179,302,0.44,0.2,0.36,0.16326531,0.48979592,0.34693878,"Bret Prinz",1474,400092
"Chad Durbin","KCR",0.3333333333333333,0.75,0.151515151,0.363636363,0.484848484,0.125,0.1875,1,1.0800004119874618,64,102,166,0.45454545,0.27272727,0.27272727,0.125,0.53125,0.34375,"Chad Durbin",1442,239795
"Jeriome Robertson","HOU",0.2903225806451613,0.928571428,0.068965517,0.448275862,0.48275862,0.071428571,0.285714285,1,0.9310341536220303,59,101,160,0.31428571,0.31428571,0.37142857,0.22857143,0.42857143,0.34285714,"Jeriome Robertson",1619,276359
"Jason Marquis","ATL",0.3068181818181818,1.236220472,0.224043715,0.428961748,0.346994535,0.078740157,0.149606299,72,5.667638736097096,774,1173,1947,0.4393531,0.31536388,0.24528302,0.1212938,0.54447439,0.33423181,"Jason Marquis",105,150302
"Armando Reynoso","ARI",0.5,1,0.333333333,0.333333333,0.333333333,0,0,0,0,17,26,43,0.33333333,0.5,0.16666667,0,0.66666667,0.33333333,"Armando Reynoso",72,121117
"John Foster","ATL",0.25,0.285714285,0.4,0.133333333,0.466666666,0.285714285,0.428571428,2,3.6000006866456387,61,75,136,0.4,0.13333333,0.46666667,0.26666667,0.4,0.33333333,"John Foster",86,407796
"Everett Stull","MIL",0.4166666666666667,2,0.333333333,0.444444444,0.222222222,0.25,0,5,4.5,84,110,194,0.41666667,0.36111111,0.22222222,0.13888889,0.52777778,0.33333333,"Everett Stull",712,122904
"Josias Manzanillo","PIT",0.32608695652173914,0.666666666,0.31372549,0.274509803,0.411764705,0.095238095,0.238095238,9,6.230771516202602,77,133,210,0.45098039,0.29411765,0.25490196,0.11764706,0.54901961,0.33333333,"Josias Manzanillo",996,118268
