Name,Team,IP,K/9+,BB/9+,K/BB+,HR/9+,K%+,BB%+,AVG+,WHIP+,BABIP+,LOB%+,ERA-,FIP-,xFIP-,LD%+,GB%+,FB%+,NameASCII,PlayerId,MLBAMID
"Mark Grace","ARI",1,0,0,,887.9707108049543,0,0,98.75882295738397,73.03388071979998,0,137.6827399505491,208.51112347983093,376.44686011702106,205.25515606569854,0,0,290.1829251418293,"Mark Grace",56,115007
"D'Angelo Jimenez","SDP",1.1,0,0,,0,0,0,0,0,0,,0,72.51933115312067,171.421921297262,0,0,290.1829251418293,"D'Angelo Jimenez",1038,150090
"Andy Pratt","ATL",1.1,99.73979667290212,773.9522983589648,12.887072689620421,0,63.58991262980069,493.43952413191926,79.00705836590718,273.8777301612199,86.68442666148609,110.14619196043927,164.96352916924593,253.43638628135685,328.3265351017258,0,56.497986243319886,217.63719385637194,"Andy Pratt",1640,407892
"Jay Tessmer","NYY",1.1,0,414.8971797484699,0,0,0,398.63739814862515,0,108.47860466416076,0,70.75211093882629,152.9173484816424,168.47004800926427,239.40106702109983,0,58.531213058687314,207.28738109680057,"Jay Tessmer",851,136585
"Cory Vance","COL",4,33.24651665242112,257.9834613053881,12.88707267673335,443.9853554024771,28.61546036864025,222.04778519322028,105.34274448787625,146.06776143959996,57.789617774324064,115.47584641013795,139.00463027408136,283.39601443947237,233.49264133462032,67.1018007302374,32.284563567611364,207.27351791699476,"Cory Vance",1647,425246
"Courtney Duncan","CHC",2.1,56.994036311828864,110.56435562265008,51.548290758481684,0,57.23092142405155,111.02389304070573,87.78562040656352,93.90071657555737,86.68442666148609,137.68273995054912,0,80.27717386374943,152.83751309191794,67.1018004618302,32.284563373903985,207.27351787554005,"Courtney Duncan",276,400131
"Juan Moreno","SDP",6,66.49300159850831,429.9722304822437,15.464487227544504,147.9950478979543,50.497871777420876,326.54086181912044,98.75882295738397,194.75692238546253,86.68442666148609,94.30324642453594,195.42101625286782,227.96237383337916,251.7204886525941,67.1018004618302,32.284563373903985,207.27351787554005,"Juan Moreno",1465,276539
"Jim Mann","HOU",22,114.85166272531711,82.08568947881284,139.91678918686506,121.08697809751614,115.67952169856486,82.67736703986182,91.5325676190388,86.31281302211616,92.46338843891851,107.88572898969502,96.0228990969222,109.87109108946507,123.07567972999466,61.60165279058919,62.9813615804925,171.25549668132948,"Jim Mann",566,276509
"Nerio Rodriguez","- - -",4.2,56.994036675804914,55.28217816436879,103.09658151696337,190.27946516831784,57.230920937588714,55.51194552113782,83.16532459569176,78.25059764602277,65.01331999611457,76.49041100714797,95.95093455372358,134.45947169966962,136.5419761366965,55.26030659424555,66.46821910978811,169.88408829836453,"Nerio Rodriguez",403,121361
"Ron Mahay","CHC",14.2,126.94117661575572,140.71817537151298,90.20950882734294,363.26054849279075,123.26659977014596,136.64479134931176,90.09576831199941,104.57118164036692,65.59902558166516,76.49041100714797,213.56144783329162,192.4016204791153,118.65673257942204,43.694195529404816,78.83439934096042,161.96256261341748,"Ron Mahay",290,118158
"Octavio Dotel","HOU",97.1,161.2228552396992,71.5639147112436,225.28512255501317,63.86091562672822,179.60767880323834,79.72460333652448,66.41173022061763,63.779595947080466,80.38010472246893,118.21245341223306,43.40759501127685,56.46163054881278,76.96976850079676,74.38887392142095,64.42304306866585,161.50452366541026,"Octavio Dotel",555,136734
"Victor Alvarez","LAD",10.1,90.08736315946513,49.93229819431716,180.4190176546859,85.93267586879747,100.15411242055157,55.51194624279313,93.56099017015325,77.74576790951032,92.46338843891851,86.05171246622479,113.13452376238585,82.64035499973323,106.7668333839533,106.06413647144497,51.03043906358368,159.132571777085,"Victor Alvarez",1559,407874
"Dave Maurer","CLE",1.1,0,0,,615.5068031389252,0,0,164.47927665735588,162.71790699624114,114.97472945959078,88.44013867353286,304.7158105110626,288.826702547654,162.0194068777281,135.37051590378917,33.44640726142859,157.93324262196955,"Dave Maurer",394,276531
"Robert Person","PHI",87.2,92.53402577039954,150.0816246755153,61.65579873113658,131.67625746073375,89.97644814678873,145.93346658069606,93.99936161004015,108.30118565846784,88.70034356059043,90.76687474901514,135.00146488160806,132.32279880389137,138.24822676502038,70.63347419506928,69.66668964746769,157.091508214365,"Robert Person",966,120447
"Greg Swindell","ARI",33,92.68725854614372,39.0884032280891,237.12213748901573,242.17383021953296,92.04973327870455,38.81954194980639,108.77783398204612,95.16535972579999,94.86220276162629,90.58074985152315,145.3259345465488,130.00373921920036,109.63095100801863,90.64629232989924,61.4539498220016,155.27331950688915,"Greg Swindell",76,123057
