Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA,NameASCII,PlayerId,MLBAMID
"Mark Grace","ARI",0,0,0,9,0,0,0,0.25,1,0,1,208.51112347983093,376.44686011702106,205.25515606569854,9,15.962074470520019,-6.962074470520019,8.530476105213165,12.728797118782996,"Mark Grace",56,115007
"D'Angelo Jimenez","SDP",0,0,0,0,0,0,0,0,0,0,1,0,72.51933115312067,171.421921297262,0,2.9620744705200197,-2.9620744705200197,7.138386027033901,12.728797118782996,"D'Angelo Jimenez",1038,150090
"Andy Pratt","ATL",6.750016696792419,27.000066787169676,0.25,0,0.11111111,0.44444444,-0.33333333,0.2,3.7500092759957884,0.25,0.8,164.96352916924593,253.43638628135685,328.3265351017258,6.750016696792419,10.462093022511596,-3.7120763257191767,13.594326689897006,12.7130934033047,"Andy Pratt",1640,407892
"Jay Tessmer","NYY",0,13.500003218651585,0,0,0,0.33333333,-0.33333333,0,1.500000357627954,0,0.5,152.9173484816424,168.47004800926427,239.40106702109983,6.750001609325793,7.4620755434038815,-0.7120739340780888,10.594302209699807,12.00901933165744,"Jay Tessmer",851,136585
"Pasqual Coco","TOR",0,27.00002896788844,0,0,0,0.3,-0.3,0.5714285714285714,7.000007510193299,0.5714285714285714,0.71428571,390.5429673298015,265.8328828644373,332.3682176092501,18.000019311925627,11.962084126482832,6.0379351854427945,14.746287930956022,10.522297118782998,"Pasqual Coco",1294,277412
"Kris Keller","DET",9,27,0.33333333,9,0.125,0.375,-0.25,0.4,5,0.3333333333333333,0.55555556,625.9092197411034,530.1646887122283,287.58591606702726,27,22.96207447052002,4.037925529479981,12.746275287866592,10.321640868782998,"Kris Keller",473,276341
"David Lundquist","SDP",0,16.87502363700005,0,0,0,0.26315789,-0.26315789,0.6153846153846154,4.875006828466682,0.6153846153846154,0.64285714,439.69811212212716,242.66676489780258,310.09829832380984,16.87502363700005,9.71208392532004,7.162939711680011,12.844314232178593,9.83333449702469,"David Lundquist",1046,150326
"Juan Moreno","SDP",4.499997854233811,14.999992847446038,0.3,1.4999992847446038,0.08823529,0.29411765,-0.20588235,0.25,2.666665395101518,0.25,0.68493151,195.42101625286782,227.96237383337916,251.7204886525941,7.499996423723019,9.128738196692279,-1.62874177296926,10.442321925343297,9.629207152234214,"Juan Moreno",1465,276539
"Cory Vance","COL",2.25,9,0.25,4.5,0.05,0.2,-0.15,0.26666666666666666,2,0.16666666666666666,0.96774194,139.00463027408136,283.39601443947237,233.49264133462032,6.75,12.712074470520019,-5.962074470520019,9.692325492203235,8.972752118782997,"Cory Vance",1647,425246
"Jose Nunez","SDP",0,9,0,0,0,0.25,-0.25,0,1,0,1,0,148.14030689428256,176.66643457263098,0,5.96207447052002,-5.96207447052002,7.354174879193306,8.654422118782996,"Jose Nunez",1410,400308
"J.J. Trujillo","SDP",10.125025045188629,20.250050090377258,0.5,3.3750083483962094,0.16666667,0.33333333,-0.16666667,0.36363636363636365,3.7500092759957884,0.42857142857142855,0.83333333,263.8191503209141,337.1934009430495,232.00623306818338,10.125025045188629,13.462100443308227,-3.337075398119598,9.631166273642172,8.592723045207016,"J.J. Trujillo",1524,408243
"Matt Duff","STL",6.352938681738754,12.705877363477509,0.5,0,0.14285714,0.28571429,-0.14285714,0.15,1.9411757083090637,0.1875,0.72727273,118.52756158738278,140.83728824798914,174.36767295839647,4.764704011304065,5.785602773515022,-1.0208987622109564,7.259590862702496,7.805868543189997,"Matt Duff",1565,424685
"Jason Standridge","TBD",3,12,0.25,3,0.05555556,0.22222222,-0.16666667,0.5,3.6666666666666665,0.5,0.83333333,203.28427836955916,241.153854169014,184.70519351195375,9,10.628741137186687,-1.6287411371866867,8.151541682084401,7.796865024204429,"Jason Standridge",1229,285075
"Jose Rodriguez","- - -",2.2500012237585287,13.500007342551172,0.16666667,0,0.03333333,0.2,-0.16666667,0.5,4.5000024475170575,0.5217391304347826,0.55555556,408.7234450982903,164.74590839086616,215.60747479338318,18.00000979006823,6.962076646090738,11.037933143977492,9.398253686287125,7.7632982346748864,"Jose Rodriguez",1180,316792
"Jason Shiell","SDP",6.750007040806008,20.250021122418026,0.33333333,0,0.07692308,0.23076923,-0.15384615,0.7,7.500007823117787,0.7777777777777778,0.6,703.516727797863,204.85617673824072,222.89202469352975,27.000028163224034,8.21207994670247,18.787948216521563,9.256156342263981,7.546436171387329,"Jason Shiell",1625,425126
"Takahito Nomura","MIL",5.9268299575933545,11.853659915186709,0.5,1.3170733239096344,0.12676056,0.25352113,-0.12676056,0.21568627450980393,2.1219514662988552,0.225,0.60283688,207.64120733497674,188.61234521263478,196.59933770803735,8.560976605412623,7.93768480528975,0.6232918001228729,8.174326924187667,7.454457889970717,"Takahito Nomura",699,408110
"Dave Maurer","CLE",0,0,0,6.750001609325793,0,0,0,0.42857142857142855,2.250000536441931,0.3333333333333333,0.625,304.7158105110626,288.826702547654,162.0194068777281,13.500003218651585,12.71207679510172,0.787926423549866,7.13837669224792,7.399327727304956,"Dave Maurer",394,276531
"Ben Kozlowski","TEX",5.4,9.9,0.54545455,2.7,0.12,0.22,-0.1,0.2894736842105263,2.2,0.27586206896551724,0.85106383,132.97950963820503,203.1256876580698,169.00200708383315,6.3,9.26207447052002,-2.9620744705200197,7.45022508352995,7.252344318782997,"Ben Kozlowski",1634,420684
"Mark Watson","SEA",2.250002279879973,9.000009119519891,0.25,2.250002279879973,0.04166667,0.16666667,-0.125,0.4,3.0000030398399637,0.3888888888888889,0.37735849,427.99432493181735,201.85026544492894,186.82649444283172,18.000018239039782,8.71208029687995,9.287937942159832,8.246280642241533,7.059170380800776,"Mark Watson",1526,282333
"Ed Vosberg","MON",0,9.000009655962813,0,9.000009655962813,0,0.125,-0.125,0.42857142857142855,4.000004291539028,0.3333333333333333,0.38461538,424.6847410763439,450.36824002041016,244.33359337652342,18.000019311925627,18.96209163667613,-0.9620723247505047,10.138383395884077,6.986672118782997,"Ed Vosberg",1426,123756
"John Ennis","ATL",2.25,6.75,0.33333333,0,0.05555556,0.16666667,-0.11111111,0.3333333333333333,2,0.35714285714285715,0.75,109.97541407776987,113.0038993314799,137.82817310162773,4.5,4.71207447052002,-0.2120744705200197,5.7561497770249845,6.949809461266263,"John Ennis",85,407795
"Ben Howard","SDP",8.437497485429798,11.812496479601718,0.71428571,3.374998994171919,0.17241379,0.24137931,-0.06896552,0.29545454545454547,2.5312492456289393,0.3,0.74766355,241.833550856112,247.39278543820694,173.9701182727744,9.281247233972778,9.899572402984521,-0.6183251690117437,7.243233220958337,6.941645371639572,"Ben Howard",1452,407806
"Josh Pearce","STL",0.6923076923076923,5.538461538461538,0.125,0.6923076923076923,0.01515152,0.12121212,-0.10606061,0.3508771929824561,2.1538461538461537,0.34545454545454546,0.57971014,189.44156171509238,143.29675735975675,168.71102170765678,7.615384615384615,5.885151393596942,1.7302332217876728,7.026844330017384,6.902245466849559,"Josh Pearce",1175,407870
"Bryan Rekar","KCR",2.5714285714285716,7.714285714285714,0.33333333,1.2857142857142858,0.05263158,0.15789474,-0.10526316,0.375,2.5714285714285716,0.3793103448275862,0.36144578,324.7912237560129,151.09345042777164,162.27207004321002,15.428571428571429,6.8192173276628765,8.609354100908552,7.149660827006612,6.856085209175232,"Bryan Rekar",625,121057
"Dennis Springer","LAD",6.750016696792419,13.500033393584838,0.5,0,0.14285714,0.28571429,-0.14285714,0.2,2.250005565597473,0.25,0.66666667,175.35889165143774,144.51041717330057,142.83312908716505,6.750016696792419,5.96208189131665,0.7879348054757687,5.96208189131665,6.833470583414671,"Dennis Springer",672,122618
"Scott Chiasson","CHC",5.785722168135191,11.571444336270382,0.5,3.8571481120901274,0.09677419,0.19354839,-0.09677419,0.44,3.642862105862898,0.45,0.35211268,575.3094856153308,267.6247317984802,204.917497160807,23.142888672540764,11.104942707154734,12.03794596538603,8.516582913665694,6.774671213784625,"Scott Chiasson",269,400130
"Kevin Frederick","MIN",3.8571418061551213,7.7142836123102425,0.5,2.314285083693073,0.08928571,0.17857143,-0.08928571,0.2826086956521739,1.971428034257062,0.2631578947368421,0.53191489,220.465440681212,186.31275971054535,154.98402861325613,10.028568696003315,8.019215949701179,2.0093527463021363,6.824171191563819,6.614800620535008,"Kevin Frederick",1536,407864
"Francis Beltran","CHC",8.249998688698023,11.999998092651671,0.6875,1.4999997615814589,0.16923077,0.24615385,-0.07692308,0.2857142857142857,2.4999996026357647,0.3333333333333333,0.69852941,186.44260521428822,175.1072654371975,147.95479070220443,7.499998807907294,7.295407115088678,0.20459169281861556,6.17281593335804,6.585795226084784,"Francis Beltran",1530,407779
"Jesus Sanchez","CHC",6.480002471924771,10.800004119874618,0.6,4.320001647949847,0.11764706,0.19607843,-0.07843137,0.375,3.0000011444096164,0.36666666666666664,0.68627451,322.17299591752555,282.6123267273586,192.0673920753448,12.960004943849542,11.722077812196098,1.2379271316534446,7.9878571233158695,6.548181205836288,"Jesus Sanchez",1476,133260
"Chad Fox","MIL",5.785710344511887,9.642850574186479,0.6,0,0.12,0.2,-0.08,0.3,2.357141251467806,0.35294117647058826,0.72727273,140.32883590236253,115.42485510094579,174.79323301038409,5.785710344511887,4.8906445853573155,0.8950657591545719,7.277100803152948,6.462635518782997,"Chad Fox",684,114354
"Courtney Duncan","CHC",3.8571433826369397,3.8571433826369397,1,0,0.1,0.1,0,0.2222222222222222,1.28571446087898,0.25,1,0,80.27717386374943,152.83751309191794,0,3.3906459574796797,-3.3906459574796797,6.373718668190984,6.445977118782998,"Courtney Duncan",276,400131
"Jaret Wright","CLE",5.890908273744302,9.327271433428479,0.63157895,1.4727270684360756,0.10344828,0.1637931,-0.06034483,0.42105263157894735,3.2181813717677206,0.4625,0.47535211,354.5782639617502,164.91704366160593,163.74546044117568,15.709088729984806,7.216619334890905,8.492469395093902,7.215463595570426,6.431229082073084,"Jaret Wright",415,124605
"Eric Cyr","SDP",5.999997138978415,8.999995708467623,0.66666667,0,0.13793103,0.20689655,-0.06896552,0.2608695652173913,1.9999990463261383,0.3157894736842105,0.41666667,273.58942275401495,114.53096430994731,155.53900634839465,10.499994993212226,4.628740342458468,5.871254650753758,6.484873335616335,6.419769762796179,"Eric Cyr",1494,407804
"Cliff Lee","CLE",5.22580805926417,6.967744079018894,0.75,0,0.13636364,0.18181818,-0.04545455,0.16666666666666666,1.354839126475896,0.2,0.85714286,39.31817181973917,95.17142673551386,133.72480932595138,1.7419360197547236,4.123365150356502,-2.3814291306017785,5.874717816177752,6.306494641020847,"Cliff Lee",1636,424324
"Robert Ellis","LAD",0,0,0,3.3750008046628963,0,0,0,0.46153846153846156,2.250000536441931,0.4166666666666667,0.65217391,263.03774954051636,190.61522443980067,146.04657399565406,10.125002413988689,7.83707563281087,2.287926781177819,6.094301136815945,6.303116641895778,"Robert Ellis",649,113819
"Matt Perisho","DET",2.6129018593040096,5.225803718608019,0.5,1.7419345728693396,0.06,0.12,-0.06,0.36363636363636365,2.129031144618082,0.358974358974359,0.57291667,201.90609432309265,154.8913683567782,148.80726328039674,8.709672864346699,6.63949190213307,2.0701809622136285,6.54831201653978,6.132202718782998,"Matt Perisho",1423,120419
"Steve Bechler","BAL",5.7857150739554095,7.714286765273879,0.75,5.7857150739554095,0.12,0.16,-0.04,0.3,2.1428574347983,0.21428571428571427,0.58823529,310.8068003387064,295.5284758906569,171.80505956211164,13.50000183922929,13.247790157551858,0.2522116816774318,7.575411601478663,6.120699518782997,"Steve Bechler",1590,407852
"Jimmy Osting","MIL",5.25,7.5,0.7,2.25,0.109375,0.15625,-0.046875,0.3333333333333333,2.3333333333333335,0.3409090909090909,0.71428571,181.9078741586242,179.19016267107784,147.4377431711962,7.5,7.545407803853353,-0.045407803853352746,6.151541682084402,6.105986083626747,"Jimmy Osting",701,275701
