Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Curt Schilling","ARI",23,7,0,36,35,259.1,10.966581837206988,1.145244305784274,1.0064268141740589,0.2971698113207547,0.74507966,0.418461538,0.123404255,,3.227506679937499,,2.395236379778309,2.202988020370543,9.313486568629742,"Curt Schilling",73,121811
"Randy Johnson","ARI",24,5,0,35,35,260,11.561538461538461,2.457692307692308,0.9,0.2893401015228426,0.82992641,0.466115702,0.125,,2.3192307692307694,,2.66207447052002,2.4757547974586487,8.14917278289795,"Randy Johnson",60,116615
"Pedro Martínez","BOS",20,4,0,30,30,199.1,10.790971001051172,1.8060202512219536,0.5869565816471349,0.27291666666666664,0.75774336,0.421810699,0.073863636,,2.257525314027442,,2.2396663700312383,2.620985833331219,7.396439075469971,"Pedro Martinez",200,118377
"Roy Halladay","TOR",19,7,0,34,34,239.1,6.317548880777362,2.331476372667836,0.37604457623674775,0.2855227882037534,0.71582734,0.596752368,0.065789473,,2.933147694646632,,2.966252743589317,3.307196742972898,6.808107852935791,"Roy Halladay",1303,136880
"Roy Oswalt","HOU",19,9,0,35,34,233,8.034334237793084,2.3948496285729384,0.6566523175119348,0.29819277108433734,0.75910147,0.472012102,0.084158415,,3.0128753391724064,,2.9878255417949977,3.2462130036375902,6.2062588185071945,"Roy Oswalt",571,400061
"Odalis Perez","LAD",15,10,0,32,32,222.1,6.274362962127707,1.538230919747438,0.8500749819656894,0.24731182795698925,0.76053443,0.462365591,0.096774193,,2.9955023174029054,,3.362374329752541,3.49319497149538,4.934647083282471,"Odalis Perez",668,136602
"A.J. Burnett","FLA",12,9,0,31,29,204.1,8.94127140130097,3.9641104734831885,0.5285480631310918,0.2660377358490566,0.71428571,0.427756653,0.0625,,3.3034253945693237,,3.192090757252995,3.7367070655094476,4.7605975940823555,"A.J. Burnett",512,150359
"Tim Hudson","OAK",15,9,0,34,34,238.1,5.7398609973192976,2.3412590910118185,0.7174826246649122,0.29380053908355797,0.78459344,0.55764075,0.104972375,,2.983217228869898,,3.604032608378099,3.624886488290028,4.720833778381348,"Tim Hudson",921,218596
"Matt Clement","CHC",12,11,0,32,32,205,9.439024390243903,3.731707317073171,0.7902439024390244,0.2696629213483146,0.74187884,0.501879699,0.111111111,,3.55609756097561,,3.3376842266175806,3.296319671520373,4.6830549240112305,"Matt Clement",271,136725
"Kevin Millwood","ATL",18,8,0,35,34,217,7.382487960148265,2.6958523449979617,0.6635944233841137,0.27070063694267515,0.74387151,0.444444444,0.07804878,,3.235022813997554,,3.2892633876052426,3.6458559145031852,4.651706162840128,"Kevin Millwood",106,119154
"Derek Lowe","BOS",21,8,0,32,32,219.2,5.203338632463267,1.966616176049109,0.49165404401227725,0.23511450381679388,0.76959847,0.66972477,0.095238095,,2.5811837310644554,,3.3353673557886006,3.4237041648543483,4.649969100952148,"Derek Lowe",199,117955
"Javier Vazquez","MON",10,13,0,34,34,230.1,6.994210979093516,1.9146164132714096,1.0940665218693768,0.30239099859353025,0.72040498,0.394700139,0.100719424,,3.9073804352477746,,3.678427550315445,3.778299819180367,4.595549583435059,"Javier Vazquez",801,134320
