Name,Team,W,L,ERA,G,GS,QS,CG,ShO,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Tony Armas","MON",9,14,4.02711853991703,34,34,16,0,0,0,,,196.2,851,180,101,88,18,91,6,10,9,1,176,"Tony Armas",761,150393
"Jason Bere","CHC",11,11,4.308510638297872,32,32,18,2,0,0,,,188,801,171,99,90,24,77,7,1,6,0,175,"Jason Bere",266,110891
"Greg Maddux","ATL",17,11,3.051501946084873,34,34,24,3,3,0,,,233,927,220,86,79,20,27,10,7,2,0,173,"Greg Maddux",104,118120
"Kevin Appier","NYM",11,10,3.5709679177053104,33,33,22,1,1,0,,,206.2,856,181,89,82,22,64,4,15,12,0,172,"Kevin Appier",3,110293
"CC Sabathia","CLE",17,5,4.391866293765607,33,33,14,0,0,0,,,180.1,763,149,93,88,19,95,1,7,7,3,171,"CC Sabathia",404,282332
"Ryan Dempster","FLA",15,12,4.940062853692817,34,34,19,2,1,0,,,211.1,954,218,123,116,21,112,5,10,5,0,171,"Ryan Dempster",517,133225
"Russ Ortiz","SFG",17,9,3.2926828502403156,33,33,21,1,1,0,,,218.2,911,187,90,80,13,91,3,0,8,1,169,"Russ Ortiz",1124,133460
"Andy Pettitte","NYY",15,10,3.9916945545130407,31,31,19,2,0,0,,,200.2,858,224,103,89,14,41,3,6,2,2,164,"Andy Pettitte",840,120485
"Pedro Martínez","BOS",7,3,2.3914284671705643,18,18,13,1,0,0,,,116.2,456,84,33,31,5,25,0,6,4,0,163,"Pedro Martinez",200,118377
"Freddy Garcia","SEA",18,6,3.054469208648741,34,34,24,4,3,0,,,238.2,971,199,88,81,16,69,6,5,3,1,163,"Freddy Garcia",1077,150119
"Eric Milton","MIN",15,7,4.323262772927364,35,34,20,2,1,0,,,220.2,944,222,109,106,35,61,0,5,2,0,157,"Eric Milton",743,132980
"Chris Carpenter","TOR",11,11,4.089644416687756,34,34,17,3,2,0,,,215.2,930,229,112,98,29,75,5,16,5,0,157,"Chris Carpenter",1292,112020
"Glendon Rusch","NYM",8,12,4.625697929706431,33,33,14,1,0,0,,,179,785,216,101,92,23,43,2,7,3,2,156,"Glendon Rusch",707,121556
"Rick Helling","TEX",12,11,5.174652119074304,34,34,15,2,1,0,,,215.2,941,256,134,124,38,63,2,4,6,0,154,"Rick Helling",58,115727
"Brad Penny","FLA",10,10,3.6878046035539875,31,31,18,1,1,0,,,205,833,183,92,84,15,54,3,7,2,0,154,"Brad Penny",535,207267
"Woody Williams","- - -",15,9,4.05,34,34,19,3,1,0,,,220,922,224,110,99,35,56,5,8,5,0,154,"Woody Williams",1190,124315
"Mark Mulder","OAK",21,8,3.4534884486861217,34,34,22,6,4,0,,,229.1,927,214,92,88,16,51,4,5,4,0,153,"Mark Mulder",932,150426
"Jeff Weaver","DET",13,16,4.081395167798989,33,33,21,5,0,0,,,229.1,985,235,116,104,19,68,4,14,3,0,152,"Jeff Weaver",503,213711
"Randy Wolf","PHI",10,11,3.6993865030674846,28,25,13,4,2,0,,,163,684,150,74,67,15,51,4,10,1,0,152,"Randy Wolf",976,150116
"Kevin Tapani","CHC",9,14,4.491089244611056,29,29,14,0,0,0,,,168.1,729,186,93,84,24,40,6,7,3,0,149,"Kevin Tapani",1012824,123090
"Tim Wakefield","BOS",9,12,3.8952573281209184,45,17,12,0,0,3,,,168.2,732,156,84,73,13,73,5,18,5,1,148,"Tim Wakefield",219,123801
"Jon Lieber","CHC",20,6,3.7962698105114496,34,34,22,5,1,0,,,232.1,958,226,104,98,25,41,4,7,4,1,148,"Jon Lieber",287,117758
"Octavio Dotel","HOU",7,5,2.657142857142857,61,4,1,0,0,2,,,105,438,79,35,31,5,47,2,2,4,0,145,"Octavio Dotel",555,136734
"Roy Oswalt","HOU",14,3,2.7317649020396444,28,20,14,3,1,0,,,141.2,575,126,48,43,13,24,2,6,0,0,144,"Roy Oswalt",571,400061
"Pedro Astacio","- - -",8,14,5.09233765033382,26,26,15,4,1,0,,,169.2,733,181,101,96,22,54,3,13,2,0,144,"Pedro Astacio",862,110359
"Steve Trachsel","NYM",11,13,4.456813689048791,28,28,17,1,1,0,,,173.2,726,168,90,86,28,47,7,3,4,0,144,"Steve Trachsel",898,123431
"Rick Reed","- - -",12,12,4.04777543851605,32,32,22,3,1,0,,,202.1,834,211,98,91,28,31,3,5,3,0,142,"Rick Reed",750,120999
"Al Leiter","NYM",11,11,3.3149469792318627,29,29,23,0,0,0,,,187.1,772,178,81,69,18,46,3,4,5,2,142,"Al Leiter",883,117652
"Jason Schmidt","- - -",13,7,4.070953574540625,25,25,15,1,0,0,,,150.1,641,138,75,68,13,61,3,7,8,1,142,"Jason Schmidt",1131,121834
"Terry Adams","LAD",12,8,4.32865744699413,43,22,13,0,0,0,,,166.1,708,172,84,80,9,54,1,3,7,2,141,"Terry Adams",946,110067
"Denny Neagle","COL",9,8,5.378906089696106,30,30,12,0,0,0,,,170.2,760,192,107,102,29,60,3,7,2,0,139,"Denny Neagle",441,119673
"Livan Hernandez","SFG",13,15,5.241176000152947,34,34,12,2,0,0,,,226.2,1008,266,143,132,24,85,7,3,7,0,138,"Livan Hernandez",1116,115817
"Brad Radke","MIN",15,11,3.942478142289568,33,33,20,6,2,0,,,226,919,235,105,99,24,26,0,10,4,1,137,"Brad Radke",748,120878
"Albie Lopez","- - -",9,19,4.813614679213547,33,33,15,3,3,0,,,205.2,896,226,123,110,26,75,3,4,2,1,136,"Albie Lopez",102,117913
"Ramon Ortiz","ANA",13,11,4.3562302443156495,32,32,18,2,0,0,,,208.2,916,223,114,101,25,76,6,12,7,0,135,"Ramon Ortiz",27,150009
"Matt Clement","FLA",9,10,5.049213205077789,31,31,12,0,0,0,,,169.1,760,172,102,95,15,85,2,15,15,0,134,"Matt Clement",271,136725
"Shawn Chacon","COL",6,10,5.0625004827976685,27,27,14,0,0,0,,,160,711,157,96,90,26,87,10,10,6,0,134,"Shawn Chacon",424,276336
"Kevin Jarvis","SDP",12,11,4.794827333919797,32,32,14,1,1,0,,,193.1,809,189,107,103,37,49,4,5,1,0,133,"Kevin Jarvis",1037,116496
"Eric Gagne","LAD",6,7,4.747253035808056,33,24,12,0,0,0,,,151.2,649,144,90,80,24,46,1,16,3,1,130,"Eric Gagne",650,150378
"Jamey Wright","MIL",11,12,4.900684803461446,33,33,16,1,1,0,,,194.2,868,201,115,106,26,98,10,20,6,1,129,"Jamey Wright",715,124604
"Elmer Dessens","CIN",10,14,4.47804911380296,34,34,19,1,1,0,,,205,862,221,103,102,32,56,1,1,4,1,128,"Elmer Dessens",317,113296
"A.J. Burnett","FLA",11,12,4.04999976231503,27,27,17,2,1,0,,,173.1,733,145,82,78,20,83,3,7,7,1,128,"A.J. Burnett",512,150359
"Jarrod Washburn","ANA",11,10,3.7706894567718794,30,30,20,1,0,0,,,193.1,813,196,89,81,25,54,4,7,3,0,126,"Jarrod Washburn",40,132220
"Mark Buehrle","CHW",16,8,3.2936745474172135,32,32,20,4,2,0,,,221.1,885,188,89,81,24,48,2,8,1,5,126,"Mark Buehrle",225,279824
"Bruce Chen","- - -",7,7,4.869862759218464,27,27,9,0,0,0,,,146,634,146,90,79,29,59,4,1,5,0,126,"Bruce Chen",769,136600
"Todd Ritchie","PIT",11,15,4.4710615319806095,33,33,16,4,2,0,,,207.1,887,211,118,103,23,52,7,7,7,0,124,"Todd Ritchie",253,121234
"Dustin Hermanson","STL",14,13,4.445407396588447,33,33,20,0,0,0,,,192.1,830,195,106,95,34,73,3,8,6,0,123,"Dustin Hermanson",195,115812
"Jose Mercedes","BAL",8,17,5.820651872227924,33,31,13,2,0,0,,,184,828,219,125,119,20,63,3,10,5,2,123,"Jose Mercedes",396,118960
"Joe Mays","MIN",17,13,3.1583451523644475,34,34,20,4,2,0,,,233.2,957,205,87,82,25,64,2,5,11,0,123,"Joe Mays",740,150222
"Ryan Rupe","TBD",5,12,6.593023051101501,28,26,9,0,0,0,,,143.1,635,161,111,105,30,48,0,11,7,1,123,"Ryan Rupe",1223,150142
"Mike Hampton","COL",14,13,5.408867401639245,32,32,12,2,1,0,,,203,904,236,138,122,31,85,7,8,6,0,122,"Mike Hampton",430,115399
"Kelvim Escobar","TOR",6,8,3.4999998940361903,59,11,5,1,1,0,,,126,517,93,51,49,8,52,5,3,2,0,121,"Kelvim Escobar",1298,113898
"Jeff Suppan","KCR",10,14,4.369465750645429,34,34,15,1,0,0,,,218.1,946,227,120,106,26,74,3,12,6,0,120,"Jeff Suppan",633,122987
"Jamie Moyer","SEA",20,6,3.434022424162238,33,33,20,1,0,0,,,209.2,851,187,84,80,24,44,4,10,1,0,119,"Jamie Moyer",1091,119469
"Paul Wilson","TBD",8,9,4.876652392135519,37,24,8,0,0,0,,,151.1,674,165,94,82,21,52,2,13,7,0,119,"Paul Wilson",1234,124417
"Cory Lidle","OAK",13,6,3.5904252405024395,29,29,17,1,0,0,,,188,762,170,84,75,23,47,7,10,5,0,118,"Cory Lidle",926,117756
"Paul Abbott","SEA",17,4,4.251533344335886,28,27,11,1,0,0,,,163,710,145,79,77,21,87,5,7,11,0,118,"Paul Abbott",1061,110015
"Dave Burba","CLE",10,10,6.21238858097274,32,27,11,1,0,0,,,150.2,684,188,112,104,16,54,2,3,6,0,118,"Dave Burba",1239,111692
"Tom Glavine","ATL",16,7,3.5699086490198084,35,35,21,1,1,0,,,219.1,929,213,92,87,24,97,10,2,2,0,116,"Tom Glavine",90,114849
"Steve Sparks","DET",14,9,3.646551649189167,35,33,20,8,1,0,,,232,982,244,110,94,22,64,1,6,8,2,116,"Steve Sparks",499,122562
"Doug Davis","TEX",11,10,4.45161326842058,30,30,17,1,0,0,,,186,828,220,103,92,14,69,1,3,7,2,115,"Doug Davis",1244,150277
"David Cone","BOS",9,7,4.31203915037716,25,25,10,0,0,0,,,135.2,614,148,74,65,17,57,4,10,9,0,115,"David Cone",1680,112552
"Aaron Sele","SEA",15,5,3.600000255496021,34,33,21,2,1,0,,,215,899,216,93,86,25,51,2,7,1,0,114,"Aaron Sele",34,121986
"Jason Johnson","BAL",10,12,4.0867343757213375,32,32,15,2,0,0,,,196,856,194,109,89,28,77,3,13,9,0,114,"Jason Johnson",147,116595
"Byung-Hyun Kim","ARI",5,6,2.938775967777169,78,0,0,0,0,19,,,98,392,58,32,32,10,44,3,8,5,1,113,"Byung-Hyun Kim",61,218294
"Blake Stein","KCR",7,8,4.740458015267175,36,15,5,0,0,1,,,131,568,112,73,69,20,79,2,3,10,0,113,"Blake Stein",632,133121
"Ron Villone","- - -",6,10,5.886628037533162,53,12,0,0,0,0,,,114.2,523,133,81,75,18,53,5,5,4,1,113,"Ron Villone",1010,123725
"Bobby Jones","SDP",8,19,5.123076923076923,33,33,18,1,0,0,,,195,880,250,137,111,37,38,6,4,3,0,113,"Bobby Jones",1039,116717
"Jimmy Haynes","MIL",8,17,4.847490305098642,31,29,16,0,0,0,,,172.2,756,182,98,93,20,78,17,4,8,0,112,"Jimmy Haynes",329,115649
"Ted Lilly","NYY",5,6,5.370165264841947,26,21,7,0,0,0,,,120.2,537,126,81,72,20,51,1,7,9,2,112,"Ted Lilly",833,150404
"Tanyon Sturtze","TBD",11,12,4.423208133538567,39,27,15,0,0,1,,,195.1,837,200,98,96,23,79,0,9,11,0,110,"Tanyon Sturtze",1230,122915
"Esteban Loaiza","TOR",11,11,5.021052732388401,36,30,15,1,1,0,,,190,837,239,113,106,27,40,1,9,1,1,110,"Esteban Loaiza",1310,117842
"Shawn Estes","SFG",9,8,4.018867924528302,27,27,16,0,0,0,,,159,693,151,78,71,11,77,7,5,10,2,109,"Shawn Estes",873,113915
"Adam Eaton","SDP",8,5,4.319999811662955,17,17,8,2,0,0,,,116.2,499,108,61,56,20,40,3,5,3,0,109,"Adam Eaton",1029,284566
"Kyle Farnsworth","CHC",4,6,2.743902949617516,76,0,0,0,0,2,,,82,339,65,26,25,8,29,2,1,2,2,107,"Kyle Farnsworth",278,150035
"Julian Tavarez","CHC",10,9,4.518594970094744,34,28,12,0,0,0,,,161.1,712,172,98,81,13,69,4,11,2,1,107,"Julian Tavarez",541,123118
"Omar Daal","PHI",13,7,4.459604904760915,32,32,16,0,0,0,,,185.2,801,199,100,92,26,56,3,5,0,3,107,"Omar Daal",646,112984
"Jay Witasick","- - -",8,2,3.303797308822955,63,0,0,0,0,1,,,79,352,78,41,29,8,33,4,6,4,0,106,"Jay Witasick",1138,124482
"Scott Schoeneweis","ANA",10,11,5.084414954691434,32,32,18,1,0,0,,,205.1,910,227,122,116,21,77,2,14,4,1,104,"Scott Schoeneweis",33,150011
"Darren Oliver","TEX",11,11,6.01948051948052,28,28,10,1,0,0,,,154,696,189,109,103,23,65,0,6,8,2,104,"Darren Oliver",206,119984
"Kevin Brown","LAD",10,4,2.6455335074783415,20,19,10,1,0,0,,,115.2,465,94,41,34,8,38,2,2,3,1,104,"Kevin Brown",642,111554
"Shane Reynolds","HOU",14,11,4.335766664812223,28,28,18,3,0,0,,,182.2,772,208,95,88,24,36,2,4,2,0,102,"Shane Reynolds",574,121110
"Ismael Valdez","ANA",9,13,4.454175014327257,27,27,15,1,0,0,,,163.2,699,177,82,81,20,50,3,8,3,0,100,"Ismael Valdez",1283,123595
"Kip Wells","CHW",10,11,4.792500525605736,40,20,8,0,0,0,,,133.1,603,145,80,71,14,61,5,12,14,0,99,"Kip Wells",1012,150337
"Jason Marquis","ATL",5,6,3.479381631444154,38,16,11,0,0,0,,,129.1,556,113,62,50,14,59,4,4,1,2,98,"Jason Marquis",105,150302
"Dave Mlicki","- - -",11,11,6.172961723378156,34,29,11,0,0,0,,,167.2,772,203,122,115,37,74,3,15,8,0,97,"Dave Mlicki",569,119211
"Rob Bell","- - -",5,10,6.674831884661924,27,27,6,0,0,0,,,149.2,670,176,115,111,32,64,1,7,9,0,97,"Rob Bell",1492,150174
"Chris Reitsma","CIN",7,15,5.291208458499586,36,29,16,0,0,0,,,182,800,209,121,107,23,49,6,5,5,0,96,"Chris Reitsma",348,277410
"Chuck Finley","CLE",8,7,5.542522490159422,22,22,9,1,0,0,,,113.2,495,131,78,70,14,35,0,2,1,0,96,"Chuck Finley",384,114133
"Mike Thurman","MON",9,11,5.326530992364176,28,26,10,0,0,0,,,147,658,172,90,87,21,50,7,6,8,0,96,"Mike Thurman",852,123327
"Roy Halladay","TOR",5,3,3.161392736611178,17,16,13,1,1,0,,,105.1,432,97,41,37,3,25,0,1,4,1,96,"Roy Halladay",1303,136880
"Willis Roberts","BAL",9,10,4.909091405632132,46,18,9,1,0,6,,,132,593,142,75,72,15,55,1,11,3,2,95,"Willis Roberts",167,150199
"James Baldwin","- - -",10,11,4.422857100677491,29,28,15,2,1,0,,,175,764,191,95,86,25,63,1,7,7,0,95,"James Baldwin",1064,110503
"Chad Durbin","KCR",9,16,4.927373881643806,29,29,16,2,0,0,,,179,777,201,109,98,26,58,0,11,6,0,95,"Chad Durbin",1442,239795
"Jim Brower","CIN",7,10,3.9664955863108697,46,10,2,0,0,1,,,129.1,559,119,65,57,17,60,5,5,5,1,94,"Jim Brower",313,150342
"Ben Sheets","MIL",11,10,4.757709411006353,25,25,12,1,1,0,,,151.1,653,166,89,80,23,48,6,5,3,0,94,"Ben Sheets",710,282656
"Mike Remlinger","ATL",3,3,2.760000842285413,74,0,0,0,0,1,,,75,313,67,25,23,9,23,4,2,4,0,93,"Mike Remlinger",111,121060
"Armando Benitez","NYM",6,4,3.77292676978679,73,0,0,0,0,43,,,76.1,320,59,32,32,12,40,6,1,5,0,93,"Armando Benitez",865,110859
"Robb Nen","SFG",4,5,3.012876227059871,79,0,0,0,0,45,,,77.2,312,58,28,26,6,22,6,1,2,0,93,"Robb Nen",1123,119718
"Joey Hamilton","- - -",6,10,5.928401305484166,26,26,7,0,0,0,,,139.2,633,193,100,92,20,44,1,4,5,0,92,"Joey Hamilton",328,115383
"Darren Dreifort","LAD",4,7,5.133802541071796,16,16,6,0,0,0,,,94.2,416,89,62,54,11,47,0,6,10,0,91,"Darren Dreifort",647,113554
"Felix Rodriguez","SFG",9,1,1.680498031711058,80,0,0,0,0,0,,,80.1,314,53,16,15,5,27,2,1,1,0,91,"Felix Rodriguez",1127,121353
"Luke Prokopec","LAD",8,7,4.8795179153045956,29,22,11,0,0,0,,,138.1,596,146,80,75,27,40,1,4,3,2,91,"Luke Prokopec",1320,150389
"Miguel Batista","ARI",11,8,3.3588517052942644,48,18,5,0,0,0,,,139.1,581,113,57,52,13,60,2,10,6,0,90,"Miguel Batista",46,110683
"Todd Van Poppel","CHC",4,1,2.520000256347682,59,0,0,0,0,0,,,75,324,63,22,21,9,38,4,0,5,1,90,"Todd Van Poppel",1284,123650
"Frank Castillo","BOS",10,9,4.214634460049845,26,26,9,0,0,0,,,136.2,580,138,72,64,14,35,2,5,3,1,89,"Frank Castillo",180,112113
"Ugueth Urbina","- - -",2,2,3.645000764751595,64,0,0,0,0,24,,,66.2,278,58,29,27,9,24,1,0,2,1,89,"Ugueth Urbina",216,123584
"Jimmy Anderson","PIT",9,17,5.103392694461378,34,34,17,1,0,0,,,206.1,922,232,123,117,15,83,14,11,6,1,89,"Jimmy Anderson",977,150247
"Mac Suzuki","- - -",5,12,5.8563385158767005,33,19,7,0,0,0,,,118.1,542,122,87,77,20,73,4,8,16,0,89,"Mac Suzuki",1485,123010
"Jeff Nelson","SEA",4,3,2.7551025770348097,69,0,0,0,0,4,,,65.1,273,30,21,20,3,44,1,6,2,0,88,"Jeff Nelson",1092,119704
"Scott Elarton","- - -",4,10,7.055276111419674,24,24,5,0,0,0,,,132.2,595,146,105,104,34,59,2,6,5,0,87,"Scott Elarton",426,134003
"Bryan Rekar","TBD",3,13,5.886255072823464,25,25,9,0,0,0,,,140.2,630,167,104,92,21,45,2,6,6,1,87,"Bryan Rekar",625,121057
"Britt Reames","MON",4,8,5.589473908654219,41,13,3,0,0,0,,,95,432,101,68,59,16,48,3,5,2,0,86,"Britt Reames",794,337392
"Rocky Biddle","CHW",7,8,5.386010389308289,30,21,8,0,0,0,,,128.2,571,137,87,77,16,52,3,8,6,0,85,"Rocky Biddle",223,335092
"Scott Strickland","MON",2,6,3.2090168951404907,77,0,0,0,0,9,,,81.1,351,67,36,29,9,41,5,4,4,0,85,"Scott Strickland",897,232994
"Kevin Millwood","ATL",7,7,4.3140498587899865,21,21,13,0,0,0,,,121,515,121,66,58,20,40,6,1,5,1,84,"Kevin Millwood",106,119154
"Sidney Ponson","BAL",5,10,4.944579040465432,23,23,7,3,1,0,,,138.1,605,161,83,76,21,37,0,6,2,0,84,"Sidney Ponson",161,132260
"Jose Lima","- - -",6,12,5.541247825161898,32,27,11,2,0,0,,,165.2,719,197,114,102,35,38,3,9,4,0,84,"Jose Lima",475,117769
"Brian Lawrence","SDP",5,5,3.4534880465723927,27,15,10,1,0,0,,,114.2,484,107,53,44,10,34,5,5,1,0,84,"Brian Lawrence",1045,400147
"Steve Karsay","- - -",3,5,2.3522720134950075,74,0,0,0,0,8,,,88,356,73,27,23,5,25,10,1,3,0,83,"Steve Karsay",829,116853
"Mariano Rivera","NYY",4,6,2.3429750588803215,71,0,0,0,0,50,,,80.2,310,61,24,21,5,12,2,1,1,0,83,"Mariano Rivera",844,121250
"Arthur Rhodes","SEA",8,0,1.7205888144287158,71,0,0,0,0,3,,,68,258,46,14,13,5,12,0,1,3,0,83,"Arthur Rhodes",1097,121125
"Kirk Rueter","SFG",14,12,4.423208306301711,34,34,16,0,0,0,,,195.1,840,213,105,96,25,66,4,4,1,0,83,"Kirk Rueter",1128,121541
"Derek Lowe","BOS",5,10,3.534545846784651,67,3,1,0,0,24,,,91.2,404,103,39,36,7,29,9,5,4,0,82,"Derek Lowe",199,117955
"Scott Sullivan","CIN",7,1,3.3096775822634585,79,0,0,0,0,0,,,103.1,437,94,44,38,10,36,8,8,0,0,82,"Scott Sullivan",357,122975
"Pat Rapp","ANA",5,12,4.764705454684497,31,28,10,1,0,0,,,170,731,169,96,90,20,71,2,2,4,0,82,"Pat Rapp",1010700,120933
"Chad Fox","MIL",5,2,1.8900007209780583,65,0,0,0,0,2,,,66.2,287,44,16,14,6,36,7,5,5,1,80,"Chad Fox",684,114354
"Allen Levrault","MIL",6,10,6.061224253859841,32,20,5,1,0,0,,,130.2,593,146,93,88,27,59,7,7,2,1,80,"Allen Levrault",925,276368
"Josias Manzanillo","PIT",3,2,3.389121771664387,71,0,0,0,0,2,,,79.2,329,60,32,30,4,26,3,5,4,0,80,"Josias Manzanillo",996,118268
"Chris Holt","DET",7,9,5.76872346062035,30,22,8,1,0,0,,,151.1,695,197,102,97,18,57,5,8,3,0,80,"Chris Holt",1005983,116108
"Jeff Fassero","CHC",4,4,3.420815306295236,82,0,0,0,0,12,,,73.2,308,66,31,28,6,23,5,1,3,0,79,"Jeff Fassero",279,114032
"Billy Wagner","HOU",2,5,2.7287236810972013,64,0,0,0,0,39,,,62.2,251,44,19,19,5,20,0,5,3,0,79,"Billy Wagner",578,123790
"Scott Sauerbeck","PIT",2,2,5.601065761852628,70,0,0,0,0,2,,,62.2,281,61,41,39,4,40,6,2,3,0,79,"Scott Sauerbeck",1007,150261
"John Rocker","- - -",5,9,4.319999670410182,68,0,0,0,0,23,,,66.2,300,58,36,32,4,41,4,5,11,2,79,"John Rocker",1273,132340
"Rolando Arrojo","BOS",5,4,3.4838715250609593,41,9,6,0,0,5,,,103.1,438,88,44,40,8,35,4,12,2,0,78,"Rolando Arrojo",174,134361
"Mike Stanton","NYY",9,4,2.576763893343327,76,0,0,0,0,0,,,80.1,342,80,25,23,4,29,9,4,3,1,78,"Mike Stanton",849,122681
"Andy Benes","STL",7,7,7.378882140556996,27,19,7,0,0,0,,,107.1,500,122,92,88,30,61,0,6,1,0,78,"Andy Benes",1144,110854
"Joe Kennedy","TBD",7,8,4.4362610067533765,20,20,12,0,0,0,,,117.2,498,122,63,58,16,34,0,3,5,1,78,"Joe Kennedy",1217,406773
"Dan Reichert","KCR",8,8,5.634146778304153,27,19,8,0,0,0,,,123,554,131,83,77,14,67,2,8,12,0,77,"Dan Reichert",624,150209
"Orlando Hernandez","NYY",4,7,4.848591288790029,17,16,5,0,0,0,,,94.2,414,90,51,51,19,42,1,5,0,0,77,"Orlando Hernandez",823,133340
"Matt Herges","LAD",9,8,3.4429526675483992,75,0,0,0,0,1,,,99.1,435,97,39,38,8,46,12,8,2,0,76,"Matt Herges",780,150382
"Keith Foulke","CHW",4,9,2.333333553110151,72,0,0,0,0,42,,,81,322,57,21,21,3,22,1,8,1,0,75,"Keith Foulke",231,114342
"Nelson Cruz","HOU",3,3,4.153847180286282,66,0,0,0,0,2,,,82.1,342,72,41,38,11,24,4,9,0,1,75,"Nelson Cruz",554,112906
"Jason Isringhausen","OAK",4,3,2.6495326158208896,65,0,0,0,0,34,,,71.1,293,54,24,21,5,23,5,0,2,0,74,"Jason Isringhausen",1158,116414
"Kenny Rogers","TEX",5,7,6.1906082566916325,20,20,9,0,0,0,,,120.2,552,150,88,83,18,49,2,8,4,1,74,"Kenny Rogers",1277,121386
"Nick Bierbrodt","- - -",5,6,5.549406696258764,16,16,6,0,0,0,,,84.1,389,100,59,52,17,39,1,4,3,0,73,"Nick Bierbrodt",1194,150149
"Mike Trombley","- - -",3,8,4.384616027922414,69,0,0,0,0,6,,,78,334,65,40,38,9,37,5,2,1,0,72,"Mike Trombley",758,123472
"Mike Matthews","STL",3,4,3.2359556109748775,51,10,2,0,0,1,,,89,368,74,32,32,11,33,4,4,4,1,72,"Mike Matthews",1170,150347
"Jeff Zimmerman","TEX",4,4,2.397196945389206,66,0,0,0,0,28,,,71.1,273,48,19,19,10,16,1,4,0,0,72,"Jeff Zimmerman",1014446,150293
"Troy Percival","ANA",4,2,2.6531800097982625,57,0,0,0,0,39,,,57.2,230,39,19,17,3,18,1,2,2,0,71,"Troy Percival",29,120401
"Odalis Perez","ATL",7,8,4.909091514762085,24,16,6,0,0,0,,,95.1,418,108,55,52,7,39,0,1,2,3,71,"Odalis Perez",668,136602
"Sean Lowe","CHW",9,4,3.6141732283464565,45,11,5,0,0,3,,,127,529,123,55,51,12,32,2,7,6,0,71,"Sean Lowe",994,117957
"Brian Tollberg","SDP",10,4,4.295454731657493,19,19,7,0,0,0,,,117.1,503,133,58,56,15,25,3,2,1,0,71,"Brian Tollberg",1055,328092
"Chuck Smith","FLA",5,5,4.704545454545454,15,15,7,0,0,0,,,88,385,89,47,46,10,35,4,6,0,1,71,"Chuck Smith",1012114,276540
"Paul Shuey","CLE",5,3,2.815952370086673,47,0,0,0,0,2,,,54.1,244,53,25,17,1,26,5,1,6,0,70,"Paul Shuey",406,122201
"Giovanni Carrara","LAD",6,1,3.1640626885928325,47,3,1,0,0,0,,,85.1,348,73,30,30,12,24,3,1,0,0,70,"Giovanni Carrara",643,112030
"Ramiro Mendoza","NYY",8,4,3.754966768840551,56,2,0,0,0,6,,,100.2,401,89,44,42,9,23,3,2,2,0,70,"Ramiro Mendoza",836,118947
