Name,Team,IP,K/9+,BB/9+,K/BB+,HR/9+,K%+,BB%+,AVG+,WHIP+,BABIP+,LOB%+,ERA-,FIP-,xFIP-,LD%+,GB%+,FB%+,NameASCII,PlayerId,MLBAMID
"Kevin Appier","NYM",206.2,107.10429015814368,83.70153193878474,127.95978008365829,82.5647082523232,111.43856821539964,87.08875111099401,90.95630682306331,86.6353653923149,93.8613043138776,104.02699751862036,85.37913935740204,91.285244801313,,,,,"Kevin Appier",3,110293
"Mickey Callaway","TBD",5,55.86015758863084,111.22849801951395,50.221087280773126,325.6222131816501,60.47809959111932,120.42372066248343,63.43761023310308,71.90423201337315,24.26719496736938,64.44993196318113,160.74214131321733,195.84220486683742,,,,,"Mickey Callaway",7,209068
"Dennis Cook","- - -",45.2,107.08614786488222,82.86149177211233,129.23512672901037,135.87295984309367,108.63323367564975,84.05860071475321,94.32432699935963,91.21689020467439,91.25404586071431,102.09505662426852,107.7781260093321,109.88996214965917,,,,,"Dennis Cook",8,112621
"Al Levine","ANA",75.2,73.82399929436858,102.89861396102226,71.74441037958114,75.30910469867624,76.5545562549823,106.70456153765973,94.49098587168501,94.07734636883268,90.97659703248104,118.15820871887833,53.36933861054139,98.63190282639599,,,,,"Al Levine",20,117722
"Mark Lukasiewicz","ANA",22.1,156.32514353283003,112.05861566879997,139.50302018530894,218.70159230682637,154.280865810177,110.59321201770796,91.87515964794241,96.58782109039714,91.00198112763518,90.12066763571505,135.61394015425293,129.70627971814207,,,,,"Mark Lukasiewicz",21,400081
"J.B. Miadich","ANA",10,153.6154187188269,222.45697482387757,69.05399501106304,162.81109106394948,162.25831541564506,234.9731132234278,69.20466570883973,100.6659152184726,67.94814590863427,113.93827263346978,100.95698585046789,131.23392019662077,,,,,"J.B. Miadich",23,400082
"Ramon Ortiz","ANA",208.2,90.34890146280891,101.27834977938164,89.20851027758438,97.53061972517204,89.132569956664,99.91487702692913,102.51150059407237,103.0321074445465,100.7015934873472,101.20507430976977,97.73153712857263,102.94752112967326,,,,,"Ramon Ortiz",27,150009
"Troy Percival","ANA",57.2,171.93955548271015,86.79683160742944,198.0942886962846,42.349722880383446,186.6932638500151,94.2446502725921,70.68762283117202,71.07299115603492,89.93136958495712,103.49624119052004,59.52379605617488,52.3395809494378,,,,,"Troy Percival",29,120401
"Lou Pote","ANA",86.2,106.34916802319458,102.67248079994383,103.58099248991462,103.32245425192504,105.04090940713166,101.40944871907169,97.08712522631428,99.5597263149129,97.61207527919476,107.5283624527355,93.1910918914445,98.71334137511596,,,,,"Lou Pote",30,150010
"Scott Schoeneweis","ANA",205.1,70.73200896543513,104.27670397822753,67.8310788920695,83.2556691951403,69.11782793134178,101.8969936656477,105.49697818984909,106.45560304265969,100.84523095950043,96.2952553365073,114.06827946477345,105.55865947154037,,,,,"Scott Schoeneweis",33,150011
