Name,Team,IP,wFA,wFT,wFC,wFS,wFO,wSI,wSL,wCU,wKC,wEP,wCH,wSC,wKN,NameASCII,PlayerId,MLBAMID
"Steven Wright","BOS",53.2,0.6917580366134644,,,,,0.009768754243850708,,0.32925186306238174,,,,,6.186666131019592,"Steven Wright",8185,453214
"Alex Blandino","CIN",1,0.2143038958311081,,,,,,,,,,,,0.18151479959487915,"Alex Blandino",16271,607468
"Erik Kratz","MIL",3,0.47078707814216614,,,,,,,,,,,,0.15185265243053436,"Erik Kratz",4403,456124
"Xavier Cedeño","- - -",33.1,-0.5664846152067184,,1.5211171060800552,,,,,4.343980550765991,,,,,,"Xavier Cedeno",36,458584
"Bartolo Colon","TEX",146.1,0.14406225085258484,,-3.025533005595207,,,-10.728392958641052,-3.531356930732727,,,,-9.938260197639465,,,"Bartolo Colon",375,112526
"CC Sabathia","NYY",153,1.0191179513931274,,4.447016716003418,,,-3.8170084953308105,-6.679891586303711,,,,2.880760431289673,,,"CC Sabathia",404,282332
"Fernando Rodney","- - -",64.1,-3.413912907242775,,,,,0.682702898979187,-0.44857150316238403,,,,4.59939706325531,,,"Fernando Rodney",494,407845
"Rhiner Cruz","TOR",3.1,-0.7998501658439636,,,,,,0.9941847920417786,-0.07010024785995483,,,-0.09869346022605896,,,"Rhiner Cruz",711,462480
"Marco Estrada","TOR",143.2,-10.871273040771484,,-4.0428690910339355,,,,,-1.977959156036377,,,-6.080997467041016,,,"Marco Estrada",1118,462136
"Tommy Hunter","PHI",64,-1.4245107173919678,,-0.6401638388633728,,,4.5522284507751465,,-2.9650990962982178,,,,,,"Tommy Hunter",1157,488984
"Andrew Romine","SEA",3,-0.7336313128471375,,,,,,-0.23300524055957794,,,,-1.2410712242126465,,,"Andrew Romine",1159,461865
"Matt Bush","TEX",23,-4.628366947174072,,-0.21580085158348083,,,0.6091933846473694,,-1.2988667488098145,,,0.039223287254571915,,,"Matt Bush",1246,456713
"Adam Ottavino","COL",77.2,-0.1642751842737198,,0.2496512234210968,,,10.613592147827148,11.565529823303223,,,,0.05668916553258896,,,"Adam Ottavino",1247,493603
"Blake Wood","LAA",11.2,1.9930356740951538,,,-0.33264467120170593,,0.7995976805686951,-0.6325489282608032,,,,,,,"Blake Wood",1345,502028
"Jon Edwards","CLE",8.2,0.005103712901473045,,,,,,0.804628312587738,0.1284274309873581,,,,,,"Jon Edwards",1483,457754
"Oliver Pérez","CLE",32.1,2.815814733505249,,,,,7.242228984832764,2.912675380706787,,,,,,,"Oliver Perez",1514,424144
"Sean Doolittle","WSN",45,17.847455978393555,,,-0.7116723656654358,,,0.7964852452278137,,,,,,,"Sean Doolittle",1581,448281
"José Reyes","NYM",1,-5.110823154449463,,,,,,,-0.3109639286994934,,,,,,"Jose Reyes",1736,408314
"Matt Belisle","- - -",34.1,-5.852940797805786,,,,,-0.6844470500946045,-0.2588377594947815,-2.088768631219864,,,-0.026440227404236794,,,"Matt Belisle",1837,279571
"Edwin Jackson","OAK",92,-0.31291961669921875,,5.990317344665527,,,-1.7826287746429443,-1.9512815475463867,-0.5975439548492432,,,2.4365968704223633,,,"Edwin Jackson",1841,429719
"Ryan Madson","- - -",52.2,0.194271981716156,,-0.05527275800704956,,,-0.6982278823852539,,-5.654707968235016,,,4.160937950015068,,,"Ryan Madson",1852,425492
"Matt Moore","TEX",102,-15.41060471534729,,-5.9127103090286255,,,,,,-4.8565704226493835,,0.5601516962051392,,,"Matt Moore",1890,519043
"Zack Greinke","ARI",207.2,-5.165832996368408,,,,,2.1045901775360107,-1.648838758468628,5.271652698516846,,5.265346050262451,12.82624340057373,,,"Zack Greinke",1943,425844
"Iván Nova","PIT",161,-3.8925387859344482,,,,,-0.40313228964805603,,4.9236016273498535,,,-5.537237644195557,,,"Ivan Nova",1994,467100
"Clayton Kershaw","LAD",161.1,0.3867044448852539,,,,,-0.06198641657829285,16.89609146118164,4.49350118637085,,,0.016244009137153625,,,"Clayton Kershaw",2036,477132
"Jorge De La Rosa","- - -",56,-3.627018690109253,,-4.185020625591278,11.610841751098633,,,,-0.3898947536945343,,,,,,"Jorge De La Rosa",2047,407822
"Adam Wainwright","STL",40.1,-4.295386791229248,,1.0711183547973633,,,-3.7501399517059326,,6.36314582824707,,-0.43478938937187195,-1.867194414138794,,,"Adam Wainwright",2233,425794
"Blaine Boyer","KCR",21.2,-0.6548881530761719,,,,,-0.8822308778762817,-8.001731872558594,-4.1034345626831055,,,0.14088605344295502,,,"Blaine Boyer",2237,430641
"Héctor Rondón","HOU",59,6.126197338104248,,,,,1.0893546342849731,0.4355509281158447,,,,-2.0874226093292236,,,"Hector Rondon",2391,444468
"Corey Kluber","CLE",215,3.718165397644043,,14.633223533630371,,,-9.015993118286133,,22.433565139770508,,,1.1805123090744019,,,"Corey Kluber",2429,446372
"Lance Lynn","- - -",156.2,-0.6592769622802734,,-0.8791977167129517,,,-3.972464293241501,,-1.479460209608078,,,-1.4508927930146456,,,"Lance Lynn",2520,458681
"Jhoulys Chacín","MIL",192.2,2.4626424312591553,,,-3.3467679023742676,,-4.6814093589782715,25.16535186767578,0.1287567913532257,,,-1.832760214805603,,,"Jhoulys Chacin",2608,468504
"Brandon Guyer","CLE",1,,,,,,,,0.7276554107666016,,,,,,"Brandon Guyer",2636,446386
"Brett Cecil","STL",32.2,-4.328044891357422,,0.6541110277175903,,,-5.1687822341918945,,,0.8601971864700317,,-0.2064705193042755,,,"Brett Cecil",2660,446399
"Rick Porcello","BOS",191.1,3.805575370788574,,,,,-1.8417984247207642,6.997951030731201,-1.8526904582977295,,,-0.7660270929336548,,,"Rick Porcello",2717,519144
"Ross Detwiler","SEA",6,0.2056896984577179,,-1.346165657043457,,,0.3140895366668701,,-0.4707624018192291,,,1.94858980178833,,,"Ross Detwiler",2859,446321
"Santiago Casilla","OAK",31.1,1.1614048480987549,,,,,1.8434863090515137,0.8516544699668884,,3.6301674842834473,,-0.598167896270752,,,"Santiago Casilla",2873,433586
"Luis Avilán","- - -",45.1,-0.15390649437904358,,,,,-1.7990998029708862,,-0.031125545501708984,,,4.377828478813171,,,"Luis Avilan",2882,501593
"Zach McAllister","- - -",45,-5.465232849121094,,,,,0.24569690227508545,,-1.3280370831489563,,,-1.9983896017074585,,,"Zach McAllister",2895,502083
"Josh Ravin","ATL",3,-0.9061558842658997,,,,,0.5850332379341125,-0.40805086493492126,,,,,,,"Josh Ravin",2951,502051
"Kenley Jansen","LAD",71.2,,,9.103141784667969,,,0.19707998633384705,-1.1819530725479126,,,,,,,"Kenley Jansen",3096,445276
"Tony Watson","SFG",66,,,,,,1.7685259580612183,1.825521469116211,,,,11.1356840133667,,,"Tony Watson",3132,453265
"Max Scherzer","WSN",220.2,30.20411491394043,,-0.917698860168457,,,,11.071954727172852,-3.6140902042388916,,,9.546358108520508,,,"Max Scherzer",3137,453286
"Tim Collins","WSN",22.2,0.9712876677513123,,,,,,-1.2528810501098633,0.5482682585716248,,,-2.0874929428100586,,,"Tim Collins",3164,525768
"David Price","BOS",176,4.316812992095947,,0.894666314125061,,,13.407214164733887,,,-5.661128997802734,,-1.0313113927841187,,,"David Price",3184,456034
"Will Harris","HOU",56.2,0.3492622673511505,,2.6097171306610107,,,,,7.705536842346191,,,,,,"Will Harris",3192,501789
"Ervin Santana","MIN",24.2,-3.0677490234375,,,,,-3.9193034172058105,-1.9654576778411865,,,,-1.5299140214920044,,,"Ervin Santana",3200,429722
"Francisco Liriano","DET",133.2,-3.5352448485791683,,,,,-18.443208634853363,7.945924073457718,-0.6551657915115356,,,4.4574765264987946,,,"Francisco Liriano",3201,434538
"T.J. McFarland","ARI",72,-0.06257612258195877,,-0.036135897040367126,,,16.057992935180664,-1.2462066411972046,,,,-1.3678076267242432,,,"T.J. McFarland",3237,519008
"Zack Britton","- - -",40.2,0.4416017234325409,,,,,3.754687011241913,1.9198168888688087,,,,,,,"Zack Britton",3240,502154
"Jeff Samardzija","SFG",44.2,-2.744199752807617,,1.2572627067565918,0.7867878675460815,,-0.47249436378479004,-2.13411808013916,,-3.0009820461273193,,,,,"Jeff Samardzija",3254,502188
