Name,Team,IP,wFA/C,wFT/C,wFC/C,wFS/C,wFO/C,wSI/C,wSL/C,wCU/C,wKC/C,wEP/C,wCH/C,wSC/C,wKN/C,NameASCII,PlayerId,MLBAMID
"Alex Blandino","CIN",1,2.3811543981234236,,,,,,,,,,,,3.025246659914653,"Alex Blandino",16271,607468
"Erik Kratz","MIL",3,1.272397508492341,,,,,,,,,,,,1.8981581553816795,"Erik Kratz",4403,456124
"Steven Wright","BOS",53.2,2.5620668022720903,,,,,0.02791072641100202,,0.765702007121818,,,,,0.8604542602252562,"Steven Wright",8185,453214
"Xavier Cedeño","- - -",33.1,-28.324230760335922,,0.3774484134193685,,,,,2.360858994981517,,,,,,"Xavier Cedeno",36,458584
"Bartolo Colon","TEX",146.1,0.03946910982262598,,-4.879891944508398,,,-0.772382502421962,-2.153266421178492,,,,-4.0073629829191395,,,"Bartolo Colon",375,112526
"CC Sabathia","NYY",153,4.07647180557251,,0.40574970036527536,,,-1.0691900547145128,-0.8641515635580479,,,,1.1341576501140445,,,"CC Sabathia",404,282332
"Fernando Rodney","- - -",64.1,-1.293148828501051,,,,,0.12256784541816643,-11.2142875790596,,,,1.3527638421339148,,,"Fernando Rodney",494,407845
"Rhiner Cruz","TOR",3.1,-3.0763467917075524,,,,,,9.038043564016169,-0.8762530982494354,,,-0.9869346022605896,,,"Rhiner Cruz",711,462480
"Marco Estrada","TOR",143.2,-0.8838433366480882,,-2.6773967490290964,,,,,-1.0355807099666894,,,-0.6588296280651155,,,"Marco Estrada",1118,462136
"Tommy Hunter","PHI",64,-1.737208191941424,,-0.1495709903886385,,,1.427030862311958,,-2.3164836689829826,,,,,,"Tommy Hunter",1157,488984
"Andrew Romine","SEA",3,-2.0378647579087152,,,,,,-3.8834206759929657,,,,-5.641232837330212,,,"Andrew Romine",1159,461865
"Matt Bush","TEX",23,-2.012333455293075,,-0.42313892467349185,,,1.6464686071550525,,-1.35298619667689,,,3.9223287254571915,,,"Matt Bush",1246,456713
"Adam Ottavino","COL",77.2,-0.6844799344738324,,0.19657576647330458,,,2.0216365995861234,1.9470588928119905,,,,5.668916553258896,,,"Adam Ottavino",1247,493603
"Blake Wood","LAA",11.2,3.3780265662629727,,,-3.3264467120170593,,2.498742751777172,-0.6875531828921774,,,,,,,"Blake Wood",1345,502028
"Jon Edwards","CLE",8.2,0.006379641126841307,,,,,,1.518166627524034,2.140457183122635,,,,,,"Jon Edwards",1483,457754
"Oliver Pérez","CLE",32.1,4.772567344924151,,,,,4.045937980353499,1.2719106465968502,,,,,,,"Oliver Perez",1514,424144
"Sean Doolittle","WSN",45,3.2509027283048373,,,-1.6174371946941724,,,3.1859409809112544,,,,,,,"Sean Doolittle",1581,448281
"José Reyes","NYM",1,-15.4873428922711,,,,,,,-2.2211709192820956,,,,,,"Jose Reyes",1736,408314
"Matt Belisle","- - -",34.1,-2.2170230294718887,,,,,-1.3420530394011854,-0.12209328278055731,-4.641708069377475,,,-2.6440227404236794,,,"Matt Belisle",1837,279571
"Edwin Jackson","OAK",92,-0.11256101320115783,,1.2004643977285627,,,-0.8291296626246253,-0.6234126349988456,-1.086443554271351,,,2.030497392018636,,,"Edwin Jackson",1841,429719
"Ryan Madson","- - -",52.2,0.05713881815181059,,-0.20471391854462803,,,-0.3900714426733262,,-5.385436160223825,,,2.286229642865422,,,"Ryan Madson",1852,425492
"Matt Moore","TEX",102,-1.4718820167475923,,-3.6053111640418445,,,,,,-1.441118819777265,,0.232428089711676,,,"Matt Moore",1890,519043
"Zack Greinke","ARI",207.2,-0.3735237162956188,,,,,1.1437990095304407,-0.29708806458894194,1.5061864852905273,,6.664995000332216,1.9522440487935662,,,"Zack Greinke",1943,425844
"Iván Nova","PIT",161,-0.48839884390645527,,,,,-0.04489223715457194,,0.9237526505346818,,,-1.8457458813985188,,,"Ivan Nova",1994,467100
"Clayton Kershaw","LAD",161.1,0.040239796554136724,,,,,-1.0331069429715476,1.69980799408266,1.1581188624667138,,,0.14767281033776022,,,"Clayton Kershaw",2036,477132
"Jorge De La Rosa","- - -",56,-0.8415356589580634,,-3.4875171879927316,2.8954717583787115,,,,-0.9067319853361263,,,,,,"Jorge De La Rosa",2047,407822
"Adam Wainwright","STL",40.1,-6.136266844613211,,0.6955313992190671,,,-1.9133367100540473,,2.4286816138347596,,-5.434867367148399,-4.445700986044748,,,"Adam Wainwright",2233,425794
"Blaine Boyer","KCR",21.2,-0.4815354066736558,,,,,-1.1027885973453522,-4.4953549845834795,-10.521627083802834,,,14.088605344295502,,,"Blaine Boyer",2237,430641
"Héctor Rondón","HOU",59,1.1058117938816332,,,,,2.0173233968240245,0.12962825241542997,,,,-4.970053831736246,,,"Hector Rondon",2391,444468
"Corey Kluber","CLE",215,1.36196534712236,,1.616930777196726,,,-0.897113743113048,,3.246536199677353,,,0.5844120341952485,,,"Corey Kluber",2429,446372
"Lance Lynn","- - -",156.2,-0.05002101383006627,,-0.2593503589123751,,,-0.416837806216317,,-0.5541049474187558,,,-2.545425952657273,,,"Lance Lynn",2520,458681
"Jhoulys Chacín","MIL",192.2,0.6234537800656089,,,-2.276712858758005,,-0.45056875447336586,1.8682518090330942,0.919691366808755,,,-2.8636878356337547,,,"Jhoulys Chacin",2608,468504
"Brandon Guyer","CLE",1,,,,,,,,9.09569263458252,,,,,,"Brandon Guyer",2636,446386
"Brett Cecil","STL",32.2,-4.243181266036688,,0.7033451910941831,,,-4.6149841376713345,,,0.41157760118183334,,-0.3895670175552368,,,"Brett Cecil",2660,446399
"Rick Porcello","BOS",191.1,0.6118288377473592,,,,,-0.20019548094790918,0.9256548982448679,-0.4268872023727487,,,-0.2110267473646432,,,"Rick Porcello",2717,519144
"Ross Detwiler","SEA",6,0.8943030367726865,,-134.6165657043457,,,1.7449418703715007,,-4.279658198356628,,,8.47212957299274,,,"Ross Detwiler",2859,446321
"Santiago Casilla","OAK",31.1,1.0012110759472024,,,,,1.1594253516047255,1.6699107254252714,,2.574586868286133,,-1.8692746758460999,,,"Santiago Casilla",2873,433586
"Luis Avilán","- - -",45.1,-5.130216479301453,,,,,-0.6425356439181736,,-0.021030773987641204,,,1.1139512668735805,,,"Luis Avilan",2882,501593
"Zach McAllister","- - -",45,-1.0530313774799795,,,,,0.3613189739339492,,-0.7632397029591703,,,-18.16717819734053,,,"Zach McAllister",2895,502083
"Josh Ravin","ATL",3,-5.034199357032776,,,,,11.700664758682251,-1.360169549783071,,,,,,,"Josh Ravin",2951,502051
"Kenley Jansen","LAD",71.2,,,0.95121648742612,,,0.16844443276397184,-1.7908379887089585,,,,,,,"Kenley Jansen",3096,445276
"Tony Watson","SFG",66,,,,,,0.3638942300537486,0.992131233215332,,,,3.8665569490856595,,,"Tony Watson",3132,453265
"Max Scherzer","WSN",220.2,1.7308948374750963,,-0.2731246607644217,,,,1.9188829683141857,-1.3190110234448509,,,1.7420361511898736,,,"Max Scherzer",3137,453286
"Tim Collins","WSN",22.2,0.4930394252544732,,,,,,-1.8424721325145048,0.8702670770978171,,,-4.8546347507210665,,,"Tim Collins",3164,525768
"David Price","BOS",176,1.199114720026652,,0.1169498449836681,,,1.4781934029475068,,,-7.165986073168018,,-0.17103008172207607,,,"David Price",3184,456034
"Will Harris","HOU",56.2,11.642075578371685,,0.4736328730782234,,,,,2.313975027731589,,,,,,"Will Harris",3192,501789
"Ervin Santana","MIN",24.2,-2.3781000181686047,,,,,-5.090004437929624,-1.4558945761786566,,,,-1.7585218637839133,,,"Ervin Santana",3200,429722
"Francisco Liriano","DET",133.2,-4.6516379586568,,,,,-1.883882393754174,1.066566989725868,-13.103315830230713,,,0.9796651706590758,,,"Francisco Liriano",3201,434538
"T.J. McFarland","ARI",72,-3.1288061290979385,,-3.6135897040367126,,,2.0693289864923536,-0.8420315143224355,,,,-0.9565088298770931,,,"T.J. McFarland",3237,519008
"Zack Britton","- - -",40.2,2.944011489550273,,,,,0.622667829393352,4.266259753041797,,,,,,,"Zack Britton",3240,502154
"Jeff Samardzija","SFG",44.2,-2.2130643167803363,,4.055686150827715,1.5427213089138854,,-0.13309700388303947,-1.4227453867594402,,-3.3344244956970215,,,,,"Jeff Samardzija",3254,502188
"Joe Smith","HOU",45.2,-0.04105053194191145,,,,,1.0110282678208593,1.573425781827013,,,,-3.1527094542980194,,,"Joe Smith",3281,501925
"Aníbal Sánchez","ATL",136.2,0.1263541110924312,,2.1971704312415667,2.718994028792523,,-2.9836843230507593,-0.11174260423733638,-1.201944363298755,,,3.769047889444563,,,"Anibal Sanchez",3284,434671
"Charlie Culberson","ATL",1,-1.3523569537533653,,,,,,-45.48404812812805,,,,,,,"Charlie Culberson",3298,518586
"Chris Hatcher","OAK",36.1,-2.5046320819350147,,-2.160192362834952,-3.0491167848760434,,3.156722508943998,4.172403321546667,,,,,,,"Chris Hatcher",3299,501822
"Darren O'Day","BAL",20,1.3075261280454438,,,,,3.8245474850689924,-1.693132000584756,,,,,,,"Darren O'Day",3321,503285
"Cliff Pennington","CIN",1,1.0506129927105374,,,,,-9.076125754250421,,-2.342221885919571,,,,,,"Cliff Pennington",3395,460060
"Jeff Mathis","ARI",1,,,,,,,-22.616751988728844,9.309636354446411,,,-3.4459631890058517,,,"Jeff Mathis",3448,425772
"Danny Duffy","KCR",155,0.5492456017910646,,,,,-0.8061982569147329,-2.2615269191546536,0.21481942949873029,,,-0.4108344399651816,,,"Danny Duffy",3542,518633
"Clay Buchholz","ARI",98.1,1.6924226072412976,,1.997269630432129,,,0.5031568732688098,,-1.2618577871166292,,,2.305869261423747,,,"Clay Buchholz",3543,453329
