Name,Team,IP,wFA/C,wFT/C,wFC/C,wFS/C,wFO/C,wSI/C,wSL/C,wCU/C,wKC/C,wEP/C,wCH/C,wSC/C,wKN/C,NameASCII,PlayerId,MLBAMID
"George Kirby","SEA",190.2,1.3355885478232405,,,1.0717541850798311,,0.4296406932260798,1.0306187670865505,,0.3544295643582756,,-5.307958640304266,,0.2592461183667183,"George Kirby",25436,669923
"Matt Waldron","SDP",41.1,-0.9476155258607174,,0.14828301288864829,,,0.7521731673546558,-0.4418274180756675,,,,,,-1.0090545502801735,"Matt Waldron",25550,663362
"Ernie Clement","TOR",1,-0.14240806301434836,,,,,,,,,,,,-20.740814208984375,"Ernie Clement",20352,676391
"Luke Maile","CIN",4.1,-7.90620469427728,,,,,,,,,,,,-28.08133562405904,"Luke Maile",13355,571912
"Tommy Hunter","NYM",23.2,0.44727423067750605,,-2.8308632062829058,,,3.0119985342025757,,-7.171422701615554,,,-6.5491989806846345,,,"Tommy Hunter",1157,488984
"Matt Bush","MIL",10.1,-3.456594684336445,,,,,3.9622183029468245,-37.807318568229675,0.13060668777478368,,,,,,"Matt Bush",1246,456713
"Adam Ottavino","NYM",61.2,3.9817784961901213,,-1.1959675070527314,,,0.48213922298016326,0.5864232883118747,,,,2.171841305746159,,,"Adam Ottavino",1247,493603
"Matt Moore","- - -",52.2,0.23859932010335136,,,,,,,,-1.3735486844251321,,3.473160358575674,,,"Matt Moore",1890,519043
"Zack Greinke","KCR",142.1,0.24852413677804944,,-0.9377679763696132,,,-0.916493418572963,1.1192024291098657,-2.9931704967449875,-3.638676553964615,,0.05886380265398723,,,"Zack Greinke",1943,425844
"Clayton Kershaw","LAD",131.2,0.23429357113047716,,,13.51265549659729,,14.835478365421295,2.062856350878129,0.12842073406971677,,,-0.4550133858408247,,,"Clayton Kershaw",2036,477132
"Adam Wainwright","STL",101,-1.4838515028441694,,-0.2673842234186607,,,-3.359119054892909,-13.897287845611572,-1.496809131496555,6.389004488786061,,-3.602435615625274,,,"Adam Wainwright",2233,425794
"Corey Kluber","BOS",55,-0.5517959594726562,,-3.123427493105955,,,-4.751931795707116,,-0.10514215542851382,,,0.670895682778328,,,"Corey Kluber",2429,446372
"Lance Lynn","- - -",183.2,-0.40088283025831095,,-0.35100592361701716,,,1.2111711621583254,-3.651923179626465,-2.2410431478777504,,,-1.22984491322375,,,"Lance Lynn",2520,458681
"Zach McAllister","NYY",5.1,,,-3.252353327614921,,,-5.3115105628967285,2.1407342619366116,,,,2.1758056349224515,,,"Zach McAllister",2895,502083
