Name,Team,IP,wFA,wFT,wFC,wFS,wFO,wSI,wSL,wCU,wKC,wEP,wCH,wSC,wKN,NameASCII,PlayerId,MLBAMID
"George Kirby","SEA",190.2,14.851744651794434,,,1.8326996564865112,,2.616511821746826,5.730240345001221,,1.148351788520813,,-2.707058906555176,,0.005184922367334366,"George Kirby",25436,669923
"Luke Maile","CIN",4.1,-6.087777614593506,,,,,,,,,,,,-0.8424400687217712,"Luke Maile",13355,571912
"Ernie Clement","TOR",1,-0.021361209452152252,,,,,,,,,,,,-1.0370407104492188,"Ernie Clement",20352,676391
"Matt Waldron","SDP",41.1,-1.30770942568779,,0.1304890513420105,,,1.1959553360939026,-0.4771736115217209,,,,,,-1.8162981905043125,"Matt Waldron",25550,663362
"Tommy Hunter","NYM",23.2,0.12970952689647675,,-3.255492687225342,,,4.337277889251709,,-3.729139804840088,,,-1.768283724784851,,,"Tommy Hunter",1157,488984
"Matt Bush","MIL",10.1,-3.4911606311798096,,,,,0.5150883793830872,-1.512292742729187,0.0992610827088356,,,,,,"Matt Bush",1246,456713
"Adam Ottavino","NYM",61.2,2.269613742828369,,-1.841789960861206,,,1.8610574007034302,1.6713063716888428,,,,3.084014654159546,,,"Adam Ottavino",1247,493603
"Matt Moore","- - -",52.2,0.9520112872123718,,,,,,,,-2.3625037372112274,,9.030216932296753,,,"Matt Moore",1890,519043
"Zack Greinke","KCR",142.1,1.4638071656227112,,-1.4629180431365967,,,-3.189397096633911,4.969258785247803,-9.33869194984436,-0.03638676553964615,,0.2172074317932129,,,"Zack Greinke",1943,425844
"Clayton Kershaw","LAD",131.2,1.7525159120559692,,,0.6756327748298645,,0.5934191346168518,18.13250732421875,0.4558936059474945,,,-0.15925468504428864,,,"Clayton Kershaw",2036,477132
"Adam Wainwright","STL",101,-2.6264171600341797,,-1.0802322626113892,,,-18.84465789794922,-0.6948643922805786,-8.172577857971191,0.19167013466358185,,-3.206167697906494,,,"Adam Wainwright",2233,425794
"Corey Kluber","BOS",55,-0.12691307067871094,,-8.464488506317139,,,-12.355022668838501,,-0.2933466136455536,,,1.053306221961975,,,"Corey Kluber",2429,446372
"Lance Lynn","- - -",183.2,-5.552227199077606,,-2.5553231239318848,,,4.832572937011719,-7.30384635925293,-5.2440409660339355,,,-2.7179572582244873,,,"Lance Lynn",2520,458681
"Zach McAllister","NYY",5.1,,,-1.1383236646652222,,,-3.71805739402771,0.19266608357429504,,,,0.19582250714302063,,,"Zach McAllister",2895,502083
"Kenley Jansen","BOS",44.2,,,5.2236647605896,,,-1.4004789590835571,-1.1951771974563599,,,,-0.03638676553964615,,,"Kenley Jansen",3096,445276
"Max Scherzer","- - -",152.2,8.209049940109253,,5.422464847564697,,,,-0.8529189825057983,1.5534716844558716,,,0.10937142372131348,,,"Max Scherzer",3137,453286
"T.J. McFarland","NYM",1.2,,,,,,-1.1015516519546509,-0.6159018278121948,,,,0.0804702639579773,,,"T.J. McFarland",3237,519008
"Liam Hendriks","CHW",5,0.4927733540534973,,,,,,-0.28195643424987793,-0.06333248317241669,,,,,,"Liam Hendriks",3548,521230
"Charlie Morton","ATL",163.1,-11.377667427062988,,0.5647240877151489,,,-7.7739644050598145,,22.035306930541992,,,2.50877046585083,,,"Charlie Morton",4676,450203
"Rich Hill","- - -",146.1,-2.7594787180423737,,-4.717498064041138,,,2.4950872361660004,-5.5841370932757854,-10.360915213823318,-0.693713840097189,,-0.03297007083892822,,,"Rich Hill",4806,448179
"Fernando Abad","COL",6.1,-0.24364633858203888,,,,,-0.14608286321163177,,,0.3703361451625824,,-2.4225378036499023,,,"Fernando Abad",4994,472551
"Jake Diekman","- - -",56.2,7.227987051010132,,0.5714533925056458,,,0.2744978293776512,-0.2776542007923126,,,,2.7250857949256897,,,"Jake Diekman",5003,518617
"Josh Donaldson","NYY",1,0.6997910141944885,,,,,,,,,,0.0538889542222023,,,"Josh Donaldson",5038,518626
"Jeurys Familia","OAK",12.2,-1.7303799390792847,,,-0.009153485298156738,,-2.377608299255371,0.8790348768234253,,,,,,,"Jeurys Familia",5114,544727
"Sandy León","TEX",1,-0.9477472305297852,,,,,,,,,,,,,"Sandy Leon",5273,506702
"Brandon Crawford","SFG",1,-0.39363551139831543,,,,,,0.2958614230155945,0.13122883439064026,,,0.035695165395736694,,,"Brandon Crawford",5343,543063
"Jesse Chavez","ATL",34.2,-0.02694571390748024,,1.5807792767882347,,,0.34433576464653015,,1.097430944442749,,,2.788004696369171,,,"Jesse Chavez",5448,445926
"Madison Bumgarner","ARI",16.2,-0.7938908338546753,,-2.1559348106384277,,,,,-2.0729308128356934,,,-5.273314952850342,,,"Madison Bumgarner",5524,518516
"Ryan Brasier","- - -",59.2,-1.8344604969024658,,4.9904937744140625,,,4.023860394954681,6.660354912281036,,,,-0.10151799768209457,,,"Ryan Brasier",5615,518489
"Huascar Brazobán","MIA",58.2,2.426974296569824,,-1.6643157005310059,,,-2.3703482151031494,,,,,5.354500770568848,,,"Huascar Brazoban",6107,623211
"Eduardo Escobar","LAA",3.2,-0.30431079864501953,,,,,,,,,0.5930041074752808,,,,"Eduardo Escobar",6153,500871
"Trevor May","OAK",46.2,0.0014488659799098969,,,,,,2.037144660949707,,,,2.9755778312683105,,,"Trevor May",6398,543507
"José Cisnero","DET",59.1,0.00788697600364685,,0.4064137637615204,,,-4.223817825317383,1.4732816219329834,,,,-1.8119637966156006,,,"Jose Cisnero",6399,542585
"Alex Cobb","SFG",151.1,-0.24306140840053558,,,1.9562636613845825,,3.2642998695373535,-1.6830734014511108,,-5.592864513397217,,,,,"Alex Cobb",6562,502171
"Carlos Carrasco","NYM",90,-12.033342361450195,,-0.5698369741439819,,,-6.130618095397949,-5.814702987670898,-1.8011114597320557,,,0.5777209997177124,,,"Carlos Carrasco",6632,471911
"Craig Kimbrel","PHI",69,9.361366271972656,,,,,,,,3.0018138885498047,,,,,"Craig Kimbrel",6655,518886
"Alex Colomé","CHW",3,-0.41506239771842957,,-0.9661233425140381,,,,,,,,,,,"Alex Colome",6661,517008
"Julio Teheran","MIL",71.2,-5.875150203704834,,2.883350670337677,,,-0.1436951756477356,,2.4611024260520935,,,-0.6854473948478699,,,"Julio Teheran",6797,527054
"Martín Maldonado","HOU",1,-0.8465504050254822,,,,,,,,,-3.0463690757751465,,,,"Martin Maldonado",6887,455117
"Johnny Cueto","MIA",52.1,-0.08689963817596436,,0.018185824155807495,,,4.144121050834656,-3.8404381275177,-0.09182986617088318,,,-5.104767948389053,,,"Johnny Cueto",6893,456501
"Chase Anderson","- - -",86.1,-9.82859617471695,,2.3831329345703125,,,-5.720000341534615,1.0807807445526123,-2.487907759845257,,,7.1126194298267365,,,"Chase Anderson",6895,502624
"Martín Pérez","TEX",141.2,2.8634228706359863,,-9.941329002380371,,,4.1372904777526855,0.4390806555747986,2.7459857165813446,,,-4.415529251098633,,,"Martin Perez",6902,527048
"Luis García","SDP",59.2,0.05285588279366493,,,1.8667216300964355,,-0.7735628485679626,-1.0054975748062134,,,,,,,"Luis Garcia",6984,472610
